"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Asteraceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagus","Herbs.undiff.","Ostrya.Carpinus","Pinus.undiff.","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus","Acer","Fraxinus","Populus","Amaranthaceae","Poaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Cupressaceae","Platanus","Juglans","Picea","Larix","Rumex","Myrica","Abies","Liquidambar","Castanea"
40,NA,0.0593471810089021,0.0504451038575668,0.0237388724035608,0.00593471810089021,0.0029673590504451,0.0118694362017804,0.0326409495548961,0.0741839762611276,0.0029673590504451,0.0029673590504451,0.056379821958457,0.0979228486646884,0.350148367952522,0.0118694362017804,0.0029673590504451,0.0207715133531157,0.0237388724035608,0.0356083086053412,0.0029673590504451,0.00890207715133531,0.0029673590504451,0.00593471810089021,0.0445103857566766,0.0534124629080119,0.0148367952522255,0,0,0,0,0,0,0,0,0,0
50,NA,0.0481927710843374,0.0271084337349398,0.0512048192771084,0.00602409638554217,0.00903614457831325,0.00301204819277108,0.0903614457831325,0.0120481927710843,0.00301204819277108,0.00903614457831325,0.0210843373493976,0.180722891566265,0.364457831325301,0.00602409638554217,0,0.0150602409638554,0.0240963855421687,0.0240963855421687,0.00301204819277108,0.00903614457831325,0,0.00903614457831325,0.0632530120481928,0.00903614457831325,0,0.00301204819277108,0.00602409638554217,0.00301204819277108,0,0,0,0,0,0,0
60,NA,0.0349854227405248,0.0262390670553936,0.0291545189504373,0.0145772594752187,0,0.00291545189504373,0.0553935860058309,0.0174927113702624,0.00291545189504373,0.00583090379008746,0.0116618075801749,0.137026239067055,0.466472303206997,0.00291545189504373,0,0.0174927113702624,0.0116618075801749,0.0145772594752187,0.00583090379008746,0.0174927113702624,0,0.00583090379008746,0.0495626822157434,0.043731778425656,0.00583090379008746,0.00583090379008746,0,0.00291545189504373,0.0116618075801749,0,0,0,0,0,0
70,NA,0.0334075723830735,0.0623608017817372,0.0289532293986637,0.0178173719376392,0.0111358574610245,0.0022271714922049,0.0734966592427617,0.0111358574610245,0.0089086859688196,0.0066815144766147,0.0244988864142539,0.164810690423163,0.351893095768374,0.0066815144766147,0,0.0178173719376392,0.022271714922049,0.0356347438752784,0.0044543429844098,0.0022271714922049,0,0.0089086859688196,0.0824053452115813,0.0044543429844098,0,0.0089086859688196,0.0089086859688196,0,0,0,0,0,0,0,0
80,NA,0.0121580547112462,0.0121580547112462,0.0364741641337386,0.0121580547112462,0.00911854103343465,0.00303951367781155,0.033434650455927,0.0577507598784195,0,0.00911854103343465,0.0303951367781155,0.088145896656535,0.492401215805471,0.0060790273556231,0,0.0243161094224924,0.00911854103343465,0.0212765957446809,0.0151975683890578,0.0060790273556231,0,0.00303951367781155,0.0577507598784195,0.0455927051671733,0.00911854103343465,0,0,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0
90,NA,0.0232558139534884,0.0465116279069767,0.063953488372093,0.00290697674418605,0,0.00290697674418605,0.0726744186046512,0.0348837209302326,0.00581395348837209,0.0116279069767442,0.0319767441860465,0.0988372093023256,0.421511627906977,0.00872093023255814,0,0.00872093023255814,0.0145348837209302,0.0145348837209302,0.00581395348837209,0.0203488372093023,0,0,0.061046511627907,0.0232558139534884,0.0116279069767442,0.00290697674418605,0,0.00581395348837209,0.00290697674418605,0,0,0.00290697674418605,0,0,0
100,NA,0.0151057401812689,0.0332326283987915,0.0483383685800604,0.0151057401812689,0.0120845921450151,0.00302114803625378,0.0664652567975831,0.0332326283987915,0.00302114803625378,0,0.0392749244712991,0.081570996978852,0.353474320241692,0.00604229607250755,0,0.0120845921450151,0.0151057401812689,0.0453172205438066,0.00604229607250755,0.0211480362537764,0,0.00302114803625378,0.0604229607250755,0.0785498489425982,0.0302114803625378,0.00604229607250755,0.00302114803625378,0,0.00604229607250755,0,0,0,0.00302114803625378,0,0
110,NA,0.0088235294117647,0.0264705882352941,0.0470588235294118,0.0088235294117647,0.00294117647058824,0.0088235294117647,0.0823529411764706,0.0911764705882353,0.0117647058823529,0.0147058823529412,0.0235294117647059,0.138235294117647,0.285294117647059,0.0117647058823529,0,0.00588235294117647,0.0323529411764706,0.0235294117647059,0.0117647058823529,0.0147058823529412,0,0.00294117647058824,0.0647058823529412,0.05,0.0176470588235294,0.00294117647058824,0,0.00588235294117647,0,0,0,0.00294117647058824,0,0.00294117647058824,0
120,NA,0.0330396475770925,0.0682819383259912,0.0308370044052863,0.00881057268722467,0.013215859030837,0.00220264317180617,0.0286343612334802,0.284140969162996,0.00440528634361234,0.00220264317180617,0.00881057268722467,0.079295154185022,0.226872246696035,0.00881057268722467,0.00220264317180617,0.00440528634361234,0.0154185022026432,0.00881057268722467,0.00440528634361234,0.0110132158590308,0.00440528634361234,0.0110132158590308,0.10352422907489,0.0198237885462555,0,0.0066079295154185,0.00220264317180617,0.00440528634361234,0,0.00220264317180617,0,0,0,0,0
140,NA,0.032051282051282,0.0288461538461538,0.0224358974358974,0.0224358974358974,0.00641025641025641,0.00641025641025641,0.0544871794871795,0.0128205128205128,0.00641025641025641,0.00320512820512821,0.0673076923076923,0.092948717948718,0.355769230769231,0.00641025641025641,0,0.0128205128205128,0.0480769230769231,0.0384615384615385,0.00961538461538462,0.0288461538461538,0,0.00641025641025641,0.0705128205128205,0.0448717948717949,0.00320512820512821,0.00320512820512821,0.00961538461538462,0.00320512820512821,0,0,0,0,0,0,0.00320512820512821
150,NA,0.0306406685236769,0.0417827298050139,0.0919220055710306,0.0167130919220056,0.00557103064066852,0,0.00835654596100279,0,0.00835654596100279,0.011142061281337,0.0278551532033426,0.398328690807799,0.211699164345404,0.00557103064066852,0,0.00278551532033426,0.0139275766016713,0.0167130919220056,0.00278551532033426,0.00278551532033426,0,0.00557103064066852,0.0473537604456825,0.0445682451253482,0,0,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0,0
160,NA,0.0114942528735632,0.0172413793103448,0.0603448275862069,0.00862068965517241,0.00574712643678161,0.014367816091954,0.014367816091954,0,0,0.00574712643678161,0.0114942528735632,0.100574712643678,0.563218390804598,0.00574712643678161,0.0028735632183908,0.0114942528735632,0.0114942528735632,0.0258620689655172,0.0028735632183908,0.0201149425287356,0,0.0028735632183908,0.0258620689655172,0.0517241379310345,0.0114942528735632,0.00862068965517241,0.0028735632183908,0,0.0028735632183908,0,0,0,0,0,0
170,NA,0.0272727272727273,0.0333333333333333,0.0454545454545455,0.00303030303030303,0.00909090909090909,0.00303030303030303,0.0454545454545455,0.0212121212121212,0.00303030303030303,0.0212121212121212,0.0363636363636364,0.0878787878787879,0.406060606060606,0.00303030303030303,0,0.00303030303030303,0.0212121212121212,0.0575757575757576,0,0.0121212121212121,0,0.00606060606060606,0.0575757575757576,0.0515151515151515,0.0242424242424242,0.00606060606060606,0.00909090909090909,0.00606060606060606,0,0,0,0,0,0,0
180,NA,0.0691823899371069,0.0534591194968553,0.0157232704402516,0.0157232704402516,0.00628930817610063,0.00314465408805031,0.0534591194968553,0.00628930817610063,0.0125786163522013,0,0.0440251572327044,0.113207547169811,0.367924528301887,0.00628930817610063,0.00314465408805031,0.00943396226415094,0.0220125786163522,0.00628930817610063,0.00314465408805031,0.0220125786163522,0.00314465408805031,0.0220125786163522,0.0754716981132075,0.050314465408805,0.00628930817610063,0.00943396226415094,0,0,0,0,0,0,0,0,0
