"sample.depths","sample.ages","Ambrosia.type","Artemisia","Carya","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus.undiff.","Herbs.undiff.","Picea","Platanus","Quercus","Rumex","Salix","Tilia","Ulmus","Acer","Pinus","Poaceae","Plantago","Betula","Asteraceae.undiff.","Juglans.undiff.","Ostrya.Carpinus","Alnus","Corylus","Populus","Cupressaceae","Rosaceae.undiff.","Celtis","Thalictrum","Abies","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Tsuga","Rhamnaceae.Vitaceae","Sarcobatus.vermiculatus","Larix","Trees.undiff.","Saxifragaceae","Sanguisorba"
0,-24,0.197247706422018,0.0229357798165138,0.055045871559633,0.0091743119266055,0.0091743119266055,0.018348623853211,0.018348623853211,0.0091743119266055,0.00458715596330275,0.00458715596330275,0.357798165137615,0.0091743119266055,0.0091743119266055,0.00458715596330275,0.0275229357798165,0.0504587155963303,0.174311926605505,0.0137614678899083,0.00458715596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-23,0.181395348837209,0.00930232558139535,0.0697674418604651,0.00930232558139535,0,0.0232558139534884,0.0418604651162791,0.0325581395348837,0,0,0.390697674418605,0.013953488372093,0.00930232558139535,0,0.0418604651162791,0.00465116279069767,0.111627906976744,0.013953488372093,0,0.0186046511627907,0.00465116279069767,0.00465116279069767,0.013953488372093,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-23,0.251141552511416,0.0045662100456621,0.0410958904109589,0.0182648401826484,0,0.0091324200913242,0.0136986301369863,0.0136986301369863,0.0182648401826484,0,0.410958904109589,0.0182648401826484,0,0.0091324200913242,0.0273972602739726,0.0091324200913242,0.095890410958904,0.0228310502283105,0,0.0091324200913242,0,0.0182648401826484,0.0045662100456621,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-21,0.269406392694064,0,0.0228310502283105,0.0182648401826484,0,0.0182648401826484,0.0365296803652968,0,0.0273972602739726,0,0.401826484018265,0.0228310502283105,0.0045662100456621,0,0.091324200913242,0,0.0502283105022831,0.0136986301369863,0,0.0045662100456621,0.0045662100456621,0.0045662100456621,0,0.0045662100456621,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-18,0.33206106870229,0.00763358778625954,0.0572519083969466,0.00763358778625954,0,0.0229007633587786,0.0114503816793893,0.0114503816793893,0.00381679389312977,0,0.377862595419847,0.00763358778625954,0,0.00381679389312977,0.0343511450381679,0.00763358778625954,0.0648854961832061,0.0114503816793893,0,0.00381679389312977,0.0114503816793893,0.0152671755725191,0.00381679389312977,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-14,0.370044052863436,0.00440528634361234,0.0176211453744493,0.00440528634361234,0,0.00440528634361234,0,0.00440528634361234,0.00440528634361234,0,0.418502202643172,0.0308370044052863,0,0,0.0440528634361234,0.00440528634361234,0.0484581497797357,0.00881057268722467,0.013215859030837,0.00440528634361234,0.00440528634361234,0,0,0.00881057268722467,0,0.00440528634361234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-8,0.394067796610169,0.00423728813559322,0.038135593220339,0.00847457627118644,0,0.0127118644067797,0.0127118644067797,0.0211864406779661,0.00423728813559322,0,0.305084745762712,0.0593220338983051,0,0,0.0169491525423729,0,0.0423728813559322,0.038135593220339,0,0.0254237288135593,0.00423728813559322,0.00847457627118644,0.00423728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,0.423076923076923,0,0.00961538461538462,0.00961538461538462,0.00961538461538462,0.00961538461538462,0,0,0.00961538461538462,0,0.269230769230769,0.0961538461538462,0,0,0.0480769230769231,0.00480769230769231,0.0192307692307692,0.0528846153846154,0.00961538461538462,0.00480769230769231,0.00480769230769231,0.0144230769230769,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13,0.419607843137255,0,0.0196078431372549,0,0.00392156862745098,0.0196078431372549,0.0117647058823529,0,0.0117647058823529,0,0.298039215686275,0.0705882352941176,0.00392156862745098,0.00392156862745098,0.0470588235294118,0.00392156862745098,0.0235294117647059,0.0313725490196078,0,0.00784313725490196,0.00392156862745098,0.00392156862745098,0,0.0117647058823529,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,27,0.403755868544601,0,0.00938967136150235,0,0,0.00938967136150235,0.00938967136150235,0,0.00938967136150235,0.00469483568075117,0.347417840375587,0.0610328638497653,0,0.00938967136150235,0.0469483568075117,0,0.0187793427230047,0.0422535211267606,0,0.00938967136150235,0.00469483568075117,0.00938967136150235,0,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,46,0.161702127659574,0.00425531914893617,0.025531914893617,0,0,0.0340425531914894,0.0170212765957447,0.00425531914893617,0.00425531914893617,0.0212765957446809,0.553191489361702,0.0468085106382979,0,0.00425531914893617,0.0212765957446809,0.00851063829787234,0.025531914893617,0.025531914893617,0,0.0170212765957447,0,0.00425531914893617,0.0212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,69,0.135371179039301,0.0218340611353712,0.00436681222707424,0.00873362445414847,0.0131004366812227,0.0393013100436681,0.0305676855895196,0,0.0174672489082969,0,0.54585152838428,0.0174672489082969,0,0,0.0655021834061135,0.00436681222707424,0.0174672489082969,0.0131004366812227,0,0.0349344978165939,0.00873362445414847,0.00436681222707424,0.0174672489082969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,96,0.11353711790393,0.0131004366812227,0.0524017467248908,0.00436681222707424,0,0.0305676855895196,0.0305676855895196,0.00436681222707424,0.0131004366812227,0,0.502183406113537,0.0349344978165939,0,0,0.0480349344978166,0,0.0567685589519651,0.00436681222707424,0,0.0262008733624454,0.0174672489082969,0.0131004366812227,0.0174672489082969,0.00873362445414847,0.00436681222707424,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,128,0.0275229357798165,0,0.0458715596330275,0,0,0.0458715596330275,0.018348623853211,0.00458715596330275,0.0091743119266055,0,0.669724770642202,0.0091743119266055,0.00458715596330275,0.0091743119266055,0.036697247706422,0.00458715596330275,0.036697247706422,0,0,0.0321100917431193,0.00458715596330275,0,0.0412844036697248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,166,0.00420168067226891,0,0.0336134453781513,0,0,0.0546218487394958,0.0168067226890756,0,0,0.00420168067226891,0.743697478991597,0,0,0,0.046218487394958,0.00420168067226891,0.0210084033613445,0,0,0.0420168067226891,0,0.00420168067226891,0.0252100840336134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,209,0.026431718061674,0.00440528634361234,0.052863436123348,0,0,0.0837004405286344,0.0484581497797357,0,0,0.00881057268722467,0.594713656387665,0,0,0,0.052863436123348,0.013215859030837,0.0352422907488987,0,0,0.0220264317180617,0.00440528634361234,0.0220264317180617,0.0308370044052863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,257,0.00471698113207547,0,0.0754716981132075,0,0,0.10377358490566,0.0330188679245283,0,0,0.00471698113207547,0.622641509433962,0,0,0,0.0518867924528302,0.00943396226415094,0.0518867924528302,0,0,0.0141509433962264,0,0.00471698113207547,0.0235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
