"sample.depths","sample.ages","Ambrosia.type","Artemisia","Carya","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus.undiff.","Herbs.undiff.","Picea","Platanus","Quercus","Rumex","Salix","Tilia","Ulmus","Acer","Pinus","Poaceae","Plantago","Betula","Asteraceae.undiff.","Juglans.undiff.","Ostrya.Carpinus","Alnus","Corylus","Populus","Cupressaceae","Rosaceae.undiff.","Celtis","Thalictrum","Abies","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Tsuga","Rhamnaceae.Vitaceae","Sarcobatus.vermiculatus","Larix","Trees.undiff.","Saxifragaceae","Sanguisorba"
103,571,0.0149253731343284,0.0111940298507463,0.0932835820895522,0,0.00746268656716418,0.0559701492537313,0.0335820895522388,0,0.00373134328358209,0,0.582089552238806,0,0,0.0111940298507463,0.041044776119403,0.0223880597014925,0.0186567164179104,0.0111940298507463,0,0.0223880597014925,0.0149253731343284,0.0111940298507463,0.0335820895522388,0.00373134328358209,0,0.00373134328358209,0,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0
123,903,0.0203252032520325,0.0040650406504065,0.101626016260163,0.0040650406504065,0,0.065040650406504,0.048780487804878,0,0.0040650406504065,0.0040650406504065,0.532520325203252,0,0.0040650406504065,0.0040650406504065,0.073170731707317,0.032520325203252,0.0203252032520325,0.0040650406504065,0,0.016260162601626,0,0.0121951219512195,0.0284552845528455,0.0040650406504065,0.008130081300813,0,0,0.0040650406504065,0.0040650406504065,0,0,0,0,0,0,0,0,0,0,0,0
143,1296,0.00384615384615385,0,0.0423076923076923,0,0.00384615384615385,0.223076923076923,0.05,0,0.00384615384615385,0,0.469230769230769,0,0.00384615384615385,0.00384615384615385,0.0769230769230769,0.0115384615384615,0.0192307692307692,0.0115384615384615,0,0.0115384615384615,0,0.0153846153846154,0.0307692307692308,0.00769230769230769,0,0.00384615384615385,0,0,0.00384615384615385,0.00384615384615385,0,0,0,0,0,0,0,0,0,0,0
163,1743,0.00869565217391304,0,0.0217391304347826,0,0,0.178260869565217,0.0652173913043478,0,0.00869565217391304,0.00434782608695652,0.504347826086956,0,0,0.0130434782608696,0.0608695652173913,0.0260869565217391,0.0347826086956522,0.00869565217391304,0,0.00869565217391304,0,0.0173913043478261,0.0347826086956522,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2109,0.00970873786407767,0,0.0825242718446602,0,0,0.087378640776699,0.0388349514563107,0,0.00485436893203883,0.00970873786407767,0.62621359223301,0,0.00485436893203883,0.0145631067961165,0.0388349514563107,0.00970873786407767,0.0145631067961165,0,0,0.00970873786407767,0,0.0194174757281553,0.0194174757281553,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2496,0,0.004739336492891,0.0710900473933649,0,0.009478672985782,0.04739336492891,0.04739336492891,0,0.014218009478673,0.009478672985782,0.706161137440758,0,0.004739336492891,0,0.0521327014218009,0.004739336492891,0.004739336492891,0,0,0,0,0.009478672985782,0.004739336492891,0,0,0,0,0.009478672985782,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2765,0.00389105058365759,0,0.0466926070038911,0,0,0.0583657587548638,0.0233463035019455,0,0.00389105058365759,0,0.75875486381323,0,0,0,0.0350194552529183,0.00778210116731518,0.00389105058365759,0,0,0.0116731517509728,0,0.0155642023346304,0.0155642023346304,0.0116731517509728,0,0.00389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,3171,0.00497512437810945,0,0.099502487562189,0.00497512437810945,0,0.0099502487562189,0.0348258706467662,0,0.0149253731343284,0.0149253731343284,0.72636815920398,0,0.00497512437810945,0,0.0348258706467662,0.0099502487562189,0.0099502487562189,0,0,0.00497512437810945,0,0.00497512437810945,0.0199004975124378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,3435,0.018957345971564,0.004739336492891,0.0521327014218009,0,0.009478672985782,0.023696682464455,0.033175355450237,0.004739336492891,0.023696682464455,0.009478672985782,0.663507109004739,0,0,0,0.0521327014218009,0.004739336492891,0.033175355450237,0.018957345971564,0,0.014218009478673,0,0.004739336492891,0.009478672985782,0.004739336492891,0,0.009478672985782,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0
243,3805,0.028436018957346,0,0.028436018957346,0,0,0.018957345971564,0.04739336492891,0,0,0.004739336492891,0.725118483412322,0,0,0,0.0568720379146919,0,0.023696682464455,0,0,0,0.023696682464455,0.014218009478673,0.004739336492891,0.014218009478673,0.004739336492891,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,4142,0.0138888888888889,0.00462962962962963,0.0462962962962963,0.00462962962962963,0.00462962962962963,0.0509259259259259,0.0694444444444444,0.00462962962962963,0.00925925925925926,0,0.569444444444444,0,0.00462962962962963,0,0.087962962962963,0.0231481481481481,0.0231481481481481,0.0185185185185185,0,0.0231481481481481,0,0.0185185185185185,0.0185185185185185,0,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0,0,0,0,0,0
268,4352,0.00485436893203883,0.00485436893203883,0.0339805825242718,0,0,0.0388349514563107,0.0533980582524272,0,0.00485436893203883,0.0194174757281553,0.679611650485437,0,0,0,0.058252427184466,0.029126213592233,0.00970873786407767,0.00485436893203883,0,0.00970873786407767,0,0.00485436893203883,0.0339805825242718,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,4434,0.009478672985782,0,0.037914691943128,0.004739336492891,0,0.037914691943128,0.0616113744075829,0,0.009478672985782,0.014218009478673,0.706161137440758,0,0,0.023696682464455,0.037914691943128,0.004739336492891,0.023696682464455,0.014218009478673,0,0,0,0,0.004739336492891,0.004739336492891,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0
298,4941,0.0148514851485149,0,0.0148514851485149,0.00495049504950495,0,0.0346534653465347,0.0396039603960396,0.00495049504950495,0.00495049504950495,0.0346534653465347,0.688118811881188,0,0,0.00495049504950495,0.0445544554455446,0.0099009900990099,0.0396039603960396,0.0099009900990099,0,0.00495049504950495,0.00495049504950495,0.0148514851485149,0.0198019801980198,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,5132,0.0237154150197628,0,0.00790513833992095,0.00790513833992095,0,0.0197628458498024,0.0158102766798419,0,0,0.00790513833992095,0.782608695652174,0,0.00395256916996047,0.0118577075098814,0.0355731225296443,0.00790513833992095,0.0355731225296443,0,0,0,0,0.00395256916996047,0.0316205533596838,0,0,0,0,0,0,0.00395256916996047,0,0,0,0,0,0,0,0,0,0,0
328,5519,0.0187793427230047,0,0.0140845070422535,0,0,0.0375586854460094,0.0328638497652582,0,0,0.0234741784037559,0.63849765258216,0,0.00469483568075117,0.00469483568075117,0.117370892018779,0.00938967136150235,0.028169014084507,0.00938967136150235,0,0.00938967136150235,0.00938967136150235,0.00469483568075117,0.0187793427230047,0.00938967136150235,0,0.00938967136150235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,5721,0.00483091787439614,0.00483091787439614,0.0241545893719807,0.00483091787439614,0.0144927536231884,0.0434782608695652,0.0193236714975845,0,0.00966183574879227,0.0193236714975845,0.628019323671498,0,0.00483091787439614,0.00966183574879227,0.101449275362319,0.00966183574879227,0.0241545893719807,0.0193236714975845,0,0.00966183574879227,0,0.0193236714975845,0.0289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,6154,0.0143540669856459,0.0143540669856459,0.0526315789473684,0.00956937799043062,0.00956937799043062,0.0574162679425837,0.0430622009569378,0,0.00478468899521531,0,0.62200956937799,0,0.00478468899521531,0.00478468899521531,0.076555023923445,0.0143540669856459,0.0287081339712919,0,0,0.00478468899521531,0.00956937799043062,0.00956937799043062,0.00956937799043062,0.00956937799043062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,6389,0.0378151260504202,0,0.0294117647058824,0.00840336134453781,0.00840336134453781,0.0420168067226891,0.0126050420168067,0,0.00420168067226891,0.00840336134453781,0.722689075630252,0,0,0.00420168067226891,0.0546218487394958,0.0126050420168067,0.0210084033613445,0.00840336134453781,0,0.00420168067226891,0,0.00840336134453781,0.0126050420168067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,6640,0.0138888888888889,0,0.0231481481481481,0.0231481481481481,0,0.0694444444444444,0.0324074074074074,0,0.00925925925925926,0.00462962962962963,0.648148148148148,0,0,0.00462962962962963,0.0925925925925926,0.00925925925925926,0.0185185185185185,0.0138888888888889,0,0,0.00462962962962963,0.00462962962962963,0.00925925925925926,0.00925925925925926,0,0,0,0.00462962962962963,0,0.00462962962962963,0,0,0,0,0,0,0,0,0,0,0
408,7464,0.0120967741935484,0,0.0241935483870968,0,0.00403225806451613,0.108870967741935,0.0483870967741935,0,0.0241935483870968,0.0161290322580645,0.520161290322581,0,0,0.00403225806451613,0.100806451612903,0.0161290322580645,0.032258064516129,0.00806451612903226,0,0.00806451612903226,0.00403225806451613,0.00806451612903226,0.032258064516129,0.00403225806451613,0.00806451612903226,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,7906,0.0117647058823529,0.00784313725490196,0.0235294117647059,0.00392156862745098,0,0.0784313725490196,0.0509803921568627,0,0.0156862745098039,0.0235294117647059,0.52156862745098,0,0,0,0.16078431372549,0.0313725490196078,0.0392156862745098,0,0,0,0.00392156862745098,0.00784313725490196,0.0117647058823529,0,0,0.00392156862745098,0,0,0,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0
433,8208,0.0125523012552301,0.00836820083682008,0.0460251046025105,0.00418410041841004,0.00418410041841004,0.0585774058577406,0.0334728033472803,0,0.00836820083682008,0.0125523012552301,0.506276150627615,0,0.00418410041841004,0,0.146443514644351,0.0209205020920502,0.0585774058577406,0.00418410041841004,0,0.0167364016736402,0,0.00836820083682008,0.0376569037656904,0.00418410041841004,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,8512,0.0280373831775701,0.00467289719626168,0.0327102803738318,0.00934579439252336,0,0.0280373831775701,0.014018691588785,0,0.014018691588785,0.0186915887850467,0.61214953271028,0,0,0,0.135514018691589,0.0186915887850467,0.0233644859813084,0.00467289719626168,0,0.00467289719626168,0,0,0.00934579439252336,0.00467289719626168,0,0.014018691588785,0,0,0.0186915887850467,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0
458,8971,0.0299145299145299,0,0.0256410256410256,0.00427350427350427,0,0,0.0384615384615385,0,0.00854700854700855,0.0427350427350427,0.683760683760684,0,0,0,0.094017094017094,0.0128205128205128,0.0170940170940171,0.00427350427350427,0,0,0,0.00854700854700855,0.0299145299145299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,9426,0.00851063829787234,0.00851063829787234,0.00851063829787234,0.00851063829787234,0,0,0.0212765957446809,0,0.0170212765957447,0.0170212765957447,0.663829787234043,0,0.00851063829787234,0.00425531914893617,0.0851063829787234,0.0212765957446809,0.0382978723404255,0.00851063829787234,0,0,0.00851063829787234,0.00851063829787234,0.0382978723404255,0.00425531914893617,0.00851063829787234,0.00425531914893617,0,0.00425531914893617,0,0.00425531914893617,0,0,0,0,0,0,0,0,0,0,0
492,9988,0.0334448160535117,0.00668896321070234,0.0133779264214047,0.00668896321070234,0.0234113712374582,0,0.0167224080267559,0,0.00668896321070234,0.020066889632107,0.551839464882943,0,0.00334448160535117,0.00334448160535117,0.0367892976588629,0.0133779264214047,0.137123745819398,0.040133779264214,0,0.00334448160535117,0.0100334448160535,0.00668896321070234,0.0367892976588629,0.0100334448160535,0.0100334448160535,0.00668896321070234,0,0,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0
503,10302,0.0316901408450704,0.00704225352112676,0.0316901408450704,0,0.0176056338028169,0,0.0246478873239437,0,0.00352112676056338,0.0105633802816901,0.563380281690141,0,0.00352112676056338,0.00352112676056338,0.0563380281690141,0.0176056338028169,0.140845070422535,0.0176056338028169,0,0.00352112676056338,0,0.00704225352112676,0.0422535211267606,0.00704225352112676,0.00704225352112676,0,0,0,0,0,0,0.00352112676056338,0,0,0,0,0,0,0,0,0
513,10570,0.00557103064066852,0.00278551532033426,0.0194986072423398,0.0167130919220056,0,0,0,0,0,0.0167130919220056,0.590529247910863,0,0.00278551532033426,0.00278551532033426,0.0807799442896936,0.00835654596100279,0.142061281337047,0.0139275766016713,0,0.00557103064066852,0.00278551532033426,0.011142061281337,0.0362116991643454,0,0.0222841225626741,0.00278551532033426,0,0,0,0,0,0.011142061281337,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0,0
518,10689,0.0217391304347826,0.0036231884057971,0.0144927536231884,0,0.0326086956521739,0,0,0,0.0036231884057971,0.0036231884057971,0.492753623188406,0,0,0,0.0507246376811594,0.0217391304347826,0.221014492753623,0.036231884057971,0,0.0072463768115942,0.0072463768115942,0,0.0434782608695652,0.0072463768115942,0.0108695652173913,0,0,0,0,0,0,0.0144927536231884,0,0,0.0072463768115942,0,0,0,0,0,0
528,10878,0.01,0.00333333333333333,0.0133333333333333,0,0.00333333333333333,0.00333333333333333,0,0,0.0433333333333333,0.00333333333333333,0.336666666666667,0,0.00333333333333333,0,0.0866666666666667,0.02,0.373333333333333,0.01,0,0.0133333333333333,0,0.00666666666666667,0.0466666666666667,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0.00666666666666667,0.00333333333333333,0,0,0.00666666666666667,0,0,0,0,0
538,11021,0.0066006600660066,0.0033003300330033,0.0165016501650165,0,0.0165016501650165,0,0,0,0.0165016501650165,0.0066006600660066,0.194719471947195,0,0.0099009900990099,0,0.105610561056106,0,0.498349834983498,0.0165016501650165,0,0.0066006600660066,0.0033003300330033,0,0.0693069306930693,0,0.0066006600660066,0.0033003300330033,0,0,0,0.0066006600660066,0.0033003300330033,0.0099009900990099,0,0,0,0,0,0,0,0,0
543,11084,0.0106007067137809,0.00353356890459364,0.0247349823321555,0,0.0212014134275618,0,0,0,0.00706713780918728,0.00353356890459364,0.19434628975265,0,0,0,0.0530035335689046,0.0106007067137809,0.530035335689046,0.0106007067137809,0,0.0141342756183746,0,0,0.0671378091872792,0,0.00353356890459364,0.00353356890459364,0,0,0.0106007067137809,0,0,0.0282685512367491,0,0,0,0.00353356890459364,0,0,0,0,0
548,11146,0,0.00261780104712042,0.0235602094240838,0.00261780104712042,0.00523560209424084,0,0.0183246073298429,0,0.00523560209424084,0.00785340314136126,0.151832460732984,0,0.0104712041884817,0,0.0732984293193717,0.0104712041884817,0.573298429319372,0.00785340314136126,0,0.0235602094240838,0.00785340314136126,0.00523560209424084,0.0602094240837696,0,0.00261780104712042,0.00261780104712042,0,0.00261780104712042,0,0,0,0,0,0,0,0,0.00261780104712042,0,0,0,0
553,11211,0,0,0.0120481927710843,0.00301204819277108,0.0150602409638554,0,0,0,0.0120481927710843,0.00301204819277108,0.147590361445783,0,0.00301204819277108,0,0.0783132530120482,0.00301204819277108,0.599397590361446,0.00903614457831325,0.00301204819277108,0.0120481927710843,0.00602409638554217,0.0180722891566265,0.036144578313253,0.00301204819277108,0,0.00602409638554217,0.00301204819277108,0,0.00301204819277108,0,0,0.0210843373493976,0,0,0,0,0,0.00301204819277108,0,0,0
563,11366,0,0.010752688172043,0.010752688172043,0,0.017921146953405,0,0,0,0.03584229390681,0.010752688172043,0.103942652329749,0,0,0,0.0537634408602151,0.007168458781362,0.64516129032258,0.014336917562724,0,0.025089605734767,0.003584229390681,0.007168458781362,0.014336917562724,0.007168458781362,0.003584229390681,0,0,0,0,0,0,0.021505376344086,0.003584229390681,0.003584229390681,0,0,0,0,0,0,0
568,11464,0.00392156862745098,0.00784313725490196,0.00392156862745098,0,0.00784313725490196,0,0,0,0.0666666666666667,0,0.0588235294117647,0,0,0,0.0588235294117647,0,0.635294117647059,0.0117647058823529,0,0.0352941176470588,0.00392156862745098,0.0156862745098039,0.0235294117647059,0.00392156862745098,0,0.00784313725490196,0.00784313725490196,0,0,0,0.00392156862745098,0.0196078431372549,0.0156862745098039,0,0.00392156862745098,0,0,0.00392156862745098,0,0,0
573,11582,0.00170648464163823,0.00341296928327645,0.00511945392491468,0,0.0119453924914676,0,0,0.00170648464163823,0.068259385665529,0,0.0972696245733788,0,0,0,0.0307167235494881,0.00170648464163823,0.645051194539249,0.00511945392491468,0,0.0409556313993174,0.00341296928327645,0,0.0204778156996587,0.00341296928327645,0.00853242320819113,0.00341296928327645,0.00170648464163823,0,0,0.00170648464163823,0.0136518771331058,0.0204778156996587,0,0,0,0,0,0.00853242320819113,0.00170648464163823,0,0
578,11722,0.0100671140939597,0.0167785234899329,0,0,0.0134228187919463,0,0,0.00335570469798658,0.144295302013423,0,0.0771812080536913,0,0.00335570469798658,0,0.0302013422818792,0.00335570469798658,0.593959731543624,0.00335570469798658,0,0.0167785234899329,0.00335570469798658,0,0.0167785234899329,0,0.00671140939597315,0.00335570469798658,0,0,0,0,0.0268456375838926,0.023489932885906,0,0,0.00335570469798658,0,0,0,0,0,0
593,12250,0.0124610591900312,0.0342679127725857,0.0124610591900312,0.00311526479750779,0.0654205607476635,0,0,0,0.32398753894081,0.00311526479750779,0.105919003115265,0,0.0124610591900312,0,0.0311526479750779,0,0.183800623052959,0.0249221183800623,0,0.00934579439252336,0.00623052959501558,0,0.0280373831775701,0.0124610591900312,0,0.0467289719626168,0.0124610591900312,0.00311526479750779,0.00623052959501558,0,0.0280373831775701,0.0280373831775701,0.00311526479750779,0,0,0,0,0.00311526479750779,0,0,0
598,12453,0.012987012987013,0.025974025974026,0,0.0064935064935065,0.0324675324675325,0,0,0,0.519480519480519,0,0.0779220779220779,0,0.012987012987013,0,0.0194805194805195,0.0064935064935065,0.090909090909091,0.0194805194805195,0,0.0064935064935065,0.012987012987013,0,0.038961038961039,0.012987012987013,0.0064935064935065,0.0064935064935065,0.0064935064935065,0,0,0.0064935064935065,0.025974025974026,0.0324675324675325,0,0,0,0,0,0.0194805194805195,0,0,0
603,12664,0.00411522633744856,0.0329218106995885,0.00411522633744856,0,0.0740740740740741,0,0.0288065843621399,0.00411522633744856,0.374485596707819,0,0.106995884773663,0,0,0,0.0329218106995885,0,0.0740740740740741,0.0534979423868313,0,0.0123456790123457,0.00411522633744856,0,0.0823045267489712,0.0164609053497942,0,0.0534979423868313,0.0123456790123457,0.00411522633744856,0,0.00823045267489712,0.0164609053497942,0,0,0,0,0,0,0,0,0,0
608,12880,0.0284552845528455,0.024390243902439,0.0040650406504065,0,0.0853658536585366,0,0,0,0.378048780487805,0,0.117886178861789,0,0.024390243902439,0,0,0,0.0284552845528455,0.008130081300813,0,0.0121951219512195,0.0121951219512195,0.016260162601626,0.0528455284552846,0.008130081300813,0.008130081300813,0.040650406504065,0.0121951219512195,0,0,0.008130081300813,0.0691056910569106,0.0609756097560976,0,0,0,0,0,0,0,0,0
618,13316,0.015625,0.015625,0,0,0.0260416666666667,0,0.0104166666666667,0,0.53125,0,0.0833333333333333,0,0,0,0.015625,0,0.0208333333333333,0.00520833333333333,0,0,0.0260416666666667,0,0.03125,0.00520833333333333,0.0104166666666667,0.151041666666667,0,0,0,0,0.0520833333333333,0,0,0,0,0,0,0,0,0,0
623,13533,0.021671826625387,0.0897832817337461,0.00619195046439629,0.00309597523219814,0.0681114551083591,0,0,0,0.312693498452012,0,0.086687306501548,0,0.021671826625387,0,0.043343653250774,0,0,0.0309597523219814,0.00309597523219814,0.0123839009287926,0.0154798761609907,0,0.105263157894737,0.00619195046439629,0.00309597523219814,0.00309597523219814,0.00309597523219814,0,0,0.00309597523219814,0.0340557275541796,0.120743034055728,0.00309597523219814,0,0,0,0,0.00309597523219814,0,0,0
628,13751,0.0261437908496732,0.0980392156862745,0,0,0.0718954248366013,0.0065359477124183,0,0.0130718954248366,0.287581699346405,0,0.150326797385621,0,0,0,0.0130718954248366,0.0065359477124183,0.0065359477124183,0.0261437908496732,0,0.0065359477124183,0.0130718954248366,0,0.0718954248366013,0.0065359477124183,0.0196078431372549,0.0522875816993464,0.0196078431372549,0,0,0.0065359477124183,0.0065359477124183,0.0849673202614379,0,0,0,0,0,0.0065359477124183,0,0,0
