"sample.depths","sample.ages","Abies","Acer.undiff.","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Alnus","Betula","Betulaceae.undiff.","Carya","Ceanothus","Celtis","Corylus","Cupressaceae","Ericaceae.type","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Myrica.type","Ostrya.Carpinus","Picea","Pinaceae.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Prunus.type","Quercus","Rhamnaceae.undiff.","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","cf..Humulus","Chenopodiaceae.undiff.","Cyperaceae","Dalea","Galium","Iva.annua","Iva.xanthifolia","Lamiaceae","Poaceae","Polygonum.lapathifolium.type","Rosaceae.undiff.","Rumex","Thalictrum","Urtica","Xanthium.type"
4.5,28,0.0181818181818182,0,0,0.00363636363636364,0,0.0236363636363636,0,0.0290909090909091,0.345454545454545,0.00181818181818182,0,0,0,0.00545454545454545,0.0181818181818182,0,0,0,0.00181818181818182,0,0,0,0,0.00181818181818182,0,0,0.00363636363636364,0.00545454545454545,0.00181818181818182,0.0545454545454545,0.0581818181818182,0.090909090909091,0.00181818181818182,0.0127272727272727,0.00181818181818182,0.0509090909090909,0,0,0,0.00727272727272727,0.192727272727273,0.0109090909090909,0.0290909090909091,0,0.00363636363636364,0.00545454545454545,0,0.0109090909090909,0.00545454545454545,0,0,0,0.00181818181818182,0,0.00181818181818182,0,0,0,0,0,0
11.5,144,0.00512820512820513,0,0,0.00897435897435897,0.00256410256410256,0.0243589743589744,0.00128205128205128,0.0102564102564103,0.484615384615385,0,0,0,0,0.00641025641025641,0.00641025641025641,0,0,0.00128205128205128,0,0.00128205128205128,0,0.00128205128205128,0,0,0,0,0.00512820512820513,0.0102564102564103,0.00128205128205128,0.0269230769230769,0.0525641025641026,0.156410256410256,0,0.00384615384615385,0,0.0269230769230769,0,0.00256410256410256,0,0.0166666666666667,0.0717948717948718,0.0192307692307692,0.0384615384615385,0,0.00256410256410256,0.00128205128205128,0,0.00769230769230769,0,0,0,0,0,0,0.00256410256410256,0,0,0,0,0,0
19.5,277,0.016025641025641,0,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.0240384615384615,0.00320512820512821,0.0176282051282051,0.344551282051282,0,0.0016025641025641,0,0,0.00320512820512821,0,0,0.0016025641025641,0.0016025641025641,0.0016025641025641,0,0.0016025641025641,0,0.0016025641025641,0.0016025641025641,0,0,0.00641025641025641,0.016025641025641,0,0.0641025641025641,0.078525641025641,0.185897435897436,0.00480769230769231,0.0016025641025641,0,0.0352564102564103,0,0,0.0016025641025641,0.0016025641025641,0.129807692307692,0.00961538461538462,0.0128205128205128,0,0.00961538461538462,0,0,0.00320512820512821,0.00801282051282051,0,0,0,0,0,0,0,0.0016025641025641,0,0,0,0
40,630,0.00316455696202532,0,0,0.00474683544303797,0,0.0189873417721519,0,0.0205696202531646,0.348101265822785,0,0.00158227848101266,0,0,0.00316455696202532,0.00158227848101266,0,0.00158227848101266,0.00158227848101266,0.00632911392405063,0,0,0.00158227848101266,0,0.0079113924050633,0,0,0.00949367088607595,0.00632911392405063,0,0.069620253164557,0.0537974683544304,0.177215189873418,0,0.00316455696202532,0,0.0158227848101266,0,0,0,0.00158227848101266,0.197784810126582,0.0189873417721519,0.0079113924050633,0,0.00632911392405063,0.00316455696202532,0,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0.00316455696202532,0,0,0,0,0,0.00158227848101266
50,813,0.00662251655629139,0.00165562913907285,0,0.00165562913907285,0.00165562913907285,0.033112582781457,0,0.0231788079470199,0.369205298013245,0.00165562913907285,0,0,0,0.00165562913907285,0.0033112582781457,0.0033112582781457,0,0,0.0033112582781457,0,0,0,0,0.00496688741721854,0,0.00662251655629139,0.00662251655629139,0.00662251655629139,0,0.0281456953642384,0.043046357615894,0.241721854304636,0,0.00496688741721854,0,0.0248344370860927,0,0,0,0.0033112582781457,0.139072847682119,0.0198675496688742,0.00496688741721854,0,0.00496688741721854,0.00165562913907285,0,0.0033112582781457,0,0,0,0,0,0,0.00165562913907285,0,0,0,0.00165562913907285,0,0.00165562913907285
60,1017,0.00954198473282443,0,0,0.00190839694656489,0,0.0324427480916031,0,0.0114503816793893,0.345419847328244,0,0.00190839694656489,0,0,0.00190839694656489,0.00572519083969466,0,0.00381679389312977,0.00190839694656489,0.00572519083969466,0,0,0,0,0,0,0,0.00954198473282443,0.00381679389312977,0,0.0687022900763359,0.0591603053435115,0.179389312977099,0,0.00190839694656489,0,0.0438931297709924,0,0,0,0.00190839694656489,0.181297709923664,0.00572519083969466,0.00763358778625954,0,0.00381679389312977,0,0,0.00190839694656489,0.00190839694656489,0,0,0,0,0,0.00572519083969466,0,0,0,0.00190839694656489,0,0
70,1263,0.00869565217391304,0,0,0.0101449275362319,0.00144927536231884,0.0159420289855072,0,0.0202898550724638,0.514492753623188,0,0,0,0,0.00289855072463768,0.00289855072463768,0,0.00289855072463768,0,0,0,0,0.00144927536231884,0,0,0,0,0.00144927536231884,0.00434782608695652,0,0.0550724637681159,0.0623188405797101,0.130434782608696,0.00289855072463768,0.00869565217391304,0,0.0391304347826087,0,0.00144927536231884,0,0,0.0826086956521739,0.0173913043478261,0.00434782608695652,0,0.00144927536231884,0,0,0,0.00579710144927536,0,0,0,0,0,0.00144927536231884,0,0,0,0,0,0
90,1967,0.00783699059561128,0,0,0.00313479623824451,0.00156739811912226,0.0203761755485893,0,0.0266457680250784,0.29153605015674,0,0.00156739811912226,0,0,0.00626959247648903,0,0,0.00156739811912226,0.00156739811912226,0.00156739811912226,0,0,0,0.00156739811912226,0,0,0,0.0125391849529781,0,0.00156739811912226,0.04858934169279,0.0626959247648903,0.224137931034483,0,0.00313479623824451,0,0.0329153605015674,0,0.00313479623824451,0,0,0.200626959247649,0.0141065830721003,0.00626959247648903,0,0.0125391849529781,0.00156739811912226,0,0.00626959247648903,0.00313479623824451,0,0,0,0,0,0.00156739811912226,0,0,0,0,0,0
100,2457,0.0055045871559633,0,0,0.0018348623853211,0.0018348623853211,0.0091743119266055,0.0018348623853211,0.018348623853211,0.258715596330275,0,0.0018348623853211,0,0,0.0036697247706422,0.0018348623853211,0,0,0,0.0018348623853211,0,0,0,0,0.0036697247706422,0,0,0.0091743119266055,0,0.0018348623853211,0.0458715596330275,0.0752293577981651,0.255045871559633,0,0,0,0.0403669724770642,0,0,0,0.0018348623853211,0.227522935779817,0.0146788990825688,0.0091743119266055,0.0018348623853211,0,0,0,0.0036697247706422,0.0018348623853211,0,0,0,0.0018348623853211,0,0,0,0,0,0,0,0
110,3020,0.00317460317460317,0,0,0.00476190476190476,0,0.0412698412698413,0,0.0301587301587302,0.263492063492063,0,0.00158730158730159,0,0,0.00793650793650794,0,0,0.00317460317460317,0.00476190476190476,0.00793650793650794,0,0,0,0.00158730158730159,0,0,0,0.019047619047619,0,0,0.0507936507936508,0.0666666666666667,0.352380952380952,0,0.00317460317460317,0,0.0841269841269841,0,0,0,0,0.026984126984127,0.0111111111111111,0.00634920634920635,0,0,0.00158730158730159,0,0.00158730158730159,0,0,0,0,0.00158730158730159,0,0.00476190476190476,0,0,0,0,0,0
