"sample.depths","sample.ages","Abies","Acer.undiff.","Betula","Carya","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Rumex","Thalictrum","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Juniperus.Thuja","Juglans","Amaranthaceae","Viburnum","Poaceae","Ranunculus","Acer.saccharum","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Arceuthobium","Artemisia","Castanea","Morus","Salix","Vitis","Populus","Alnus.viridis","Rosaceae.undiff.","Filipendula","Saxifraga.oppositifolia","Oxyria.digyna","Myrica","Caryophyllaceae","Galium","Celtis","Brassicaceae","Cornus.racemosa","Picea.mariana","Epilobium","Shepherdia","Ephedra","Nyssa","Saxifraga.undiff.","Dalea","Cornus.canadensis","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Apiaceae","Urtica","Polygonum"
715,0,0.00294695481335953,0.00294695481335953,0.108055009823183,0.00884086444007859,0.000982318271119843,0.000982318271119843,0.0667976424361493,0.00196463654223969,0.0235756385068762,0.18467583497053,0.000982318271119843,0.0795677799607073,0.00294695481335953,0.000982318271119843,0.00884086444007859,0.254420432220039,0.000982318271119843,0.0392927308447937,0.0137524557956778,0.00196463654223969,0.000982318271119843,0.000982318271119843,0.00196463654223969,0.00196463654223969,0.000982318271119843,0.000982318271119843,0.0235756385068762,0.137524557956778,0.012770137524558,0.00392927308447937,0.00884086444007859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,120,0.00402010050251256,0.00201005025125628,0.144723618090452,0.0130653266331658,0.0110552763819095,0.00201005025125628,0.057286432160804,0.00301507537688442,0.0201005025125628,0.186934673366834,0.0050251256281407,0.0804020100502513,0.00703517587939699,0,0.00703517587939699,0.181909547738693,0.00301507537688442,0.0442211055276382,0.0291457286432161,0,0.0301507537688442,0.00100502512562814,0,0,0.00301507537688442,0.00301507537688442,0.0271356783919598,0.085427135678392,0.0251256281407035,0.00201005025125628,0.0120603015075377,0.00100502512562814,0.00301507537688442,0.00100502512562814,0.00100502512562814,0.00100502512562814,0.00100502512562814,0.00100502512562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,240,0,0,0.148851148851149,0.007992007992008,0.011988011988012,0.000999000999001,0.0689310689310689,0.001998001998002,0.012987012987013,0.148851148851149,0.004995004995005,0.104895104895105,0.010989010989011,0,0.016983016983017,0.196803196803197,0.001998001998002,0.04995004995005,0.025974025974026,0,0.012987012987013,0.001998001998002,0,0,0.000999000999001,0.000999000999001,0.047952047952048,0.056943056943057,0.042957042957043,0.000999000999001,0.002997002997003,0.000999000999001,0.001998001998002,0.000999000999001,0,0,0,0.000999000999001,0.000999000999001,0.000999000999001,0.007992007992008,0.000999000999001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,360,0.00202839756592292,0.0101419878296146,0.129817444219067,0.0182555780933063,0.0111561866125761,0.00101419878296146,0.101419878296146,0.0050709939148073,0.0172413793103448,0.140973630831643,0.00405679513184584,0.0912778904665314,0.0050709939148073,0,0.00709939148073022,0.174442190669371,0,0.0537525354969574,0.0354969574036511,0,0.00811359026369168,0.0050709939148073,0.00101419878296146,0,0.00304259634888438,0.00101419878296146,0.0233265720081136,0.101419878296146,0.0172413793103448,0.00608519269776876,0.00709939148073022,0.00101419878296146,0.00304259634888438,0.00202839756592292,0,0.0050709939148073,0.00101419878296146,0,0,0,0,0,0.00304259634888438,0.00304259634888438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,480,0,0.00200601805416249,0.133400200601805,0.0170511534603811,0.0120361083249749,0.00100300902708124,0.0952858575727182,0.00401203610832497,0.0160481444332999,0.189568706118355,0.00601805416248746,0.0812437311935807,0.00401203610832497,0,0.0120361083249749,0.197592778335005,0.00200601805416249,0.0621865596790371,0.0240722166499498,0,0.00501504513540622,0,0,0,0,0.00100300902708124,0.0471414242728185,0.0501504513540622,0.0240722166499498,0.00501504513540622,0.00200601805416249,0,0,0.00100300902708124,0,0.00100300902708124,0,0,0.00100300902708124,0,0.00100300902708124,0,0.00100300902708124,0.00100300902708124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,600,0.0009891196834817,0,0.148367952522255,0.00890207715133531,0.00692383778437191,0.0019782393669634,0.10484668644906,0.0029673590504451,0.0108803165182987,0.192878338278932,0.0039564787339268,0.0652818991097923,0.0178041543026706,0,0.00890207715133531,0.189910979228487,0.0009891196834817,0.0425321463897132,0.0158259149357072,0,0.0049455984174085,0.00593471810089021,0,0,0.0009891196834817,0.0009891196834817,0.0356083086053412,0.0850642927794263,0.0286844708209693,0.0019782393669634,0.00593471810089021,0,0,0,0,0,0,0,0,0,0.0009891196834817,0,0.0039564787339268,0,0.0009891196834817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,720,0.00204081632653061,0.00102040816326531,0.130612244897959,0.00918367346938776,0.0122448979591837,0.00102040816326531,0.0948979591836735,0.00102040816326531,0.0224489795918367,0.204081632653061,0.00204081632653061,0.0653061224489796,0.00918367346938776,0,0.00612244897959184,0.179591836734694,0,0.0306122448979592,0.0153061224489796,0,0.00714285714285714,0.00102040816326531,0.00102040816326531,0.00510204081632653,0.00204081632653061,0,0.0397959183673469,0.109183673469388,0.0285714285714286,0,0.0102040816326531,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0.00510204081632653,0.00102040816326531,0,0.00102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,840,0.003,0,0.147,0.013,0.026,0.003,0.116,0.005,0.006,0.196,0.003,0.066,0.012,0,0.006,0.162,0.001,0.066,0.023,0,0.003,0.003,0,0,0.001,0,0.037,0.057,0.031,0.002,0.004,0.001,0.002,0,0,0,0.001,0,0,0,0.001,0,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,960,0,0.00102040816326531,0.154081632653061,0.0102040816326531,0.0142857142857143,0.00102040816326531,0.112244897959184,0.00204081632653061,0.0153061224489796,0.157142857142857,0.00510204081632653,0.0948979591836735,0.00408163265306122,0,0.00714285714285714,0.18469387755102,0.00306122448979592,0.0561224489795918,0.0102040816326531,0,0.0102040816326531,0.00102040816326531,0,0,0,0.00204081632653061,0.0326530612244898,0.073469387755102,0.0316326530612245,0.00204081632653061,0.00714285714285714,0,0.00306122448979592,0,0,0.00102040816326531,0,0,0,0,0.00306122448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,1080,0.00577478344562079,0.00288739172281039,0.12223291626564,0.00866217516843118,0.00673724735322425,0.00192492781520693,0.114533205004812,0.00384985563041386,0.0298363811357074,0.180943214629451,0.00384985563041386,0.0567853705486044,0.00866217516843118,0,0.0105871029836381,0.187680461982676,0.00192492781520693,0.0529355149181906,0.0250240615976901,0,0.00769971126082772,0,0,0.000962463907603465,0.000962463907603465,0.000962463907603465,0.0250240615976901,0.0914340712223292,0.0240615976900866,0.00673724735322425,0.00384985563041386,0.00192492781520693,0.00481231953801732,0,0,0,0,0,0,0,0,0,0.00192492781520693,0.000962463907603465,0,0,0.000962463907603465,0.000962463907603465,0.00192492781520693,0,0,0,0,0,0,0,0,0,0,0,0,0
