"sample.depths","sample.ages","Abies","Acer.undiff.","Betula","Carya","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Rumex","Thalictrum","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Juniperus.Thuja","Juglans","Amaranthaceae","Viburnum","Poaceae","Ranunculus","Acer.saccharum","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Arceuthobium","Artemisia","Castanea","Morus","Salix","Vitis","Populus","Alnus.viridis","Rosaceae.undiff.","Filipendula","Saxifraga.oppositifolia","Oxyria.digyna","Myrica","Caryophyllaceae","Galium","Celtis","Brassicaceae","Cornus.racemosa","Picea.mariana","Epilobium","Shepherdia","Ephedra","Nyssa","Saxifraga.undiff.","Dalea","Cornus.canadensis","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Apiaceae","Urtica","Polygonum"
815,1199,0.00101317122593718,0.00101317122593718,0.133738601823708,0.0172239108409321,0.0212765957446809,0.00405268490374873,0.121580547112462,0.00303951367781155,0.00709219858156028,0.14387031408308,0.00202634245187437,0.0557244174265451,0.00506585612968592,0,0.00810536980749747,0.179331306990881,0.00405268490374873,0.0688956433637285,0.022289766970618,0,0.00709219858156028,0.00303951367781155,0,0,0.00101317122593718,0.00101317122593718,0.038500506585613,0.101317122593718,0.0364741641337386,0.0060790273556231,0.00202634245187437,0,0.00101317122593718,0,0,0.00101317122593718,0,0,0,0,0.00202634245187437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,1319,0.000999000999001,0,0.127872127872128,0.021978021978022,0.006993006993007,0.002997002997003,0.114885114885115,0.001998001998002,0.023976023976024,0.0919080919080919,0.00899100899100899,0.085914085914086,0.010989010989011,0,0.00899100899100899,0.217782217782218,0.002997002997003,0.0539460539460539,0.022977022977023,0,0.017982017982018,0.002997002997003,0.000999000999001,0,0,0.002997002997003,0.046953046953047,0.078921078921079,0.02997002997003,0.001998001998002,0.003996003996004,0,0.002997002997003,0,0,0.000999000999001,0.000999000999001,0.000999000999001,0,0,0,0,0.000999000999001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,1445,0.00199401794616152,0.00398803589232303,0.110667996011964,0.00897308075772682,0.000997008973080758,0.00199401794616152,0.0847457627118644,0.000997008973080758,0.0169491525423729,0.160518444666002,0.00398803589232303,0.0807577268195414,0.00299102691924227,0,0.00299102691924227,0.265204386839482,0.000997008973080758,0.0438683948155533,0.0109670987038883,0,0.00897308075772682,0.000997008973080758,0,0,0.00299102691924227,0.000997008973080758,0.0259222333000997,0.113659022931206,0.0199401794616152,0.00199401794616152,0.00498504486540379,0,0.0069790628115653,0,0,0,0,0.000997008973080758,0.00199401794616152,0.000997008973080758,0,0,0.00299102691924227,0,0,0,0,0,0,0.00199401794616152,0,0,0,0,0,0,0,0,0,0,0,0
845,1577,0,0.001,0.124,0.015,0.007,0.002,0.092,0.004,0.016,0.132,0.011,0.097,0.009,0,0.003,0.203,0.001,0.076,0.014,0,0.008,0,0,0,0.002,0,0.038,0.11,0.03,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1708,0.002002002002002,0.002002002002002,0.116116116116116,0.022022022022022,0.036036036036036,0,0.119119119119119,0.002002002002002,0.015015015015015,0.079079079079079,0.01001001001001,0.101101101101101,0.007007007007007,0,0.009009009009009,0.199199199199199,0.002002002002002,0.052052052052052,0.03003003003003,0,0.011011011011011,0.005005005005005,0,0,0.001001001001001,0.004004004004004,0.045045045045045,0.0750750750750751,0.042042042042042,0.003003003003003,0.001001001001001,0,0.002002002002002,0.002002002002002,0,0,0,0,0.002002002002002,0,0.001001001001001,0,0.001001001001001,0,0,0,0.001001001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1840,0.00201816347124117,0.00605449041372351,0.0938446014127144,0.0252270433905146,0.0191725529767911,0.00100908173562059,0.1372351160444,0.00302724520686176,0.024217961654894,0.0857719475277497,0.00403632694248234,0.127144298688194,0.00403632694248234,0.00100908173562059,0.0070635721493441,0.213925327951564,0.00201816347124117,0.058526740665994,0.0131180625630676,0,0.00302724520686176,0.00504540867810293,0.00201816347124117,0.00100908173562059,0.00100908173562059,0,0.0443995963673058,0.0736629667003027,0.0262361251261352,0.00100908173562059,0.00403632694248234,0,0.00201816347124117,0,0,0.00302724520686176,0.00100908173562059,0,0,0,0,0,0.00201816347124117,0.00201816347124117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,1972,0.0029940119760479,0.000998003992015968,0.126746506986028,0.0179640718562874,0.0399201596806387,0.00399201596806387,0.127744510978044,0.00499001996007984,0.0229540918163673,0.0688622754491018,0.0029940119760479,0.0858283433133733,0.00598802395209581,0,0.00698602794411178,0.20059880239521,0.00199600798403194,0.0648702594810379,0.0349301397205589,0,0.0179640718562874,0.00399201596806387,0,0,0.0029940119760479,0.00199600798403194,0.0479041916167665,0.0489021956087824,0.0429141716566866,0.00598802395209581,0.0029940119760479,0,0,0,0,0,0,0.000998003992015968,0.000998003992015968,0,0,0,0.000998003992015968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,2103,0,0,0.152,0.018,0.017,0.001,0.132,0.004,0.016,0.1,0.003,0.079,0.01,0,0.004,0.176,0.002,0.06,0.014,0,0.009,0.003,0.001,0,0,0.001,0.048,0.1,0.032,0,0.003,0.003,0.007,0.001,0,0.002,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,2314,0,0,0.137096774193548,0.0131048387096774,0.0141129032258065,0.00100806451612903,0.119959677419355,0.00100806451612903,0.0272177419354839,0.104838709677419,0.0030241935483871,0.0745967741935484,0.00705645161290323,0,0.0090725806451613,0.195564516129032,0.0030241935483871,0.0705645161290323,0.0211693548387097,0,0.0171370967741935,0.00201612903225806,0,0.00100806451612903,0.00100806451612903,0.00403225806451613,0.0403225806451613,0.0836693548387097,0.0352822580645161,0.00604838709677419,0.00403225806451613,0,0,0.00201612903225806,0,0.00100806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,2366,0.00100908173562059,0.00403632694248234,0.099899091826438,0.00605449041372351,0.00403632694248234,0.00100908173562059,0.132189707366297,0.00100908173562059,0.0211907164480323,0.107971745711403,0.00201816347124117,0.0635721493440969,0.00605449041372351,0,0.00504540867810293,0.294651866801211,0.00403632694248234,0.0756811301715439,0.00807265388496468,0,0.00403632694248234,0.00302724520686176,0,0,0.00100908173562059,0,0.0343087790110999,0.077699293642785,0.0211907164480323,0.00201816347124117,0.00302724520686176,0,0.00100908173562059,0,0,0.00201816347124117,0,0,0.00201816347124117,0,0,0,0.00504540867810293,0,0,0,0,0,0.00403632694248234,0,0.00100908173562059,0.00100908173562059,0,0,0,0,0,0,0,0,0,0
915,2498,0.0030060120240481,0.00200400801603206,0.134268537074148,0.0140280561122244,0.0180360721442886,0,0.1312625250501,0.00200400801603206,0.030060120240481,0.092184368737475,0.00901803607214429,0.094188376753507,0.00901803607214429,0,0.00601202404809619,0.172344689378758,0,0.0601202404809619,0.0120240480961924,0,0.00400801603206413,0.0030060120240481,0,0.00100200400801603,0.00100200400801603,0.00400801603206413,0.0420841683366733,0.101202404809619,0.0420841683366733,0.0030060120240481,0.0030060120240481,0,0.00100200400801603,0.00200400801603206,0,0,0,0.00100200400801603,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,2630,0.00100401606425703,0.00100401606425703,0.146586345381526,0.0200803212851406,0.0200803212851406,0.00200803212851406,0.0582329317269076,0.00401606425702811,0.0110441767068273,0.18574297188755,0,0.0993975903614458,0.00502008032128514,0,0.00903614457831325,0.192771084337349,0.00200803212851406,0.0461847389558233,0.0140562248995984,0,0.00100401606425703,0.00301204819277108,0,0,0,0,0.0431726907630522,0.0963855421686747,0.0291164658634538,0,0.00100401606425703,0.00301204819277108,0.00200803212851406,0,0,0,0,0,0,0,0.00100401606425703,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,2761,0.00158227848101266,0.00949367088607595,0.10126582278481,0.0142405063291139,0.0079113924050633,0.00158227848101266,0.0933544303797468,0.00158227848101266,0.0158227848101266,0.125,0.00316455696202532,0.0664556962025316,0.00316455696202532,0,0.0110759493670886,0.308544303797468,0,0.0490506329113924,0.00632911392405063,0,0.0126582278481013,0.00158227848101266,0.00158227848101266,0,0,0,0.0221518987341772,0.10126582278481,0.0237341772151899,0.00632911392405063,0.00316455696202532,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0.00474683544303797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2900,0.00100603621730382,0.00100603621730382,0.116700201207243,0.00503018108651911,0.0090543259557344,0.00201207243460765,0.108651911468813,0.00301810865191147,0.0191146881287726,0.118712273641851,0.00402414486921529,0.0895372233400402,0.0130784708249497,0,0.00503018108651911,0.250503018108652,0.00301810865191147,0.0563380281690141,0.0130784708249497,0,0.00402414486921529,0.00301810865191147,0,0,0.00100603621730382,0,0.0321931589537223,0.105633802816901,0.0241448692152917,0.00301810865191147,0.00301810865191147,0,0.00100603621730382,0.00100603621730382,0,0.00100603621730382,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,2987,0,0,0.138370951913641,0.0127576054955839,0.0098135426889107,0.00686947988223749,0.0961727183513248,0.00294406280667321,0.0461236506378803,0.122669283611384,0.00294406280667321,0.125613346418057,0.00785083415112856,0,0.00392541707556428,0.132482826300294,0,0.0618253189401374,0.0157016683022571,0,0.028459273797841,0.00392541707556428,0.00098135426889107,0,0,0,0.042198233562316,0.0824337585868499,0.0431795878312071,0.00196270853778214,0.00294406280667321,0,0.00294406280667321,0,0,0,0,0,0.00098135426889107,0,0,0,0,0.00196270853778214,0,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,3016,0,0,0.138651471984805,0.0123456790123457,0.00759734093067426,0.0056980056980057,0.087369420702754,0.00284900284900285,0.0778727445394112,0.0778727445394112,0.0056980056980057,0.130104463437797,0.00949667616334283,0,0.00854700854700855,0.158594491927825,0.000949667616334283,0.056980056980057,0.0199430199430199,0,0.0180436847103514,0.00189933523266857,0.000949667616334283,0,0,0,0.0484330484330484,0.0740740740740741,0.0341880341880342,0.00474833808167141,0.00379867046533713,0.00379867046533713,0.00284900284900285,0,0,0,0,0,0,0,0,0,0.000949667616334283,0,0,0.000949667616334283,0.00284900284900285,0.00189933523266857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,3045,0,0,0.159045725646123,0.010934393638171,0.0238568588469185,0.00099403578528827,0.140159045725646,0.00397614314115308,0.0218687872763419,0.0596421471172962,0.00795228628230616,0.119284294234592,0.00795228628230616,0,0.00497017892644135,0.13220675944334,0.00298210735586481,0.0636182902584493,0.0208747514910537,0,0.0139165009940358,0.00298210735586481,0.00099403578528827,0,0.00198807157057654,0.00099403578528827,0.0785288270377734,0.0596421471172962,0.047713717693837,0.00397614314115308,0.00198807157057654,0.00099403578528827,0.00397614314115308,0,0,0.00099403578528827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099403578528827,0,0,0,0,0,0,0,0,0
957,3074,0,0,0.14859437751004,0.0070281124497992,0.00502008032128514,0,0.0963855421686747,0.00100401606425703,0.0301204819277108,0.0923694779116466,0.00301204819277108,0.0923694779116466,0.00401606425702811,0,0.00803212851405622,0.164658634538153,0.00200803212851406,0.106425702811245,0.0130522088353414,0,0.0180722891566265,0.00301204819277108,0,0.00100401606425703,0,0,0.0542168674698795,0.0903614457831325,0.0461847389558233,0.00100401606425703,0.00200803212851406,0,0.00401606425702811,0.00100401606425703,0,0,0,0,0.00100401606425703,0,0,0,0,0.00100401606425703,0,0,0.00100401606425703,0,0.00100401606425703,0,0,0,0,0.00100401606425703,0,0,0,0,0,0,0,0
959,3103,0,0.00100200400801603,0.134268537074148,0.00601202404809619,0.00200400801603206,0.00200400801603206,0.153306613226453,0.00100200400801603,0.032064128256513,0.117234468937876,0.00400801603206413,0.105210420841683,0.00901803607214429,0,0.00701402805611222,0.12124248496994,0.00200400801603206,0.0651302605210421,0.0130260521042084,0,0.0190380761523046,0.00100200400801603,0,0.00100200400801603,0.00100200400801603,0,0.0561122244488978,0.091182364729459,0.0490981963927856,0.00100200400801603,0.00100200400801603,0,0.00100200400801603,0,0,0,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0.00100200400801603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,3132,0,0.00099601593625498,0.147410358565737,0.0129482071713147,0.00398406374501992,0.00199203187250996,0.137450199203187,0,0.0288844621513944,0.115537848605578,0.0049800796812749,0.105577689243028,0.00796812749003984,0,0.00597609561752988,0.130478087649402,0.00099601593625498,0.0567729083665339,0.00597609561752988,0,0.0189243027888446,0.00099601593625498,0.00099601593625498,0,0,0,0.0657370517928287,0.0886454183266932,0.047808764940239,0.00199203187250996,0.00199203187250996,0,0.00199203187250996,0,0,0.00199203187250996,0,0,0,0,0.00099601593625498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,3161,0,0,0.105527638190955,0.014070351758794,0.00703517587939699,0.00301507537688442,0.12964824120603,0.00201005025125628,0.0331658291457286,0.101507537688442,0.00301507537688442,0.0874371859296482,0.00703517587939699,0,0.0110552763819095,0.173869346733668,0.00100502512562814,0.050251256281407,0.0170854271356784,0,0.0231155778894472,0,0,0.00100502512562814,0.00100502512562814,0.00201005025125628,0.0623115577889447,0.109547738693467,0.0442211055276382,0.00201005025125628,0.00201005025125628,0,0.00201005025125628,0,0,0.00100502512562814,0,0,0.00100502512562814,0,0,0,0,0,0,0,0.00201005025125628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,3190,0.00197433366238894,0.00592300098716683,0.113524185587364,0.0148075024679171,0.016781836130306,0.000987166831194472,0.113524185587364,0.00296150049358342,0.0148075024679171,0.071076011846002,0.00789733464955577,0.0868706811451135,0.00592300098716683,0,0.00493583415597236,0.253701875616979,0.00197433366238894,0.0513326752221125,0.0197433366238894,0,0.0227048371174729,0.00197433366238894,0,0.000987166831194472,0.000987166831194472,0.000987166831194472,0.0384995064165844,0.0977295162882527,0.0286278381046397,0.00394866732477789,0.000987166831194472,0,0.0069101678183613,0,0,0.00296150049358342,0,0,0,0.00197433366238894,0.000987166831194472,0,0.000987166831194472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,3220,0.000997008973080758,0.000997008973080758,0.102691924227318,0.0179461615154536,0.00398803589232303,0.00199401794616152,0.112662013958126,0.00199401794616152,0.0309072781655035,0.0937188434695912,0.00797607178464606,0.137587238285145,0.00897308075772682,0,0.00598205383848455,0.188434695912263,0,0.0548354935194417,0.0189431704885344,0,0.0199401794616152,0.00398803589232303,0.000997008973080758,0,0.000997008973080758,0.000997008973080758,0.0458624127617149,0.0827517447657029,0.0428713858424726,0.00199401794616152,0.00299102691924227,0,0.00498504486540379,0,0,0,0,0,0,0,0,0,0.000997008973080758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,3249,0,0.00099502487562189,0.124378109452736,0.0149253731343284,0.00796019900497512,0.00298507462686567,0.0975124378109453,0.00099502487562189,0.0407960199004975,0.0965174129353234,0.0099502487562189,0.129353233830846,0.0099502487562189,0,0.00796019900497512,0.175124378109453,0.00398009950248756,0.0487562189054726,0.017910447761194,0,0.026865671641791,0.00398009950248756,0,0,0.00099502487562189,0,0.0577114427860696,0.0706467661691542,0.0388059701492537,0.00497512437810945,0.00199004975124378,0,0.00099502487562189,0,0,0,0,0,0,0,0.00099502487562189,0,0.00199004975124378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,3278,0.00196656833824975,0.000983284169124877,0.136676499508358,0.0147492625368732,0.000983284169124877,0.00196656833824975,0.0865290068829892,0.00196656833824975,0.0383480825958702,0.0855457227138643,0.00294985250737463,0.141592920353982,0.0147492625368732,0,0.00589970501474926,0.170108161258604,0.00196656833824975,0.0570304818092429,0.0285152409046214,0,0.0206489675516224,0.000983284169124877,0,0,0.000983284169124877,0,0.048180924287119,0.0707964601769911,0.0471976401179941,0.00294985250737463,0.00196656833824975,0.000983284169124877,0.00589970501474926,0,0,0.00196656833824975,0,0,0.00196656833824975,0,0,0,0,0.000983284169124877,0.000983284169124877,0,0,0.000983284169124877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,3307,0,0,0.181905678537055,0.00673724735322425,0.00481231953801732,0.00577478344562079,0.0962463907603465,0.000962463907603465,0.0461982675649663,0.106833493743985,0.00288739172281039,0.109720885466795,0.00288739172281039,0,0.00577478344562079,0.145332050048123,0.00288739172281039,0.0664100096246391,0.0163618864292589,0,0.014436958614052,0.00192492781520693,0,0.000962463907603465,0,0,0.0442733397497594,0.0731472569778633,0.0529355149181906,0.000962463907603465,0.000962463907603465,0,0.000962463907603465,0,0,0.00192492781520693,0,0.000962463907603465,0,0,0,0,0,0.00192492781520693,0,0,0.00192492781520693,0.000962463907603465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,3336,0,0.0008952551477171,0.157564905998209,0.0080572963294539,0.0062667860340197,0,0.103849597135184,0.0008952551477171,0.0241718889883617,0.099373321396598,0.0062667860340197,0.101163831692032,0.0044762757385855,0,0.0071620411817368,0.179946284691137,0.0026857654431513,0.0393912264995524,0.0098478066248881,0,0.0384959713518353,0.0026857654431513,0.0008952551477171,0.0008952551477171,0.0008952551477171,0,0.0474485228290063,0.0975828111011638,0.0474485228290063,0.0035810205908684,0.0008952551477171,0,0.0008952551477171,0,0,0,0,0.0026857654431513,0,0,0,0,0.0017905102954342,0.0017905102954342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,3365,0.00100401606425703,0.00301204819277108,0.116465863453815,0.00301204819277108,0.0070281124497992,0.00100401606425703,0.130522088353414,0.00200803212851406,0.034136546184739,0.13855421686747,0.00200803212851406,0.104417670682731,0.00301204819277108,0,0.0070281124497992,0.126506024096386,0.00200803212851406,0.0592369477911647,0.0100401606425703,0,0.0230923694779116,0.00401606425702811,0.00100401606425703,0.00100401606425703,0.00200803212851406,0,0.0421686746987952,0.112449799196787,0.0421686746987952,0.00602409638554217,0.00301204819277108,0,0.00502008032128514,0,0,0.00100401606425703,0,0,0.00301204819277108,0,0.00100401606425703,0,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,3394,0.00198412698412698,0.00297619047619048,0.110119047619048,0.00892857142857143,0.00793650793650794,0.00297619047619048,0.0803571428571429,0.000992063492063492,0.0119047619047619,0.171626984126984,0.00297619047619048,0.0972222222222222,0.00992063492063492,0,0.00595238095238095,0.173611111111111,0.00793650793650794,0.0535714285714286,0.0138888888888889,0,0.0357142857142857,0.000992063492063492,0.000992063492063492,0,0.000992063492063492,0.00198412698412698,0.0406746031746032,0.0882936507936508,0.0525793650793651,0.00198412698412698,0.00297619047619048,0,0.00297619047619048,0.000992063492063492,0,0.00198412698412698,0,0,0.000992063492063492,0,0,0,0,0,0,0,0.000992063492063492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,3423,0.00196656833824975,0.00393313667649951,0.112094395280236,0.00983284169124877,0.000983284169124877,0.000983284169124877,0.109144542772861,0.000983284169124877,0.0206489675516224,0.138643067846608,0.0108161258603736,0.0825958702064897,0.00589970501474926,0,0.00589970501474926,0.151425762045231,0.00196656833824975,0.0363815142576204,0.0167158308751229,0,0.0324483775811209,0.00491642084562439,0.000983284169124877,0,0.000983284169124877,0.00294985250737463,0.0501474926253687,0.133726647000983,0.0540806293018682,0,0.00491642084562439,0,0.000983284169124877,0,0,0,0,0,0,0,0.00196656833824975,0,0.000983284169124877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
