"sample.depths","sample.ages","Ambrosia.type","Carya","Chamaecrista","Cephalanthus","Cyperaceae","Poaceae.undiff.","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Rumex","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Vitis","Alnus","Fraxinus","Myrica","Iva.frutescens.type","Rosaceae","Ericales.undiff.","Artemisia","Celtis","Amaranthaceae.undiff.","Cyrilla.racemiflora","Fagus","Sambucus","Ulmus","Cornus","Cupressaceae.undiff.","Polygonum.bistorta.type","Xanthium.type","Caryophyllaceae","Senecio","Citrus","Itea","Combretaceae.Melastomataceae","Polygonum.persicaria.type","Salix","Secale.type","Acer.negundo","Castanea","Gordonia","Rhus","Brassicaceae","Ledum.type","Acer.rubrum","Zea.mays","Meliaceae.Sapotaceae","cf..Ribes","cf..Sapindaceae","Juglans.nigra","Lechea","Rhamnaceae","Iva.xanthifolia","Thalictrum","Polygonella.fimbriata.P..myriophylla","Tillandsia","Araliaceae","Onagraceae","Platanus","Liliaceae","Osmanthus","Serenoa","Symplocos","Tilia","Populus","Apiaceae.undiff.","Betula","Acer.saccharum.type","Polygonella.polygama.type","Anacardiaceae.type.undiff.","Planera.aquatica","Parthenocissus","Asteraceae.subf..Cichorioideae","Zanthoxylum","Urticaceae","Arecaceae.undiff.","Boraginaceae","Ephedra","Ranunculus","Lamiaceae","Pinus.subg..Strobus","Corylus","Fabaceae.undiff.","Dalea","Moraceae","Bromeliaceae.undiff.","Primulaceae","Myrtaceae","Gomphrena.type","Apocynaceae","Malvaceae"
451,-32,0.020952380952381,0.019047619047619,0.0019047619047619,0.0019047619047619,0.00571428571428571,0.0266666666666667,0.0171428571428571,0.00952380952380952,0.019047619047619,0.0019047619047619,0.0704761904761905,0.422857142857143,0.211428571428571,0.0019047619047619,0.0342857142857143,0.0266666666666667,0.0019047619047619,0.0019047619047619,0.00380952380952381,0.0914285714285714,0.0019047619047619,0.0019047619047619,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,-16,0.0122549019607843,0.0612745098039216,0.00245098039215686,0.0122549019607843,0,0.0245098039215686,0.0122549019607843,0.0122549019607843,0.017156862745098,0.00245098039215686,0.0588235294117647,0.477941176470588,0.149509803921569,0,0.0196078431372549,0,0,0.00490196078431373,0,0.0833333333333333,0,0,0.00735294117647059,0.00980392156862745,0.00245098039215686,0.00245098039215686,0.00245098039215686,0.00245098039215686,0.00245098039215686,0.00735294117647059,0.00245098039215686,0.00245098039215686,0.00245098039215686,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0.0157068062827225,0.00523560209424084,0,0.0104712041884817,0.0130890052356021,0.00785340314136126,0.0104712041884817,0.00261780104712042,0.0235602094240838,0.00261780104712042,0.0471204188481675,0.523560209424084,0.164921465968586,0.00261780104712042,0.0287958115183246,0.0261780104712042,0,0.00261780104712042,0,0.094240837696335,0.00261780104712042,0,0,0,0,0.00261780104712042,0,0,0.00261780104712042,0.00261780104712042,0,0,0,0,0.00261780104712042,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,16,0.0137795275590551,0.0216535433070866,0,0.0137795275590551,0.0137795275590551,0.031496062992126,0.0137795275590551,0.00984251968503937,0.0295275590551181,0,0.0846456692913386,0.446850393700787,0.179133858267717,0,0.031496062992126,0.0275590551181102,0,0,0,0.0669291338582677,0,0.00196850393700787,0,0.00196850393700787,0,0.00196850393700787,0,0,0,0.00196850393700787,0,0,0,0,0,0,0.00196850393700787,0.00196850393700787,0.00196850393700787,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464.5,22,0.0105263157894737,0.0168421052631579,0,0.00631578947368421,0.00631578947368421,0.0273684210526316,0.0126315789473684,0.00631578947368421,0.0168421052631579,0.00210526315789474,0.071578947368421,0.501052631578947,0.185263157894737,0,0.0273684210526316,0.0273684210526316,0,0,0,0.0652631578947368,0,0,0.00210526315789474,0,0,0,0.00210526315789474,0.00210526315789474,0,0.00210526315789474,0,0.00210526315789474,0,0,0,0,0,0,0,0,0.00421052631578947,0.00210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,32,0.0079113924050633,0.0221518987341772,0,0.00158227848101266,0.00632911392405063,0.0142405063291139,0.0110759493670886,0.00632911392405063,0.0253164556962025,0.00474683544303797,0.669303797468354,0,0.0996835443037975,0,0.00949367088607595,0.0221518987341772,0.00632911392405063,0,0,0.0680379746835443,0,0.00316455696202532,0.00158227848101266,0,0,0.00316455696202532,0,0,0,0,0,0.00158227848101266,0,0,0,0.00158227848101266,0,0.00158227848101266,0,0.00158227848101266,0,0,0.00158227848101266,0.00158227848101266,0.00158227848101266,0.00158227848101266,0.00316455696202532,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469.5,42,0.0214285714285714,0.0285714285714286,0,0.00714285714285714,0.00952380952380952,0.019047619047619,0.0166666666666667,0.00238095238095238,0.00952380952380952,0.00476190476190476,0.0523809523809524,0.55,0.14047619047619,0.00238095238095238,0.0238095238095238,0.0214285714285714,0,0.00238095238095238,0,0.0738095238095238,0,0.00238095238095238,0,0,0.00238095238095238,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0.00238095238095238,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,52,0.00604229607250755,0.00906344410876133,0,0.00302114803625378,0.0241691842900302,0.0392749244712991,0.0181268882175227,0.00604229607250755,0.00302114803625378,0,0.117824773413897,0.474320241691843,0.151057401812689,0,0.0241691842900302,0.0422960725075529,0,0.00302114803625378,0.00302114803625378,0.054380664652568,0,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0,0.00604229607250755,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474.5,62,0.00561797752808989,0.0168539325842697,0.00280898876404494,0.00280898876404494,0.00561797752808989,0.0252808988764045,0.0112359550561798,0.00842696629213483,0.00280898876404494,0,0.109550561797753,0.528089887640449,0.171348314606742,0,0.0365168539325843,0.0224719101123595,0,0,0,0.0393258426966292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280898876404494,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,72,0.00294117647058824,0.0176470588235294,0,0,0,0.0176470588235294,0.0205882352941176,0.0088235294117647,0.0147058823529412,0.00294117647058824,0.0441176470588235,0.63235294117647,0.108823529411765,0,0.00294117647058824,0.0088235294117647,0,0,0,0.0970588235294118,0.00294117647058824,0,0,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0.00294117647058824,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.5,82,0.00515463917525773,0.0206185567010309,0,0.00257731958762887,0,0.0154639175257732,0.00515463917525773,0.00257731958762887,0.0077319587628866,0.00515463917525773,0.247422680412371,0.45360824742268,0.134020618556701,0,0.0128865979381443,0.0206185567010309,0,0.00257731958762887,0.00257731958762887,0.0412371134020619,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0.0154639175257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,93,0.00460829493087558,0.0184331797235023,0,0.00460829493087558,0,0.0161290322580645,0.0138248847926267,0.0138248847926267,0.0184331797235023,0.00921658986175115,0.0714285714285714,0.536866359447005,0.133640552995392,0,0.0115207373271889,0.00691244239631336,0.00230414746543779,0.00460829493087558,0.00230414746543779,0.110599078341014,0,0,0,0,0,0.00230414746543779,0,0.00230414746543779,0,0,0,0.00230414746543779,0,0,0,0.00230414746543779,0,0.00230414746543779,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230414746543779,0.00460829493087558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484.5,107,0.00526315789473684,0.0131578947368421,0.00526315789473684,0.00263157894736842,0.0210526315789474,0.0184210526315789,0.00789473684210526,0.00263157894736842,0.00789473684210526,0.00789473684210526,0.160526315789474,0.436842105263158,0.184210526315789,0,0.0236842105263158,0.0289473684210526,0.00263157894736842,0.00526315789473684,0,0.0394736842105263,0,0.00526315789473684,0.00263157894736842,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0,0.00789473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,138,0,0.0268562401263823,0,0.00315955766192733,0.00157977883096367,0.0110584518167457,0,0.00631911532385466,0.0221169036334913,0.00157977883096367,0.717219589257504,0,0.116903633491311,0,0.009478672985782,0.004739336492891,0,0.00157977883096367,0,0.0679304897314376,0,0,0.00157977883096367,0,0,0,0,0.00315955766192733,0,0,0,0.00157977883096367,0,0,0,0,0,0.00157977883096367,0,0.00157977883096367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489.5,169,0,0.0139664804469274,0,0.00279329608938547,0,0.0167597765363128,0.00837988826815642,0,0.0307262569832402,0,0.0279329608938547,0.600558659217877,0.170391061452514,0,0.0111731843575419,0.00279329608938547,0.00279329608938547,0.00279329608938547,0,0.0810055865921788,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0,0,0.00279329608938547,0,0.0111731843575419,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,200,0,0.0166204986149584,0,0.00277008310249307,0.00554016620498615,0.03601108033241,0,0.00554016620498615,0.0221606648199446,0.00554016620498615,0.0969529085872576,0.578947368421053,0.127423822714681,0,0.0138504155124654,0.00554016620498615,0.00277008310249307,0.00554016620498615,0,0.07202216066482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.5,231,0,0.035264483627204,0,0.0075566750629723,0.00251889168765743,0.017632241813602,0.0100755667506297,0.0075566750629723,0.0125944584382872,0.00503778337531486,0.0201511335012594,0.654911838790932,0.0906801007556675,0,0.0151133501259446,0.00503778337531486,0,0,0.00251889168765743,0.0957178841309824,0,0,0.00251889168765743,0,0,0,0,0.0075566750629723,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
