"sample.depths","sample.ages","Ambrosia.type","Carya","Chamaecrista","Cephalanthus","Cyperaceae","Poaceae.undiff.","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Rumex","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Vitis","Alnus","Fraxinus","Myrica","Iva.frutescens.type","Rosaceae","Ericales.undiff.","Artemisia","Celtis","Amaranthaceae.undiff.","Cyrilla.racemiflora","Fagus","Sambucus","Ulmus","Cornus","Cupressaceae.undiff.","Polygonum.bistorta.type","Xanthium.type","Caryophyllaceae","Senecio","Citrus","Itea","Combretaceae.Melastomataceae","Polygonum.persicaria.type","Salix","Secale.type","Acer.negundo","Castanea","Gordonia","Rhus","Brassicaceae","Ledum.type","Acer.rubrum","Zea.mays","Meliaceae.Sapotaceae","cf..Ribes","cf..Sapindaceae","Juglans.nigra","Lechea","Rhamnaceae","Iva.xanthifolia","Thalictrum","Polygonella.fimbriata.P..myriophylla","Tillandsia","Araliaceae","Onagraceae","Platanus","Liliaceae","Osmanthus","Serenoa","Symplocos","Tilia","Populus","Apiaceae.undiff.","Betula","Acer.saccharum.type","Polygonella.polygama.type","Anacardiaceae.type.undiff.","Planera.aquatica","Parthenocissus","Asteraceae.subf..Cichorioideae","Zanthoxylum","Urticaceae","Arecaceae.undiff.","Boraginaceae","Ephedra","Ranunculus","Lamiaceae","Pinus.subg..Strobus","Corylus","Fabaceae.undiff.","Dalea","Moraceae","Bromeliaceae.undiff.","Primulaceae","Myrtaceae","Gomphrena.type","Apocynaceae","Malvaceae"
573,1376,0,0.0188679245283019,0,0.00171526586620926,0.00514579759862779,0.0120068610634648,0.00857632933104631,0.0120068610634648,0.0205831903945112,0.00171526586620926,0.634648370497427,0,0.166380789022298,0,0.0120068610634648,0.0257289879931389,0,0.00343053173241852,0.00171526586620926,0.0617495711835334,0,0,0,0,0,0,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1482,0,0.0122324159021407,0.00305810397553517,0.0091743119266055,0,0.0214067278287462,0.00305810397553517,0.0091743119266055,0.018348623853211,0.00611620795107034,0.140672782874618,0.489296636085627,0.192660550458716,0,0.00305810397553517,0.00305810397553517,0,0.00305810397553517,0.00305810397553517,0.0672782874617737,0,0,0.00305810397553517,0,0,0,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1692,0,0.0186170212765957,0,0.00265957446808511,0.00797872340425532,0.023936170212766,0.00531914893617021,0.0106382978723404,0.0132978723404255,0.0132978723404255,0.127659574468085,0.492021276595745,0.186170212765957,0,0.00531914893617021,0.0159574468085106,0,0,0.00265957446808511,0.0664893617021277,0,0,0,0,0,0,0,0.00531914893617021,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590.5,1744,0,0.00748129675810474,0.00249376558603491,0.00748129675810474,0.00249376558603491,0.00498753117206983,0.00997506234413965,0.0149625935162095,0.00997506234413965,0,0.087281795511222,0.541147132169576,0.149625935162095,0,0.0224438902743142,0.0224438902743142,0,0,0.00498753117206983,0.0972568578553616,0.00249376558603491,0,0,0,0,0,0,0.00498753117206983,0,0,0,0.00249376558603491,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1797,0,0.0219435736677116,0.00470219435736677,0,0.00470219435736677,0.0156739811912226,0.00783699059561128,0,0.0156739811912226,0.00156739811912226,0.669278996865204,0,0.136363636363636,0,0.00470219435736677,0.0109717868338558,0,0,0.00313479623824451,0.0799373040752351,0,0.00156739811912226,0.00156739811912226,0,0,0.00156739811912226,0,0,0,0,0,0.00783699059561128,0,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156739811912226,0.00156739811912226,0,0,0.00156739811912226,0,0,0,0,0.00156739811912226,0,0,0.00156739811912226,0,0,0,0,0,0,0,0,0,0,0,0
598,1902,0.00440528634361234,0.0286343612334802,0,0,0,0.0176211453744493,0.013215859030837,0.0176211453744493,0.0242290748898678,0.0066079295154185,0.101321585903084,0.466960352422908,0.176211453744493,0,0.0176211453744493,0.00881057268722467,0,0,0.00440528634361234,0.0969162995594714,0,0,0.00220264317180617,0,0,0,0,0.00220264317180617,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0
603,2007,0,0.0274390243902439,0,0,0,0.0152439024390244,0.0121951219512195,0.0121951219512195,0.0304878048780488,0.00609756097560976,0.073170731707317,0.554878048780488,0.128048780487805,0,0.00609756097560976,0.00914634146341463,0,0,0.00609756097560976,0.0884146341463415,0,0,0.00304878048780488,0,0,0,0,0.0152439024390244,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,2112,0,0.0147058823529412,0,0.00294117647058824,0.00294117647058824,0,0.0117647058823529,0.0117647058823529,0.0117647058823529,0.0088235294117647,0.0588235294117647,0.576470588235294,0.194117647058824,0,0.00588235294117647,0.0088235294117647,0,0,0.00294117647058824,0.0647058823529412,0,0,0.00294117647058824,0,0,0,0,0.0088235294117647,0,0.00294117647058824,0,0,0,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2217,0,0.0264385692068429,0,0.0015552099533437,0.0015552099533437,0.0062208398133748,0.00933125972006221,0.0077760497667185,0.015552099533437,0.0031104199066874,0.653188180404355,0,0.153965785381026,0,0.00933125972006221,0.0077760497667185,0.0015552099533437,0.0015552099533437,0.0015552099533437,0.0808709175738725,0,0,0,0,0,0,0,0.0046656298600311,0,0.0015552099533437,0,0,0,0,0,0,0,0.0031104199066874,0,0.0015552099533437,0,0,0,0.0031104199066874,0,0,0,0,0,0,0,0,0,0,0,0.0015552099533437,0,0,0,0,0,0.0015552099533437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015552099533437,0,0,0,0,0,0,0,0,0,0
618,2322,0,0.0246575342465753,0,0.00821917808219178,0.00821917808219178,0.0164383561643836,0.010958904109589,0.010958904109589,0.0219178082191781,0.00547945205479452,0.0602739726027397,0.52054794520548,0.183561643835616,0,0.0219178082191781,0.010958904109589,0,0,0,0.073972602739726,0,0,0,0,0,0,0,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2427,0,0.0157232704402516,0,0,0.00314465408805031,0.0283018867924528,0.00314465408805031,0.0283018867924528,0.00314465408805031,0.0125786163522013,0.0440251572327044,0.415094339622642,0.207547169811321,0,0.00314465408805031,0.0125786163522013,0,0,0.00314465408805031,0.182389937106918,0.00314465408805031,0,0.00314465408805031,0,0,0,0,0.0125786163522013,0,0.0157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2533,0,0.0175054704595186,0,0.00218818380743982,0.0087527352297593,0.0087527352297593,0.0131291028446389,0.0131291028446389,0.0087527352297593,0.0087527352297593,0.0459518599562363,0.601750547045952,0.12910284463895,0,0.0087527352297593,0.0393873085339169,0,0,0,0.0809628008752735,0.00218818380743982,0,0.00218818380743982,0,0,0,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,2806,0.00226757369614512,0.0204081632653061,0,0.00453514739229025,0.00453514739229025,0.0136054421768707,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.00453514739229025,0.0816326530612245,0.514739229024943,0.163265306122449,0,0.036281179138322,0.00680272108843537,0,0.00226757369614512,0.00453514739229025,0.0816326530612245,0,0,0,0,0,0,0,0.00453514739229025,0,0.00226757369614512,0,0,0,0,0,0,0,0.00453514739229025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,3058,0,0.0279001468428781,0.00293685756240822,0.00146842878120411,0.00440528634361234,0.0161527165932452,0.00881057268722467,0.0102790014684288,0.00881057268722467,0.0102790014684288,0.572687224669604,0,0.183553597650514,0,0.0161527165932452,0.013215859030837,0.00146842878120411,0,0.00293685756240822,0.0939794419970631,0,0,0.00293685756240822,0,0,0.00146842878120411,0,0.00587371512481645,0,0.00440528634361234,0,0,0,0,0,0,0,0.00146842878120411,0.00146842878120411,0,0.00146842878120411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146842878120411,0,0,0,0,0,0,0,0.00146842878120411,0,0,0,0,0,0,0,0,0.00146842878120411,0,0,0.00146842878120411,0,0,0,0,0,0,0,0,0,0,0,0
673,3478,0,0.0242013552758954,0.000968054211035818,0.00677637947725073,0.000968054211035818,0.0242013552758954,0.00968054211035818,0.010648596321394,0.0145208131655373,0.00871248789932236,0.623426911907067,0,0.166505324298161,0,0.0222652468538238,0.00677637947725073,0,0.000968054211035818,0.000968054211035818,0.0551790900290416,0,0,0.00290416263310745,0,0,0.000968054211035818,0,0.00484027105517909,0,0.00387221684414327,0,0,0,0,0,0,0,0,0,0.00484027105517909,0,0,0,0,0,0,0.000968054211035818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968054211035818,0,0,0,0,0,0,0,0,0.000968054211035818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968054211035818,0.00193610842207164,0,0,0,0,0,0,0,0
693,3899,0.00147058823529412,0.0147058823529412,0.00147058823529412,0.0102941176470588,0.00294117647058824,0.0352941176470588,0.025,0.0176470588235294,0.00735294117647059,0.00588235294117647,0.535294117647059,0,0.186764705882353,0,0.0441176470588235,0.0147058823529412,0,0.00147058823529412,0,0.0691176470588235,0,0.00147058823529412,0.00294117647058824,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0,0,0,0,0,0,0,0.00294117647058824,0.00147058823529412,0.00294117647058824,0,0,0,0.00147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147058823529412,0,0,0,0,0,0.00294117647058824,0,0.00147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147058823529412,0,0,0,0,0,0,0
713,4319,0.00132100396301189,0.0330250990752972,0,0.00792602377807133,0.00396301188903567,0.0343461030383091,0.00264200792602378,0.00528401585204756,0.0105680317040951,0.00132100396301189,0.656538969616909,0,0.126816380449141,0.00132100396301189,0.0317040951122853,0.011889035667107,0,0,0.00528401585204756,0.0449141347424042,0,0,0,0,0,0,0,0.00132100396301189,0,0.00528401585204756,0,0,0,0,0,0,0,0.00396301188903567,0.00132100396301189,0.00132100396301189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132100396301189,0,0,0,0,0,0.00132100396301189,0,0.00264200792602378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132100396301189,0.00132100396301189,0,0,0,0,0
723,4529,0,0.0275952693823916,0,0.00525624178712221,0.00525624178712221,0.0394218134034166,0,0.00788436268068331,0.00657030223390276,0.00525624178712221,0.607095926412615,0,0.161629434954008,0,0.0170827858081472,0.0289093298291721,0.00131406044678055,0,0,0.0749014454664915,0,0,0,0.00131406044678055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394218134034166,0.00131406044678055,0.0026281208935611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131406044678055,0,0,0,0,0,0,0.00131406044678055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,4740,0.00144300144300144,0.0317460317460317,0,0.00865800865800866,0.00721500721500722,0.0375180375180375,0,0.00721500721500722,0.00144300144300144,0.00288600288600289,0.574314574314574,0,0.194805194805195,0,0.012987012987013,0.025974025974026,0,0,0.00144300144300144,0.062049062049062,0,0.00144300144300144,0,0,0,0,0,0.00144300144300144,0,0.00432900432900433,0,0,0,0,0,0,0,0.00577200577200577,0.00144300144300144,0.00577200577200577,0,0,0,0,0,0.00144300144300144,0,0,0,0,0,0,0,0,0,0,0.00144300144300144,0,0,0,0,0.00144300144300144,0.00144300144300144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144300144300144,0,0,0,0,0,0.00144300144300144,0.00144300144300144,0,0,0
753,5160,0,0.023543990086741,0.00123915737298637,0.00619578686493185,0.0111524163568773,0.0272614622057001,0,0.00495662949194548,0.00867410161090459,0.00371747211895911,0.572490706319703,0,0.203221809169765,0,0.0223048327137546,0.0322180916976456,0.00247831474597274,0.00247831474597274,0.00371747211895911,0.0508054522924411,0,0,0,0,0,0.00123915737298637,0,0.00495662949194548,0,0.00371747211895911,0,0.00123915737298637,0,0,0,0,0,0.00495662949194548,0,0.00123915737298637,0,0,0,0.00123915737298637,0,0,0,0,0,0,0,0,0,0,0.00247831474597274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123915737298637,0,0,0,0.00123915737298637,0,0
773,5580,0.00247831474597274,0.0260223048327138,0.00123915737298637,0.00371747211895911,0.00371747211895911,0.0309789343246592,0,0.0111524163568773,0.0148698884758364,0.00991325898389095,0.579925650557621,0,0.178438661710037,0,0.0185873605947955,0.0309789343246592,0.00371747211895911,0,0.00247831474597274,0.057001239157373,0,0.00123915737298637,0.00247831474597274,0,0,0,0,0.00123915737298637,0,0.00495662949194548,0,0,0,0,0,0,0,0.00247831474597274,0,0.00371747211895911,0,0,0.00123915737298637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123915737298637,0,0,0,0.00247831474597274,0,0,0,0,0,0,0,0.00123915737298637,0,0,0,0,0,0,0,0,0.00123915737298637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123915737298637,0
793,6001,0,0.0301318267419962,0,0.00376647834274953,0.0188323917137476,0.0451977401129944,0,0.00564971751412429,0.00376647834274953,0.00564971751412429,0.60075329566855,0,0.177024482109228,0,0.0207156308851224,0.0338983050847458,0,0,0.00564971751412429,0.0338983050847458,0,0,0,0,0,0,0,0,0,0.00376647834274953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188323917137476,0.00188323917137476,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188323917137476,0,0,0,0,0
813,6421,0.00224971878515186,0.0236220472440945,0,0,0.0438695163104612,0.0562429696287964,0,0.00337457817772778,0.00674915635545557,0.00224971878515186,0.483689538807649,0,0.188976377952756,0,0.0112485939257593,0.120359955005624,0.00112485939257593,0.00112485939257593,0.00112485939257593,0.0404949381327334,0,0,0.00112485939257593,0,0,0.00112485939257593,0,0.00112485939257593,0,0.00112485939257593,0,0,0,0,0,0,0,0,0.00112485939257593,0.00224971878515186,0,0,0,0.00224971878515186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112485939257593,0.00112485939257593,0,0,0,0,0,0,0.00112485939257593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,6842,0,0.0204081632653061,0,0.00371057513914657,0.0241187384044527,0.0333951762523191,0,0.0148423005565863,0.00185528756957328,0.00371057513914657,0.543599257884972,0,0.155844155844156,0,0.00556586270871985,0.12987012987013,0,0,0.00556586270871985,0.0426716141001855,0,0,0,0,0,0.00371057513914657,0,0,0,0.00556586270871985,0,0,0,0,0,0.00185528756957328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185528756957328,0,0,0,0,0,0,0.00185528756957328,0,0,0
853,7262,0.00775193798449612,0.0426356589147287,0,0.00387596899224806,0.0155038759689922,0.0193798449612403,0,0.00775193798449612,0.00387596899224806,0,0.364341085271318,0,0.441860465116279,0,0,0.0155038759689922,0,0,0.00387596899224806,0.0310077519379845,0.0116279069767442,0,0,0.00387596899224806,0,0,0,0.00387596899224806,0,0.0116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387596899224806,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0
873,7682,0.0075187969924812,0.0676691729323308,0,0,0.0037593984962406,0.0150375939849624,0,0.0075187969924812,0,0.0037593984962406,0.37218045112782,0,0.417293233082707,0,0.0150375939849624,0,0,0,0,0.056390977443609,0,0,0,0.0075187969924812,0.0037593984962406,0.0112781954887218,0,0,0,0.0037593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0.0037593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037593984962406,0
893,8103,0.00429184549356223,0.0600858369098712,0,0,0.00429184549356223,0.0300429184549356,0,0,0,0,0.506437768240343,0,0.28755364806867,0.00429184549356223,0,0.0171673819742489,0.00429184549356223,0.00858369098712446,0.00858369098712446,0.055793991416309,0,0,0,0.00429184549356223,0,0,0,0,0,0,0,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,NA,0,0.0138888888888889,0,0,0.0642361111111111,0.046875,0,0.00173611111111111,0,0,0.230902777777778,0,0.25,0,0,0.284722222222222,0,0.00173611111111111,0,0.00173611111111111,0.00173611111111111,0,0,0,0,0.0850694444444444,0,0,0,0,0,0.00173611111111111,0,0,0,0.0138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173611111111111
