"depth","best.age","min.age","max.age"
4,96,82,120
7,200,176,243
10,305,270,367
12,375,333,449
14,444,396,531
15.5,497,443,593
19,619,553,737
23,758,678,901
24.5,815,740,933
25.5,852,775,946
27,908,826,996
28,946,857,1038
29.5,1002,900,1115
32,1096,962,1249
34,1553,1430,1692
35.5,1895,1781,2025
37,2238,2130,2358
38,2466,2363,2580
39,2695,2596,2803
40.5,3037,2946,3138
43,3608,3525,3697
44.5,3951,3873,4034
46,4293,4219,4372
47.5,4636,4565,4711
49,4978,4908,5051
50,5207,5138,5280
52,5664,5597,5740
54,6120,6052,6202
56,NA,NA,NA
58.5,NA,NA,NA
