"sample.depths","sample.ages","Acer.negundo","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Betula","Bidens.type","Carya","Caryophyllaceae","Iva.annua.type","Corylus","Cyperaceae","Fraxinus..tricolpate.","Fraxinus.undiff.","Gleditsia","Poaceae.undiff.","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Liquidambar","Morus","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Planera.aquatica","Platanus","Quercus","Rhus","Rubus","Rumex","Salix","Sambucus","Spiraea.type","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Xanthium","Zea.mays","Amaranthaceae","Cupressaceae.undiff.","Acer.saccharinum","Cephalanthus.occidentalis","Populus.deltoides.type","Viburnum.acerifolium.type","Viburnum.lentago.type","Celtis.Maclura.type","Fraxinus.pennsylvanica.F..americana.type","Artemisia","Asteraceae.subf..Cichorioideae","Plantago.undiff.","Taxodium","Thalictrum","Urtica","Toxicodendron.radicans","Fraxinus.quadrangulata.F..nigra.type","Tilia","Acer.saccharum","Prunus.virginiana.type","Lamiaceae.undiff.","Plantago.major","Polygonum.hydropiper.type","Clethra","Fabaceae","Juglans.undiff.","Onagraceae.undiff.","Apiaceae","Berchemia.scandens","Mentha.type","Humulus","Calycanthus","Plantago.lanceolata","Picea","Polygonum.aviculare","Fagus","Ilex.type","Abies","Galium","Brassicaceae","Impatiens","Cirsium.Carduus.type","Myrica.type","Ranunculus.flabellaris.type","Gaura","Saxifragaceae","Achillea.type","Epilobium","Shepherdia.argentea","Prunus.undiff.","Potentilla","Viburnum.opulus.type","Cornus.canadensis.type","Prunus.americana.type","Larix","Shepherdia.canadensis"
152.5,13388,0,0,0.00757575757575758,0.0348484848484849,0.0136363636363636,0.0363636363636364,0.0409090909090909,0.0242424242424242,0,0.0121212121212121,0.0348484848484849,0.0257575757575758,0.0151515151515152,0,0.259090909090909,0,0.00303030303030303,0.00151515151515152,0,0,0,0.0181818181818182,0.00606060606060606,0,0.00303030303030303,0.0212121212121212,0.246969696969697,0,0.00151515151515152,0,0.00909090909090909,0.00151515151515152,0,0.0151515151515152,0.0257575757575758,0.00303030303030303,0,0,0.0454545454545455,0.00606060606060606,0.00606060606060606,0,0.00303030303030303,0,0,0.00303030303030303,0.0287878787878788,0.00151515151515152,0,0,0,0.00151515151515152,0.00909090909090909,0,0.0121212121212121,0.00151515151515152,0,0.00151515151515152,0,0,0.00151515151515152,0.00151515151515152,0,0,0,0.00454545454545455,0,0,0,0,0,0.00606060606060606,0,0.00303030303030303,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,14361,0.00302343159486017,0.00151171579743008,0.0090702947845805,0.0377928949357521,0.0211640211640212,0.0151171579743008,0.0513983371126228,0.0423280423280423,0,0.00604686318972033,0.117913832199546,0.0196523053665911,0.00755857898715042,0,0.170823885109599,0.00151171579743008,0.00151171579743008,0,0,0,0,0.0393046107331822,0.00151171579743008,0.00377928949357521,0,0.00302343159486017,0.232804232804233,0,0.00151171579743008,0,0.00604686318972033,0,0.00151171579743008,0.0347694633408919,0.018140589569161,0,0.00151171579743008,0,0.0695389266817838,0.0166288737717309,0.00302343159486017,0.00302343159486017,0.00151171579743008,0,0,0,0.00604686318972033,0,0,0,0,0.00302343159486017,0.0090702947845805,0,0,0,0,0,0,0,0.00453514739229025,0,0,0.00302343159486017,0,0.00453514739229025,0,0,0,0.00151171579743008,0,0.0090702947845805,0,0.0090702947845805,0,0.00453514739229025,0,0.00151171579743008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,15042,0.00460122699386503,0,0.00306748466257669,0.0322085889570552,0.0214723926380368,0.0153374233128834,0.0291411042944785,0.0383435582822086,0,0.00153374233128834,0.121165644171779,0.0368098159509202,0.0153374233128834,0,0.162576687116564,0,0,0.00153374233128834,0,0,0,0.0414110429447853,0,0,0,0.00766871165644172,0.177914110429448,0,0.00153374233128834,0,0.0199386503067485,0,0,0.0260736196319018,0.0138036809815951,0.00153374233128834,0,0,0.058282208588957,0.0690184049079755,0,0,0.00613496932515337,0.00306748466257669,0,0.00766871165644172,0.00306748466257669,0.00306748466257669,0,0,0,0.00460122699386503,0.0107361963190184,0,0.00153374233128834,0,0,0,0,0,0.00153374233128834,0.00153374233128834,0,0.00306748466257669,0,0.00306748466257669,0,0,0,0,0,0.0053680981595092,0,0.00153374233128834,0,0.000766871165644172,0,0.0398773006134969,0.00153374233128834,0,0.00153374233128834,0,0,0,0,0,0,0,0,0,0,0,0,0
170,15724,0.00165016501650165,0,0.0033003300330033,0.0478547854785479,0.0181518151815182,0.0132013201320132,0.0231023102310231,0.0544554455445545,0,0.0066006600660066,0.099009900990099,0.0181518151815182,0.0231023102310231,0,0.173267326732673,0,0.0033003300330033,0,0,0,0,0.0429042904290429,0,0.00165016501650165,0,0.00825082508250825,0.260726072607261,0,0.00165016501650165,0,0.0181518151815182,0,0,0.0313531353135314,0.0214521452145215,0.0066006600660066,0,0,0.0429042904290429,0.0214521452145215,0,0.00495049504950495,0.0033003300330033,0,0.00495049504950495,0.0066006600660066,0.00495049504950495,0,0,0,0,0,0.00825082508250825,0,0.00165016501650165,0.0033003300330033,0.00165016501650165,0.00165016501650165,0,0,0.00165016501650165,0,0,0.00165016501650165,0,0.0099009900990099,0,0,0,0,0,0.00165016501650165,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,16269,0,0,0.00675105485232068,0.0472573839662447,0.0185654008438819,0.0185654008438819,0.0371308016877637,0.0388185654008439,0,0.00843881856540084,0.116455696202532,0.0135021097046414,0.0168776371308017,0,0.126582278481013,0,0.00675105485232068,0,0,0,0,0.0455696202531646,0.00337552742616034,0.00253164556962025,0,0.00337552742616034,0.275105485232068,0,0.00168776371308017,0,0.0168776371308017,0.00168776371308017,0,0.0455696202531646,0.00843881856540084,0.00506329113924051,0.00675105485232068,0,0.0405063291139241,0.00337552742616034,0.00168776371308017,0.00675105485232068,0.0219409282700422,0,0,0.00168776371308017,0.00675105485232068,0,0,0,0,0,0.00675105485232068,0,0.00168776371308017,0.00506329113924051,0,0.00168776371308017,0,0,0.00168776371308017,0.00168776371308017,0,0.00506329113924051,0,0.00168776371308017,0,0,0,0.00168776371308017,0,0.010126582278481,0,0.00675105485232068,0,0,0.00168776371308017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,16950,0.00167084377610693,0,0.00334168755221387,0.0317460317460317,0.0183792815371763,0.0384294068504595,0.0384294068504595,0.0200501253132832,0.00167084377610693,0.0167084377610693,0.050125313283208,0.0217209690893901,0.0200501253132832,0,0.188805346700084,0.0050125313283208,0,0.0050125313283208,0,0,0,0.0267335004177109,0.00334168755221387,0.0050125313283208,0,0.0050125313283208,0.213868003341688,0,0,0,0.00835421888053467,0,0,0.025062656641604,0.0284043441938179,0,0.0100250626566416,0,0.0651629072681704,0.0183792815371763,0.0100250626566416,0.0050125313283208,0.0267335004177109,0.00167084377610693,0,0.00334168755221387,0.0133667502088555,0.00167084377610693,0,0,0,0.0050125313283208,0.00167084377610693,0,0.00835421888053467,0,0,0,0,0,0.00668337510442774,0.00167084377610693,0,0,0,0.00167084377610693,0,0.00334168755221387,0,0,0,0.0192147034252297,0.00167084377610693,0.0167084377610693,0.00167084377610693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,17632,0,0,0.024411508282476,0.006974716652136,0.00523103748910201,0.001743679163034,0.010462074978204,0.00523103748910201,0,0,0.179598953792502,0.010462074978204,0.00871839581517,0,0.0959023539668701,0,0,0,0,0,0,0.013949433304272,0.012205754141238,0.0653879686137751,0,0,0.05231037489102,0,0.001743679163034,0,0.022667829119442,0,0.006974716652136,0.033129904097646,0.001743679163034,0,0.001743679163034,0,0,0.029642545771578,0,0,0.00523103748910201,0.001743679163034,0.01743679163034,0,0.003487358326068,0.019180470793374,0,0,0,0.00871839581517,0,0,0.001743679163034,0,0.001743679163034,0,0.00523103748910201,0,0,0,0,0.001743679163034,0,0.024411508282476,0,0,0,0,0,0.254577157802964,0,0,0,0.022667829119442,0.00523103748910201,0,0,0.031386224934612,0,0.001743679163034,0.003487358326068,0,0,0,0,0,0,0,0,0,0,0
187,18041,0.0015552099533437,0,0.0186625194401244,0.00933125972006221,0.0046656298600311,0.0171073094867807,0,0.0015552099533437,0.0015552099533437,0,0.171073094867807,0.0124416796267496,0.0108864696734059,0,0.22706065318818,0,0,0,0,0,0,0.0046656298600311,0.0077760497667185,0.0357698289269051,0,0,0.0513219284603421,0,0.0046656298600311,0,0.0326594090202177,0.0031104199066874,0,0.0186625194401244,0.0015552099533437,0,0,0,0.0031104199066874,0.0062208398133748,0,0,0.0342146189735614,0.0015552099533437,0.00933125972006221,0,0,0.0015552099533437,0,0,0,0,0.0031104199066874,0,0.0015552099533437,0,0.0031104199066874,0,0,0,0.0015552099533437,0,0,0,0,0.0124416796267496,0,0,0,0,0,0.232503888024883,0,0,0,0.0272161741835148,0.0046656298600311,0,0,0.0171073094867807,0,0,0.0015552099533437,0.0015552099533437,0.0015552099533437,0,0,0,0,0,0,0,0,0
190,18450,0,0,0.0191082802547771,0.0127388535031847,0.00636942675159236,0.0169851380042463,0.00849256900212314,0,0,0,0.0743099787685775,0.0127388535031847,0.00849256900212314,0,0.0934182590233546,0,0,0,0,0,0,0.0212314225053079,0.0106157112526539,0.0191082802547771,0,0,0.0488322717622081,0,0.00424628450106157,0,0.0339702760084926,0.00424628450106157,0.00424628450106157,0.0360934182590234,0,0.00212314225053079,0.00424628450106157,0,0,0.116772823779193,0.00212314225053079,0,0.0764331210191083,0.00424628450106157,0.0106157112526539,0,0.00212314225053079,0.00849256900212314,0.00212314225053079,0,0,0.00212314225053079,0,0,0,0.00212314225053079,0.00212314225053079,0,0,0,0,0.00424628450106157,0,0.00212314225053079,0,0.0254777070063694,0,0,0.00212314225053079,0,0,0.246284501061571,0,0.00212314225053079,0,0.00212314225053079,0.0106157112526539,0.00212314225053079,0,0.00849256900212314,0.00212314225053079,0.00212314225053079,0.00636942675159236,0,0,0.00212314225053079,0.00424628450106157,0.00636942675159236,0,0,0,0,0,0
198,19173,0.00836120401337793,0,0.0250836120401338,0.0100334448160535,0.00501672240802676,0.0234113712374582,0.00167224080267559,0,0.00334448160535117,0.00167224080267559,0.147157190635452,0.0100334448160535,0.0150501672240803,0,0.178929765886288,0,0,0,0,0,0,0.0100334448160535,0.0167224080267559,0.0351170568561873,0,0,0.0518394648829431,0,0.00334448160535117,0,0.0434782608695652,0.00167224080267559,0,0.0418060200668896,0.00167224080267559,0.00167224080267559,0.00167224080267559,0,0,0.0535117056856187,0,0,0.0250836120401338,0,0,0,0.00167224080267559,0.00668896321070234,0,0,0,0.00501672240802676,0.00167224080267559,0,0,0,0.00167224080267559,0,0,0,0.00167224080267559,0,0,0.00334448160535117,0,0.0284280936454849,0,0,0,0,0,0.224916387959866,0,0,0,0.000836120401337793,0,0.00167224080267559,0,0.00167224080267559,0,0,0,0,0.00167224080267559,0,0,0,0.00167224080267559,0,0,0,0,0
226,19560,0.00186741363211951,0,0.0485527544351074,0.00373482726423903,0.00933706816059757,0.00373482726423903,0.00560224089635854,0,0,0.00186741363211951,0.125116713352007,0.0112044817927171,0.0130718954248366,0,0.175536881419234,0,0,0,0,0,0,0.0224089635854342,0.0205415499533147,0.0186741363211951,0,0,0.0728291316526611,0,0,0,0.0261437908496732,0,0,0.00746965452847806,0.00373482726423903,0,0,0,0.00186741363211951,0.0746965452847806,0,0,0.0597572362278245,0,0.00186741363211951,0,0,0.00373482726423903,0,0,0,0.0149393090569561,0,0,0,0,0,0.00560224089635854,0,0,0,0,0,0.00186741363211951,0,0.0298786181139122,0,0,0,0,0,0.222222222222222,0,0,0,0.00466853408029879,0,0.00186741363211951,0,0,0,0,0,0,0,0,0,0,0,0.00186741363211951,0.00186741363211951,0.00186741363211951,0,0
252,19924,0,0,0.0608439646712463,0.00392541707556428,0.00785083415112856,0.013738959764475,0.00196270853778214,0.00196270853778214,0,0.00588812561334642,0.056918547595682,0.0098135426889107,0.0255152109911678,0,0.162904808635918,0,0,0,0,0,0,0.00588812561334642,0.0314033366045142,0.0451422963689892,0,0,0.0392541707556428,0,0.00588812561334642,0,0.056918547595682,0.00785083415112856,0,0.00392541707556428,0.00196270853778214,0,0.00392541707556428,0,0.00392541707556428,0.00196270853778214,0,0,0.0471050049067713,0,0,0,0.00392541707556428,0.0117762512266928,0,0,0,0.00588812561334642,0,0,0.00392541707556428,0,0.00196270853778214,0,0,0,0,0,0,0,0,0.0274779195289499,0,0,0,0,0,0.288518155053974,0,0,0,0.0402355250245339,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0.00196270853778214,0,0.00196270853778214,0,0,0.00392541707556428,0
270,20207,0,0,0,0.00249687890137328,0,0.017478152309613,0.00499375780274657,0,0,0.00249687890137328,0.154806491885144,0.00249687890137328,0.00499375780274657,0,0.00998751560549313,0,0,0,0,0,0,0.00499375780274657,0.069912609238452,0.0861423220973783,0,0,0.0324594257178527,0,0.00749063670411985,0,0.0499375780274657,0,0,0.00249687890137328,0,0,0,0,0,0.00249687890137328,0.00249687890137328,0,0.0649188514357054,0,0,0,0.00249687890137328,0,0,0,0,0.00249687890137328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749063670411985,0,0,0,0,0,0.425717852684145,0,0,0,0.031210986267166,0,0,0,0,0,0,0,0,0,0,0,0.00499375780274657,0,0,0.00249687890137328,0,0,0
300,20679,0,0,0.0445859872611465,0,0.00424628450106157,0.0127388535031847,0,0.00636942675159236,0,0.00212314225053079,0.127388535031847,0.0127388535031847,0.00849256900212314,0,0.029723991507431,0.00212314225053079,0,0,0,0,0,0.00212314225053079,0.0191082802547771,0.0265392781316348,0,0,0.0148619957537155,0,0.0169851380042463,0,0.0721868365180467,0.00212314225053079,0,0.00424628450106157,0,0,0.00212314225053079,0,0,0.00212314225053079,0.00212314225053079,0,0.0339702760084926,0,0,0,0,0.00212314225053079,0,0,0,0.00424628450106157,0,0,0.00212314225053079,0,0,0.00212314225053079,0,0,0,0,0,0,0,0.0806794055201698,0,0,0,0,0,0.447983014861996,0,0,0,0.00530785562632696,0,0.00424628450106157,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0
310,NA,0,0,0.245971162001696,0.00169635284139101,0.00169635284139101,0.00339270568278202,0.00169635284139101,0.00169635284139101,0,0,0.0966921119592875,0.0135708227311281,0.0237489397794741,0,0.0356234096692112,0,0,0,0,0,0,0.00678541136556404,0.0186598812553011,0.0178117048346056,0,0,0.0458015267175573,0,0.00339270568278202,0,0.157760814249364,0,0.00169635284139101,0.0118744698897371,0.00508905852417303,0,0,0,0.00169635284139101,0.0169635284139101,0,0,0.00848176420695505,0,0.0101781170483461,0,0,0.00169635284139101,0,0,0,0.00508905852417303,0.00339270568278202,0,0.00339270568278202,0,0,0,0,0,0,0.00169635284139101,0,0,0,0.0339270568278202,0,0,0,0,0,0.211195928753181,0,0,0,0.00424088210347752,0.00169635284139101,0,0,0,0,0,0,0,0,0,0.00169635284139101,0,0,0,0,0,0,0
363,NA,0,0,0.0439306358381503,0.0023121387283237,0.0023121387283237,0,0.0046242774566474,0,0,0.0023121387283237,0.0971098265895954,0.023121387283237,0.023121387283237,0,0.0161849710982659,0,0,0,0,0,0,0.0115606936416185,0.0323699421965318,0.0554913294797688,0,0,0.0369942196531792,0,0.0069364161849711,0,0.0786127167630058,0.0046242774566474,0,0.0184971098265896,0.0023121387283237,0,0,0,0.0046242774566474,0.0323699421965318,0,0,0.0300578034682081,0,0.0092485549132948,0,0,0,0.0023121387283237,0,0,0.0046242774566474,0,0,0.0023121387283237,0,0.0115606936416185,0,0.0023121387283237,0,0,0.0046242774566474,0,0,0,0.0092485549132948,0,0,0,0,0,0.389595375722543,0,0.0023121387283237,0,0.023121387283237,0.0046242774566474,0,0,0,0,0,0,0,0,0,0,0,0.0023121387283237,0,0,0,0,0.0023121387283237
