"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Celtis","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex.Nemopanthus","Juglans","Larix","Liquidambar","Moraceae","Myrica.Comptonia.peregrina","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.undiff.","Brassicaceae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Poaceae","Ranunculaceae","Rosaceae"
1,-20,0.0148809523809524,0.056547619047619,0.0505952380952381,0.37797619047619,0,0,0.00595238095238095,0.00892857142857143,0,0,0.0178571428571429,0,0,0,0,0,0,0.00892857142857143,0.0178571428571429,0.0238095238095238,0.0267857142857143,0.104166666666667,0,0.0148809523809524,0.0625,0.00297619047619048,0.00297619047619048,0.125,0.00595238095238095,0.0535714285714286,0,0.00297619047619048,0,0,0,0.00595238095238095,0.00297619047619048,0.00595238095238095,0,0
5,32,0.0142045454545455,0.0738636363636364,0.0340909090909091,0.315340909090909,0.00568181818181818,0,0.0113636363636364,0.03125,0.00284090909090909,0,0.0142045454545455,0,0,0,0,0.00568181818181818,0,0.0142045454545455,0.0142045454545455,0.0397727272727273,0.03125,0.0880681818181818,0,0.0170454545454545,0.0823863636363636,0.0142045454545455,0,0.0823863636363636,0.0369318181818182,0.0426136363636364,0,0,0,0,0,0.00568181818181818,0,0.0198863636363636,0,0.00284090909090909
10,97,0.00298507462686567,0.0567164179104478,0.0626865671641791,0.444776119402985,0,0,0.00895522388059702,0.0119402985074627,0,0,0,0,0,0,0,0,0,0,0.0208955223880597,0.0119402985074627,0.0238805970149254,0.0985074626865672,0,0.00895522388059702,0.0417910447761194,0.00597014925373134,0.00895522388059702,0.0895522388059701,0.0119402985074627,0.0477611940298507,0,0.0149253731343284,0,0,0,0.0119402985074627,0.00298507462686567,0.0119402985074627,0,0
12,123,0.0029673590504451,0.0326409495548961,0.0267062314540059,0.551928783382789,0,0,0.0029673590504451,0,0,0,0.00593471810089021,0,0,0,0,0,0,0,0.0029673590504451,0,0.0178041543026706,0.0919881305637982,0,0.0029673590504451,0.0415430267062315,0,0,0.127596439169139,0.0148367952522255,0.0741839762611276,0,0,0.0029673590504451,0,0,0,0,0,0,0
13,136,0.00911854103343465,0.0364741641337386,0.0182370820668693,0.48936170212766,0,0,0.00303951367781155,0.00303951367781155,0,0,0.00303951367781155,0,0,0.0060790273556231,0,0,0,0,0.0151975683890578,0.0151975683890578,0.0668693009118541,0.182370820668693,0,0.00303951367781155,0.0151975683890578,0,0.0060790273556231,0.088145896656535,0.00303951367781155,0.0182370820668693,0,0.00911854103343465,0.0060790273556231,0,0,0.00303951367781155,0,0,0,0
15,162,0.0171919770773639,0.0544412607449857,0.0315186246418338,0.383954154727794,0,0,0.0143266475644699,0.0114613180515759,0,0,0.00859598853868195,0,0,0,0,0,0,0.00573065902578797,0.00859598853868195,0,0.0343839541547278,0.220630372492837,0,0,0.0515759312320917,0,0.00859598853868195,0.100286532951289,0.0286532951289398,0.0143266475644699,0,0.00286532951289398,0.00286532951289398,0,0,0,0,0,0,0
20,226,0.00609756097560976,0.0518292682926829,0.0274390243902439,0.350609756097561,0,0,0.00914634146341463,0,0,0,0.0152439024390244,0,0,0,0,0,0,0.00914634146341463,0.00609756097560976,0.0121951219512195,0.0670731707317073,0.182926829268293,0,0,0.0274390243902439,0.00914634146341463,0,0.158536585365854,0.0457317073170732,0.00304878048780488,0,0.0152439024390244,0,0,0,0,0,0.00304878048780488,0,0
30,356,0.00293255131964809,0.0703812316715543,0.0175953079178886,0.340175953079179,0,0,0.00293255131964809,0.0146627565982405,0,0,0.0117302052785924,0,0,0,0,0.00293255131964809,0,0.00586510263929619,0.00293255131964809,0.00586510263929619,0.0997067448680352,0.175953079178886,0,0.00293255131964809,0.0410557184750733,0,0.00586510263929619,0.167155425219941,0.0175953079178886,0.00293255131964809,0,0.00879765395894428,0,0,0,0,0,0,0,0
40,486,0.0172910662824208,0.0172910662824208,0.0144092219020173,0.368876080691643,0,0,0.00288184438040346,0,0.00288184438040346,0,0.00576368876080692,0.0144092219020173,0,0,0,0.00288184438040346,0,0.00576368876080692,0.0144092219020173,0.00576368876080692,0.0547550432276657,0.342939481268012,0,0,0.0259365994236311,0.00288184438040346,0.00864553314121038,0.0720461095100865,0.00576368876080692,0.00288184438040346,0,0.00288184438040346,0.00288184438040346,0,0,0.00288184438040346,0.00288184438040346,0,0,0
50,616,0.00293255131964809,0.0234604105571848,0.0146627565982405,0.44574780058651,0,0,0.00293255131964809,0.00586510263929619,0,0,0.00879765395894428,0.00586510263929619,0,0,0,0,0.00293255131964809,0.00879765395894428,0.0117302052785924,0.0117302052785924,0.0586510263929619,0.237536656891496,0,0,0.0117302052785924,0,0,0.114369501466276,0.0205278592375367,0.00293255131964809,0,0.00293255131964809,0,0,0,0.00293255131964809,0,0.00293255131964809,0,0
60,745,0.0150602409638554,0.0542168674698795,0.0120481927710843,0.364457831325301,0,0.00301204819277108,0,0,0,0,0.0120481927710843,0.0180722891566265,0,0,0.00301204819277108,0,0,0.00903614457831325,0.0120481927710843,0,0.0512048192771084,0.234939759036145,0,0,0.0451807228915663,0.00301204819277108,0.00301204819277108,0.132530120481928,0.0120481927710843,0,0,0.00301204819277108,0.00301204819277108,0,0,0.00301204819277108,0,0.00602409638554217,0,0
70,875,0.00576368876080692,0.0576368876080692,0.0259365994236311,0.328530259365994,0.00576368876080692,0,0.0115273775216138,0.00864553314121038,0,0,0.00864553314121038,0,0,0,0,0,0,0.0144092219020173,0.00576368876080692,0.00864553314121038,0.0835734870317003,0.285302593659942,0,0,0.037463976945245,0,0.00864553314121038,0.069164265129683,0.0259365994236311,0.00288184438040346,0,0.00288184438040346,0,0,0,0.00288184438040346,0,0,0,0
80,1005,0.0062111801242236,0.0279503105590062,0.0248447204968944,0.447204968944099,0,0,0.0031055900621118,0,0,0,0.0124223602484472,0,0,0,0,0,0,0.0093167701863354,0.0031055900621118,0.0031055900621118,0.0496894409937888,0.232919254658385,0,0,0.0341614906832298,0,0,0.118012422360248,0.015527950310559,0.0062111801242236,0,0,0.0031055900621118,0,0,0,0,0.0031055900621118,0,0
90,1135,0.00906344410876133,0.0483383685800604,0.0211480362537764,0.27190332326284,0,0,0,0,0.00302114803625378,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0.0211480362537764,0.00302114803625378,0.00604229607250755,0.123867069486405,0.335347432024169,0,0,0.0422960725075529,0.00604229607250755,0.00906344410876133,0.0513595166163142,0.0302114803625378,0,0,0.00906344410876133,0,0,0,0,0,0.00302114803625378,0,0
95,1200,0.00303030303030303,0.0454545454545455,0.0242424242424242,0.221212121212121,0,0,0.00909090909090909,0.00909090909090909,0,0,0.0151515151515152,0,0.00303030303030303,0,0,0,0,0.00909090909090909,0.00606060606060606,0.0121212121212121,0.0393939393939394,0.481818181818182,0,0,0.0696969696969697,0.00303030303030303,0.00606060606060606,0.0121212121212121,0.00606060606060606,0,0,0.00606060606060606,0.00909090909090909,0,0,0.00606060606060606,0,0,0.00303030303030303,0
100,1264,0.00617283950617284,0.0308641975308642,0.0679012345679012,0.145061728395062,0,0,0.00617283950617284,0.00617283950617284,0,0.00308641975308642,0.0154320987654321,0,0,0,0,0,0,0.0277777777777778,0.00308641975308642,0.0123456790123457,0.126543209876543,0.342592592592593,0.00308641975308642,0,0.0864197530864197,0,0.0216049382716049,0.0432098765432099,0.0308641975308642,0.00617283950617284,0,0.00617283950617284,0.00308641975308642,0,0.00308641975308642,0.00308641975308642,0,0,0,0
110,1394,0,0.0884146341463415,0.0457317073170732,0.0945121951219512,0,0.00304878048780488,0.00609756097560976,0,0,0,0.0121951219512195,0,0,0,0,0,0,0.024390243902439,0.00304878048780488,0.00609756097560976,0.106707317073171,0.414634146341463,0,0,0.109756097560976,0.00304878048780488,0.00609756097560976,0.0274390243902439,0.0335365853658537,0.00609756097560976,0,0.00304878048780488,0.00304878048780488,0,0,0,0,0.00304878048780488,0,0
115,1459,0.00294985250737463,0.103244837758112,0.0294985250737463,0.138643067846608,0,0,0.00294985250737463,0,0,0,0.0088495575221239,0,0,0,0,0,0,0.0147492625368732,0.00294985250737463,0.0088495575221239,0.056047197640118,0.451327433628319,0,0,0.0914454277286136,0,0.0088495575221239,0.0265486725663717,0.0265486725663717,0.00294985250737463,0,0.00589970501474926,0,0,0,0.0176991150442478,0,0,0,0
120,1524,0,0.0513595166163142,0.0302114803625378,0.129909365558912,0,0,0.0120845921450151,0,0,0,0,0,0,0,0,0,0,0.0211480362537764,0.00302114803625378,0.0120845921450151,0.132930513595166,0.468277945619335,0,0,0.0513595166163142,0,0.00906344410876133,0.027190332326284,0.027190332326284,0.00906344410876133,0,0.00604229607250755,0.00302114803625378,0,0,0.00302114803625378,0,0.00302114803625378,0,0
128,1628,0.00315457413249211,0.0536277602523659,0.0252365930599369,0.107255520504732,0,0,0,0,0,0,0.00630914826498423,0,0,0,0,0,0,0.00315457413249211,0.0126182965299685,0.00946372239747634,0.0788643533123028,0.476340694006309,0,0,0.0977917981072555,0.00315457413249211,0.00630914826498423,0.0504731861198738,0.0441640378548896,0.0126182965299685,0,0.00315457413249211,0,0,0,0,0,0.00630914826498423,0,0
129,1641,0.0147058823529412,0.0382352941176471,0.0176470588235294,0.105882352941176,0,0.00294117647058824,0.00588235294117647,0.0088235294117647,0,0.00294117647058824,0.0117647058823529,0,0,0,0,0,0,0.0088235294117647,0.00294117647058824,0.0117647058823529,0.105882352941176,0.385294117647059,0.00294117647058824,0.00588235294117647,0.0411764705882353,0,0.0117647058823529,0.144117647058824,0.0176470588235294,0.00588235294117647,0,0.0235294117647059,0.00294117647058824,0,0,0.0147058823529412,0,0.00588235294117647,0,0
130,1654,0.00617283950617284,0.0216049382716049,0.037037037037037,0.0895061728395062,0,0,0.00308641975308642,0,0,0,0.0154320987654321,0,0,0,0,0,0,0.00308641975308642,0.00308641975308642,0.00617283950617284,0.0617283950617284,0.441358024691358,0,0,0.0617283950617284,0,0.00617283950617284,0.219135802469136,0.00925925925925926,0.00308641975308642,0,0.00617283950617284,0.00308641975308642,0,0,0,0,0.00308641975308642,0,0
131,1667,0.00297619047619048,0.0505952380952381,0.068452380952381,0.0922619047619048,0.00297619047619048,0,0.00297619047619048,0,0,0,0.00297619047619048,0,0,0,0,0,0,0.00297619047619048,0,0.00892857142857143,0.0446428571428571,0.44047619047619,0,0,0.0535714285714286,0.00297619047619048,0.00595238095238095,0.142857142857143,0.0327380952380952,0.0119047619047619,0,0.0178571428571429,0.00297619047619048,0.00297619047619048,0,0.00595238095238095,0,0,0,0
132,1680,0,0.0339506172839506,0.0308641975308642,0.117283950617284,0,0,0.0123456790123457,0,0,0.00308641975308642,0.00617283950617284,0,0,0,0,0.00308641975308642,0,0.0123456790123457,0,0,0.0216049382716049,0.435185185185185,0,0,0.101851851851852,0,0.00617283950617284,0.138888888888889,0.0432098765432099,0.00925925925925926,0,0.0123456790123457,0,0,0,0.00925925925925926,0.00308641975308642,0,0,0
134,1706,0.00609756097560976,0.0548780487804878,0.024390243902439,0.179878048780488,0,0,0.00304878048780488,0,0,0,0.0121951219512195,0,0.00304878048780488,0,0,0,0,0.00914634146341463,0.00304878048780488,0.00304878048780488,0.073170731707317,0.466463414634146,0.00304878048780488,0,0.0548780487804878,0,0.00609756097560976,0.0365853658536585,0.024390243902439,0.0182926829268293,0,0.0152439024390244,0,0,0,0.00304878048780488,0,0,0,0
136,1731,0.00609756097560976,0.0396341463414634,0.0274390243902439,0.384146341463415,0,0,0.00609756097560976,0,0,0,0.00304878048780488,0,0,0,0,0,0,0.00609756097560976,0.00304878048780488,0.00609756097560976,0.0365853658536585,0.353658536585366,0,0,0.073170731707317,0,0,0.0152439024390244,0.0152439024390244,0.00609756097560976,0,0.00304878048780488,0,0,0,0.00609756097560976,0.00304878048780488,0.00609756097560976,0,0
138,1757,0.00619195046439629,0.0464396284829721,0.0495356037151703,0.21671826625387,0,0,0.00309597523219814,0,0.00309597523219814,0,0.00928792569659443,0,0,0.00309597523219814,0,0,0,0.00619195046439629,0,0.00309597523219814,0.021671826625387,0.461300309597523,0.00309597523219814,0,0.0773993808049536,0,0.00619195046439629,0.0278637770897833,0.021671826625387,0.0154798761609907,0.00309597523219814,0.00619195046439629,0,0,0,0.00619195046439629,0,0.00309597523219814,0,0
140,1783,0.00611620795107034,0.0091743119266055,0.0275229357798165,0.207951070336391,0,0,0.00305810397553517,0.00305810397553517,0,0,0.0122324159021407,0,0,0,0,0,0,0.00611620795107034,0,0.0152905198776758,0.0886850152905199,0.483180428134557,0,0,0.0764525993883792,0.00305810397553517,0.00305810397553517,0.0122324159021407,0.0152905198776758,0.0122324159021407,0,0.00305810397553517,0,0,0,0.00611620795107034,0.00611620795107034,0,0,0
142,1809,0.00895522388059702,0.0328358208955224,0.0328358208955224,0.223880597014925,0,0,0.00597014925373134,0.00597014925373134,0,0,0,0,0,0,0,0,0,0.00895522388059702,0,0.017910447761194,0.173134328358209,0.364179104477612,0,0.00298507462686567,0.0567164179104478,0,0,0,0.0238805970149254,0.0119402985074627,0,0.0119402985074627,0.00597014925373134,0,0,0.00597014925373134,0.00298507462686567,0.00298507462686567,0,0
146,1861,0.00598802395209581,0.0269461077844311,0.0329341317365269,0.104790419161677,0,0,0.00898203592814371,0.0119760479041916,0,0,0.0029940119760479,0,0,0,0,0,0,0.0119760479041916,0,0.0029940119760479,0.206586826347305,0.455089820359281,0,0.00598802395209581,0.0718562874251497,0,0.00598802395209581,0,0.0239520958083832,0.0029940119760479,0,0.0149700598802395,0.0029940119760479,0,0,0,0,0,0,0
150,1913,0.00308641975308642,0.0246913580246914,0.0154320987654321,0.200617283950617,0,0,0,0.00308641975308642,0,0,0.0123456790123457,0,0,0,0,0,0,0.00308641975308642,0.00308641975308642,0.00617283950617284,0.132716049382716,0.478395061728395,0,0,0.058641975308642,0,0,0,0.0401234567901235,0.0154320987654321,0,0,0,0,0,0.00308641975308642,0,0,0,0
155,1978,0.00309597523219814,0.043343653250774,0.0185758513931889,0.185758513931889,0,0,0.00928792569659443,0.00619195046439629,0,0,0.00309597523219814,0,0.00309597523219814,0.00309597523219814,0,0,0,0.0154798761609907,0.00309597523219814,0.0309597523219814,0.151702786377709,0.34984520123839,0,0.00619195046439629,0.0928792569659443,0.00309597523219814,0.00309597523219814,0,0.0185758513931889,0.0185758513931889,0,0.0123839009287926,0.00928792569659443,0,0,0.00309597523219814,0,0.00619195046439629,0,0
160,2043,0.00598802395209581,0.0239520958083832,0.0149700598802395,0.158682634730539,0,0,0.0029940119760479,0.00898203592814371,0,0.0029940119760479,0.00898203592814371,0,0.00598802395209581,0,0,0,0,0.0029940119760479,0,0.00898203592814371,0.206586826347305,0.437125748502994,0,0,0.0449101796407186,0.0029940119760479,0.0029940119760479,0,0.0179640718562874,0.00598802395209581,0,0.0119760479041916,0.0029940119760479,0,0,0.0119760479041916,0.0029940119760479,0.0029940119760479,0,0.0029940119760479
165,2108,0.00895522388059702,0.0417910447761194,0.0119402985074627,0.161194029850746,0,0.00298507462686567,0.0119402985074627,0,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0.00298507462686567,0.00298507462686567,0.00597014925373134,0.197014925373134,0.394029850746269,0.00298507462686567,0.00298507462686567,0.0746268656716418,0.00298507462686567,0.00298507462686567,0,0.0328358208955224,0.00298507462686567,0,0.0119402985074627,0.00597014925373134,0,0,0.00895522388059702,0,0.00298507462686567,0,0
170,2173,0.0108108108108108,0.0216216216216216,0.00540540540540541,0.0918918918918919,0,0,0.00540540540540541,0,0,0,0.00540540540540541,0,0,0,0,0,0,0.027027027027027,0,0.027027027027027,0.381081081081081,0.297297297297297,0,0.00810810810810811,0.0351351351351351,0.0027027027027027,0.00540540540540541,0,0.0324324324324324,0.0189189189189189,0,0.0108108108108108,0.00540540540540541,0,0,0.0027027027027027,0.0027027027027027,0,0.0027027027027027,0
