"depth","best.age","min.age","max.age"
1,59,33,89
2,153,126,185
3.5,294,263,327
5,435,400,473
8.5,763,714,813
11,998,939,1060
12.5,1139,1072,1207
15,1374,1295,1455
16,1467,1384,1554
20,1843,1739,1961
23,2125,2008,2265
25,2312,2185,2466
27,2500,2363,2666
29.5,2735,2586,2917
35,3251,3076,3469
40,3720,3520,3969
45,3875,3691,4092
50,3951,3788,4123
55,4027,3869,4184
60,4103,3939,4261
65,4179,3999,4348
70,4255,4051,4445
75,4336,4106,4548
80,4470,4263,4667
85,4604,4416,4789
90,4738,4561,4912
95,4872,4702,5039
100,5006,4838,5172
105,5140,4973,5315
110,5274,5101,5462
120,5542,5347,5758
125,5676,5464,5912
130,5790,5604,5994
135,5903,5734,6086
140,6017,5857,6179
145,6131,5982,6297
150,6245,6094,6430
155,6359,6185,6572
160,NA,NA,NA
165,NA,NA,NA
170,NA,NA,NA
172.5,NA,NA,NA
