"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Carya","Castanea","Corylus","Cyperaceae","Fagopyrum","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Galium","Poaceae.undiff.","Juglans.cinerea","Larix","Ledum.Chamaedaphne.calyculata","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vaccinium","Vitis","Rosaceae.undiff.","Amaranthaceae","Viburnum","Avena.Triticum","Stachys.type","Cupressaceae.undiff.","Solanaceae","Ilex.Nemopanthus","Achillea.type","Apiaceae.undiff.","Acer.spicatum","Artemisia","Juglans.nigra","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Platanus","Tilia","Zea.mays","Brassicaceae","Secale.type","Ranunculus","Ericaceae.undiff.","Epilobium","Potentilla.type","Sambucus","Rhamnus.cathartica","Boraginaceae","Amorpha","Cornus.sericea.type","Hypericum","Valeriana","Plantago.lanceolata.type","Acer.undiff.","Plantago.major","Arceuthobium","Rhododendron","Nyssa","Liliaceae","Populus.undiff.","Rubus","Liquidambar","Myrica","Rhus.typhina.type","Ranunculaceae.undiff.","Celtis","Taxodium","Iva","Cephalanthus","Toxicodendron.radicans","Alnus.undiff.","Saxifraga","Cannabaceae","Empetrum","Caryophyllaceae","Shepherdia.canadensis","Acer.negundo","Scrophulariaceae","Campanulaceae","Primulaceae","Plantago.undiff.","Linnaea.borealis"
705,27,0.00550206327372765,0.010087116001834,0.00458505272810637,0.0110041265474553,0.00550206327372765,0.00458505272810637,0.334708849151765,0,0,0,0,0,0.110041265474553,0.00275103163686382,0.0155891792755617,0,0.00917010545621275,0,0.00550206327372765,0.00458505272810637,0.0036680421824851,0.0742778541953232,0.00183402109124255,0.0641907381934892,0.104997707473636,0,0.00275103163686382,0.0275103163686382,0.0146721687299404,0.000917010545621275,0,0.164144887666208,0.000917010545621275,0.0073360843649702,0.000917010545621275,0,0.000917010545621275,0,0.000917010545621275,0,0,0,0,0.0036680421824851,0,0,0,0,0,0,0,0.000917010545621275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000917010545621275,0,0,0.000917010545621275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,31,0.0076555023923445,0.0124401913875598,0.00861244019138756,0.0172248803827751,0.00574162679425837,0.000956937799043062,0.287081339712919,0,0,0.000956937799043062,0,0,0.103349282296651,0.00191387559808612,0.00956937799043062,0,0.0105263157894737,0,0.00574162679425837,0.00382775119617225,0.00574162679425837,0.0913875598086124,0.00478468899521531,0.0755980861244019,0.103827751196172,0,0,0.0325358851674641,0.0105263157894737,0.00191387559808612,0,0.177033492822967,0,0.00478468899521531,0,0,0,0,0.000956937799043062,0,0,0.00287081339712919,0,0.00478468899521531,0,0,0.00287081339712919,0.00287081339712919,0,0,0,0.000956937799043062,0.000956937799043062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,37,0.00492368291482029,0.00886262924667651,0.00590841949778434,0.0157557853274249,0.000984736582964057,0.00196947316592811,0.331856228458887,0.000984736582964057,0.000984736582964057,0.00295420974889217,0.000984736582964057,0.000984736582964057,0.108321024126046,0,0.0137863121614968,0,0.0118168389955687,0,0.00393894633185623,0.00295420974889217,0.00492368291482029,0.0797636632200886,0.00196947316592811,0.085672082717873,0.0822255046774988,0,0,0.0384047267355982,0.0068931560807484,0,0,0.156573116691285,0,0.00886262924667651,0,0,0.00196947316592811,0,0.00196947316592811,0,0,0,0,0.00886262924667651,0,0,0,0,0,0,0,0.000984736582964057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196947316592811,0.000984736582964057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,44,0.0136531365313653,0.0088560885608856,0.0088560885608856,0.0103321033210332,0.0059040590405904,0.0044280442804428,0.333579335793358,0.0007380073800738,0,0.0014760147601476,0,0,0.111439114391144,0.0029520295202952,0.0103321033210332,0,0.0162361623616236,0,0.0051660516605166,0.003690036900369,0.0029520295202952,0.096309963099631,0.0044280442804428,0.0892988929889299,0.0642066420664207,0,0.0044280442804428,0.0302583025830258,0.0177121771217712,0.0007380073800738,0,0.132841328413284,0,0.0059040590405904,0.0007380073800738,0,0,0.0007380073800738,0.0022140221402214,0,0,0.0029520295202952,0,0.0059040590405904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007380073800738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,67,0.00740418118466899,0.00696864111498258,0.0113240418118467,0.00958188153310104,0.00871080139372822,0.00348432055749129,0.319686411149826,0,0,0,0.000871080139372822,0,0.101045296167247,0.00174216027874564,0.0139372822299652,0,0.00958188153310104,0,0.00958188153310104,0.00522648083623693,0.00609756097560976,0.0892857142857143,0.00435540069686411,0.105400696864111,0.0766550522648084,0.000871080139372822,0.00261324041811847,0.0287456445993031,0.00696864111498258,0.000871080139372822,0,0.131533101045296,0.000871080139372822,0.00696864111498258,0.000871080139372822,0,0,0,0.000871080139372822,0,0,0.00348432055749129,0,0.00696864111498258,0,0,0.000871080139372822,0.00261324041811847,0,0,0,0.000871080139372822,0.000871080139372822,0,0,0,0,0.00348432055749129,0.00696864111498258,0,0,0,0,0,0,0,0,0,0.000871080139372822,0,0,0,0,0,0,0,0.000871080139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,93,0.00863930885529158,0.00950323974082073,0.00518358531317495,0.00863930885529158,0.00518358531317495,0.000863930885529158,0.374082073434125,0,0,0.00259179265658747,0,0,0.0889848812095032,0.00172786177105832,0.00431965442764579,0,0.00950323974082073,0,0.00950323974082073,0.00172786177105832,0.00172786177105832,0.0920086393088553,0.00345572354211663,0.0846652267818574,0.117494600431965,0,0.000863930885529158,0.0293736501079914,0.00431965442764579,0.00172786177105832,0,0.117494600431965,0,0.00691144708423326,0,0,0,0.000863930885529158,0,0,0,0,0,0.00431965442764579,0,0,0.000863930885529158,0,0,0,0,0.000863930885529158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000863930885529158,0.000863930885529158,0,0,0,0,0.000863930885529158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,116,0.0118126272912424,0.00488798370672098,0.00570264765784114,0.0114052953156823,0.0065173116089613,0.000814663951120163,0.364969450101833,0.000814663951120163,0,0.000814663951120163,0.00162932790224033,0,0.095315682281059,0.000814663951120163,0.0130346232179226,0,0.0105906313645621,0,0.00488798370672098,0.000814663951120163,0.00733197556008147,0.0725050916496945,0.00162932790224033,0.0839103869653768,0.0887983706720978,0,0.00162932790224033,0.0456211812627291,0.0065173116089613,0.00244399185336049,0,0.127087576374745,0.000814663951120163,0.00977596741344196,0.000814663951120163,0,0,0,0.00162932790224033,0,0,0.00407331975560081,0,0.00407331975560081,0,0.000814663951120163,0.000814663951120163,0,0,0,0,0.00244399185336049,0.000814663951120163,0,0,0,0,0.000814663951120163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000814663951120163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,144,0.0105780128447299,0.00755572346052135,0.00377786173026067,0.00906686815262561,0.00151114469210427,0.00151114469210427,0.321873819418209,0.000755572346052134,0,0.000755572346052134,0.00151114469210427,0,0.095957687948621,0.00302228938420854,0.00755572346052135,0,0.00906686815262561,0.000755572346052134,0.00755572346052135,0.00377786173026067,0.00377786173026067,0.0925576123913865,0.000755572346052134,0.0861352474499433,0.138269739327541,0,0,0.0355119002644503,0.00453343407631281,0,0,0.140536456365697,0.000755572346052134,0.00377786173026067,0,0,0,0,0,0,0,0,0,0.0022667170381564,0,0,0,0.00151114469210427,0,0,0,0,0,0,0,0,0,0.0022667170381564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755572346052134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,178,0.00554617795997106,0.0101278032312515,0.00626959247648903,0.0144682903303593,0.00144682903303593,0.00241138172172655,0.338075717386062,0.00048227634434531,0.00048227634434531,0.00289365806607186,0.00192910537738124,0,0.104171690378587,0.00337593441041717,0.0101278032312515,0,0.0130214612973234,0,0.00434048709910779,0.00289365806607186,0.00144682903303593,0.0781287677839402,0.0048227634434531,0.127320954907162,0.0708946226187605,0,0.00192910537738124,0.0284543043163733,0.0168796720520858,0.00144682903303593,0.00048227634434531,0.120086809741982,0,0.00530503978779841,0.00096455268869062,0,0.00144682903303593,0.00096455268869062,0,0,0,0.00385821075476248,0,0.00626959247648903,0,0,0.00048227634434531,0.00192910537738124,0,0.00048227634434531,0,0.00192910537738124,0.00048227634434531,0,0,0.00048227634434531,0,0.00144682903303593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,218,0.0092678405931418,0.0148285449490269,0.00556070435588508,0.010194624652456,0.0046339202965709,0.00092678405931418,0.421686746987952,0.00185356811862836,0,0,0,0,0.0787766450417053,0.00185356811862836,0.010194624652456,0,0.00092678405931418,0,0.0046339202965709,0.00092678405931418,0.00556070435588508,0.0917516218721038,0.00278035217794254,0.0593141797961075,0.0713623725671918,0,0.00278035217794254,0.036144578313253,0.00278035217794254,0,0,0.147358665430955,0,0.00648748841519926,0,0,0,0,0.00092678405931418,0,0,0,0,0.00556070435588508,0,0,0,0,0,0,0,0,0.00092678405931418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,264,0.0038265306122449,0.0119047619047619,0.0136054421768707,0.0153061224489796,0.00425170068027211,0,0.352891156462585,0,0,0.000850340136054422,0,0,0.0994897959183673,0.00170068027210884,0.00935374149659864,0,0,0.000850340136054422,0.00510204081632653,0.00425170068027211,0.00340136054421769,0.0735544217687075,0.00425170068027211,0.115646258503401,0.0476190476190476,0,0.0127551020408163,0.0442176870748299,0,0.00170068027210884,0,0.154761904761905,0,0.00340136054421769,0,0.000850340136054422,0,0,0.00170068027210884,0,0,0.00170068027210884,0,0.00425170068027211,0,0,0,0.00170068027210884,0,0,0,0.000850340136054422,0.00170068027210884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,290,0.00322432058959005,0.00921234454168586,0.0064486411791801,0.00921234454168586,0.00184246890833717,0.000921234454168586,0.301243666513128,0,0,0,0,0,0.133578995854445,0.000921234454168586,0.00736987563334869,0,0,0.000921234454168586,0.00184246890833717,0.00829111008751727,0.00276370336250576,0.0548134500230309,0.00184246890833717,0.0257945647167204,0.126669737448181,0.000921234454168586,0.00184246890833717,0.0405343159834178,0,0,0,0.236757254721327,0,0.00829111008751727,0,0,0,0,0,0,0,0.00552740672501152,0,0.00552740672501152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276370336250576,0,0,0,0,0,0,0,0,0.000921234454168586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,346,0.00647668393782383,0.0138169257340242,0.00345423143350604,0.00863557858376511,0.000863557858376511,0.000863557858376511,0.335060449050086,0.000863557858376511,0,0,0,0,0.123488773747841,0.00345423143350604,0.0129533678756477,0,0.00172711571675302,0,0.00604490500863558,0.00172711571675302,0.00259067357512953,0.0924006908462867,0.000863557858376511,0.0690846286701209,0.0677892918825561,0,0.00172711571675302,0.0276338514680484,0,0,0,0.192573402417962,0,0.00863557858376511,0,0,0.00345423143350604,0,0,0,0,0.00431778929188256,0.000863557858376511,0.00431778929188256,0,0,0,0.000863557858376511,0,0,0,0,0,0,0,0,0,0.00172711571675302,0,0,0,0,0,0,0,0,0,0,0,0,0.000863557858376511,0,0,0,0,0,0,0,0.000863557858376511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,409,0.0084108012394865,0.0132802124833997,0.00885347498893316,0.0123948649845064,0.00354138999557326,0.00177069499778663,0.390438247011952,0.000885347498893316,0,0.00265604249667995,0.000885347498893316,0,0.084108012394865,0.00354138999557326,0.0115095174856131,0,0,0,0.00796812749003984,0.00177069499778663,0.00265604249667995,0.0938468348826915,0.000885347498893316,0.0566622399291722,0.0752545374059318,0,0.00177069499778663,0.0327578574590527,0,0,0,0.155821159805224,0,0.00708277999114653,0,0,0.000885347498893316,0,0,0,0,0.00442673749446658,0,0.00885347498893316,0,0,0,0.00265604249667995,0,0,0,0.00177069499778663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177069499778663,0,0,0,0,0,0,0,0.000885347498893316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,480,0.0036246476037052,0.0233588401127668,0.0144985904148208,0.00966572694321385,0.00161095449053564,0,0.385018123238019,0.000805477245267821,0,0.00161095449053564,0,0,0.10712847362062,0.000805477245267821,0.013693113169553,0,0.00161095449053564,0,0.00805477245267821,0.000805477245267821,0.00241643173580346,0.0652436568666935,0.00241643173580346,0.0877970197341925,0.0507450664518727,0,0.00322190898107128,0.0281917035843737,0.000805477245267821,0,0,0.159484494563029,0,0.00805477245267821,0,0,0,0,0.000805477245267821,0,0,0.00241643173580346,0,0.00724929520741039,0,0,0.000805477245267821,0,0,0,0,0,0.00161095449053564,0,0,0,0,0.00322190898107128,0,0,0,0,0.000805477245267821,0,0,0,0,0,0,0,0.000805477245267821,0,0,0,0,0,0,0,0,0,0.000805477245267821,0.000805477245267821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,558,0.0060111635895234,0.0077286389008158,0.0060111635895234,0.0145985401459854,0.0017174753112924,0,0.376127093173036,0.0008587376556462,0,0,0,0,0.102189781021898,0.0025762129669386,0.0137398024903392,0,0,0,0.0034349506225848,0.0068699012451696,0.0051524259338772,0.0764276513525118,0.0034349506225848,0.0905968226706741,0.0609703735508802,0,0.0060111635895234,0.0334907685702018,0,0,0,0.150279089738085,0,0.008587376556462,0,0,0.0008587376556462,0,0,0,0,0.004293688278231,0,0.008587376556462,0,0,0,0,0,0,0,0.0017174753112924,0,0,0.0008587376556462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025762129669386,0,0.0034349506225848,0.0008587376556462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,642,0.008364312267658,0.0117719950433705,0.00743494423791822,0.0105328376703841,0.00185873605947955,0.00185873605947955,0.335811648079306,0.000619578686493185,0,0.00123915737298637,0.00185873605947955,0,0.106567534076828,0.00371747211895911,0.00929368029739777,0,0.000619578686493185,0,0.00743494423791822,0.00433705080545229,0.00371747211895911,0.0814745972738538,0.00247831474597274,0.0786864931846344,0.0780669144981413,0,0.00557620817843866,0.0315985130111524,0,0.000619578686493185,0.000619578686493185,0.173482032218092,0.000619578686493185,0.0080545229244114,0.00123915737298637,0,0.000619578686493185,0.000619578686493185,0,0,0,0.00433705080545229,0,0.00929368029739777,0,0,0,0.000619578686493185,0,0,0,0,0,0,0,0,0,0.00309789343246592,0,0,0,0,0,0,0,0,0,0,0,0,0.000619578686493185,0.000619578686493185,0,0.000619578686493185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,732,0.0148648648648649,0.0135135135135135,0.0072072072072072,0.0144144144144144,0.00540540540540541,0,0.35045045045045,0.0009009009009009,0,0.0009009009009009,0,0,0.109009009009009,0.0045045045045045,0.0108108108108108,0,0,0,0.009009009009009,0.0027027027027027,0.00540540540540541,0.0783783783783784,0.0018018018018018,0.0576576576576577,0.0806306306306306,0,0.00540540540540541,0.0378378378378378,0,0,0,0.152252252252252,0,0.00990990990990991,0.0009009009009009,0,0.0018018018018018,0,0,0,0,0.0126126126126126,0,0.0063063063063063,0,0,0,0.0009009009009009,0,0,0,0.0009009009009009,0.0009009009009009,0,0,0,0,0.0009009009009009,0,0,0,0,0,0,0,0,0,0,0,0,0.0018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
