"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Carya","Castanea","Corylus","Cyperaceae","Fagopyrum","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Galium","Poaceae.undiff.","Juglans.cinerea","Larix","Ledum.Chamaedaphne.calyculata","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vaccinium","Vitis","Rosaceae.undiff.","Amaranthaceae","Viburnum","Avena.Triticum","Stachys.type","Cupressaceae.undiff.","Solanaceae","Ilex.Nemopanthus","Achillea.type","Apiaceae.undiff.","Acer.spicatum","Artemisia","Juglans.nigra","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Platanus","Tilia","Zea.mays","Brassicaceae","Secale.type","Ranunculus","Ericaceae.undiff.","Epilobium","Potentilla.type","Sambucus","Rhamnus.cathartica","Boraginaceae","Amorpha","Cornus.sericea.type","Hypericum","Valeriana","Plantago.lanceolata.type","Acer.undiff.","Plantago.major","Arceuthobium","Rhododendron","Nyssa","Liliaceae","Populus.undiff.","Rubus","Liquidambar","Myrica","Rhus.typhina.type","Ranunculaceae.undiff.","Celtis","Taxodium","Iva","Cephalanthus","Toxicodendron.radicans","Alnus.undiff.","Saxifraga","Cannabaceae","Empetrum","Caryophyllaceae","Shepherdia.canadensis","Acer.negundo","Scrophulariaceae","Campanulaceae","Primulaceae","Plantago.undiff.","Linnaea.borealis"
663,-20,0.0131634819532909,0.0101910828025478,0.0059447983014862,0.0195329087048832,0.0059447983014862,0.0127388535031847,0.362632696390658,0.000849256900212314,0.000849256900212314,0.000849256900212314,0.00169851380042463,0.000849256900212314,0.0560509554140127,0.00254777070063694,0.00679405520169851,0.000849256900212314,0.0271762208067941,0.000849256900212314,0.00764331210191083,0.00169851380042463,0.00339702760084926,0.0806794055201698,0.00169851380042463,0.0874734607218684,0.0721868365180467,0.00169851380042463,0.0144373673036093,0.0339702760084926,0.0110403397027601,0.00254777070063694,0.000849256900212314,0.0968152866242038,0.00849256900212314,0.00764331210191083,0.000849256900212314,0.000849256900212314,0.00169851380042463,0.000849256900212314,0.000849256900212314,0.000849256900212314,0.00254777070063694,0.0169851380042463,0.00424628450106157,0.0059447983014862,0.000849256900212314,0.00169851380042463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,-14,0.0102311481621826,0.0121258052292535,0.00985221674876847,0.0356195528609322,0.00530503978779841,0.0136415308829102,0.37059492231906,0.00151572565365669,0.000757862826828344,0.00227358848048503,0.00378931413414172,0,0.0583554376657825,0.00606290261462675,0.00833649109511178,0,0.0287987874194771,0,0.00833649109511178,0.00530503978779841,0.00530503978779841,0.0606290261462675,0.00227358848048503,0.0867752936718454,0.059492231906025,0,0.0106100795755968,0.0348616900341038,0.0068207654414551,0.0068207654414551,0,0.0848806366047745,0.00757862826828344,0.00227358848048503,0,0,0.00757862826828344,0.00151572565365669,0,0,0,0.0113679424024252,0.00227358848048503,0.00909435392194013,0,0,0.00151572565365669,0.000757862826828344,0.000757862826828344,0.0068207654414551,0.000757862826828344,0.00151572565365669,0.000757862826828344,0.000757862826828344,0.000757862826828344,0.000757862826828344,0.00227358848048503,0.00151572565365669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,-8,0.01230012300123,0.009020090200902,0.003280032800328,0.030340303403034,0.007380073800738,0.014760147601476,0.355063550635506,0.002460024600246,0,0.00410004100041,0,0,0.0672406724067241,0.00492004920049201,0.007380073800738,0,0.033620336203362,0,0.00492004920049201,0.002460024600246,0.002460024600246,0.0672406724067241,0.000820008200082,0.0754407544075441,0.082410824108241,0,0.015580155801558,0.040180401804018,0.010660106601066,0.00410004100041,0,0.087740877408774,0.003280032800328,0.00820008200082,0,0,0.00574005740057401,0,0.001640016400164,0.001640016400164,0,0.010660106601066,0,0.010660106601066,0,0,0,0.000820008200082,0,0.00410004100041,0,0.000820008200082,0,0,0.000820008200082,0.000820008200082,0,0,0.000820008200082,0.000820008200082,0.002460024600246,0.000820008200082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,-2,0.0122699386503067,0.00613496932515337,0.0105170902716915,0.0368098159509202,0.00525854513584575,0.0148992112182296,0.38737949167397,0,0,0.00175284837861525,0.00262927256792287,0,0.063102541630149,0.00525854513584575,0.00262927256792287,0,0.0368098159509202,0,0.0035056967572305,0.00438212094653812,0.00613496932515337,0.0604732690622261,0.00262927256792287,0.0692375109553024,0.07011393514461,0.000876424189307625,0.00613496932515337,0.0306748466257669,0.014022787028922,0.00438212094653812,0,0.091148115687993,0.00175284837861525,0.00788781770376862,0,0,0,0.000876424189307625,0,0,0.00262927256792287,0.0166520595968449,0.0035056967572305,0.00613496932515337,0.000876424189307625,0,0,0,0,0.000876424189307625,0,0.00175284837861525,0.000876424189307625,0,0,0.0035056967572305,0,0,0,0,0,0,0.000876424189307625,0.000876424189307625,0.00175284837861525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,4,0.0054421768707483,0.00453514739229025,0.0145124716553288,0.0335600907029478,0.0090702947845805,0.0163265306122449,0.390929705215419,0,0,0.00090702947845805,0,0,0.0816326530612245,0.0036281179138322,0.0136054421768707,0,0.0317460317460317,0,0.00090702947845805,0.0108843537414966,0.00272108843537415,0.0625850340136054,0.00453514739229025,0.0253968253968254,0.112018140589569,0,0.0054421768707483,0.0417233560090703,0.00816326530612245,0.00453514739229025,0.00090702947845805,0.0743764172335601,0.0036281179138322,0.0054421768707483,0.00090702947845805,0,0,0.00090702947845805,0,0.0018140589569161,0,0.00272108843537415,0,0.0117913832199546,0.00090702947845805,0,0,0.00090702947845805,0,0.0018140589569161,0.00090702947845805,0,0.00090702947845805,0,0.00090702947845805,0,0,0,0,0,0,0,0,0,0.00090702947845805,0.0036281179138322,0.00090702947845805,0.00090702947845805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,9,0.00997624703087886,0.00950118764845606,0.0104513064133017,0.0275534441805226,0.00855106888361045,0.0123515439429929,0.385748218527316,0,0,0.00570071258907363,0.00190023752969121,0,0.0750593824228029,0.00570071258907363,0.00855106888361045,0,0.0342042755344418,0,0.000950118764845606,0.00475059382422803,0.00380047505938242,0.0741092636579572,0.00190023752969121,0.0570071258907363,0.0636579572446556,0,0.0209026128266033,0.0323040380047506,0.0199524940617577,0.00190023752969121,0.000950118764845606,0.0959619952494062,0.00285035629453682,0.00570071258907363,0,0,0,0.00285035629453682,0,0.00190023752969121,0,0.00285035629453682,0,0.00475059382422803,0,0,0,0.00190023752969121,0,0.000950118764845606,0,0,0,0,0,0.000950118764845606,0,0,0,0,0,0,0,0,0,0,0,0,0.000950118764845606,0.000950118764845606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,14,0.00869145340415258,0.0164171897633993,0.00482858522452921,0.0164171897633993,0.00772573635924674,0.0115886045388701,0.379526798647996,0,0,0.00289715113471753,0.00386286817962337,0,0.0849830999517141,0.00482858522452921,0.012554321583776,0,0.0280057943022694,0,0.000965717044905843,0.00386286817962337,0.00193143408981169,0.0806373732496379,0.000965717044905843,0.0531144374698213,0.0898116851762434,0,0.00289715113471753,0.0260743602124578,0.0154514727184935,0.000965717044905843,0,0.108160309029454,0.00579430226943506,0.00869145340415258,0,0,0,0,0.000965717044905843,0,0,0.0067600193143409,0,0.00289715113471753,0,0,0.000965717044905843,0.000965717044905843,0,0.00193143408981169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000965717044905843,0,0,0.00193143408981169,0.000965717044905843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,18,0.0110180696342001,0.0141031291317761,0.00617011899515205,0.0202732481269282,0.00352578228294403,0.0105773468488321,0.357866901718819,0.000881445570736007,0,0.00264433671220802,0.00264433671220802,0,0.106654914059057,0.00440722785368004,0.00440722785368004,0,0.0361392684001763,0,0.00352578228294403,0.0105773468488321,0.00440722785368004,0.0766857646540326,0.00617011899515205,0.0528867342441604,0.0617011899515205,0,0.00617011899515205,0.0299691494050242,0.0220361392684002,0.000881445570736007,0,0.106654914059057,0.00176289114147201,0.00705156456588806,0,0,0.00264433671220802,0.000881445570736007,0,0,0,0.00969590127809608,0,0.00705156456588806,0,0,0,0.000881445570736007,0,0.000881445570736007,0,0.000881445570736007,0.000881445570736007,0,0.00352578228294403,0,0,0,0,0.000881445570736007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,21,0.00370885489105239,0.00741770978210477,0.00463606861381548,0.0111265646731572,0.00463606861381548,0.00649049605934168,0.33843300880853,0,0,0.00278164116828929,0,0,0.114047287899861,0.00463606861381548,0.00834492350486787,0,0.0213259156235512,0.000927213722763097,0.00463606861381548,0.00463606861381548,0.00556328233657858,0.0713954566527585,0.000927213722763097,0.0871580899397311,0.0588780713954567,0,0.00278164116828929,0.0389429763560501,0.0148354195642095,0.00370885489105239,0.000927213722763097,0.15855354659249,0.00278164116828929,0.00556328233657858,0,0,0,0,0,0,0,0.00370885489105239,0,0.00185442744552619,0,0,0,0.000927213722763097,0,0.00185442744552619,0,0,0.000927213722763097,0,0,0.000927213722763097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,24,0.0109263657957245,0.0104513064133017,0.00665083135391924,0.0123515439429929,0.00285035629453682,0.00285035629453682,0.326840855106888,0,0,0.000950118764845606,0,0,0.103562945368171,0.00475059382422803,0.0123515439429929,0,0.0190023752969121,0.000950118764845606,0.00855106888361045,0.00665083135391924,0.00570071258907363,0.0631828978622328,0.00380047505938242,0.0717339667458432,0.0817102137767221,0,0.00380047505938242,0.0275534441805226,0.0123515439429929,0.00190023752969121,0,0.168171021377672,0,0.00760095011876485,0,0,0.00190023752969121,0.000950118764845606,0,0,0,0.00855106888361045,0.000950118764845606,0.00665083135391924,0,0,0,0.000950118764845606,0,0,0,0.000950118764845606,0,0,0,0,0,0.000950118764845606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000950118764845606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
