"depth","best.age","min.age","max.age"
0,0,-2,3
12,383,362,400
25,797,754,835
37,1179,1116,1236
50,1594,1507,1669
62,1976,1868,2070
75,2391,2261,2505
87,2773,2622,2905
100,3187,3013,3339
112,3570,3375,3740
125,3984,3767,4175
137,4367,4128,4575
150,4781,4519,5009
162,5164,4881,5410
175,5578,5273,5845
187,5961,5635,6246
200,6375,6026,6679
207,6598,6237,6913
217,6917,6538,7247
225,7172,6780,7515
227,7236,6839,7581
232,NA,NA,NA
237,NA,NA,NA
242,NA,NA,NA
246,NA,NA,NA
250,NA,NA,NA
255,NA,NA,NA
262,NA,NA,NA
275,NA,NA,NA
287,NA,NA,NA
297,NA,NA,NA
