"sample.depths","sample.ages","Betula","Carya","Ericaceae","Ilex","Juglans.cinerea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Myricaceae","Poaceae","Plantago","Castanea.dentata","Tsuga.canadensis","Fagus.grandifolia","Acer.rubrum","Ostrya.Carpinus","Salix","Populus","Amaranthaceae","Larix.laricina","Liquidambar.styraciflua","Liriodendron.tulipifera","Acer.undiff.","Juglans.nigra","Corylus","Nyssa","Picea","Tilia.americana","Cupressaceae","Artemisia","Caryophyllaceae","Rubus","Lamiaceae","Apiaceae","Oenothera","Cyperaceae","Polygonum","Asteraceae.subf..Cichorioideae","Verbena","Abies","Thalictrum","Sanguisorba"
670,8449,0.00967741935483871,0.00967741935483871,0,0.0032258064516129,0,0.0064516129032258,0,0.0258064516129032,0.680645161290323,0,0.0258064516129032,0.0193548387096774,0.0548387096774194,0,0.0032258064516129,0.0225806451612903,0.0161290322580645,0,0,0.0161290322580645,0.0129032258064516,0.0064516129032258,0.0161290322580645,0.0387096774193548,0,0,0,0,0,0,0,0.0225806451612903,0,0,0,0.00967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0
675,8572,0.0347003154574132,0.00315457413249211,0,0,0,0,0,0.0788643533123028,0.621451104100946,0,0.0189274447949527,0.0157728706624606,0.0441640378548896,0,0.0504731861198738,0.00946372239747634,0.0189274447949527,0,0,0.0157728706624606,0.0220820189274448,0,0.0252365930599369,0.00630914826498423,0,0,0.00315457413249211,0,0,0.00630914826498423,0,0.00630914826498423,0,0,0.00630914826498423,0.0126182965299685,0,0,0,0,0,0,0,0,0,0,0,0,0
680,8694,0.0172413793103448,0,0,0.0028735632183908,0,0,0.00574712643678161,0.0373563218390805,0.683908045977011,0,0.00862068965517241,0.0229885057471264,0.0517241379310345,0,0.0517241379310345,0,0.0028735632183908,0,0,0.00862068965517241,0.0229885057471264,0.00574712643678161,0.0229885057471264,0.00574712643678161,0,0.00862068965517241,0,0,0,0.0172413793103448,0,0.0229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,8816,0.0178571428571429,0.00595238095238095,0,0.00297619047619048,0.00297619047619048,0,0.00297619047619048,0.0773809523809524,0.69345238095238,0,0.00892857142857143,0.0148809523809524,0.0505952380952381,0,0.00892857142857143,0.00892857142857143,0.0119047619047619,0,0,0.0148809523809524,0.00892857142857143,0,0.0178571428571429,0.00297619047619048,0,0.00297619047619048,0,0,0,0,0,0.0386904761904762,0,0,0.00297619047619048,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0
690,8939,0.0223463687150838,0.00837988826815642,0,0.00279329608938547,0,0,0,0.0195530726256983,0.754189944134078,0,0.0195530726256983,0.0167597765363128,0.0363128491620112,0,0.0195530726256983,0.00837988826815642,0.00837988826815642,0,0,0.0111731843575419,0.00279329608938547,0.00558659217877095,0.00558659217877095,0,0,0,0,0,0,0,0,0.0307262569832402,0,0.0167597765363128,0.00558659217877095,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0
695,9061,0.0245398773006135,0,0,0,0,0,0.00306748466257669,0.119631901840491,0.665644171779141,0,0.0184049079754601,0.0122699386503067,0.049079754601227,0,0.00920245398773006,0.00306748466257669,0.00613496932515337,0,0,0.0153374233128834,0.0153374233128834,0,0.00920245398773006,0.00306748466257669,0,0.00306748466257669,0,0,0,0.00613496932515337,0,0.0245398773006135,0,0,0.00920245398773006,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0
700,9184,0.014367816091954,0,0,0,0.0028735632183908,0,0,0.0488505747126437,0.689655172413793,0,0.00862068965517241,0.0344827586206897,0.0632183908045977,0,0.0201149425287356,0,0.00574712643678161,0,0,0.0172413793103448,0.0114942528735632,0,0.0258620689655172,0.0028735632183908,0,0,0,0,0,0.0028735632183908,0,0.0402298850574713,0,0,0.0028735632183908,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0
705,9306,0.0210526315789474,0,0,0,0.00526315789473684,0,0,0.139473684210526,0.576315789473684,0,0.0131578947368421,0.0210526315789474,0.05,0,0.0157894736842105,0.00263157894736842,0.0105263157894737,0,0.00263157894736842,0.0368421052631579,0.0157894736842105,0,0.0394736842105263,0.00263157894736842,0,0,0,0,0,0.0131578947368421,0,0.0315789473684211,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
710,9428,0.0408163265306122,0,0.00583090379008746,0.00291545189504373,0,0.0145772594752187,0,0.075801749271137,0.638483965014577,0,0.0145772594752187,0.0204081632653061,0.0466472303206997,0,0,0.0233236151603499,0.00583090379008746,0,0,0.0204081632653061,0.00583090379008746,0.0087463556851312,0.0087463556851312,0.0262390670553936,0,0,0.00291545189504373,0,0,0.00291545189504373,0,0.0262390670553936,0,0,0.00291545189504373,0.00583090379008746,0,0,0,0,0,0,0,0,0,0,0,0,0
715,9551,0.0166204986149584,0,0,0.00554016620498615,0,0,0,0.113573407202216,0.709141274238227,0,0.00554016620498615,0,0.0470914127423823,0,0.0249307479224377,0.00831024930747922,0.00831024930747922,0,0.00277008310249307,0.0138504155124654,0.00554016620498615,0,0.038781163434903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,9673,0.0293333333333333,0,0,0.00266666666666667,0.00266666666666667,0,0.00266666666666667,0.168,0.621333333333333,0,0.00266666666666667,0.0133333333333333,0.0426666666666667,0,0.024,0.00533333333333333,0.00533333333333333,0,0.00266666666666667,0.0213333333333333,0.00266666666666667,0,0.0533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,9795,0.0336391437308868,0.00305810397553517,0,0,0,0,0.00611620795107034,0.113149847094801,0.675840978593272,0,0.0244648318042813,0.0091743119266055,0.0275229357798165,0,0.0305810397553517,0.00305810397553517,0.00305810397553517,0,0,0.0122324159021407,0.00611620795107034,0,0.0397553516819572,0,0,0,0.00305810397553517,0,0,0.00611620795107034,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,9918,0.059748427672956,0.00628930817610063,0,0.00314465408805031,0.00314465408805031,0.0314465408805031,0,0.0786163522012579,0.654088050314465,0,0.0125786163522013,0.00628930817610063,0.0440251572327044,0,0.00314465408805031,0.0125786163522013,0.00314465408805031,0,0,0.0220125786163522,0.00314465408805031,0.00628930817610063,0.0125786163522013,0.0220125786163522,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0.00943396226415094,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0
735,10040,0.0244648318042813,0,0.00305810397553517,0.00305810397553517,0,0.00611620795107034,0.00305810397553517,0.146788990825688,0.666666666666667,0,0.0122324159021407,0.0152905198776758,0.0244648318042813,0,0.018348623853211,0,0.00611620795107034,0,0,0.0305810397553517,0.00305810397553517,0,0.0305810397553517,0,0,0,0,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,10163,0.0233918128654971,0,0,0,0,0.00292397660818713,0.00292397660818713,0.195906432748538,0.578947368421053,0,0.0146198830409357,0.0116959064327485,0.0526315789473684,0,0.0204678362573099,0.00584795321637427,0,0,0.00292397660818713,0.0292397660818713,0,0,0.0409356725146199,0,0,0,0,0,0,0.0087719298245614,0,0,0,0,0.00292397660818713,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0
745,10285,0.0351906158357771,0,0,0,0,0.00586510263929619,0.00586510263929619,0.205278592375367,0.557184750733138,0,0.0146627565982405,0.0117302052785924,0.0351906158357771,0,0.0410557184750733,0.0117302052785924,0.00293255131964809,0,0.00293255131964809,0.0175953079178886,0.00586510263929619,0,0.032258064516129,0,0,0,0,0,0,0.00586510263929619,0,0,0,0,0,0.00879765395894428,0,0,0,0,0,0,0,0,0,0,0,0,0
750,10407,0.048780487804878,0,0,0,0,0,0.0670731707317073,0.192073170731707,0.542682926829268,0,0,0.00304878048780488,0.024390243902439,0,0.00914634146341463,0.00609756097560976,0.0121951219512195,0,0,0.0670731707317073,0.00304878048780488,0,0.0213414634146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0
755,10530,0.024390243902439,0,0,0,0,0,0.0457317073170732,0.326219512195122,0.414634146341463,0,0.00914634146341463,0.0182926829268293,0.00304878048780488,0,0.0335365853658537,0,0.00304878048780488,0,0,0.073170731707317,0.00914634146341463,0,0.0335365853658537,0,0,0,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,10652,0.0214723926380368,0,0,0,0,0,0.0705521472392638,0.343558282208589,0.438650306748466,0,0,0.0122699386503067,0.00306748466257669,0,0.00306748466257669,0.00920245398773006,0.00613496932515337,0,0,0.049079754601227,0,0,0.0368098159509202,0,0,0,0,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0
765,10775,0.0213414634146341,0,0,0,0,0,0.0182926829268293,0.356707317073171,0.310975609756098,0,0.00609756097560976,0.00609756097560976,0.00304878048780488,0,0.0274390243902439,0.00914634146341463,0.00304878048780488,0,0,0.182926829268293,0.00304878048780488,0,0.0274390243902439,0,0,0,0.00304878048780488,0,0,0.00914634146341463,0,0.00609756097560976,0,0,0.00304878048780488,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0
770,10897,0.0416666666666667,0,0,0,0,0,0.0476190476190476,0.458333333333333,0.321428571428571,0,0,0.00297619047619048,0.00595238095238095,0,0.00297619047619048,0.00297619047619048,0,0,0,0.0803571428571429,0,0,0.0297619047619048,0,0.00297619047619048,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,10917,0.0835820895522388,0.00298507462686567,0.00298507462686567,0.00298507462686567,0.00298507462686567,0,0.0238805970149254,0.432835820895522,0.313432835820896,0,0,0.0119402985074627,0.00597014925373134,0,0.0238805970149254,0,0,0,0,0.0298507462686567,0,0,0.0477611940298507,0,0,0,0,0,0,0.0119402985074627,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0
780,10937,0.0583153347732181,0.00215982721382289,0.00431965442764579,0.00215982721382289,0.00215982721382289,0,0.0496760259179266,0.501079913606911,0.289416846652268,0,0.00215982721382289,0.00431965442764579,0.0107991360691145,0,0.00863930885529158,0,0.00215982721382289,0,0,0.0107991360691145,0.00215982721382289,0,0.019438444924406,0,0,0,0,0,0,0.0151187904967603,0,0.00215982721382289,0,0.00431965442764579,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0,0.00647948164146868,0,0
785,10957,0.0773638968481375,0,0,0,0,0,0.0687679083094556,0.553008595988539,0.212034383954155,0,0.0143266475644699,0.00573065902578797,0.0114613180515759,0,0.00573065902578797,0.00286532951289398,0.00286532951289398,0,0,0.0114613180515759,0,0,0.0143266475644699,0,0,0,0,0,0,0.0171919770773639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0
787.5,10967,0.180878552971576,0,0.00516795865633075,0,0,0,0.0180878552971576,0.276485788113695,0.268733850129199,0,0,0.0103359173126615,0.0361757105943152,0,0.0129198966408269,0.082687338501292,0,0,0,0.0439276485788114,0,0,0.0387596899224806,0.00258397932816537,0,0,0,0,0,0.020671834625323,0,0,0,0,0.00258397932816537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,11230,0.178197064989518,0,0,0,0,0,0.0419287211740042,0.259958071278826,0.146750524109015,0,0.00628930817610063,0.0125786163522013,0.0482180293501048,0,0.142557651991614,0.0146750524109015,0.0125786163522013,0,0,0.00419287211740042,0,0,0.0419287211740042,0.00419287211740042,0.00419287211740042,0,0,0,0,0.0188679245283019,0,0.0167714884696017,0,0.0125786163522013,0,0,0,0,0,0,0,0,0.00419287211740042,0,0,0,0.0293501048218029,0,0
792.5,11493,0.0967741935483871,0,0.00967741935483871,0,0.0064516129032258,0,0.0032258064516129,0.52258064516129,0.183870967741935,0,0.0064516129032258,0.0064516129032258,0.0258064516129032,0,0.0129032258064516,0.0451612903225806,0.0064516129032258,0,0,0.0451612903225806,0,0,0.00967741935483871,0,0,0,0,0,0,0.0032258064516129,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0.0129032258064516,0,0
795,11741,0.248427672955975,0,0,0.00314465408805031,0,0,0,0.0408805031446541,0.226415094339623,0,0,0.0220125786163522,0.0817610062893082,0,0.0377358490566038,0.0377358490566038,0.00314465408805031,0,0,0.00628930817610063,0,0,0.229559748427673,0,0,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534591194968553,0,0
797.5,11933,0.1875,0,0,0,0,0,0,0.413194444444444,0.0763888888888889,0,0.00347222222222222,0,0.100694444444444,0,0.0173611111111111,0.0590277777777778,0,0,0,0.0451388888888889,0,0,0.00694444444444444,0,0,0,0,0,0,0.00347222222222222,0,0,0,0.0104166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0763888888888889,0,0
800,12125,0.198051948051948,0,0,0,0,0,0.00324675324675325,0.090909090909091,0.0974025974025974,0,0,0.0064935064935065,0.301948051948052,0,0.0162337662337662,0.0811688311688312,0,0,0,0.025974025974026,0,0,0.0194805194805195,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0.146103896103896,0,0
802.5,12317,0.133802816901408,0,0,0,0,0,0,0.341549295774648,0.0140845070422535,0,0,0,0.274647887323944,0,0,0.0176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880281690140845,0,0,0,0,0,0,0,0,0,0,0,0,0.130281690140845,0,0
805,12509,0.0596026490066225,0,0,0,0,0,0,0.208609271523179,0.0662251655629139,0,0.0132450331125828,0.0033112582781457,0.397350993377483,0,0.0298013245033113,0.0364238410596026,0.00993377483443709,0,0,0.00993377483443709,0,0,0.0231788079470199,0,0.00662251655629139,0,0,0,0,0,0,0,0,0.033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0.102649006622517,0,0
807.5,12702,0.0623145400593472,0,0.0029673590504451,0,0,0,0.00593471810089021,0.456973293768546,0.0267062314540059,0,0.0029673590504451,0.0029673590504451,0.219584569732938,0,0.00593471810089021,0.0118694362017804,0.0029673590504451,0,0,0.0207715133531157,0,0,0.0118694362017804,0,0,0.0029673590504451,0,0,0,0,0,0,0,0.0504451038575668,0,0,0,0,0,0,0,0,0,0,0,0,0.109792284866469,0.0029673590504451,0
810,12894,0.0287539936102236,0,0,0,0,0,0,0.447284345047923,0.060702875399361,0,0.00638977635782748,0,0.230031948881789,0,0.0159744408945687,0.0191693290734824,0.00638977635782748,0,0,0,0,0,0.0223642172523962,0,0,0.00319488817891374,0,0,0,0,0,0.00319488817891374,0,0.0479233226837061,0,0,0,0,0,0,0,0,0,0,0,0,0.108626198083067,0,0
812.5,13086,0.0279187817258883,0,0.00253807106598985,0,0,0,0,0.50507614213198,0.0685279187817259,0,0.00761421319796954,0.00253807106598985,0.142131979695431,0,0.0177664974619289,0.0101522842639594,0.00253807106598985,0,0,0,0,0,0.0558375634517767,0.0050761421319797,0,0,0,0,0,0.00253807106598985,0,0,0,0.032994923857868,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0.114213197969543,0,0
815,13327,0.0435967302452316,0,0.00544959128065395,0,0,0,0,0.395095367847411,0.155313351498638,0,0,0.00272479564032698,0.0844686648501362,0,0.0326975476839237,0.0190735694822888,0.0245231607629428,0,0,0,0.00817438692098093,0,0.0953678474114441,0.00544959128065395,0,0,0,0,0,0,0,0,0,0.0272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0.100817438692098,0,0
817.5,13568,0.0372670807453416,0,0.0093167701863354,0,0,0,0,0.434782608695652,0.161490683229814,0,0.015527950310559,0.0031055900621118,0.0559006211180124,0,0.0248447204968944,0.0279503105590062,0.015527950310559,0,0,0,0.0031055900621118,0,0.0962732919254658,0.0062111801242236,0,0,0,0,0,0.0031055900621118,0,0,0,0.0248447204968944,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0.077639751552795,0,0
820,13808,0.0373831775700935,0,0,0,0,0,0,0.420560747663551,0.165109034267913,0,0.00623052959501558,0,0.043613707165109,0,0.0218068535825545,0.0218068535825545,0.0124610591900312,0,0,0,0,0,0.105919003115265,0,0,0,0,0,0,0,0,0.00311526479750779,0,0.043613707165109,0,0,0,0,0,0,0,0,0,0,0,0,0.118380062305296,0,0
822.5,14049,0.0506756756756757,0.00337837837837838,0,0,0,0,0,0.462837837837838,0.125,0,0.00337837837837838,0.00337837837837838,0.0304054054054054,0,0.0202702702702703,0.0101351351351351,0.00675675675675676,0,0,0,0.00337837837837838,0,0.070945945945946,0,0,0,0,0,0,0,0,0,0,0.0439189189189189,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0,0,0,0,0.158783783783784,0,0
825,14290,0.03125,0,0,0,0,0,0.00852272727272727,0.366477272727273,0.241477272727273,0,0.00852272727272727,0,0.0369318181818182,0,0.0482954545454545,0.0255681818181818,0.0340909090909091,0,0,0,0,0,0.0823863636363636,0.00852272727272727,0,0.00284090909090909,0,0,0,0,0,0.00568181818181818,0,0.0142045454545455,0,0,0.00568181818181818,0,0,0,0.00284090909090909,0,0.0369318181818182,0,0,0,0.0397727272727273,0,0
827.5,14531,0.048689138576779,0,0.00374531835205993,0,0,0,0,0.367041198501873,0,0,0.00749063670411985,0,0.0636704119850187,0,0.119850187265918,0.0149812734082397,0.00374531835205993,0,0,0,0,0,0.112359550561798,0,0.00749063670411985,0,0,0,0,0,0,0.0187265917602996,0,0.0711610486891386,0,0,0,0,0,0,0,0,0,0,0,0,0.161048689138577,0,0
830,14772,0.0303030303030303,0,0.00673400673400673,0.00336700336700337,0,0,0,0.32996632996633,0.107744107744108,0,0.0101010101010101,0.00336700336700337,0.037037037037037,0,0.0134680134680135,0.0101010101010101,0.0101010101010101,0,0,0,0.0101010101010101,0,0.101010101010101,0.00336700336700337,0,0.00336700336700337,0.00336700336700337,0,0,0,0,0,0,0.117845117845118,0,0,0,0,0,0,0,0,0,0,0,0,0.198653198653199,0,0
832.5,15012,0.0837696335078534,0,0,0,0,0,0,0.253926701570681,0.191099476439791,0,0.049738219895288,0,0.031413612565445,0,0.0523560209424084,0,0.049738219895288,0,0,0,0,0,0.0549738219895288,0.0235602094240838,0,0,0,0,0,0,0,0,0,0.0706806282722513,0,0,0.00261780104712042,0,0,0,0,0,0.06282722513089,0,0,0,0.0732984293193717,0,0
835,NA,0.0546448087431694,0.00546448087431694,0.0109289617486339,0,0,0,0,0.33879781420765,0.174863387978142,0,0.0163934426229508,0.00546448087431694,0.0819672131147541,0,0.00546448087431694,0.0109289617486339,0.00546448087431694,0,0,0,0,0,0.0819672131147541,0.0273224043715847,0.00546448087431694,0,0,0,0,0,0,0,0,0.0437158469945355,0,0,0.0109289617486339,0,0,0,0,0,0,0,0,0,0.120218579234973,0,0
837.5,NA,0.0434782608695652,0,0,0,0,0,0,0.397101449275362,0.0927536231884058,0,0.0115942028985507,0,0.0782608695652174,0,0,0.00289855072463768,0.0144927536231884,0,0.00289855072463768,0,0,0,0.00869565217391304,0.0376811594202899,0,0,0,0,0,0,0,0,0,0.0492753623188406,0,0,0.00289855072463768,0,0,0,0,0,0.226086956521739,0,0,0,0.0318840579710145,0,0
840,NA,0.00914634146341463,0,0.00914634146341463,0,0,0,0,0.490853658536585,0.0701219512195122,0,0.0304878048780488,0,0.140243902439024,0,0.00304878048780488,0.0152439024390244,0.0121951219512195,0,0,0,0,0,0.0213414634146341,0.0609756097560976,0.00609756097560976,0,0,0,0,0,0,0,0,0.0152439024390244,0,0,0.00914634146341463,0,0,0,0,0,0.024390243902439,0,0,0,0.0792682926829268,0.00304878048780488,0
845,NA,0.00943396226415094,0.00235849056603774,0.0188679245283019,0,0,0,0,0.325471698113208,0.0613207547169811,0,0.0471698113207547,0.00235849056603774,0.0683962264150943,0,0,0.0188679245283019,0.00943396226415094,0,0,0,0,0,0.035377358490566,0.0660377358490566,0.00235849056603774,0.00471698113207547,0,0,0,0,0,0,0,0.0117924528301887,0,0.00943396226415094,0.0070754716981132,0.00235849056603774,0,0,0,0,0.275943396226415,0,0.00235849056603774,0,0.0165094339622642,0.00235849056603774,0
850,NA,0.00738916256157635,0,0.00738916256157635,0,0,0,0,0.487684729064039,0.0467980295566502,0,0.00985221674876847,0.00246305418719212,0.0344827586206897,0,0,0,0.0172413793103448,0,0,0,0,0,0.00738916256157635,0.0123152709359606,0,0,0,0,0,0,0,0,0,0.0197044334975369,0,0,0.00738916256157635,0.00492610837438424,0,0,0,0,0.152709359605911,0,0,0,0.179802955665025,0.00246305418719212,0
860,NA,0,0.00783289817232376,0,0,0,0,0,0.449086161879896,0.0600522193211488,0,0.0261096605744125,0,0.0913838120104439,0,0,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0.00783289817232376,0.0443864229765013,0,0.00522193211488251,0,0,0,0,0,0.00522193211488251,0,0.0156657963446475,0,0.0130548302872063,0.010443864229765,0.00261096605744125,0,0,0,0,0.203655352480418,0,0,0,0.0469973890339426,0.00522193211488251,0
870,NA,0.00469483568075117,0,0,0,0,0,0,0.309859154929577,0.00938967136150235,0,0.0187793427230047,0,0.129107981220657,0,0,0.00938967136150235,0.028169014084507,0,0,0,0,0,0.00469483568075117,0.0117370892018779,0,0.00469483568075117,0,0,0,0,0,0,0,0.0305164319248826,0,0,0.00234741784037559,0.00469483568075117,0,0,0,0,0.431924882629108,0,0,0,0,0,0
880,NA,0.0193704600484262,0,0.00726392251815981,0,0,0,0,0.174334140435835,0.0193704600484262,0,0.0290556900726392,0,0.159806295399516,0,0.00242130750605327,0,0.026634382566586,0,0,0,0,0,0.00968523002421308,0.0314769975786925,0,0.00242130750605327,0,0,0,0,0,0,0,0.0145278450363196,0,0,0.0145278450363196,0.00968523002421308,0,0,0,0,0.479418886198547,0,0,0,0,0,0
890,NA,0.0238095238095238,0,0,0,0,0,0,0.0238095238095238,0.0317460317460317,0,0.0952380952380952,0,0.317460317460317,0,0,0.0555555555555556,0.119047619047619,0,0,0,0,0,0,0.134920634920635,0.0634920634920635,0.0158730158730159,0,0,0,0,0,0,0,0,0,0.0158730158730159,0.0396825396825397,0,0,0,0,0,0,0,0,0,0,0.0634920634920635,0
900,NA,0.055793991416309,0.0171673819742489,0.0171673819742489,0,0.0171673819742489,0,0,0.253218884120172,0.0515021459227468,0,0.0171673819742489,0,0.0386266094420601,0,0,0.0386266094420601,0,0,0,0.0386266094420601,0.00858369098712446,0,0.00858369098712446,0.0171673819742489,0,0,0,0,0,0,0,0,0,0.00858369098712446,0,0.00429184549356223,0,0,0,0,0,0,0.399141630901288,0,0,0,0.00858369098712446,0,0
910,NA,0.0714285714285714,0,0,0,0,0,0.00510204081632653,0.0510204081632653,0.0663265306122449,0,0.0408163265306122,0.0102040816326531,0.086734693877551,0,0.0153061224489796,0.0102040816326531,0.086734693877551,0,0.00510204081632653,0,0,0,0.0255102040816327,0.142857142857143,0,0,0,0,0,0.0102040816326531,0,0.00510204081632653,0,0,0,0.00510204081632653,0.0408163265306122,0,0,0,0,0,0.280612244897959,0,0,0,0,0.0408163265306122,0
920,NA,0.0180412371134021,0,0.00515463917525773,0,0,0,0,0.518041237113402,0.0360824742268041,0,0.0206185567010309,0,0.0438144329896907,0,0,0,0.00257731958762887,0,0,0.00257731958762887,0,0,0.00257731958762887,0.0283505154639175,0,0,0,0,0,0,0,0.00257731958762887,0,0.0077319587628866,0,0.0103092783505155,0.0231958762886598,0,0,0,0,0,0.224226804123711,0,0,0,0.0541237113402062,0,0
930,NA,0.00763358778625954,0,0.00381679389312977,0,0,0,0,0.419847328244275,0.0343511450381679,0,0.0381679389312977,0,0.0305343511450382,0,0,0.00381679389312977,0.00763358778625954,0,0,0.00381679389312977,0,0,0.00381679389312977,0.0229007633587786,0,0.00381679389312977,0.00381679389312977,0,0,0.00381679389312977,0,0,0,0,0,0.00381679389312977,0.0381679389312977,0,0,0,0,0,0.33969465648855,0,0.00381679389312977,0,0.0229007633587786,0,0.00381679389312977
940,NA,0.00803212851405622,0,0.0200803212851406,0,0,0,0,0.646586345381526,0.0160642570281124,0,0.00401606425702811,0,0.0160642570281124,0,0,0,0,0,0,0,0,0,0,0.0200803212851406,0,0.00401606425702811,0,0,0,0,0,0,0,0.00401606425702811,0,0.00401606425702811,0.0120481927710843,0,0,0,0,0,0.236947791164659,0,0,0,0.00803212851405622,0,0
950,NA,0.0531914893617021,0,0,0,0,0,0,0.127659574468085,0.0319148936170213,0,0.0106382978723404,0,0.0212765957446809,0,0,0,0.0531914893617021,0,0,0,0,0,0,0.0851063829787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0,0,0.606382978723404,0,0,0,0,0,0
960,NA,0.00943396226415094,0,0,0,0,0,0,0.122641509433962,0.0188679245283019,0,0.00943396226415094,0.00943396226415094,0.0471698113207547,0,0,0.00943396226415094,0.0283018867924528,0,0,0.00943396226415094,0,0,0,0.0283018867924528,0.0754716981132075,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0377358490566038,0,0.0188679245283019,0,0,0,0,0.556603773584906,0,0,0,0,0,0
970,NA,0.00992063492063492,0,0,0,0,0,0,0.26984126984127,0.0158730158730159,0,0.0238095238095238,0.00396825396825397,0.0257936507936508,0,0,0.00396825396825397,0.0198412698412698,0,0,0,0,0,0,0.0476190476190476,0.00198412698412698,0,0,0,0,0,0,0.00198412698412698,0,0.0218253968253968,0,0,0.0198412698412698,0,0,0,0,0,0.51984126984127,0,0,0,0.00396825396825397,0.00992063492063492,0
980,NA,0.00675675675675676,0,0,0,0,0,0,0.358108108108108,0,0,0.0135135135135135,0,0.0472972972972973,0,0,0,0.0337837837837838,0,0,0,0,0,0,0.0337837837837838,0,0.0135135135135135,0,0,0,0,0,0,0,0.027027027027027,0,0.00675675675675676,0,0,0,0,0,0,0.425675675675676,0,0,0,0.027027027027027,0.00675675675675676,0
990,NA,0.107692307692308,0,0,0,0,0,0,0.261538461538462,0.0153846153846154,0,0.153846153846154,0,0.0615384615384615,0,0,0.0307692307692308,0.0307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0.323076923076923,0,0,0,0,0,0
1000,NA,0.0135135135135135,0,0.0202702702702703,0,0,0,0,0.574324324324324,0.0743243243243243,0,0.0202702702702703,0,0.027027027027027,0,0,0,0.0337837837837838,0,0,0,0.00675675675675676,0,0,0.00675675675675676,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0.0135135135135135,0.0135135135135135,0,0,0,0,0,0.141891891891892,0,0,0,0.027027027027027,0,0
1010,NA,0.0303030303030303,0,0,0,0,0,0,0.303030303030303,0,0,0.151515151515152,0,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0,0.424242424242424,0,0,0,0,0,0
1020,NA,0.0333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0.0666666666666667,0,0.0666666666666667,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0.0333333333333333,0,0,0,0,0,0.233333333333333,0,0,0,0,0,0
