"sample.depths","sample.ages","Myrica.Comptonia.peregrina","Pinus","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex.Nemopanthus","Juglans","Larix","Liquidambar","Ostrya.Carpinus","Picea","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitaceae","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodiaceae","Cyperaceae","Plantago","Poaceae","Rosaceae","Rumex"
27,116,0,0.30952380952381,0,0.0142857142857143,0.0523809523809524,0.338095238095238,0,0,0,0,0,0.019047619047619,0,0,0,0,0.019047619047619,0,0,0,0.0523809523809524,0,0,0.119047619047619,0.0142857142857143,0,0,0.0238095238095238,0.00476190476190476,0.00476190476190476,0.00952380952380952,0,0.019047619047619,0,0
34,154,0,0.438356164383562,0,0.0182648401826484,0.0182648401826484,0.237442922374429,0,0,0.0319634703196347,0,0,0,0,0,0,0,0.0319634703196347,0.0091324200913242,0,0,0.0776255707762557,0,0.0045662100456621,0.091324200913242,0.0182648401826484,0,0.0091324200913242,0,0,0.0045662100456621,0.0045662100456621,0,0.0045662100456621,0,0
39,182,0,0.666666666666667,0.00555555555555556,0.0138888888888889,0.00555555555555556,0.152777777777778,0,0,0.00555555555555556,0,0,0.00555555555555556,0,0,0,0,0.0166666666666667,0.0111111111111111,0,0.00277777777777778,0.0555555555555556,0.00555555555555556,0.00277777777777778,0.025,0.0111111111111111,0,0.00277777777777778,0,0.00277777777777778,0.00277777777777778,0,0,0.00555555555555556,0,0
53,259,0,0.466275659824047,0,0.0175953079178886,0.0351906158357771,0.24633431085044,0,0,0.0498533724340176,0,0,0.00879765395894428,0,0,0.00293255131964809,0,0.0175953079178886,0.0146627565982405,0.00293255131964809,0.00293255131964809,0.0527859237536657,0,0.00293255131964809,0.0469208211143695,0.0146627565982405,0,0.00293255131964809,0.00879765395894428,0.00293255131964809,0,0.00293255131964809,0,0,0,0
67,336,0,0.42756183745583,0,0.0141342756183746,0.0106007067137809,0.261484098939929,0,0,0.0247349823321555,0,0.00353356890459364,0.0141342756183746,0,0,0.00353356890459364,0,0.0247349823321555,0.0141342756183746,0,0.00706713780918728,0.088339222614841,0,0,0.0459363957597173,0.0176678445229682,0,0,0.0141342756183746,0.00353356890459364,0.00706713780918728,0.00353356890459364,0,0.0106007067137809,0,0.00353356890459364
102,528,0,0.643382352941177,0.00367647058823529,0.00735294117647059,0,0.169117647058824,0,0,0.0183823529411765,0,0,0.00367647058823529,0,0,0,0,0.00735294117647059,0.00367647058823529,0,0,0.0588235294117647,0,0,0.0661764705882353,0.0110294117647059,0,0,0.00367647058823529,0,0.00367647058823529,0,0,0,0,0
105,545,0,0.447300771208226,0,0.0282776349614396,0.025706940874036,0.262210796915167,0.0025706940874036,0.0025706940874036,0.0591259640102828,0,0,0.0077120822622108,0,0,0.0025706940874036,0,0.0051413881748072,0,0.0025706940874036,0.0025706940874036,0.0437017994858612,0.0025706940874036,0,0.0565552699228792,0.0077120822622108,0,0.0077120822622108,0.012853470437018,0,0.0025706940874036,0.0077120822622108,0,0.0102827763496144,0,0
110,572,0,0.466666666666667,0.00277777777777778,0.0111111111111111,0.0138888888888889,0.258333333333333,0,0,0.0277777777777778,0,0,0.00833333333333333,0,0,0.00277777777777778,0,0.00277777777777778,0.0111111111111111,0.00277777777777778,0.00277777777777778,0.0666666666666667,0,0,0.0861111111111111,0.0194444444444444,0,0.00277777777777778,0.00833333333333333,0,0,0.00277777777777778,0,0.00277777777777778,0,0
115,600,0,0.608974358974359,0.00320512820512821,0.0256410256410256,0.00961538461538462,0.00320512820512821,0,0,0.0801282051282051,0,0.00320512820512821,0.0128205128205128,0,0,0,0,0.00641025641025641,0.0256410256410256,0.00320512820512821,0.016025641025641,0.0705128205128205,0.00320512820512821,0,0.0769230769230769,0.016025641025641,0,0.0128205128205128,0.00320512820512821,0.00320512820512821,0.00320512820512821,0.00320512820512821,0,0.00961538461538462,0,0
120,627,0.00238663484486874,0.458233890214797,0.00238663484486874,0.0286396181384248,0.0167064439140811,0.210023866348449,0,0,0.107398568019093,0,0,0.00238663484486874,0,0,0.0071599045346062,0,0.0071599045346062,0.00954653937947494,0,0.0071599045346062,0.0429594272076372,0,0,0.0548926014319809,0.0119331742243437,0,0.0071599045346062,0.00477326968973747,0,0,0.0167064439140811,0,0.00238663484486874,0,0
125,655,0,0.452685421994885,0,0.0153452685421995,0.0255754475703325,0.245524296675192,0,0,0.0588235294117647,0,0,0.010230179028133,0,0,0,0,0.0153452685421995,0.0153452685421995,0.00255754475703325,0.00767263427109974,0.040920716112532,0.00255754475703325,0,0.0639386189258312,0.020460358056266,0,0.0051150895140665,0.010230179028133,0,0.0051150895140665,0.00255754475703325,0,0,0,0
130,682,0,0.53968253968254,0.00529100529100529,0.0211640211640212,0.0343915343915344,0.198412698412698,0,0.00529100529100529,0.0291005291005291,0,0.00529100529100529,0.0158730158730159,0,0,0,0.00264550264550265,0.0211640211640212,0,0.00264550264550265,0.00264550264550265,0.0661375661375661,0.00264550264550265,0,0.0158730158730159,0.00529100529100529,0,0.00529100529100529,0.00529100529100529,0.00529100529100529,0,0.0105820105820106,0,0,0,0
132,693,0,0.571428571428571,0.00291545189504373,0.0087463556851312,0.0233236151603499,0.183673469387755,0,0.00291545189504373,0.0233236151603499,0,0,0.00291545189504373,0,0,0,0,0.0116618075801749,0.0087463556851312,0,0,0.075801749271137,0,0.00291545189504373,0.0466472303206997,0.0116618075801749,0,0.00583090379008746,0.0087463556851312,0.00583090379008746,0.00291545189504373,0,0,0,0,0
142,748,0,0.495522388059702,0.00597014925373134,0.0119402985074627,0.0208955223880597,0.259701492537313,0,0,0.017910447761194,0,0,0.00298507462686567,0,0,0.00895522388059702,0,0,0.00298507462686567,0,0.00895522388059702,0.0776119402985075,0,0,0.0447761194029851,0.017910447761194,0,0,0.00895522388059702,0.00298507462686567,0,0.00895522388059702,0,0.00298507462686567,0,0
148,781,0.00357142857142857,0.517857142857143,0.00714285714285714,0.0142857142857143,0.0428571428571429,0.203571428571429,0,0,0.05,0,0.00714285714285714,0.00714285714285714,0,0.00357142857142857,0,0,0.0107142857142857,0.0142857142857143,0.00357142857142857,0,0.0285714285714286,0.00357142857142857,0.00357142857142857,0.0428571428571429,0.00357142857142857,0,0.0178571428571429,0,0,0.00357142857142857,0.00714285714285714,0,0.00357142857142857,0,0
150,792,0,0.506849315068493,0.00342465753424658,0.0273972602739726,0.0205479452054795,0.243150684931507,0,0,0.0205479452054795,0,0,0.0102739726027397,0,0,0.00342465753424658,0,0.0102739726027397,0.00684931506849315,0,0.00684931506849315,0.0582191780821918,0.00342465753424658,0.00342465753424658,0.0445205479452055,0.0171232876712329,0,0.00342465753424658,0,0,0,0.00342465753424658,0,0.00684931506849315,0,0
154,814,0,0.31974921630094,0.00313479623824451,0.0250783699059561,0.0376175548589342,0.253918495297806,0.00313479623824451,0,0.0313479623824451,0,0.00313479623824451,0.0125391849529781,0,0,0,0,0.0219435736677116,0.00313479623824451,0.00313479623824451,0,0.0940438871473354,0,0,0.147335423197492,0.0219435736677116,0,0.00626959247648903,0.00626959247648903,0,0.00313479623824451,0.00313479623824451,0,0,0,0
168,891,0,0.423913043478261,0,0.0353260869565217,0.0217391304347826,0.173913043478261,0,0,0.10054347826087,0,0.00271739130434783,0.00271739130434783,0,0.00271739130434783,0,0,0.00815217391304348,0.0108695652173913,0,0.0190217391304348,0.0706521739130435,0.00271739130434783,0.00271739130434783,0.0896739130434783,0.016304347826087,0,0,0.00543478260869565,0.00271739130434783,0.00271739130434783,0.00271739130434783,0,0,0.00271739130434783,0
182,968,0,0.419452887537994,0.00911854103343465,0.0212765957446809,0.0455927051671733,0.276595744680851,0,0,0.0151975683890578,0,0.00303951367781155,0.00911854103343465,0,0,0,0,0.0121580547112462,0.0060790273556231,0,0,0.0547112462006079,0.00303951367781155,0.00303951367781155,0.0911854103343465,0.0121580547112462,0,0.0121580547112462,0.00303951367781155,0,0,0,0,0.00303951367781155,0,0
190,1012,0,0.477744807121662,0.00890207715133531,0.0178041543026706,0.0593471810089021,0.243323442136499,0,0.0029673590504451,0.0207715133531157,0.0029673590504451,0.0029673590504451,0.0178041543026706,0,0,0,0,0.0118694362017804,0.0029673590504451,0.0029673590504451,0.00593471810089021,0.0356083086053412,0.0029673590504451,0,0.0445103857566766,0.0118694362017804,0,0.00890207715133531,0.0029673590504451,0.0029673590504451,0.0029673590504451,0.00593471810089021,0,0.0029673590504451,0,0
217,1161,0,0.427350427350427,0.0056980056980057,0.0284900284900285,0.0227920227920228,0.287749287749288,0,0,0.0142450142450142,0,0,0.0056980056980057,0,0.00284900284900285,0.00284900284900285,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.0598290598290598,0.00284900284900285,0.00284900284900285,0.102564102564103,0.0113960113960114,0,0.00284900284900285,0,0,0.0056980056980057,0,0,0.00284900284900285,0,0
220,1177,0,0.448467966573816,0,0.0250696378830084,0.0194986072423398,0.220055710306407,0,0,0.011142061281337,0,0,0.0139275766016713,0.00278551532033426,0,0,0,0.00835654596100279,0.0167130919220056,0.00278551532033426,0.00557103064066852,0.0696378830083565,0.00278551532033426,0,0.103064066852368,0.0139275766016713,0,0,0.0194986072423398,0.00278551532033426,0.00278551532033426,0.00835654596100279,0,0,0,0.00278551532033426
260,1397,0,0.480132450331126,0,0.0165562913907285,0.0165562913907285,0.235099337748344,0,0,0.043046357615894,0,0,0.00993377483443709,0,0,0,0,0.00993377483443709,0,0.0033112582781457,0.0033112582781457,0.0596026490066225,0.0033112582781457,0.0033112582781457,0.0993377483443709,0.0033112582781457,0,0,0.00662251655629139,0,0,0.0033112582781457,0,0.0033112582781457,0,0
319,1722,0,0.501718213058419,0.00687285223367698,0.0343642611683849,0.0274914089347079,0.185567010309278,0,0,0.0584192439862543,0,0.00343642611683849,0.00343642611683849,0,0,0,0,0.013745704467354,0,0.00343642611683849,0.00687285223367698,0.0549828178694158,0,0,0.0549828178694158,0.00687285223367698,0,0,0.00343642611683849,0.00343642611683849,0.00343642611683849,0.00687285223367698,0,0.0171821305841924,0,0.00343642611683849
359,1942,0,0.436507936507937,0.00396825396825397,0.0396825396825397,0.0317460317460317,0.166666666666667,0,0,0.0317460317460317,0,0,0.0198412698412698,0,0,0,0,0.0277777777777778,0.00793650793650794,0.00396825396825397,0.00396825396825397,0.111111111111111,0.00396825396825397,0,0.0634920634920635,0.0198412698412698,0,0.00793650793650794,0.00793650793650794,0.00396825396825397,0,0,0,0.00793650793650794,0,0
399,2162,0,0.649006622516556,0,0.0198675496688742,0.0165562913907285,0.0794701986754967,0,0,0.0264900662251656,0,0.0033112582781457,0.0033112582781457,0,0.00662251655629139,0,0,0.0198675496688742,0.0165562913907285,0.0033112582781457,0.0033112582781457,0.0695364238410596,0.00662251655629139,0.00662251655629139,0.0198675496688742,0.00993377483443709,0,0.0033112582781457,0.0132450331125828,0,0,0.00662251655629139,0,0.0132450331125828,0.0033112582781457,0
430,2333,0.00235849056603774,0.58254716981132,0.0188679245283019,0.0259433962264151,0.0235849056603774,0.110849056603774,0,0,0.0212264150943396,0,0.00235849056603774,0.00943396226415094,0,0.00235849056603774,0.00235849056603774,0,0.0188679245283019,0.00943396226415094,0,0.00235849056603774,0.106132075471698,0.00235849056603774,0,0.0283018867924528,0.0070754716981132,0,0,0.0070754716981132,0,0.00235849056603774,0.00943396226415094,0,0.00471698113207547,0,0
440,2388,0,0.630718954248366,0.0065359477124183,0.0196078431372549,0.0228758169934641,0.0784313725490196,0,0.00326797385620915,0.0294117647058824,0,0.00326797385620915,0.0261437908496732,0,0,0,0,0.0065359477124183,0,0,0.0130718954248366,0.107843137254902,0,0,0.0326797385620915,0.0163398692810458,0,0,0.00326797385620915,0,0,0,0,0,0,0
450,2443,0.00598802395209581,0.535928143712575,0.0119760479041916,0.0179640718562874,0.029940119760479,0.155688622754491,0,0.0029940119760479,0.0449101796407186,0,0,0.00898203592814371,0,0.0029940119760479,0,0,0,0.00898203592814371,0,0.0029940119760479,0.0988023952095808,0.0029940119760479,0.0029940119760479,0.0269461077844311,0.0119760479041916,0,0.00598802395209581,0.0119760479041916,0.0029940119760479,0,0,0,0,0.00598802395209581,0
455,2470,0.00146627565982405,0.473607038123167,0.00586510263929619,0.032258064516129,0.0234604105571848,0.165689149560117,0.00146627565982405,0,0.0234604105571848,0,0.00293255131964809,0.0131964809384164,0,0,0.00439882697947214,0,0.0234604105571848,0.00293255131964809,0,0.0102639296187683,0.111436950146628,0.00146627565982405,0,0.0366568914956012,0.0117302052785924,0,0.00879765395894428,0.0131964809384164,0.00293255131964809,0.00439882697947214,0.00879765395894428,0,0.0146627565982405,0.00146627565982405,0
460,2498,0,0.484423676012461,0.00155763239875389,0.0155763239875389,0.0264797507788162,0.133956386292835,0,0.00155763239875389,0.0202492211838006,0,0,0.0233644859813084,0,0.00155763239875389,0.00467289719626168,0,0.0202492211838006,0.00311526479750779,0.00155763239875389,0.00155763239875389,0.0841121495327103,0.00311526479750779,0,0.116822429906542,0.0155763239875389,0,0.00778816199376947,0.0109034267912773,0.00155763239875389,0.00623052959501558,0.00311526479750779,0,0.0109034267912773,0,0
470,2553,0,0.579150579150579,0,0.00772200772200772,0.0115830115830116,0.0888030888030888,0,0,0.0424710424710425,0,0,0.0115830115830116,0,0,0,0,0.00386100386100386,0.00386100386100386,0,0.00772200772200772,0.0810810810810811,0.00386100386100386,0,0.108108108108108,0.0193050193050193,0,0,0.00386100386100386,0,0.0115830115830116,0.00386100386100386,0,0.0115830115830116,0,0
480,2608,0,0.52972972972973,0,0.0162162162162162,0.045045045045045,0.122522522522523,0,0,0.0234234234234234,0,0,0.0108108108108108,0,0,0.0018018018018018,0,0.0288288288288288,0,0,0.009009009009009,0.0882882882882883,0,0,0.0594594594594595,0.0216216216216216,0,0.0108108108108108,0.009009009009009,0.0036036036036036,0.00540540540540541,0.009009009009009,0,0.0018018018018018,0.0036036036036036,0
500,2718,0,0.552816901408451,0,0.0158450704225352,0.028169014084507,0.163732394366197,0,0,0.0193661971830986,0,0.00176056338028169,0.022887323943662,0,0,0.00176056338028169,0.00176056338028169,0.00528169014084507,0,0.00176056338028169,0.00528169014084507,0.116197183098592,0.00352112676056338,0.00352112676056338,0.00528169014084507,0.022887323943662,0,0.0123239436619718,0.00352112676056338,0.00176056338028169,0.00528169014084507,0,0,0.00528169014084507,0,0
519,2822,0,0.656,0.00266666666666667,0.008,0.0106666666666667,0.101333333333333,0,0,0,0,0,0.0213333333333333,0,0,0.00266666666666667,0,0.0373333333333333,0,0,0.016,0.0853333333333333,0.00266666666666667,0,0,0.016,0,0.0106666666666667,0.00266666666666667,0,0.0106666666666667,0.00533333333333333,0,0.008,0.00266666666666667,0
549,3136,0,0.624338624338624,0,0.0158730158730159,0.0211640211640212,0.0952380952380952,0,0,0.00529100529100529,0,0,0.0211640211640212,0,0.00264550264550265,0,0,0.0211640211640212,0,0.00264550264550265,0.0132275132275132,0.100529100529101,0,0.00529100529100529,0,0.0185185185185185,0,0.00793650793650794,0.00529100529100529,0.00264550264550265,0.0105820105820106,0.00793650793650794,0,0.0185185185185185,0,0
579,3455,0,0.696177062374245,0.00201207243460765,0.0100603621730382,0.00804828973843058,0.118712273641851,0,0,0.0181086519114688,0,0,0.0201207243460765,0,0.00402414486921529,0.00201207243460765,0.00402414486921529,0.0120724346076459,0,0,0.00804828973843058,0.0362173038229376,0.00201207243460765,0,0,0.028169014084507,0,0.00402414486921529,0.00603621730382294,0.00402414486921529,0.00603621730382294,0.00402414486921529,0,0.00603621730382294,0,0
615,3837,0,0.587341772151899,0.00253164556962025,0.00253164556962025,0.0253164556962025,0.189873417721519,0,0.00253164556962025,0.0253164556962025,0,0,0.020253164556962,0,0.00253164556962025,0,0,0.00759493670886076,0.00506329113924051,0.00506329113924051,0.00759493670886076,0.0354430379746835,0,0,0,0.030379746835443,0,0.0126582278481013,0.010126582278481,0.00253164556962025,0.0151898734177215,0.00253164556962025,0,0.00506329113924051,0,0.00253164556962025
630,3996,0.00187617260787992,0.707317073170732,0,0.00562851782363977,0.0356472795497186,0.129455909943715,0,0,0.0075046904315197,0,0,0.0075046904315197,0,0,0,0,0.0131332082551595,0.00375234521575985,0,0.00187617260787992,0.00938086303939963,0.00562851782363977,0,0,0.0225140712945591,0,0.0168855534709193,0.0131332082551595,0.00187617260787992,0.0075046904315197,0.00375234521575985,0,0.00375234521575985,0.00187617260787992,0
650,4209,0,0.652459016393443,0,0.00655737704918033,0.00655737704918033,0.108196721311475,0.00327868852459016,0,0.0163934426229508,0,0,0,0,0.00655737704918033,0,0,0.019672131147541,0.0491803278688525,0,0.00327868852459016,0.0327868852459016,0.00327868852459016,0.00327868852459016,0,0.0295081967213115,0,0.0131147540983607,0.0163934426229508,0.00655737704918033,0.00655737704918033,0,0,0.0163934426229508,0,0
667,4390,0,0.54180602006689,0.020066889632107,0,0.0568561872909699,0.153846153846154,0,0,0.0367892976588629,0,0,0.0100334448160535,0,0,0.00668896321070234,0,0.00668896321070234,0.0133779264214047,0,0,0.0334448160535117,0,0,0.00668896321070234,0.0334448160535117,0,0.0100334448160535,0.0234113712374582,0.00334448160535117,0.00334448160535117,0.00668896321070234,0,0.0133779264214047,0.020066889632107,0
670,4421,0,0.549019607843137,0.00980392156862745,0,0.0294117647058824,0.137254901960784,0.00326797385620915,0,0.042483660130719,0,0,0.0065359477124183,0,0.00326797385620915,0.00326797385620915,0,0.0163398692810458,0.0392156862745098,0,0.00326797385620915,0.0522875816993464,0,0,0,0.0326797385620915,0,0.0163398692810458,0.00980392156862745,0.00980392156862745,0.0130718954248366,0,0,0.0130718954248366,0.00980392156862745,0
672,4443,0,0.59375,0.0078125,0.00390625,0.046875,0.1640625,0,0,0.0234375,0,0,0.01171875,0,0,0,0,0.01953125,0.02734375,0,0.00390625,0.015625,0.0078125,0.00390625,0,0.0078125,0,0.01953125,0.01953125,0.01171875,0.0078125,0,0,0.00390625,0,0
675,4475,0.00344827586206897,0.586206896551724,0.00689655172413793,0.00344827586206897,0.0275862068965517,0.141379310344828,0,0,0.0344827586206897,0,0,0.00344827586206897,0,0.00689655172413793,0.00689655172413793,0,0.0172413793103448,0.0310344827586207,0,0.00344827586206897,0.0379310344827586,0.00344827586206897,0,0,0.0482758620689655,0,0.0103448275862069,0.0103448275862069,0.00344827586206897,0.0103448275862069,0.00344827586206897,0,0,0,0
680,4528,0,0.560137457044674,0.00687285223367698,0,0.0240549828178694,0.13745704467354,0.00687285223367698,0,0.0240549828178694,0,0,0.0103092783505155,0,0,0,0,0.0206185567010309,0.0481099656357388,0,0.0103092783505155,0.0446735395189003,0.013745704467354,0,0,0.0309278350515464,0,0.0103092783505155,0.0206185567010309,0.0103092783505155,0.0103092783505155,0.00343642611683849,0,0,0.00687285223367698,0
682,4549,0.00315457413249211,0.586750788643533,0.0126182965299685,0,0.0347003154574132,0.145110410094637,0,0,0.0473186119873817,0,0,0.00315457413249211,0,0.00315457413249211,0.00315457413249211,0,0.00946372239747634,0.0189274447949527,0,0.00946372239747634,0.0441640378548896,0.0126182965299685,0,0,0.0126182965299685,0,0.0189274447949527,0.00630914826498423,0.00946372239747634,0.00946372239747634,0.00315457413249211,0,0.00315457413249211,0,0.00315457413249211
685,4581,0,0.586872586872587,0.0154440154440154,0.00386100386100386,0.0115830115830116,0.11969111969112,0,0.00386100386100386,0.0386100386100386,0,0,0.00386100386100386,0,0,0,0,0.00772200772200772,0.0540540540540541,0.00772200772200772,0.0193050193050193,0.0308880308880309,0.00772200772200772,0,0.00386100386100386,0.0193050193050193,0,0.0154440154440154,0.0115830115830116,0.00772200772200772,0.00772200772200772,0.00386100386100386,0,0.0115830115830116,0.00772200772200772,0
712,4868,0,0.640883977900553,0.00552486187845304,0.00276243093922652,0.00552486187845304,0.143646408839779,0.00276243093922652,0,0.0193370165745856,0,0,0.0138121546961326,0,0,0.00552486187845304,0,0.0193370165745856,0.0386740331491713,0,0,0.0359116022099447,0.00828729281767956,0,0,0.0276243093922652,0,0.00552486187845304,0.0138121546961326,0,0.00276243093922652,0,0,0.00828729281767956,0,0
732,5080,0.0068259385665529,0.593856655290102,0.00341296928327645,0,0.00341296928327645,0.0853242320819113,0.00341296928327645,0,0.0170648464163823,0,0,0.0136518771331058,0,0.0068259385665529,0.00341296928327645,0,0.0341296928327645,0.068259385665529,0,0.0068259385665529,0.0409556313993174,0,0,0.0068259385665529,0.0546075085324232,0,0,0.0170648464163823,0.00341296928327645,0.0102389078498294,0.0068259385665529,0,0.0136518771331058,0,0
738,5144,0,0.516129032258065,0.0032258064516129,0.0032258064516129,0.0064516129032258,0.164516129032258,0,0,0.0387096774193548,0,0,0.0032258064516129,0,0,0,0,0.0290322580645161,0.0709677419354839,0.0032258064516129,0.00967741935483871,0.0419354838709677,0.0032258064516129,0,0.0032258064516129,0.0483870967741935,0,0.0032258064516129,0.0225806451612903,0,0.0032258064516129,0.0161290322580645,0,0.00967741935483871,0,0
742,5186,0,0.637640449438202,0,0.00280898876404494,0.00561797752808989,0.115168539325843,0,0.00280898876404494,0.00842696629213483,0,0,0.00842696629213483,0,0,0.00842696629213483,0,0.0168539325842697,0.0308988764044944,0.0112359550561798,0.0140449438202247,0.0589887640449438,0.00561797752808989,0,0,0.0393258426966292,0,0.00561797752808989,0.0140449438202247,0,0.00842696629213483,0,0,0.00280898876404494,0.00280898876404494,0
743,5197,0,0.613259668508287,0.00552486187845304,0.00276243093922652,0,0.0718232044198895,0,0,0.0276243093922652,0,0.00276243093922652,0.0110497237569061,0,0.00552486187845304,0.00828729281767956,0,0.0165745856353591,0.0883977900552486,0.00276243093922652,0.0110497237569061,0.0469613259668508,0.00828729281767956,0,0.00276243093922652,0.0276243093922652,0,0.00276243093922652,0.0110497237569061,0,0.00276243093922652,0.0165745856353591,0,0.0138121546961326,0,0
747,5240,0,0.636734693877551,0.0122448979591837,0,0.0163265306122449,0.073469387755102,0.00816326530612245,0,0.00408163265306122,0,0,0.0122448979591837,0,0,0,0,0.0326530612244898,0.073469387755102,0,0.00408163265306122,0.0448979591836735,0.0163265306122449,0,0,0.0244897959183673,0,0.00408163265306122,0.00408163265306122,0.00408163265306122,0.00408163265306122,0.00408163265306122,0,0.0163265306122449,0.00408163265306122,0
748,5253,0,0.608695652173913,0.00543478260869565,0.00271739130434783,0,0.10054347826087,0,0.00271739130434783,0.0298913043478261,0,0,0.0135869565217391,0,0,0.00271739130434783,0,0.00815217391304348,0.0407608695652174,0.00543478260869565,0.00543478260869565,0.0570652173913043,0.00271739130434783,0,0.00271739130434783,0.0597826086956522,0,0.0108695652173913,0.0108695652173913,0.00271739130434783,0,0.016304347826087,0,0.00543478260869565,0.00543478260869565,0
752,5322,0,0.630081300813008,0.0040650406504065,0,0.0040650406504065,0.0894308943089431,0.008130081300813,0,0.016260162601626,0,0,0.008130081300813,0,0.0040650406504065,0,0,0.0203252032520325,0.073170731707317,0,0.008130081300813,0.0284552845528455,0,0,0,0.0609756097560976,0,0.0203252032520325,0.008130081300813,0.0040650406504065,0,0.0040650406504065,0,0.008130081300813,0,0
