"sample.depths","sample.ages","Myrica.Comptonia.peregrina","Pinus","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex.Nemopanthus","Juglans","Larix","Liquidambar","Ostrya.Carpinus","Picea","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitaceae","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodiaceae","Cyperaceae","Plantago","Poaceae","Rosaceae","Rumex"
0,-33,0.00392156862745098,0.298039215686275,0.0117647058823529,0.0352941176470588,0.0235294117647059,0.333333333333333,0,0,0.0156862745098039,0,0,0.00784313725490196,0,0,0,0,0.0196078431372549,0.0196078431372549,0.00392156862745098,0,0.0431372549019608,0,0.00392156862745098,0.137254901960784,0.00392156862745098,0,0.0117647058823529,0.00784313725490196,0,0.00392156862745098,0,0,0.0156862745098039,0,0
13,39,0,0.348275862068965,0.00344827586206897,0.0379310344827586,0.0241379310344828,0.220689655172414,0,0,0.0241379310344828,0,0,0.00689655172413793,0,0,0,0,0.0206896551724138,0,0,0,0.0413793103448276,0.00344827586206897,0.00689655172413793,0.2,0.0172413793103448,0.00344827586206897,0.0172413793103448,0.00344827586206897,0.00689655172413793,0.0103448275862069,0,0,0.00344827586206897,0,0
14,44,0,0.347578347578348,0.00854700854700855,0.037037037037037,0.00854700854700855,0.227920227920228,0,0,0.0142450142450142,0,0,0.00284900284900285,0,0,0,0,0.0113960113960114,0.0056980056980057,0.0056980056980057,0.00284900284900285,0.056980056980057,0,0,0.213675213675214,0.0227920227920228,0,0.0056980056980057,0.00854700854700855,0.00284900284900285,0.00284900284900285,0.00854700854700855,0,0.0056980056980057,0,0
15,50,0,0.384615384615385,0.00320512820512821,0.0384615384615385,0.016025641025641,0.243589743589744,0,0,0.0192307692307692,0,0.00641025641025641,0.00320512820512821,0,0,0,0,0.00641025641025641,0.00641025641025641,0.00320512820512821,0,0.0384615384615385,0,0.00320512820512821,0.182692307692308,0.00641025641025641,0,0.0192307692307692,0.00320512820512821,0,0.00961538461538462,0,0,0.00641025641025641,0,0
16,55,0,0.376093294460641,0.00291545189504373,0.0408163265306122,0.0204081632653061,0.268221574344023,0,0,0.00291545189504373,0,0.00291545189504373,0.0116618075801749,0,0,0,0,0.0233236151603499,0.0174927113702624,0.00583090379008746,0.00583090379008746,0.0553935860058309,0.00291545189504373,0,0.134110787172012,0.0145772594752187,0.00291545189504373,0.00291545189504373,0.00291545189504373,0,0.00291545189504373,0,0.00291545189504373,0,0,0
17,61,0,0.409785932721713,0.00305810397553517,0.0214067278287462,0.018348623853211,0.250764525993884,0,0,0.0152905198776758,0,0,0.00305810397553517,0,0,0,0,0.00611620795107034,0.0122324159021407,0,0,0.0611620795107034,0.00305810397553517,0.00611620795107034,0.155963302752294,0.0091743119266055,0,0,0.0091743119266055,0,0.0091743119266055,0.00305810397553517,0,0.00305810397553517,0,0
18,66,0,0.361757105943152,0,0.041343669250646,0.0155038759689922,0.24031007751938,0,0,0.0335917312661499,0,0,0.00258397932816537,0,0.00516795865633075,0,0,0.00775193798449612,0,0.00258397932816537,0.00258397932816537,0.082687338501292,0,0.00258397932816537,0.167958656330749,0.0103359173126615,0,0.00775193798449612,0.00775193798449612,0.00258397932816537,0.00258397932816537,0,0,0.00258397932816537,0,0
19,72,0,0.379310344827586,0.00862068965517241,0.0431034482758621,0.028735632183908,0.198275862068966,0,0,0.0172413793103448,0,0,0.0114942528735632,0,0,0,0,0.00574712643678161,0.00574712643678161,0.00574712643678161,0.0114942528735632,0.0977011494252874,0.0028735632183908,0.0028735632183908,0.129310344827586,0.0172413793103448,0,0.00574712643678161,0.0201149425287356,0.00574712643678161,0.0028735632183908,0,0,0,0,0
21,83,0,0.441717791411043,0.00920245398773006,0.0245398773006135,0.0122699386503067,0.254601226993865,0,0,0.0122699386503067,0,0,0.00613496932515337,0,0,0.00613496932515337,0,0.0153374233128834,0.0153374233128834,0.00306748466257669,0,0.0184049079754601,0,0,0.128834355828221,0.0184049079754601,0,0.00920245398773006,0.00613496932515337,0.00613496932515337,0.00613496932515337,0.00306748466257669,0,0.00306748466257669,0,0
22,88,0,0.475083056478405,0.00664451827242525,0.0166112956810631,0.0299003322259136,0.225913621262458,0,0,0.0166112956810631,0,0,0.00332225913621262,0,0.00332225913621262,0,0,0.0199335548172757,0.0166112956810631,0,0.00332225913621262,0.0431893687707641,0,0,0.106312292358804,0.00664451827242525,0,0.00332225913621262,0.0132890365448505,0,0.00332225913621262,0,0,0.00664451827242525,0,0
