"depth","best.age","min.age","max.age"
1,-5,-14,5
10,266,244,289
15,417,384,450
20,567,524,611
30,868,804,933
40,1169,1084,1256
50,1470,1364,1579
60,1771,1644,1903
70,2072,1924,2226
75,2222,2063,2387
80,2373,2203,2548
85,2523,2343,2710
95,2824,2622,3032
100,2975,2763,3195
105,3098,2905,3289
115,3291,3072,3487
120,3395,3195,3580
125,3500,3312,3678
135,3709,3526,3895
145,3918,3716,4146
150,4023,3809,4297
155,4128,3895,4445
160,4232,3974,4594
170,4445,4163,4840
180,4669,4453,4972
190,4892,4717,5088
200,5116,4943,5270
210,5339,5057,5441
220,5550,5280,5648
240,5965,5753,6059
260,6381,6214,6481
280,6797,6702,6897
300,7212,7119,7316
320,7628,7525,7744
340,NA,NA,NA
360,NA,NA,NA
380,NA,NA,NA
400,NA,NA,NA
420,NA,NA,NA
