"depth","best.age","min.age","max.age"
191,NA,NA,NA
196,NA,NA,NA
206,NA,NA,NA
216,NA,NA,NA
226,NA,NA,NA
231,1188,1038,1333
236,1257,1111,1400
246,1396,1255,1534
256,1535,1398,1669
266,1673,1540,1804
276,1812,1682,1941
286,1951,1824,2078
296,2090,1965,2216
306,2228,2106,2355
316,2367,2245,2493
326,2506,2384,2632
336,2644,2522,2772
346,2783,2658,2910
356,2922,2796,3051
366,3061,2931,3190
376,3199,3067,3331
386,3338,3202,3472
396,3477,3337,3614
406,3615,3472,3756
416,3754,3604,3897
426,3893,3737,4040
436,4032,3868,4182
446,4170,3993,4326
456,4309,4118,4471
466,4448,4246,4616
476,4586,4375,4761
486,4743,4531,4918
496,4922,4719,5090
506,5101,4908,5264
516,5280,5099,5436
526,5458,5293,5609
536,5637,5479,5784
546,5816,5664,5959
556,5995,5849,6135
566,6174,6033,6311
576,6352,6215,6487
586,6531,6398,6665
596,6710,6578,6842
606,6889,6758,7020
616,7068,6937,7198
626,7246,7116,7376
636,7425,7293,7554
646,7604,7470,7732
656,7783,7646,7911
666,7962,7822,8091
676,8140,7996,8270
686,8319,8171,8451
696,8498,8323,8632
706,8677,8488,8812
716,8856,8643,8992
726,9034,8805,9173
731,9124,8888,9264
736,9213,8972,9355
741,9303,9057,9447
746,9392,9142,9539
756,10000,9838,10154
766,10631,10410,10851
776,11262,10943,11582
786,NA,NA,NA
796,NA,NA,NA
807,NA,NA,NA
818,NA,NA,NA
829,NA,NA,NA
840,NA,NA,NA
851,NA,NA,NA
862,NA,NA,NA
873,NA,NA,NA
884,NA,NA,NA
895,NA,NA,NA
906,NA,NA,NA
