"depth","best.age","min.age","max.age"
0,0,-2,3
5,91,76,104
10,181,152,208
20,363,302,416
25,453,378,520
30,544,454,625
40,725,605,834
50,1025,902,1140
60,1443,1328,1558
70,1861,1741,1996
75,2070,1943,2220
80,2279,2144,2447
90,2698,2540,2907
100,3037,2876,3252
110,3299,3154,3480
120,3560,3426,3715
125,3691,3559,3836
130,3822,3692,3959
140,4083,3952,4218
150,4344,4200,4490
160,4606,4436,4770
170,4775,4632,4918
175,4860,4710,5011
180,4945,4776,5116
190,5114,4886,5350
195,5199,4934,5473
200,5214,4964,5477
205,5230,4992,5480
210,5246,5018,5483
220,5278,5071,5493
225,5294,5096,5499
230,5310,5121,5508
240,5341,5167,5527
245,5357,5188,5536
250,5373,5208,5546
255,5389,5226,5557
260,5405,5242,5568
270,5436,5272,5597
275,5452,5285,5616
280,5468,5296,5639
290,NA,NA,NA
295,NA,NA,NA
300,NA,NA,NA
