"depth","best.age","min.age","max.age"
0,0,-2,3
50,441,287,599
99,911,629,1200
150,1833,1576,2103
200,2764,2343,3196
250,3937,3613,4256
300,5107,4654,5552
350,6251,5920,6566
375,6823,6434,7169
400,7461,7007,7855
425,8365,7969,8736
450,9268,8826,9725
465,9810,9304,10347
480,10352,9761,10979
485,10533,9909,11190
487,10605,9969,11276
488,10642,9998,11318
489,10678,10027,11360
490,10714,10057,11403
492,10786,10116,11489
493,10822,10146,11533
495,10895,10205,11619
497,11246,10674,11852
498,11469,10963,12004
500,11914,11461,12346
502,12359,11881,12837
504,NA,NA,NA
505,NA,NA,NA
507,NA,NA,NA
508,NA,NA,NA
511,NA,NA,NA
512,NA,NA,NA
515,NA,NA,NA
517,NA,NA,NA
518,NA,NA,NA
519,NA,NA,NA
520,NA,NA,NA
522,NA,NA,NA
523,NA,NA,NA
525,NA,NA,NA
527,NA,NA,NA
529,NA,NA,NA
531,NA,NA,NA
532,NA,NA,NA
533,NA,NA,NA
536,NA,NA,NA
538,NA,NA,NA
539,NA,NA,NA
544,NA,NA,NA
547,NA,NA,NA
550,NA,NA,NA
552,NA,NA,NA
555,NA,NA,NA
556,NA,NA,NA
558,NA,NA,NA
561,NA,NA,NA
565,NA,NA,NA
