"sample.depths","sample.ages","Abies","Acer.saccharum.type","Ambrosia.type","Artemisia","Betula","Carya","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Tilia","Tsuga","Ulmus","Alnus","Myrica","Poaceae","Asteraceae.subf..Asteroideae.undiff.","Populus","Amaranthaceae","Salix","Acer.rubrum","Herbs.undiff.","Juglans.nigra","Aquifoliaceae","Ephedra"
49.5,2587,0.00952380952380952,0.026984126984127,0.00634920634920635,0,0.422222222222222,0.00476190476190476,0.00317460317460317,0.00793650793650794,0.00158730158730159,0.0222222222222222,0.00634920634920635,0.00317460317460317,0,0.00476190476190476,0.0238095238095238,0.0222222222222222,0.00952380952380952,0.0523809523809524,0.223809523809524,0.00158730158730159,0.0396825396825397,0,0.0714285714285714,0.0142857142857143,0.019047619047619,0,0.00317460317460317,0,0,0,0,0,0,0,0,0
55.5,2855,0.00324675324675325,0.012987012987013,0.012987012987013,0.00162337662337662,0.535714285714286,0,0,0.012987012987013,0.00162337662337662,0.012987012987013,0,0.00324675324675325,0,0,0.00324675324675325,0.0178571428571429,0.00811688311688312,0.0405844155844156,0.224025974025974,0.00162337662337662,0.0487012987012987,0,0.0308441558441558,0.0146103896103896,0.0064935064935065,0,0,0.00162337662337662,0,0.00162337662337662,0.00162337662337662,0,0.00162337662337662,0,0,0
59.5,3130,0.00940438871473354,0.0109717868338558,0.00626959247648903,0.00313479623824451,0.561128526645768,0,0.00313479623824451,0,0.00156739811912226,0.00783699059561128,0,0.00156739811912226,0,0.00313479623824451,0.0203761755485893,0.0156739811912226,0.00940438871473354,0.0470219435736677,0.170846394984326,0,0.0454545454545455,0.00156739811912226,0.0282131661442006,0.0203761755485893,0.0250783699059561,0,0.00156739811912226,0,0,0.00313479623824451,0.00313479623824451,0,0,0,0,0
65.5,3543,0.0113636363636364,0.0142045454545455,0.00710227272727273,0.00568181818181818,0.453125,0,0.00568181818181818,0.0142045454545455,0.00284090909090909,0.0255681818181818,0.00142045454545455,0.00426136363636364,0,0.00284090909090909,0.0127840909090909,0.0170454545454545,0.00852272727272727,0.0369318181818182,0.241477272727273,0,0.0511363636363636,0.00284090909090909,0.0539772727272727,0.00994318181818182,0.0142045454545455,0,0.00142045454545455,0,0,0.00142045454545455,0,0,0,0,0,0
69.5,3818,0.0071301247771836,0.017825311942959,0.0142602495543672,0.0035650623885918,0.415329768270945,0.0053475935828877,0.0053475935828877,0.0196078431372549,0.0035650623885918,0.0089126559714795,0,0.0035650623885918,0.0017825311942959,0.0017825311942959,0.0142602495543672,0.0160427807486631,0.0089126559714795,0.0392156862745098,0.270944741532977,0.0017825311942959,0.0819964349376114,0,0.0249554367201426,0.017825311942959,0.0142602495543672,0,0,0,0,0,0,0.0017825311942959,0,0,0,0
74.5,4163,0.00525624178712221,0.011826544021025,0.00525624178712221,0.00919842312746386,0.362680683311432,0,0.0026281208935611,0.00131406044678055,0.00657030223390276,0.00525624178712221,0.00131406044678055,0.00525624178712221,0,0.0026281208935611,0.0170827858081472,0.0144546649145861,0.00525624178712221,0.0407358738501971,0.300919842312746,0,0.124835742444152,0,0.0289093298291721,0.0157687253613666,0.0210249671484888,0,0.0026281208935611,0.00394218134034166,0,0.0026281208935611,0,0.0026281208935611,0,0,0,0
79.5,4507,0.00501672240802676,0.0183946488294314,0.0117056856187291,0.0100334448160535,0.473244147157191,0.00167224080267559,0.00836120401337793,0.0183946488294314,0.00501672240802676,0.00334448160535117,0.00334448160535117,0.00167224080267559,0,0.00836120401337793,0.0133779264214047,0.0117056856187291,0.00668896321070234,0.0301003344481605,0.217391304347826,0,0.100334448160535,0,0.0117056856187291,0.0100334448160535,0.0267558528428094,0,0.00167224080267559,0,0,0,0.00167224080267559,0,0,0,0,0
84.5,4625,0.0115236875800256,0.0204865556978233,0.0089628681177977,0.0089628681177977,0.172855313700384,0,0.00128040973111396,0.00128040973111396,0.00768245838668374,0.00640204865556978,0.00256081946222791,0.00256081946222791,0.00128040973111396,0.00256081946222791,0.030729833546735,0.00640204865556978,0.00768245838668374,0.0845070422535211,0.326504481434059,0.00128040973111396,0.138284250960307,0,0.0934699103713188,0.0268886043533931,0.0243277848911652,0,0.00384122919334187,0.00128040973111396,0,0.00256081946222791,0.00128040973111396,0.00128040973111396,0.00128040973111396,0,0,0
89.5,4719,0.00477707006369427,0.0127388535031847,0.0143312101910828,0.00796178343949045,0.224522292993631,0,0.00477707006369427,0.00955414012738853,0.00318471337579618,0.00477707006369427,0.00477707006369427,0.00796178343949045,0.00159235668789809,0.00796178343949045,0.035031847133758,0.00955414012738853,0.00796178343949045,0.0589171974522293,0.367834394904459,0.00159235668789809,0.114649681528662,0,0.036624203821656,0.00955414012738853,0.0318471337579618,0,0.00796178343949045,0,0,0.00636942675159236,0.00159235668789809,0.00159235668789809,0,0,0,0
94.5,5225,0.00534045393858478,0.0146862483311081,0.0133511348464619,0.00801068090787717,0.0720961281708945,0.00133511348464619,0.00267022696929239,0.00267022696929239,0.00133511348464619,0,0.00133511348464619,0.00267022696929239,0,0.00133511348464619,0.0267022696929239,0.00934579439252336,0.0106809078771696,0.0707610146862483,0.468624833110814,0,0.0600801068090788,0.00133511348464619,0.184245660881175,0.0133511348464619,0.0240320427236315,0,0.00133511348464619,0.00133511348464619,0,0.00133511348464619,0,0,0,0,0,0
99.5,5730,0.0100286532951289,0.0100286532951289,0.0128939828080229,0.00286532951289398,0.0472779369627507,0,0.00429799426934097,0.0128939828080229,0.00143266475644699,0,0,0.00286532951289398,0,0.00859598853868195,0.0229226361031519,0.0128939828080229,0.0200573065902579,0.117478510028653,0.511461318051576,0,0.0888252148997135,0,0.0830945558739255,0.00716332378223496,0.0157593123209169,0,0.00286532951289398,0,0,0.00143266475644699,0.00143266475644699,0.00143266475644699,0,0,0,0
104.5,6236,0.00503524672708963,0.0080563947633434,0.0120845921450151,0.00503524672708963,0.068479355488419,0.00100704934541793,0.00201409869083585,0,0.00503524672708963,0,0,0.00302114803625378,0,0.00302114803625378,0.0181268882175227,0.0161127895266868,0.0211480362537764,0.11178247734139,0.641490433031219,0.00302114803625378,0.0362537764350453,0.00100704934541793,0.0151057401812689,0.0120845921450151,0.00503524672708963,0,0.00100704934541793,0.00201409869083585,0,0.00201409869083585,0.00100704934541793,0,0,0,0,0
109.5,6742,0.00498753117206983,0.00748129675810474,0.00623441396508728,0.00498753117206983,0.0523690773067332,0,0.00124688279301746,0.00374064837905237,0.00124688279301746,0,0,0.00374064837905237,0.00124688279301746,0,0.013715710723192,0.00997506234413965,0.029925187032419,0.108478802992519,0.649625935162095,0.00498753117206983,0.0598503740648379,0,0.00124688279301746,0.0224438902743142,0.00748129675810474,0,0.00124688279301746,0,0,0.00249376558603491,0,0,0.00124688279301746,0,0,0
114.5,7296,0.00491400491400491,0.00982800982800983,0.00982800982800983,0.00737100737100737,0.058968058968059,0.00245700245700246,0,0,0.00737100737100737,0.00122850122850123,0.00368550368550369,0.00614250614250614,0.00122850122850123,0,0.0233415233415233,0.00368550368550369,0.00614250614250614,0.15970515970516,0.583538083538084,0.00245700245700246,0.0601965601965602,0,0.00614250614250614,0.0257985257985258,0.0085995085995086,0,0.00368550368550369,0,0,0.00122850122850123,0.00122850122850123,0,0,0.00122850122850123,0,0
119.5,7964,0.00158982511923688,0.00476947535771065,0.0158982511923688,0.00476947535771065,0.0476947535771065,0,0.00158982511923688,0.00317965023847377,0.00794912559618442,0,0,0.00158982511923688,0.00158982511923688,0,0.0190779014308426,0.0127186009538951,0.0174880763116057,0.0699523052464229,0.713831478537361,0,0.0349761526232114,0.00158982511923688,0.00317965023847377,0.0206677265500795,0.00794912559618442,0,0.00317965023847377,0,0,0.00158982511923688,0.00158982511923688,0.00158982511923688,0,0,0,0
124.5,8632,0.00816326530612245,0,0.00816326530612245,0.00272108843537415,0.0503401360544218,0.00136054421768707,0.00272108843537415,0.00136054421768707,0.00272108843537415,0,0,0.00408163265306122,0.00136054421768707,0.0054421768707483,0.0204081632653061,0.0149659863945578,0.107482993197279,0.0408163265306122,0.669387755102041,0,0.0299319727891156,0,0,0.0108843537414966,0.0108843537414966,0,0.00136054421768707,0,0,0.00136054421768707,0.00272108843537415,0,0,0.00136054421768707,0,0
129.5,9299,0.00826446280991736,0.00826446280991736,0.00661157024793388,0.00330578512396694,0.0247933884297521,0.00495867768595041,0.00165289256198347,0.00495867768595041,0.00165289256198347,0.00165289256198347,0,0.00661157024793388,0,0.00165289256198347,0.00495867768595041,0.0198347107438017,0.137190082644628,0.0148760330578512,0.694214876033058,0.00165289256198347,0.031404958677686,0,0,0.00661157024793388,0.00991735537190083,0,0,0,0,0.00330578512396694,0.00165289256198347,0,0,0,0,0
134.5,9816,0.00839454354669465,0.00104931794333683,0.00629590766002099,0.00524658971668416,0.0178384050367261,0,0.00209863588667366,0.00104931794333683,0.00104931794333683,0,0,0,0,0.00104931794333683,0.00314795383001049,0.0272822665267576,0.122770199370409,0.00944386149003148,0.762854144805876,0,0.012591815320042,0,0,0.00734522560335782,0.00209863588667366,0,0.00209863588667366,0.00209863588667366,0,0.00209863588667366,0.00104931794333683,0,0,0,0,0.00104931794333683
139.5,10106,0.00828402366863905,0,0.00355029585798817,0.00236686390532544,0.00473372781065089,0,0.00118343195266272,0,0.00828402366863905,0,0,0,0,0,0,0.0343195266272189,0.150295857988166,0.00118343195266272,0.777514792899408,0,0.00355029585798817,0,0,0.00236686390532544,0.00118343195266272,0,0,0,0,0.00118343195266272,0,0,0,0,0,0
