"sample.depths","sample.ages","Artemisia","Betula","Cyperaceae","Fabaceae.undiff.","Ostrya.Carpinus","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Poaceae","Pinus.strobus","Tsuga.canadensis","Pinus.banksiana.P..resinosa","Carya","Corylus","Fraxinus.nigra.type","Larix","Tilia","Acer.saccharum","Chenopodium.type","Acer.rubrum","Cupressaceae","Juglans.cinerea","Xanthium","Iva.annua","Brassicaceae","Celtis","Polygonum.lapathifolium.type","Humulus.Cannabis.sativa","Rosaceae","Fraxinus.pennsylvanica.type","Asteraceae.subf..Cichorioideae","Apiaceae","Amorpha.canescens","cf..Lysimachia.thyrsiflora","Urtica.type","Vitis","Rubiaceae","cf..Cephalanthus","Juglans.nigra","Morus","Populus.balsamifera.type","Abies","Acer.saccharinum","Dalea.purpurea","Platanus","Zanthoxylum","Laportea.type","Rumex","Impatiens.capensis","Euphorbia","Iva.xanthifolia","Plantago","Acer.spicatum","Ranunculaceae","Ephedra","Tidestromia","cf..Sambucus","Lycopus.type","cf..Ceanothus","Myrica.gale"
1160,NA,0.0189393939393939,0.0416666666666667,0.0416666666666667,0.00378787878787879,0.0113636363636364,0.00378787878787879,0.193181818181818,0.0416666666666667,0.109848484848485,0.0113636363636364,0.00757575757575758,0.0113636363636364,0.053030303030303,0.0151515151515152,0.284090909090909,0.0984848484848485,0.00378787878787879,0.0492424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,6387,0.0289855072463768,0.0326086956521739,0.0507246376811594,0,0.0181159420289855,0,0.242753623188406,0.0217391304347826,0.072463768115942,0.0326086956521739,0.0108695652173913,0.0036231884057971,0.0289855072463768,0.0253623188405797,0.126811594202899,0.217391304347826,0,0.036231884057971,0.0036231884057971,0.0036231884057971,0.0181159420289855,0.0036231884057971,0.0036231884057971,0.0036231884057971,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,6444,0.0305343511450382,0.0458015267175573,0.0572519083969466,0,0.0190839694656489,0.00381679389312977,0.16412213740458,0.0343511450381679,0.0916030534351145,0.0152671755725191,0.0190839694656489,0.00381679389312977,0.0763358778625954,0.0190839694656489,0.122137404580153,0.17175572519084,0,0.0610687022900763,0,0,0.0190839694656489,0.00381679389312977,0.00381679389312977,0,0.0152671755725191,0.00381679389312977,0.00381679389312977,0.00381679389312977,0.00381679389312977,0.00381679389312977,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,6531,0.0313725490196078,0.0549019607843137,0.0392156862745098,0,0.00784313725490196,0.00392156862745098,0.184313725490196,0.0666666666666667,0.12156862745098,0.0235294117647059,0.0196078431372549,0.0235294117647059,0.0901960784313725,0.0352941176470588,0.117647058823529,0.0784313725490196,0,0.0509803921568627,0,0.00392156862745098,0.00784313725490196,0,0,0.0156862745098039,0.00784313725490196,0,0,0,0,0,0,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,6588,0.0303030303030303,0.0346320346320346,0.0692640692640693,0,0.025974025974026,0.00865800865800866,0.307359307359307,0.038961038961039,0.0735930735930736,0.00865800865800866,0.0216450216450216,0.0173160173160173,0.0173160173160173,0.012987012987013,0.151515151515152,0.0995670995670996,0,0.0303030303030303,0,0.00865800865800866,0,0,0,0,0.00865800865800866,0,0,0.00865800865800866,0,0,0,0,0,0,0,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.00865800865800866,0.00432900432900433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,6675,0.0223880597014925,0.0298507462686567,0.0323383084577114,0,0.0099502487562189,0,0.211442786069652,0.0373134328358209,0.0920398009950249,0.0124378109452736,0.0199004975124378,0.0124378109452736,0.0447761194029851,0.0149253731343284,0.22636815920398,0.146766169154229,0,0.0447761194029851,0,0.00497512437810945,0.0124378109452736,0.00248756218905473,0,0.00248756218905473,0.0124378109452736,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,6733,0.0185185185185185,0.0502645502645503,0.0714285714285714,0,0.0185185185185185,0.00264550264550265,0.21957671957672,0.0343915343915344,0.116402116402116,0.00793650793650794,0.0317460317460317,0.0211640211640212,0.0264550264550265,0.0264550264550265,0.08994708994709,0.153439153439153,0,0.037037037037037,0,0.00264550264550265,0.0132275132275132,0.00529100529100529,0.00264550264550265,0.00264550264550265,0.0185185185185185,0,0.00793650793650794,0,0,0.00264550264550265,0,0.00264550264550265,0,0,0.00529100529100529,0,0,0,0.0105820105820106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,6819,0.0316622691292876,0.0765171503957784,0.0554089709762533,0,0.0184696569920844,0.00263852242744063,0.179419525065963,0.0686015831134565,0.0923482849604222,0.0316622691292876,0.0184696569920844,0.0158311345646438,0.0527704485488127,0.0237467018469657,0.0659630606860158,0.16622691292876,0.00263852242744063,0.0395778364116095,0.00263852242744063,0,0.0184696569920844,0.00527704485488127,0,0.00263852242744063,0.00527704485488127,0,0.00527704485488127,0.00263852242744063,0,0.00263852242744063,0.00263852242744063,0,0,0,0,0,0,0,0,0,0.00263852242744063,0.00263852242744063,0.00263852242744063,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,6877,0.0635593220338983,0.038135593220339,0.0127118644067797,0,0.0593220338983051,0,0.139830508474576,0.038135593220339,0.169491525423729,0.00423728813559322,0.00847457627118644,0.0211864406779661,0.0466101694915254,0.0169491525423729,0.0508474576271186,0.228813559322034,0,0.038135593220339,0,0.00423728813559322,0.0169491525423729,0.00847457627118644,0,0.00847457627118644,0.00847457627118644,0,0.00423728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423728813559322,0.00423728813559322,0.00423728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,6963,0.0213675213675214,0.11965811965812,0.0384615384615385,0,0.0213675213675214,0,0.0726495726495727,0.0555555555555556,0.11965811965812,0,0.00854700854700855,0.0512820512820513,0.123931623931624,0.0299145299145299,0.0683760683760684,0.14957264957265,0,0.0170940170940171,0,0.00427350427350427,0.0256410256410256,0.00427350427350427,0.00427350427350427,0,0.0128205128205128,0,0.0256410256410256,0,0,0,0.00854700854700855,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0.00427350427350427,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
