"sample.depths","sample.ages","Artemisia","Betula","Cyperaceae","Fabaceae.undiff.","Ostrya.Carpinus","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Poaceae","Pinus.strobus","Tsuga.canadensis","Pinus.banksiana.P..resinosa","Carya","Corylus","Fraxinus.nigra.type","Larix","Tilia","Acer.saccharum","Chenopodium.type","Acer.rubrum","Cupressaceae","Juglans.cinerea","Xanthium","Iva.annua","Brassicaceae","Celtis","Polygonum.lapathifolium.type","Humulus.Cannabis.sativa","Rosaceae","Fraxinus.pennsylvanica.type","Asteraceae.subf..Cichorioideae","Apiaceae","Amorpha.canescens","cf..Lysimachia.thyrsiflora","Urtica.type","Vitis","Rubiaceae","cf..Cephalanthus","Juglans.nigra","Morus","Populus.balsamifera.type","Abies","Acer.saccharinum","Dalea.purpurea","Platanus","Zanthoxylum","Laportea.type","Rumex","Impatiens.capensis","Euphorbia","Iva.xanthifolia","Plantago","Acer.spicatum","Ranunculaceae","Ephedra","Tidestromia","cf..Sambucus","Lycopus.type","cf..Ceanothus","Myrica.gale"
1210,7021,0.0305343511450382,0.0687022900763359,0.0419847328244275,0,0.049618320610687,0.00381679389312977,0.183206106870229,0.0267175572519084,0.16412213740458,0.0114503816793893,0.0114503816793893,0.0381679389312977,0.0458015267175573,0.0152671755725191,0.0419847328244275,0.122137404580153,0,0.0267175572519084,0,0.0152671755725191,0.0458015267175573,0,0,0,0.049618320610687,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,7064,0.0126582278481013,0.0675105485232067,0.0210970464135021,0,0.0590717299578059,0,0.0886075949367089,0.0253164556962025,0.194092827004219,0.00843881856540084,0.0126582278481013,0.0379746835443038,0.0886075949367089,0.0210970464135021,0.0421940928270042,0.227848101265823,0,0.0253164556962025,0,0.00843881856540084,0.0210970464135021,0,0,0,0.029535864978903,0,0.00421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,7108,0.0289256198347107,0.0826446280991736,0.0289256198347107,0,0.0702479338842975,0,0.132231404958678,0.0206611570247934,0.21900826446281,0.00826446280991736,0.0165289256198347,0.0247933884297521,0.0619834710743802,0.0247933884297521,0.0289256198347107,0.169421487603306,0,0.0330578512396694,0,0.00826446280991736,0.0206611570247934,0,0,0.00413223140495868,0.012396694214876,0,0,0,0,0.00413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,7165,0.0235294117647059,0.105882352941176,0.0470588235294118,0,0.0431372549019608,0.00392156862745098,0.109803921568627,0.0431372549019608,0.184313725490196,0.0156862745098039,0.0117647058823529,0.0352941176470588,0.0666666666666667,0.0509803921568627,0.0588235294117647,0.0588235294117647,0,0.0549019607843137,0,0.00784313725490196,0.0235294117647059,0,0,0,0.0117647058823529,0,0,0.00392156862745098,0,0.00784313725490196,0,0,0,0,0,0,0,0.00392156862745098,0.00392156862745098,0,0,0,0,0,0.00392156862745098,0.00392156862745098,0,0.00392156862745098,0.00392156862745098,0,0.00392156862745098,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,7208,0.0489130434782609,0.103260869565217,0.0271739130434783,0,0.0271739130434783,0.00543478260869565,0.0815217391304348,0.0706521739130435,0.298913043478261,0.016304347826087,0.00543478260869565,0.0217391304347826,0.0706521739130435,0.0543478260869565,0.0434782608695652,0.0271739130434783,0,0.0434782608695652,0,0.00543478260869565,0.0108695652173913,0,0,0,0.016304347826087,0,0,0,0,0,0.00543478260869565,0,0,0,0,0,0,0.00543478260869565,0.00543478260869565,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,7252,0.0583333333333333,0.0333333333333333,0.0416666666666667,0,0.0291666666666667,0.00416666666666667,0.170833333333333,0.0416666666666667,0.1875,0.0333333333333333,0.0125,0.0125,0.108333333333333,0.0375,0.0583333333333333,0.0625,0,0.0375,0,0.00416666666666667,0,0,0,0,0.025,0,0.0208333333333333,0,0,0.00833333333333333,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,7309,0.0555555555555556,0.0454545454545455,0.0353535353535354,0,0.0353535353535354,0,0.106060606060606,0.0303030303030303,0.181818181818182,0.0151515151515152,0.0252525252525253,0.0707070707070707,0.0858585858585859,0.0454545454545455,0.0606060606060606,0.0808080808080808,0,0.0505050505050505,0,0.0303030303030303,0.00505050505050505,0,0,0.0101010101010101,0.0101010101010101,0,0,0,0,0.0101010101010101,0,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0,0,0,0,0
1233,7353,0.016,0.048,0.056,0,0.032,0.004,0.108,0.012,0.328,0.02,0.008,0.044,0.068,0.028,0.076,0.04,0,0.04,0.004,0.024,0,0.004,0.004,0,0.008,0.004,0,0,0,0.008,0,0,0,0,0,0,0,0,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0.004,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
1236,7396,0.0299625468164794,0.0674157303370786,0.0262172284644195,0,0.00749063670411985,0,0.127340823970037,0.0187265917602996,0.359550561797753,0,0.00374531835205993,0.0112359550561798,0.0599250936329588,0.0299625468164794,0.048689138576779,0.0561797752808989,0,0.097378277153558,0.00374531835205993,0.0299625468164794,0.0112359550561798,0,0,0,0.00749063670411985,0,0,0,0,0,0.00374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,7454,0.0199115044247788,0.0907079646017699,0.0442477876106195,0,0.00663716814159292,0.00442477876106195,0.148230088495575,0.0951327433628319,0.274336283185841,0.0088495575221239,0.0132743362831858,0.0132743362831858,0.0663716814159292,0.0530973451327434,0.0508849557522124,0.0132743362831858,0,0.0243362831858407,0,0.0243362831858407,0.0154867256637168,0.00221238938053097,0,0,0.0132743362831858,0,0.00663716814159292,0,0,0.00442477876106195,0,0,0,0,0,0,0,0,0.00221238938053097,0,0,0.00221238938053097,0,0,0,0,0,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,7497,0.0447154471544715,0.048780487804878,0.024390243902439,0,0.008130081300813,0.016260162601626,0.207317073170732,0.0528455284552846,0.178861788617886,0.0121951219512195,0.032520325203252,0.0121951219512195,0.0528455284552846,0.0447154471544715,0.073170731707317,0.0284552845528455,0,0.065040650406504,0,0.016260162601626,0.008130081300813,0.0040650406504065,0,0.0040650406504065,0.032520325203252,0,0.008130081300813,0,0,0.008130081300813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,0.0040650406504065,0.0040650406504065,0,0,0,0,0,0,0,0
1253,7641,0.043859649122807,0.087719298245614,0.0614035087719298,0,0.0043859649122807,0.0043859649122807,0.184210526315789,0.0614035087719298,0.105263157894737,0.0263157894736842,0.0131578947368421,0.0131578947368421,0.0964912280701754,0.043859649122807,0.0921052631578947,0.0350877192982456,0,0.043859649122807,0,0.0043859649122807,0.0175438596491228,0.0087719298245614,0,0.0043859649122807,0.0219298245614035,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0.0043859649122807,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043859649122807,0,0,0,0.0043859649122807,0,0,0,0,0,0,0
1256,7684,0.0441176470588235,0.0245098039215686,0.0392156862745098,0,0.0196078431372549,0.00980392156862745,0.205882352941176,0.0441176470588235,0.0931372549019608,0.0196078431372549,0.00980392156862745,0.0196078431372549,0.107843137254902,0.0196078431372549,0.166666666666667,0.00980392156862745,0,0.0931372549019608,0.00980392156862745,0.0147058823529412,0.0147058823529412,0,0.00490196078431373,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,7742,0.0495689655172414,0.0237068965517241,0.0625,0,0.00862068965517241,0.00646551724137931,0.241379310344828,0.0474137931034483,0.0560344827586207,0.021551724137931,0.021551724137931,0.021551724137931,0.0862068965517241,0.040948275862069,0.0969827586206897,0.0150862068965517,0,0.125,0.00431034482758621,0.00431034482758621,0.00646551724137931,0,0,0.0021551724137931,0.0323275862068966,0,0,0,0,0.0021551724137931,0.0021551724137931,0,0,0,0.0021551724137931,0,0,0.0021551724137931,0.0021551724137931,0,0,0,0,0,0,0.0021551724137931,0,0.00646551724137931,0,0,0.0021551724137931,0,0,0,0,0,0,0,0,0.0021551724137931,0.0021551724137931,0,0,0,0,0
1263,7785,0.076555023923445,0.0287081339712919,0.0478468899521531,0,0.00478468899521531,0.00956937799043062,0.210526315789474,0.0717703349282297,0.0334928229665072,0.0382775119617225,0.0287081339712919,0.0382775119617225,0.090909090909091,0.0382775119617225,0.105263157894737,0.00956937799043062,0,0.114832535885167,0,0,0.00478468899521531,0,0.00478468899521531,0,0.0334928229665072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0
1266,7828,0.0246913580246914,0.0123456790123457,0.0329218106995885,0,0.0123456790123457,0.00823045267489712,0.312757201646091,0.0617283950617284,0.0246913580246914,0.037037037037037,0.00823045267489712,0.0123456790123457,0.0329218106995885,0.0205761316872428,0.189300411522634,0.037037037037037,0,0.111111111111111,0,0.00411522633744856,0.0205761316872428,0,0,0.00411522633744856,0.0164609053497942,0,0.0123456790123457,0,0,0,0,0,0,0,0.00411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,7886,0.0304568527918782,0.0203045685279188,0.0203045685279188,0,0.0101522842639594,0.0101522842639594,0.289340101522843,0.0203045685279188,0.050761421319797,0.0101522842639594,0.0203045685279188,0.0355329949238579,0.0710659898477157,0.0304568527918782,0.17258883248731,0.0203045685279188,0,0.121827411167513,0,0,0.0253807106598985,0,0,0,0.0152284263959391,0,0,0,0,0.0050761421319797,0,0,0,0,0,0.0050761421319797,0,0,0.0050761421319797,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,7929,0.0452830188679245,0.0113207547169811,0.0264150943396226,0,0.0226415094339623,0,0.173584905660377,0.0188679245283019,0.0490566037735849,0.00754716981132075,0.079245283018868,0.030188679245283,0.0490566037735849,0.0490566037735849,0.158490566037736,0.030188679245283,0,0.184905660377358,0,0,0.00377358490566038,0,0,0,0.0188679245283019,0,0,0,0,0.00754716981132075,0.00377358490566038,0,0.00377358490566038,0.00377358490566038,0.00377358490566038,0,0,0,0.0113207547169811,0,0,0,0,0,0,0,0,0.00377358490566038,0.00377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,7973,0,0.024390243902439,0.0209059233449477,0,0.00696864111498258,0.00348432055749129,0.271777003484321,0.0278745644599303,0.0696864111498258,0.00696864111498258,0.0139372822299652,0.0383275261324042,0.0662020905923345,0.0278745644599303,0.184668989547038,0.024390243902439,0,0.153310104529617,0.00348432055749129,0.00348432055749129,0.00696864111498258,0.00348432055749129,0,0.00348432055749129,0.0209059233449477,0,0.00348432055749129,0,0,0.00348432055749129,0,0.00348432055749129,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0
1280,8030,0.0245098039215686,0.0343137254901961,0.0245098039215686,0,0.0294117647058824,0.00490196078431373,0.245098039215686,0.0490196078431373,0.0343137254901961,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.0784313725490196,0.0294117647058824,0.17156862745098,0.00490196078431373,0,0.166666666666667,0,0,0.0245098039215686,0,0,0.00490196078431373,0.0294117647058824,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,NA,0.0415335463258786,0.0543130990415335,0.0287539936102236,0,0.0191693290734824,0.00319488817891374,0.233226837060703,0.0798722044728434,0.0255591054313099,0.0223642172523962,0.00319488817891374,0.0159744408945687,0.073482428115016,0.0159744408945687,0.166134185303514,0.0287539936102236,0,0.146964856230032,0,0.012779552715655,0.00319488817891374,0,0,0.00319488817891374,0.0159744408945687,0,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,NA,0.0227272727272727,0.0616883116883117,0.0551948051948052,0,0.012987012987013,0.00324675324675325,0.262987012987013,0.0487012987012987,0.0292207792207792,0.025974025974026,0.0194805194805195,0.00324675324675325,0.0714285714285714,0.00974025974025974,0.214285714285714,0.0194805194805195,0,0.113636363636364,0,0,0.0064935064935065,0.0064935064935065,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,NA,0.01953125,0.02734375,0.0390625,0,0.01171875,0.00390625,0.30078125,0.04296875,0.01953125,0.03125,0.01171875,0.015625,0.05078125,0.01953125,0.20703125,0.02734375,0,0.1171875,0,0.00390625,0.0078125,0,0.00390625,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625,0,0
1300,NA,0.0199203187250996,0.0916334661354582,0.0239043824701195,0,0.00796812749003984,0.0159362549800797,0.175298804780877,0.0597609561752988,0.0398406374501992,0.0199203187250996,0.00796812749003984,0.0398406374501992,0.0756972111553785,0.0119521912350598,0.159362549800797,0.00796812749003984,0,0.195219123505976,0.00398406374501992,0.00398406374501992,0.0159362549800797,0,0,0.00398406374501992,0.0119521912350598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398406374501992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398406374501992,0
1306,NA,0.0184331797235023,0.110599078341014,0.0460829493087558,0,0.00460829493087558,0.00921658986175115,0.19815668202765,0.0921658986175115,0.032258064516129,0.00460829493087558,0.0184331797235023,0.0138248847926267,0.129032258064516,0.0230414746543779,0.0967741935483871,0.00921658986175115,0,0.138248847926267,0,0.0184331797235023,0.0138248847926267,0,0,0,0.00921658986175115,0,0.00460829493087558,0.00460829493087558,0,0.00460829493087558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,NA,0.020979020979021,0.157342657342657,0.0244755244755245,0,0.006993006993007,0,0.213286713286713,0.0804195804195804,0.0454545454545455,0.006993006993007,0.0104895104895105,0.0454545454545455,0.0839160839160839,0.013986013986014,0.090909090909091,0.0174825174825175,0,0.122377622377622,0,0.020979020979021,0.020979020979021,0,0,0,0.0034965034965035,0,0,0,0,0.0034965034965035,0,0.0034965034965035,0,0,0,0.0034965034965035,0,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,NA,0.023972602739726,0.13013698630137,0.0205479452054795,0,0.0102739726027397,0.00342465753424658,0.191780821917808,0.13013698630137,0.0171232876712329,0.00342465753424658,0.0136986301369863,0.023972602739726,0.11986301369863,0.023972602739726,0.136986301369863,0.0136986301369863,0,0.0993150684931507,0.00342465753424658,0.00342465753424658,0.00342465753424658,0.00684931506849315,0,0,0.00684931506849315,0,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,NA,0.0233918128654971,0.0789473684210526,0.0263157894736842,0,0.0146198830409357,0.00584795321637427,0.225146198830409,0.0555555555555556,0.0175438596491228,0.0233918128654971,0.00292397660818713,0.0233918128654971,0.0701754385964912,0.0321637426900585,0.14327485380117,0.0204678362573099,0,0.178362573099415,0,0.0087719298245614,0.0204678362573099,0.00584795321637427,0,0,0.0146198830409357,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713
