"depth","best.age","min.age","max.age"
0,-105,-255,32
10,506,363,690
20,1175,934,1404
29,1768,1480,2021
40,2438,2136,2705
50,2987,2686,3259
60,3467,3161,3737
70,3871,3570,4144
80,4191,3912,4456
85,4328,4066,4579
101,4704,4519,4890
110,4894,4735,5051
120,5105,4948,5278
125,5219,5049,5415
130,5348,5158,5570
140,5651,5405,5924
150,6001,5696,6328
160,6381,5997,6737
170,6772,6308,7152
180,7157,6643,7538
190,7519,6945,7899
200,7839,7271,8221
210,8101,7548,8495
220,8286,7754,8701
223,8327,7861,8748
225,8351,7905,8775
228,8385,7972,8814
230,8407,8015,8839
240,8521,8212,8946
250,8679,8367,9067
260,8874,8511,9231
270,9092,8687,9479
280,9317,8894,9752
290,9570,9177,10015
300,9878,9543,10288
310,10213,9934,10549
320,10544,10307,10794
330,10841,10643,11037
340,11074,10883,11249
350,11223,11021,11402
360,11291,11084,11481
370,11336,11137,11541
375,11357,11156,11566
380,11378,11172,11587
389,11419,11208,11632
400,11481,11260,11701
410,11557,11326,11798
420,11657,11417,11924
425,11718,11470,11996
440,11954,11690,12272
450,12163,11888,12515
460,12420,12107,12819
470,12730,12330,13153
475,12903,12446,13326
480,13083,12535,13503
