"depth","best.age","min.age","max.age"
0,-45,-46,-42
2,-33,-35,-30
4,-15,-17,-12
6,1,1,1
8,5,3,8
10,20,18,23
12,45,43,48
14,77,76,79
16,106,105,107
18,134,134,136
20,163,162,164
22,192,191,194
24,225,221,227
26,262,254,270
28,300,286,313
30,337,318,356
32,374,348,398
34,412,380,442
36,449,412,485
39,505,460,549
41,543,491,592
43,580,523,635
46,632,572,690
49,675,621,726
51,704,655,750
53,732,687,773
55,761,718,799
57,789,750,826
59,818,780,856
61,847,810,917
63,875,841,952
65,904,872,985
67,932,902,1020
69,NA,NA,NA
