"sample.depths","sample.ages","upland.sum","Acer.saccharum.type","Acer.negundo","Acer.saccharinum.type","Alnus.incana.type","Alnus.viridis.type","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Euphorbia","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Larix","Melilotus.type","Morus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Rumex","Salix","Salsola","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Rosaceae.undiff.","Avena.type","Brassica","Cannabis.sativa.type","Plantago","Trifolium.repens.type","Triticum.type","Abies","Acer.rubrum","Impatiens","Juglans.cinerea","Zea.mays","Lythrum","Medicago","Trifolium.pratense","Iva.annua.type","Brassicaceae.undiff.","Asteraceae.subf..Cichorioideae","Sambucus","Thalictrum","Xanthium","Campanula.rotundifolia.type","Celtis","Ephedra.viridis.type","Humulus.type","Juglans.nigra","Liquidambar","Polygonum.lapathifolium.type","Tsuga","Apiaceae","Secale.type","Amorpha.type","Zanthoxylum.type","Castanea","Rhus","Fagus","Sarcobatus.vermiculatus","Ceanothus","Hydrophyllum","Lysimachia.thyrsiflora","Galium","Maclura.pomifera.type","Dalea.candida.type","Pedicularis","Ranunculaceae.undiff.","Tidestromia.type","Viburnum.rafinesquianum.type","Solanum.rostratum","Laportea.type","Ephedra.trifurca.type","Phlox","Comandra","Caryophyllaceae","Lilium.philadelphicum.type","Lycopus.type","Hypoxis","Dalea.purpurea.type","Anemone.quinquefolia.type","Campanula.aparinoides.type","Fabaceae.undiff.","Sisyrinchium","Stachys.type","Myricaceae","Parietaria","Zigadenus","Lysimachia.quadriflora.type","Pilea.type","Cornus.sericea.type","Polygonum.amphibium","Viburnum.opulus.type","Eriogonum","Shepherdia.argentea","Allium","Anemone.canadensis.type","Amelanchier.type","Nyssa","Ranunculaceae..tricolpate..undiff.","Populus.undiff.","Shepherdia.canadensis","Ribes","Ericaceae","Epilobium"
1250,4781,1486,2,0,0,12,2,0,176,204,16,4,76,0,20,68,0,4,6,0,274,0,0,0,8,130,5,25,12,30,0,12,12,202,0,52,0,16,32,36,10,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1270,4982,1605,2,2,0,16,4,0,112,96,12,0,44,0,28,96,0,12,10,2,308,6,2,0,0,122,0,14,46,47,8,2,16,376,0,90,0,20,28,34,4,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,5198,1672,10,6,2,26,4,0,96,156,22,0,64,0,36,122,4,6,10,6,338,0,2,0,4,124,2,14,32,56,6,0,6,356,0,34,0,8,24,46,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,5429,1566,15,4,2,6,6,0,108,130,4,4,70,4,28,92,4,6,4,4,382,4,0,0,6,82,2,14,47,58,2,0,24,224,2,76,0,8,36,58,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,2,0,14,0,0,2,0,6,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,5677,1387,10,6,0,14,0,0,90,164,14,2,58,2,14,118,0,10,2,4,268,2,0,0,6,90,5,22,34,52,0,0,12,180,0,30,0,20,42,60,12,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,2,0,4,2,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,5943,1508,8,2,0,14,4,0,92,110,6,2,54,6,18,74,0,10,4,0,366,2,0,0,2,144,3,22,17,30,2,4,20,316,0,52,0,16,28,32,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,26,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,6226,710,0,2,0,2,2,0,38,86,2,2,46,2,14,36,0,0,4,0,104,0,2,0,0,58,0,8,5,17,0,0,12,156,2,48,0,12,10,20,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,6521,1622,6,0,2,10,0,0,126,158,20,2,80,4,32,70,0,12,4,6,298,2,2,0,2,298,2,6,31,55,6,0,18,214,2,16,0,8,32,48,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,6823,981,2,0,0,6,4,0,110,130,14,0,32,6,12,44,0,12,6,0,176,2,0,0,2,24,3,20,14,30,2,0,10,246,4,0,0,2,12,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,7126,597,2,2,0,2,0,0,86,124,6,0,50,4,0,12,0,0,4,2,104,4,0,0,0,4,1,16,4,14,14,0,4,72,0,6,0,2,22,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,7426,1594,8,4,0,4,2,0,146,144,20,4,28,4,14,74,0,24,4,6,298,0,0,0,0,46,2,4,58,36,4,2,14,428,0,6,0,38,28,88,4,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1470,7721,868,0,4,2,10,0,0,156,134,8,2,62,4,18,54,0,2,2,2,94,0,0,0,0,8,0,20,10,18,0,6,4,120,2,14,0,10,22,30,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,2,0,2,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1490,8008,955,3,0,0,10,4,4,90,126,8,2,36,4,8,38,0,8,2,0,156,2,0,0,2,20,5,18,20,43,2,4,10,180,0,44,0,12,18,40,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1510,8287,780,4,2,0,4,2,0,26,52,2,8,26,12,8,48,0,4,6,0,102,0,0,0,0,26,0,28,26,22,4,6,8,232,0,6,0,12,6,60,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,6,0,0,0,0,0
1530,8581,978,4,4,0,4,0,0,34,142,14,4,40,2,8,60,0,16,0,2,148,0,0,0,0,16,3,32,10,39,2,8,20,190,0,52,0,6,24,60,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,8904,1281,16,0,0,8,2,0,50,36,18,2,30,6,14,48,0,14,4,0,134,2,2,0,6,60,0,15,31,29,4,4,20,526,0,12,0,6,8,138,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,9257,1127,6,0,0,12,0,0,68,44,18,8,42,10,20,28,0,12,0,0,102,0,0,0,2,44,8,32,6,27,0,4,34,368,2,12,0,6,12,172,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,9642,1045,14,0,0,10,0,0,48,24,32,8,12,4,10,38,0,28,0,6,110,0,0,0,12,62,5,72,10,78,0,2,12,210,0,12,0,6,2,190,4,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,10060,1943,26,0,6,28,4,0,40,64,168,30,26,52,16,44,0,54,2,0,66,0,6,0,4,134,14,126,20,70,0,34,0,374,0,34,0,28,4,452,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,10512,1817,18,6,0,10,0,0,16,20,278,14,8,28,14,18,0,142,0,2,16,0,10,0,0,40,8,52,4,89,2,30,8,638,0,10,0,6,4,292,2,0,0,0,0,0,2,0,0,6,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1650,10988,1012,2,22,0,82,2,0,10,20,196,0,10,30,18,24,0,98,0,0,22,2,30,0,2,16,110,16,0,18,0,146,6,28,0,12,0,0,2,64,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1670,11466,659,0,0,2,46,0,0,0,38,112,0,4,10,28,18,0,10,2,0,30,0,43,0,0,14,116,2,0,0,0,62,44,10,0,10,0,0,10,18,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0
1690,11942,701,0,0,0,16,0,0,0,38,70,0,2,6,28,38,0,26,0,0,34,0,14,0,0,8,275,10,0,0,2,48,22,20,0,12,0,0,4,8,2,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1710,12418,1308,0,0,2,10,6,0,32,92,164,0,8,20,68,86,0,88,0,0,44,0,20,0,0,30,436,2,2,4,0,70,0,50,0,28,0,0,8,10,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1725,12774,556,0,0,0,0,2,0,24,28,2,0,2,4,18,32,0,36,0,0,16,0,23,0,0,8,288,0,0,3,0,22,0,16,0,4,0,0,2,6,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
