"sample.depths","sample.ages","Abies","Acer.rubrum","Artemisia","Betula","Carya","Corylus","Cyperaceae","Juglans.cinerea","Larix","Ostrya.Carpinus","Populus.undiff.","Quercus","Thalictrum","Ulmus","Alnus.incana","Ambrosia","Myrica","Amaranthaceae","Poaceae","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Fraxinus.nigra","Picea.glauca","Picea.mariana","Alnus.undiff.","Castanea","Cupressaceae","Ericaceae","Lamiaceae","Populus.balsamifera","Asteraceae.subf..Asteroideae.undiff.","Alnus.viridis","Acer.saccharum","Salix","Apiaceae","Acer.undiff.","Celtis","Rhamnus.frangula","Shepherdia.canadensis","Asteraceae.subf..Cichorioideae","Epilobium","Empetrum","Fagus","Humulus","Rumex","Linnaea.borealis","Fraxinus.americana","Populus.tremuloides","Urtica","Polygonum","Fabaceae","Caryophyllaceae","Ilex","Viburnum","Ranunculaceae.undiff.","Pinus.undiff.","Dryas","Sanguisorba.canadensis","Picea.undiff.","Nyssa","Brassicaceae","Rumex.Oxyria.digyna.undiff."
805,NA,0.0779816513761468,0.00688073394495413,0.00458715596330275,0.323394495412844,0.00229357798165138,0.018348623853211,0.00229357798165138,0.00229357798165138,0.0275229357798165,0.0160550458715596,0.00229357798165138,0.155963302752294,0.00458715596330275,0.00688073394495413,0.00229357798165138,0.00458715596330275,0.018348623853211,0.00229357798165138,0.00229357798165138,0.0160550458715596,0.194954128440367,0.0114678899082569,0.00458715596330275,0.0458715596330275,0.0458715596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,10465,0.0781758957654723,0,0,0.286644951140065,0,0.0521172638436482,0.0162866449511401,0,0.00977198697068404,0.0293159609120521,0,0.153094462540717,0,0.00325732899022801,0.00651465798045603,0,0.0260586319218241,0,0,0.0325732899022801,0.140065146579805,0.00325732899022801,0.0130293159609121,0.0488599348534202,0.0553745928338762,0.00325732899022801,0.00325732899022801,0.0130293159609121,0.00325732899022801,0.00325732899022801,0.0195439739413681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,10598,0.0579268292682927,0,0,0.396341463414634,0,0.0182926829268293,0.00609756097560976,0.00304878048780488,0.0152439024390244,0.0213414634146341,0,0.13719512195122,0.00304878048780488,0.00304878048780488,0.00304878048780488,0.00304878048780488,0.0182926829268293,0.00609756097560976,0.00304878048780488,0.0121951219512195,0.170731707317073,0.00914634146341463,0.0152439024390244,0.024390243902439,0.0457317073170732,0.00304878048780488,0,0,0.00609756097560976,0,0.00609756097560976,0.00304878048780488,0.00304878048780488,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,10731,0.0224358974358974,0,0,0.46474358974359,0,0.016025641025641,0.00961538461538462,0,0.016025641025641,0.00961538461538462,0,0.150641025641026,0.00320512820512821,0.00320512820512821,0.00320512820512821,0,0.0256410256410256,0.00320512820512821,0.00961538461538462,0.0224358974358974,0.134615384615385,0.00641025641025641,0,0.0448717948717949,0.0384615384615385,0.00320512820512821,0,0,0.00641025641025641,0,0,0,0.00320512820512821,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,10864,0.027027027027027,0.00675675675675676,0,0.405405405405405,0.00337837837837838,0.0202702702702703,0,0.00675675675675676,0.0337837837837838,0.0135135135135135,0,0.101351351351351,0,0.00675675675675676,0.0101351351351351,0.00675675675675676,0.0405405405405405,0,0.0101351351351351,0.0202702702702703,0.199324324324324,0,0.00337837837837838,0.027027027027027,0.0202702702702703,0,0,0,0,0,0.00337837837837838,0,0,0.0135135135135135,0.0168918918918919,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,10997,0.0171821305841924,0,0,0.381443298969072,0,0.0274914089347079,0.00687285223367698,0,0.0240549828178694,0.013745704467354,0,0.0962199312714777,0.00343642611683849,0.0103092783505155,0,0.00343642611683849,0.0515463917525773,0,0.00687285223367698,0.0412371134020619,0.168384879725086,0,0.013745704467354,0.0515463917525773,0.0412371134020619,0,0,0.0206185567010309,0,0,0,0.013745704467354,0,0,0.00687285223367698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,11130,0.00523560209424084,0,0,0.371727748691099,0,0.0183246073298429,0.00785340314136126,0.00261780104712042,0.049738219895288,0.0340314136125654,0,0.102094240837696,0,0.00261780104712042,0.00523560209424084,0,0.102094240837696,0,0.0209424083769634,0.0261780104712042,0.0863874345549738,0,0.0157068062827225,0.0445026178010471,0.0392670157068063,0,0.00523560209424084,0.00523560209424084,0,0,0.00261780104712042,0.00785340314136126,0.00523560209424084,0.00523560209424084,0.0261780104712042,0,0.00261780104712042,0.00261780104712042,0.00261780104712042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,11263,0.00285714285714286,0,0,0.174285714285714,0,0.00857142857142857,0.00285714285714286,0.00285714285714286,0.0371428571428571,0.02,0,0.105714285714286,0,0.00571428571428571,0.00571428571428571,0.00571428571428571,0.151428571428571,0.00285714285714286,0.04,0.0428571428571429,0.125714285714286,0.0114285714285714,0.00857142857142857,0.0828571428571429,0.0628571428571429,0.0114285714285714,0.00285714285714286,0.0228571428571429,0.0142857142857143,0,0,0.00571428571428571,0.00285714285714286,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,11363,0.0032258064516129,0,0,0.148387096774194,0,0,0.00967741935483871,0,0.00967741935483871,0.0193548387096774,0,0.112903225806452,0,0,0.00967741935483871,0,0.167741935483871,0,0.032258064516129,0.0548387096774194,0.17741935483871,0.0064516129032258,0,0.109677419354839,0.032258064516129,0.00967741935483871,0.0032258064516129,0.0354838709677419,0.0064516129032258,0,0,0.0129032258064516,0.0064516129032258,0.0032258064516129,0.0225806451612903,0,0,0.0032258064516129,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,11429,0.00833333333333333,0,0,0.219444444444444,0,0,0.0194444444444444,0.00277777777777778,0.00277777777777778,0.0111111111111111,0,0.05,0.00277777777777778,0.00277777777777778,0.00833333333333333,0,0.133333333333333,0,0.0472222222222222,0.0555555555555556,0.15,0.0194444444444444,0.0111111111111111,0.05,0.0194444444444444,0.00555555555555556,0.00277777777777778,0.0444444444444444,0.0444444444444444,0,0.00277777777777778,0.0111111111111111,0.0166666666666667,0,0.0555555555555556,0,0,0,0,0,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
