"sample.depths","sample.ages","Abies","Acer.rubrum","Artemisia","Betula","Carya","Corylus","Cyperaceae","Juglans.cinerea","Larix","Ostrya.Carpinus","Populus.undiff.","Quercus","Thalictrum","Ulmus","Alnus.incana","Ambrosia","Myrica","Amaranthaceae","Poaceae","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Fraxinus.nigra","Picea.glauca","Picea.mariana","Alnus.undiff.","Castanea","Cupressaceae","Ericaceae","Lamiaceae","Populus.balsamifera","Asteraceae.subf..Asteroideae.undiff.","Alnus.viridis","Acer.saccharum","Salix","Apiaceae","Acer.undiff.","Celtis","Rhamnus.frangula","Shepherdia.canadensis","Asteraceae.subf..Cichorioideae","Epilobium","Empetrum","Fagus","Humulus","Rumex","Linnaea.borealis","Fraxinus.americana","Populus.tremuloides","Urtica","Polygonum","Fabaceae","Caryophyllaceae","Ilex","Viburnum","Ranunculaceae.undiff.","Pinus.undiff.","Dryas","Sanguisorba.canadensis","Picea.undiff.","Nyssa","Brassicaceae","Rumex.Oxyria.digyna.undiff."
839,11462,0.00836820083682008,0,0.00836820083682008,0.196652719665272,0,0,0.0251046025104603,0,0,0.0209205020920502,0,0.0543933054393305,0.00418410041841004,0.00836820083682008,0.0209205020920502,0,0.158995815899582,0,0.0376569037656904,0.0627615062761506,0.158995815899582,0.0167364016736402,0.00418410041841004,0.0543933054393305,0.0543933054393305,0.00418410041841004,0,0.0125523012552301,0.0209205020920502,0,0,0.0209205020920502,0.00418410041841004,0,0.0376569037656904,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,11576,0,0,0.0116279069767442,0.275193798449612,0,0,0.0658914728682171,0,0,0.0116279069767442,0,0.0155038759689922,0,0,0.0426356589147287,0,0.127906976744186,0,0.0271317829457364,0.104651162790698,0.062015503875969,0.00387596899224806,0.00775193798449612,0.0503875968992248,0.0426356589147287,0.0155038759689922,0,0.0116279069767442,0.0581395348837209,0,0,0.0155038759689922,0,0,0.0465116279069767,0,0,0,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,11691,0.00714285714285714,0,0.00357142857142857,0.242857142857143,0,0,0.0928571428571429,0,0.00357142857142857,0.0214285714285714,0,0.0142857142857143,0,0,0.0178571428571429,0.00357142857142857,0.182142857142857,0,0.0178571428571429,0.0928571428571429,0.0607142857142857,0.00714285714285714,0,0.0178571428571429,0.0642857142857143,0.0178571428571429,0,0.00714285714285714,0.0535714285714286,0,0,0.0285714285714286,0.0214285714285714,0,0.0178571428571429,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,11769,0.00401606425702811,0,0.00401606425702811,0.269076305220884,0.00401606425702811,0.00401606425702811,0.0441767068273092,0,0,0.0240963855421687,0,0,0.00401606425702811,0,0.0562248995983936,0,0.14859437751004,0,0.0522088353413655,0.0562248995983936,0.100401606425703,0,0,0.0321285140562249,0.0522088353413655,0.0120481927710843,0.00401606425702811,0,0.0481927710843374,0,0,0.0401606425702811,0.00803212851405622,0,0.0281124497991968,0.00401606425702811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,11855,0.00816326530612245,0,0.0122448979591837,0.224489795918367,0,0,0.0612244897959184,0,0.00408163265306122,0.0122448979591837,0,0.00408163265306122,0,0,0.0244897959183673,0.00816326530612245,0.163265306122449,0,0.0408163265306122,0.0816326530612245,0.13469387755102,0,0,0.0204081632653061,0.0571428571428571,0.0122448979591837,0,0,0.0408163265306122,0,0.00816326530612245,0.0326530612244898,0.0122448979591837,0,0.0326530612244898,0,0,0,0,0,0,0,0.00408163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,11941,0,0,0.00431034482758621,0.224137931034483,0.00431034482758621,0,0.081896551724138,0,0,0.0129310344827586,0,0.00431034482758621,0,0,0.0258620689655172,0.00431034482758621,0.211206896551724,0,0.0258620689655172,0.0646551724137931,0.116379310344828,0,0,0.0344827586206897,0.0344827586206897,0.021551724137931,0,0,0.0301724137931034,0,0,0.0431034482758621,0.00862068965517241,0,0.0431034482758621,0.00431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,12027,0.0031055900621118,0,0.0093167701863354,0.145962732919255,0,0,0.0714285714285714,0,0,0.0124223602484472,0,0.0186335403726708,0,0,0.046583850931677,0.0031055900621118,0.177018633540373,0,0.0807453416149068,0.0403726708074534,0.149068322981366,0.0062111801242236,0.0031055900621118,0.031055900621118,0.046583850931677,0.0124223602484472,0,0.0031055900621118,0.0434782608695652,0,0,0.0559006211180124,0.0093167701863354,0,0.0279503105590062,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,12113,0,0,0,0.156488549618321,0,0.00381679389312977,0.0916030534351145,0,0,0.00381679389312977,0,0.0152671755725191,0.00381679389312977,0,0.0305343511450382,0,0.267175572519084,0,0.0152671755725191,0.0801526717557252,0.0343511450381679,0,0,0.0305343511450382,0.0305343511450382,0.00381679389312977,0,0,0.0419847328244275,0,0,0.0954198473282443,0.0229007633587786,0,0.0458015267175573,0.0152671755725191,0,0,0,0.00381679389312977,0,0,0,0.00381679389312977,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,12199,0,0,0,0.187096774193548,0,0,0.0903225806451613,0,0,0.0161290322580645,0,0,0.0032258064516129,0,0.0354838709677419,0.0032258064516129,0.235483870967742,0.0032258064516129,0.064516129032258,0.067741935483871,0.0935483870967742,0,0,0.0193548387096774,0.064516129032258,0.00967741935483871,0.0032258064516129,0.0129032258064516,0.0129032258064516,0,0,0.032258064516129,0.0161290322580645,0,0.0193548387096774,0,0,0,0,0,0,0,0,0,0,0.0032258064516129,0.0064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,12285,0,0,0,0.205673758865248,0,0,0.0921985815602837,0,0,0.024822695035461,0,0.0106382978723404,0,0,0.0283687943262411,0,0.269503546099291,0,0.0567375886524823,0.0780141843971631,0.0567375886524823,0,0,0.0106382978723404,0.0390070921985816,0.00709219858156028,0,0,0.0177304964539007,0,0,0.0638297872340425,0.00354609929078014,0,0.0354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,12370,0.00395256916996047,0,0.0158102766798419,0.201581027667984,0,0.00395256916996047,0.067193675889328,0,0,0.0118577075098814,0,0.0118577075098814,0.00395256916996047,0,0.0237154150197628,0.00790513833992095,0.268774703557312,0,0.075098814229249,0.075098814229249,0.067193675889328,0,0,0.00790513833992095,0.0118577075098814,0.00790513833992095,0,0.0118577075098814,0.0158102766798419,0,0,0.0869565217391304,0.00790513833992095,0,0.00790513833992095,0.00395256916996047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,12419,0.0034965034965035,0,0.0174825174825175,0.136363636363636,0,0.0034965034965035,0.0664335664335664,0,0.0034965034965035,0.0104895104895105,0,0.0104895104895105,0,0,0.0244755244755245,0.0034965034965035,0.22027972027972,0,0.0839160839160839,0.115384615384615,0.048951048951049,0.006993006993007,0,0.048951048951049,0.0594405594405594,0.013986013986014,0,0.0034965034965035,0.0174825174825175,0,0,0.0454545454545455,0.0174825174825175,0,0.0244755244755245,0.006993006993007,0,0,0,0,0,0,0,0,0.0034965034965035,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,12467,0,0,0.00655737704918033,0.131147540983607,0,0,0.059016393442623,0,0,0.00327868852459016,0,0.0229508196721311,0,0,0.0360655737704918,0.00327868852459016,0.252459016393443,0,0.104918032786885,0.134426229508197,0.0262295081967213,0,0,0.0655737704918033,0.0295081967213115,0.0098360655737705,0,0.00655737704918033,0.00655737704918033,0,0,0.059016393442623,0.0131147540983607,0,0.0163934426229508,0.0098360655737705,0,0,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,12516,0,0,0.00344827586206897,0.106896551724138,0,0,0.0551724137931034,0,0.00344827586206897,0.0137931034482759,0,0.0275862068965517,0.00344827586206897,0.00344827586206897,0.0172413793103448,0,0.26551724137931,0,0.0586206896551724,0.168965517241379,0.0137931034482759,0,0,0.0241379310344828,0.0586206896551724,0.0241379310344828,0,0.0241379310344828,0.0172413793103448,0,0,0.0724137931034483,0.0137931034482759,0,0.0172413793103448,0.00344827586206897,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,12564,0,0,0.00974025974025974,0.113636363636364,0,0,0.0324675324675325,0,0,0.0292207792207792,0,0.0227272727272727,0,0.00324675324675325,0.00324675324675325,0,0.25,0,0.0844155844155844,0.126623376623377,0.0551948051948052,0,0.00324675324675325,0.0681818181818182,0.0616883116883117,0.00974025974025974,0.00324675324675325,0.0227272727272727,0.0194805194805195,0,0,0.038961038961039,0,0,0.038961038961039,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,12661,0,0,0.00668896321070234,0.110367892976589,0,0.00334448160535117,0.0535117056856187,0,0,0.0167224080267559,0,0.0535117056856187,0,0,0.00334448160535117,0,0.247491638795987,0,0.11371237458194,0.110367892976589,0.0133779264214047,0,0.0100334448160535,0.0635451505016722,0.0501672240802676,0,0,0.0668896321070234,0.00668896321070234,0,0,0.0568561872909699,0,0,0.0100334448160535,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,12758,0,0,0.0132890365448505,0.109634551495017,0,0.00332225913621262,0.0199335548172757,0,0,0.0166112956810631,0,0.026578073089701,0,0,0,0.00664451827242525,0.252491694352159,0,0.0897009966777409,0.159468438538206,0.00996677740863787,0,0.00332225913621262,0.0664451827242525,0.0498338870431894,0.00332225913621262,0,0.0830564784053156,0.026578073089701,0,0,0.0332225913621262,0.00332225913621262,0,0.0199335548172757,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,12855,0.0025974025974026,0,0.00519480519480519,0.0935064935064935,0,0.00519480519480519,0.0363636363636364,0,0,0.0155844155844156,0,0.038961038961039,0,0.0025974025974026,0.012987012987013,0,0.2,0,0.155844155844156,0.145454545454545,0.0103896103896104,0,0,0.0831168831168831,0.051948051948052,0.0025974025974026,0,0.0571428571428571,0.00779220779220779,0,0,0.0493506493506494,0.0025974025974026,0,0.0207792207792208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,12952,0,0,0.0105633802816901,0.0845070422535211,0,0,0.0422535211267606,0,0,0.0246478873239437,0,0.0457746478873239,0,0,0.00704225352112676,0.00352112676056338,0.253521126760563,0,0.119718309859155,0.154929577464789,0.0105633802816901,0,0,0.102112676056338,0.0492957746478873,0.00352112676056338,0,0.0176056338028169,0.00704225352112676,0,0,0.028169014084507,0.00352112676056338,0,0.028169014084507,0,0,0,0,0,0,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,13049,0,0,0.00740740740740741,0.118518518518519,0,0.00246913580246914,0.0197530864197531,0,0,0.0320987654320988,0,0.0444444444444444,0,0,0.00740740740740741,0,0.338271604938272,0.00246913580246914,0.0864197530864197,0.108641975308642,0.00246913580246914,0,0.00740740740740741,0.0641975308641975,0.0222222222222222,0,0,0.0567901234567901,0.00740740740740741,0,0.00493827160493827,0.037037037037037,0,0,0.0172839506172839,0.00987654320987654,0,0,0,0,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,13146,0.00263852242744063,0,0.0079155672823219,0.0844327176781003,0,0,0.0369393139841689,0,0,0.0263852242744063,0,0.0448548812664908,0.00263852242744063,0,0,0,0.29023746701847,0.00263852242744063,0.0923482849604222,0.108179419525066,0,0.00263852242744063,0.0079155672823219,0.0686015831134565,0.0448548812664908,0,0,0.12401055408971,0.00527704485488127,0,0,0.0211081794195251,0.00263852242744063,0,0.0158311345646438,0.00527704485488127,0,0,0,0,0,0,0,0,0,0,0,0,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,13243,0.00245098039215686,0,0.00490196078431373,0.110294117647059,0,0,0.017156862745098,0.00245098039215686,0,0.0196078431372549,0.00735294117647059,0.0465686274509804,0,0.00245098039215686,0.00490196078431373,0.00245098039215686,0.284313725490196,0,0.117647058823529,0.088235294117647,0.00980392156862745,0,0.0122549019607843,0.0490196078431373,0.0122549019607843,0,0,0.137254901960784,0.00980392156862745,0,0.00980392156862745,0.0196078431372549,0,0,0.0122549019607843,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0.00245098039215686,0.00490196078431373,0.00245098039215686,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0
876,13340,0,0.00244498777506112,0.00244498777506112,0.119804400977995,0,0.00244498777506112,0.0317848410757946,0,0.00244498777506112,0.0171149144254279,0,0.0488997555012225,0,0,0.00244498777506112,0.00244498777506112,0.222493887530562,0.00244498777506112,0.122249388753056,0.078239608801956,0.0122249388753056,0,0.00733496332518337,0.0635696821515892,0.0146699266503667,0,0,0.168704156479218,0.0244498777506112,0,0.00733496332518337,0.0171149144254279,0,0,0.0244498777506112,0,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,13437,0,0,0.0056657223796034,0.110481586402266,0,0.0084985835694051,0.0141643059490085,0,0,0.0141643059490085,0,0.0084985835694051,0,0,0,0.0028328611898017,0.181303116147309,0,0.155807365439093,0.0991501416430595,0,0,0.0113314447592068,0.0538243626062323,0.0169971671388102,0,0,0.229461756373938,0.0254957507082153,0,0.0113314447592068,0.0396600566572238,0,0,0.0028328611898017,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0
880,13534,0.0036101083032491,0,0.0144404332129964,0.194945848375451,0,0,0.0288808664259928,0,0.0072202166064982,0.0072202166064982,0,0.0180505415162455,0,0,0.0180505415162455,0.0036101083032491,0.0974729241877256,0,0.144404332129964,0.115523465703971,0.0036101083032491,0,0,0.0252707581227437,0.0180505415162455,0,0,0.216606498194946,0.0180505415162455,0,0.0108303249097473,0.0216606498194946,0.0072202166064982,0,0.0180505415162455,0.0036101083032491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036101083032491,0,0,0,0,0,0,0,0,0,0
882,13631,0,0,0,0.157303370786517,0.00280898876404494,0,0.050561797752809,0,0,0.0112359550561798,0,0.0589887640449438,0.00280898876404494,0.00280898876404494,0.00842696629213483,0.00280898876404494,0.126404494382022,0,0.115168539325843,0.132022471910112,0.00280898876404494,0,0,0.0674157303370786,0.0337078651685393,0,0.00280898876404494,0.0758426966292135,0.0196629213483146,0,0.00561797752808989,0.0617977528089888,0.00280898876404494,0,0.050561797752809,0.00280898876404494,0,0,0,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,13728,0.00316455696202532,0,0.00316455696202532,0.145569620253165,0,0.00632911392405063,0.0474683544303797,0,0.00316455696202532,0.0632911392405063,0,0.0822784810126582,0,0,0.00316455696202532,0.00632911392405063,0.142405063291139,0,0.0886075949367089,0.161392405063291,0.00316455696202532,0,0.0189873417721519,0.0348101265822785,0.0284810126582278,0,0,0.0443037974683544,0.0284810126582278,0,0,0.0316455696202532,0,0,0.0474683544303797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0.00316455696202532,0,0,0,0,0,0,0,0
886,13825,0,0,0.0165016501650165,0.188118811881188,0,0,0.0891089108910891,0,0,0.0363036303630363,0,0.0825082508250825,0,0.0033003300330033,0,0,0.191419141914191,0,0.033003300330033,0.0693069306930693,0.0033003300330033,0,0.0033003300330033,0.0594059405940594,0.0165016501650165,0,0,0.0132013201320132,0.0594059405940594,0,0,0.066006600660066,0,0,0.0495049504950495,0.0099009900990099,0,0,0,0.0033003300330033,0,0.0033003300330033,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,13922,0,0,0.0152905198776758,0.198776758409786,0.00611620795107034,0.00611620795107034,0.0886850152905199,0,0,0.0397553516819572,0.00305810397553517,0.0275229357798165,0,0,0,0,0.152905198776758,0,0.0244648318042813,0.159021406727829,0.00305810397553517,0,0.00611620795107034,0.0978593272171254,0.0091743119266055,0,0,0.0152905198776758,0.0305810397553517,0,0,0.0305810397553517,0,0,0.0642201834862385,0.0091743119266055,0,0,0,0.00305810397553517,0,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0
890,14018,0,0,0.00218818380743982,0.144420131291028,0,0,0.0415754923413567,0,0,0.0328227571115974,0.00437636761487965,0.0284463894967177,0,0.00218818380743982,0.00218818380743982,0.00218818380743982,0.12472647702407,0,0.328227571115974,0.0897155361050328,0.00218818380743982,0,0.00656455142231947,0.0525164113785558,0.00656455142231947,0,0,0.0196936542669584,0.0393873085339169,0,0.0131291028446389,0.0175054704595186,0,0,0.0196936542669584,0.00656455142231947,0,0,0,0.00218818380743982,0,0,0.00218818380743982,0,0,0,0,0,0.00218818380743982,0,0,0.00218818380743982,0.00218818380743982,0,0,0.00218818380743982,0,0,0,0,0,0,0
892,NA,0.00335570469798658,0,0.0201342281879195,0.171140939597315,0,0.00335570469798658,0.104026845637584,0.00671140939597315,0,0.023489932885906,0,0.0369127516778524,0,0,0.0201342281879195,0.00335570469798658,0.0369127516778524,0,0.0570469798657718,0.140939597315436,0.00671140939597315,0,0.00335570469798658,0.104026845637584,0.0100671140939597,0,0,0.00335570469798658,0.0570469798657718,0,0.00335570469798658,0.0134228187919463,0,0.00335570469798658,0.100671140939597,0.0201342281879195,0,0,0,0.0167785234899329,0,0.00335570469798658,0.0100671140939597,0,0,0,0,0,0.00671140939597315,0,0,0.00335570469798658,0.00335570469798658,0,0,0.00335570469798658,0,0,0,0,0,0,0
894,NA,0.00173611111111111,0,0.0208333333333333,0.135416666666667,0,0,0.145833333333333,0,0,0.00347222222222222,0,0.0208333333333333,0.00694444444444444,0.00347222222222222,0.0104166666666667,0.00694444444444444,0.0138888888888889,0,0.0590277777777778,0.0520833333333333,0,0,0.0243055555555556,0.00347222222222222,0.00173611111111111,0.00694444444444444,0,0,0.0520833333333333,0,0.00694444444444444,0.0173611111111111,0.0555555555555556,0,0.114583333333333,0,0,0,0,0,0.00347222222222222,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0.00347222222222222,0,0,0.0104166666666667,0.185763888888889,0.00347222222222222,0.00347222222222222,0.0225694444444444,0,0,0
896,NA,0,0,0.0316901408450704,0.169014084507042,0,0,0.253521126760563,0,0,0.0105633802816901,0,0.0211267605633803,0.0140845070422535,0,0.00704225352112676,0.00352112676056338,0,0,0.0669014084507042,0.0105633802816901,0,0,0.00352112676056338,0.00176056338028169,0.00704225352112676,0.0176056338028169,0,0,0,0,0.00704225352112676,0.00352112676056338,0.0704225352112676,0,0.0809859154929577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352112676056338,0.00352112676056338,0,0,0.151408450704225,0,0,0.0158450704225352,0.00352112676056338,0.00352112676056338,0.00704225352112676
