"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ephedra","Fagus","Fraxinus","Juglans","Larix","Liquidambar","Ostrya.Carpinus","Other.trees.and.shrubs","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Vitis","Ambrosia.Iva","Apiaceae","Artemisia","Asteraceae.undiff.","Brassicaceae","Cannabis.sativa","Caryophyllaceae","Chenopodiaceae.undiff.","Cyperaceae","Fabaceae","Humulus","Liliaceae","Other.herbs","Plantago","Poaceae","Polemoniaceae","Polygonaceae.undiff.","Ranunculaceae.undiff.","Rosaceae","Rumex","Thalictrum","Urtica"
1,-20,0,0,0,0.0174418604651163,0.0145348837209302,0.00290697674418605,0.00290697674418605,0,0,0.0174418604651163,0.00581395348837209,0.0116279069767442,0,0.00290697674418605,0.00290697674418605,0,0.00872093023255814,0.00581395348837209,0.063953488372093,0,0,0.194767441860465,0.0116279069767442,0.0174418604651163,0,0,0.00290697674418605,0.00872093023255814,0,0.0406976744186047,0,0.0116279069767442,0.0116279069767442,0.00290697674418605,0,0,0,0.0581395348837209,0.0290697674418605,0,0,0.0116279069767442,0,0.392441860465116,0,0,0.0232558139534884,0.0145348837209302,0.0116279069767442,0,0
10,72,0,0.00316455696202532,0.00632911392405063,0.0221518987341772,0.00949367088607595,0,0,0,0,0.00316455696202532,0.00632911392405063,0.0189873417721519,0,0.00316455696202532,0,0.00632911392405063,0.00632911392405063,0.00316455696202532,0.0569620253164557,0,0,0.227848101265823,0.00316455696202532,0.0126582278481013,0,0,0.00316455696202532,0.00316455696202532,0,0.0158227848101266,0,0.0189873417721519,0.00632911392405063,0.00316455696202532,0,0,0.00316455696202532,0.0253164556962025,0.0284810126582278,0,0,0,0,0.490506329113924,0,0,0,0.00316455696202532,0.00949367088607595,0,0
20,173,0,0.00597014925373134,0,0.00895522388059702,0,0.00298507462686567,0,0,0,0.0238805970149254,0.00298507462686567,0.0149253731343284,0,0,0,0,0,0,0.0328358208955224,0,0,0.191044776119403,0,0.00597014925373134,0,0,0,0.0238805970149254,0,0.00895522388059702,0,0.00597014925373134,0.0149253731343284,0.00597014925373134,0.00597014925373134,0,0.00597014925373134,0.0298507462686567,0.0835820895522388,0,0,0.00298507462686567,0,0.516417910447761,0,0.00298507462686567,0,0,0.00298507462686567,0,0
30,275,0,0.00955414012738853,0,0.0159235668789809,0.0127388535031847,0.00318471337579618,0,0,0,0.0159235668789809,0.00955414012738853,0.0159235668789809,0,0.00318471337579618,0,0,0,0,0.054140127388535,0.00318471337579618,0,0.251592356687898,0.00318471337579618,0.0127388535031847,0,0,0,0.0191082802547771,0,0.0318471337579618,0,0.0222929936305732,0.00318471337579618,0.00318471337579618,0,0,0.00318471337579618,0.0318471337579618,0,0,0,0,0,0.452229299363057,0,0,0.00318471337579618,0.0127388535031847,0.00636942675159236,0,0
40,377,0,0.00319488817891374,0,0.0191693290734824,0.0159744408945687,0,0.00319488817891374,0,0,0.012779552715655,0.00319488817891374,0.00958466453674121,0,0.00958466453674121,0,0,0,0.00638977635782748,0.0543130990415335,0,0,0.376996805111821,0,0,0,0,0,0.00958466453674121,0,0.0287539936102236,0,0.00638977635782748,0,0,0,0.00319488817891374,0,0.0255591054313099,0,0,0,0,0,0.412140575079872,0,0,0,0,0,0,0
50,478,0,0.006006006006006,0.009009009009009,0.027027027027027,0.027027027027027,0.003003003003003,0,0,0,0.003003003003003,0.003003003003003,0.006006006006006,0,0.003003003003003,0.003003003003003,0.003003003003003,0.003003003003003,0,0.069069069069069,0,0,0.444444444444444,0,0,0,0,0.006006006006006,0.018018018018018,0,0.015015015015015,0.003003003003003,0.006006006006006,0.006006006006006,0,0,0,0.006006006006006,0.051051051051051,0,0,0,0,0,0.276276276276276,0,0,0,0,0,0.003003003003003,0
60,580,0,0,0.00961538461538462,0.016025641025641,0.0128205128205128,0,0,0,0.00320512820512821,0.00641025641025641,0,0.00641025641025641,0.00320512820512821,0.0128205128205128,0,0.00320512820512821,0,0.0128205128205128,0.0544871794871795,0.00641025641025641,0,0.269230769230769,0,0,0,0.00320512820512821,0,0.00320512820512821,0,0.00961538461538462,0.00320512820512821,0.00320512820512821,0.00641025641025641,0.00320512820512821,0,0,0.00641025641025641,0.0288461538461538,0,0,0,0,0,0.509615384615385,0,0,0,0,0.00320512820512821,0.00320512820512821,0
70,682,0,0.00326797385620915,0.0065359477124183,0.0261437908496732,0.0065359477124183,0,0.00326797385620915,0,0.0065359477124183,0.0065359477124183,0.00326797385620915,0.0065359477124183,0,0.00326797385620915,0,0.00326797385620915,0,0.0065359477124183,0.0522875816993464,0,0.00326797385620915,0.356209150326797,0,0.00326797385620915,0,0,0,0.0130718954248366,0.00326797385620915,0.0163398692810458,0,0.00326797385620915,0.0065359477124183,0,0,0,0.00980392156862745,0.0555555555555556,0,0,0,0,0,0.395424836601307,0,0,0,0,0,0,0
80,783,0,0.00288184438040346,0.00288184438040346,0.00576368876080692,0.00576368876080692,0.00288184438040346,0,0,0,0.00576368876080692,0,0.0115273775216138,0,0.00864553314121038,0,0,0,0.00288184438040346,0.037463976945245,0.00576368876080692,0.00288184438040346,0.236311239193084,0,0,0,0,0,0.00864553314121038,0,0.0172910662824208,0.00288184438040346,0.0115273775216138,0.00576368876080692,0.00288184438040346,0,0,0.00576368876080692,0.0230547550432277,0,0,0,0,0,0.587896253602305,0,0,0,0,0.00288184438040346,0,0
100,987,0,0.00970873786407767,0,0.00647249190938511,0.0161812297734628,0,0,0,0.00323624595469256,0.00647249190938511,0.00323624595469256,0.00647249190938511,0,0,0.00323624595469256,0.00647249190938511,0,0.00323624595469256,0.0388349514563107,0,0,0.29126213592233,0,0.00323624595469256,0,0,0,0.0129449838187702,0,0.0485436893203883,0,0,0.00323624595469256,0,0,0,0.0161812297734628,0.0194174757281553,0,0,0,0,0,0.498381877022654,0,0,0.00323624595469256,0,0,0,0
110,1088,0,0.00304878048780488,0.00609756097560976,0.0152439024390244,0.0182926829268293,0,0.00304878048780488,0,0,0.0182926829268293,0.00914634146341463,0.00609756097560976,0.00304878048780488,0.00609756097560976,0,0,0.00914634146341463,0.0213414634146341,0.0914634146341463,0,0,0.36890243902439,0.0121951219512195,0,0,0,0.00609756097560976,0.0182926829268293,0,0.0152439024390244,0,0.0121951219512195,0.00609756097560976,0,0,0,0.00304878048780488,0.0548780487804878,0.00609756097560976,0,0.00304878048780488,0.00609756097560976,0,0.259146341463415,0,0.00304878048780488,0,0.00914634146341463,0.00304878048780488,0.00304878048780488,0
120,1190,0,0.00321543408360129,0,0.0128617363344051,0.0192926045016077,0.00321543408360129,0,0,0,0.00964630225080386,0,0.00964630225080386,0,0,0,0,0,0.00321543408360129,0.0578778135048231,0.00321543408360129,0,0.504823151125402,0,0.00643086816720257,0,0,0.00321543408360129,0.0192926045016077,0,0.022508038585209,0,0.0128617363344051,0.00321543408360129,0,0,0,0.00964630225080386,0.0482315112540193,0.00964630225080386,0,0,0.00964630225080386,0,0.218649517684887,0,0.00321543408360129,0.00643086816720257,0,0,0,0
130,1292,0,0,0.00298507462686567,0.017910447761194,0.00597014925373134,0,0,0,0,0.0119402985074627,0.00298507462686567,0.00298507462686567,0,0.0119402985074627,0.00597014925373134,0,0,0.00597014925373134,0.0447761194029851,0,0,0.334328358208955,0,0,0,0,0.00298507462686567,0.0149253731343284,0,0.017910447761194,0,0,0.00597014925373134,0,0,0,0,0.00895522388059702,0.00895522388059702,0,0.00298507462686567,0,0,0.480597014925373,0,0.00298507462686567,0.00298507462686567,0.00298507462686567,0,0,0
140,1393,0,0.0162337662337662,0.0162337662337662,0.0454545454545455,0.00974025974025974,0,0,0,0.00324675324675325,0.0064935064935065,0.0162337662337662,0.00324675324675325,0,0.0064935064935065,0,0.00324675324675325,0,0.0064935064935065,0.0681818181818182,0,0,0.461038961038961,0,0,0,0.00324675324675325,0,0.025974025974026,0,0.051948051948052,0,0.012987012987013,0.0194805194805195,0,0,0,0.0162337662337662,0.0487012987012987,0,0,0,0,0,0.149350649350649,0,0,0,0,0.0064935064935065,0.00324675324675325,0
