"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ephedra","Fagus","Fraxinus","Juglans","Larix","Liquidambar","Ostrya.Carpinus","Other.trees.and.shrubs","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Vitis","Ambrosia.Iva","Apiaceae","Artemisia","Asteraceae.undiff.","Brassicaceae","Cannabis.sativa","Caryophyllaceae","Chenopodiaceae.undiff.","Cyperaceae","Fabaceae","Humulus","Liliaceae","Other.herbs","Plantago","Poaceae","Polemoniaceae","Polygonaceae.undiff.","Ranunculaceae.undiff.","Rosaceae","Rumex","Thalictrum","Urtica"
150,1495,0,0.00970873786407767,0.00647249190938511,0.0323624595469256,0.0226537216828479,0.00323624595469256,0,0,0,0.0226537216828479,0.0226537216828479,0,0,0.0129449838187702,0,0,0.00647249190938511,0.00647249190938511,0.0744336569579288,0.00323624595469256,0,0.576051779935275,0,0.00323624595469256,0,0,0.00647249190938511,0.0161812297734628,0,0.0161812297734628,0,0.00970873786407767,0.0161812297734628,0.00323624595469256,0,0,0.00647249190938511,0.0614886731391586,0.00970873786407767,0,0,0,0,0.0485436893203883,0,0,0.00323624595469256,0,0,0,0
160,1597,0,0.0087719298245614,0,0.0350877192982456,0.0175438596491228,0.00584795321637427,0,0,0,0.00292397660818713,0.00584795321637427,0,0.00292397660818713,0.0263157894736842,0,0,0,0,0.0467836257309941,0.00292397660818713,0,0.526315789473684,0,0.00584795321637427,0,0,0.00292397660818713,0.0350877192982456,0,0.00584795321637427,0.00292397660818713,0.0087719298245614,0.00292397660818713,0,0,0,0.00292397660818713,0.0175438596491228,0.00584795321637427,0,0,0,0,0.219298245614035,0,0,0,0.00292397660818713,0.00584795321637427,0,0
170,1698,0,0.0032258064516129,0.0032258064516129,0.0129032258064516,0.0161290322580645,0.0064516129032258,0,0,0.0064516129032258,0.00967741935483871,0.0032258064516129,0.0032258064516129,0,0.0064516129032258,0,0,0,0,0.0225806451612903,0.0032258064516129,0,0.209677419354839,0,0.0064516129032258,0,0,0,0.00967741935483871,0,0.0161290322580645,0,0,0.0129032258064516,0.0064516129032258,0,0,0.00967741935483871,0.0161290322580645,0,0,0,0.0032258064516129,0,0.612903225806452,0,0,0,0,0,0,0
180,1800,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0.0124223602484472,0.0031055900621118,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0.0434782608695652,0.0093167701863354,0,0.257763975155279,0,0,0,0,0,0.0062111801242236,0,0.0062111801242236,0,0,0.015527950310559,0,0,0,0.0093167701863354,0.0248447204968944,0,0,0,0.0031055900621118,0,0.596273291925466,0,0,0,0,0,0,0
200,2003,0,0.009375,0,0.0125,0.003125,0.003125,0,0,0,0,0,0,0,0.01875,0,0,0,0.00625,0.034375,0.003125,0,0.175,0,0.003125,0,0,0,0.003125,0,0.00625,0,0,0.003125,0,0,0,0,0.028125,0,0,0,0.003125,0,0.6875,0,0,0,0,0,0,0
210,2105,0,0.00313479623824451,0.00626959247648903,0.00626959247648903,0.00940438871473354,0,0.00313479623824451,0,0,0.00626959247648903,0.00940438871473354,0,0,0.00313479623824451,0.00313479623824451,0.00313479623824451,0,0,0.0282131661442006,0.00626959247648903,0,0.235109717868339,0,0,0,0,0,0.00940438871473354,0,0.0188087774294671,0,0.00940438871473354,0.00313479623824451,0,0,0,0.00626959247648903,0.0188087774294671,0.00313479623824451,0,0,0.00626959247648903,0,0.601880877742947,0,0,0,0,0,0,0
220,2207,0,0.00872093023255814,0.00872093023255814,0.00872093023255814,0.0116279069767442,0.00581395348837209,0,0,0,0,0.00872093023255814,0,0.00290697674418605,0.0145348837209302,0.00290697674418605,0,0,0,0.0348837209302326,0.00290697674418605,0,0.337209302325581,0,0,0,0,0,0.0203488372093023,0,0.0290697674418605,0,0,0.00872093023255814,0,0,0,0.00290697674418605,0.0203488372093023,0,0,0,0,0,0.459302325581395,0,0,0.00581395348837209,0,0.00290697674418605,0.00290697674418605,0
230,2308,0,0,0.00325732899022801,0.00651465798045603,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0.00325732899022801,0.0162866449511401,0,0,0.192182410423453,0,0,0,0.00325732899022801,0,0.00651465798045603,0,0.0130293159609121,0,0.00651465798045603,0.00325732899022801,0,0,0,0,0.00651465798045603,0,0,0,0,0,0.729641693811075,0,0,0.00325732899022801,0,0.00325732899022801,0,0
240,2410,0,0.00319488817891374,0.00319488817891374,0.00638977635782748,0.0223642172523962,0.00319488817891374,0,0,0,0.00638977635782748,0.00319488817891374,0,0,0.00319488817891374,0,0,0.00319488817891374,0.00958466453674121,0.0351437699680511,0,0,0.322683706070288,0,0,0,0,0,0.012779552715655,0,0.0191693290734824,0,0.012779552715655,0,0.00319488817891374,0,0,0,0.012779552715655,0,0,0,0,0,0.517571884984026,0,0,0,0,0,0,0
250,2512,0,0.00320512820512821,0.016025641025641,0.0192307692307692,0.016025641025641,0,0.00320512820512821,0,0,0,0.00641025641025641,0,0,0.0192307692307692,0,0,0,0.00320512820512821,0.0833333333333333,0,0,0.519230769230769,0,0,0,0,0,0.0224358974358974,0,0.016025641025641,0,0.00961538461538462,0.016025641025641,0,0,0,0.00320512820512821,0.0480769230769231,0,0,0,0,0,0.192307692307692,0,0.00320512820512821,0,0,0,0,0
260,2613,0,0.00306748466257669,0.0214723926380368,0.0276073619631902,0.0184049079754601,0,0,0,0,0.0122699386503067,0,0,0.00306748466257669,0.00306748466257669,0,0,0,0.00306748466257669,0.0705521472392638,0.00613496932515337,0,0.417177914110429,0.00306748466257669,0,0,0,0,0.0122699386503067,0,0.0398773006134969,0,0.00613496932515337,0.0122699386503067,0,0,0,0.00306748466257669,0.0184049079754601,0,0,0,0.00613496932515337,0,0.312883435582822,0,0,0,0,0,0,0
270,2715,0,0,0.0130293159609121,0.0162866449511401,0.0130293159609121,0.00325732899022801,0,0,0.00325732899022801,0.00651465798045603,0.00325732899022801,0,0.00325732899022801,0.0130293159609121,0,0,0,0.00325732899022801,0.0684039087947883,0.00977198697068404,0,0.241042345276873,0,0,0,0,0.00325732899022801,0.0293159609120521,0,0.0130293159609121,0,0.00325732899022801,0.00977198697068404,0,0,0,0,0.0456026058631922,0,0,0,0,0,0.498371335504886,0,0,0,0,0,0,0
280,2817,0,0,0.0093167701863354,0.0031055900621118,0.0062111801242236,0.0031055900621118,0,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0.0124223602484472,0.0031055900621118,0,0.257763975155279,0.0031055900621118,0,0,0,0,0,0,0.031055900621118,0,0.0124223602484472,0.0093167701863354,0,0,0,0,0.015527950310559,0,0,0,0,0,0.624223602484472,0.0031055900621118,0,0,0,0,0,0
290,2918,0,0.00317460317460317,0.00317460317460317,0.00634920634920635,0.00634920634920635,0,0,0,0.00317460317460317,0,0,0,0,0.00317460317460317,0,0.00317460317460317,0,0.00317460317460317,0.0222222222222222,0,0,0.187301587301587,0,0,0,0.00317460317460317,0,0,0,0.019047619047619,0,0.00317460317460317,0.00317460317460317,0,0,0,0.00634920634920635,0.00317460317460317,0.00317460317460317,0,0,0,0,0.714285714285714,0,0,0,0,0.00317460317460317,0,0
310,3122,0,0,0.00561797752808989,0.0196629213483146,0.0112359550561798,0,0,0,0,0.0140449438202247,0.00280898876404494,0.00280898876404494,0,0.00842696629213483,0,0.00561797752808989,0,0.00280898876404494,0.0393258426966292,0.00842696629213483,0,0.219101123595506,0,0,0,0,0,0.0196629213483146,0,0.0112359550561798,0.00280898876404494,0,0.00280898876404494,0.00561797752808989,0,0,0,0.0196629213483146,0.00280898876404494,0,0,0,0,0.589887640449438,0,0,0.00280898876404494,0,0.00280898876404494,0,0
320,3223,0,0.00638977635782748,0.00638977635782748,0.00958466453674121,0.00638977635782748,0,0,0,0,0,0.00319488817891374,0,0,0.0159744408945687,0,0.00638977635782748,0,0,0.0511182108626198,0,0,0.185303514376997,0,0,0,0,0,0.0159744408945687,0,0.0191693290734824,0.00319488817891374,0,0.00958466453674121,0,0,0,0.00319488817891374,0.0255591054313099,0.00319488817891374,0,0,0.00319488817891374,0,0.619808306709265,0,0,0,0,0.00638977635782748,0,0
330,3325,0,0.00323624595469256,0.00647249190938511,0.00647249190938511,0.0161812297734628,0.00323624595469256,0,0,0,0.00323624595469256,0,0,0.00323624595469256,0.0129449838187702,0,0,0.00323624595469256,0.00323624595469256,0.0550161812297735,0,0,0.394822006472492,0,0.00323624595469256,0,0.00323624595469256,0,0.0194174757281553,0,0.00647249190938511,0,0.00970873786407767,0.00647249190938511,0,0,0,0.00323624595469256,0.0323624595469256,0.0129449838187702,0,0.00323624595469256,0,0,0.388349514563107,0,0,0,0,0,0,0
340,3427,0,0,0.00647249190938511,0.00647249190938511,0.00970873786407767,0,0,0,0,0,0.00323624595469256,0,0,0.00647249190938511,0,0.00323624595469256,0,0.00323624595469256,0.0388349514563107,0,0,0.300970873786408,0,0,0,0,0,0.00970873786407767,0,0.0161812297734628,0,0.00970873786407767,0,0,0,0,0.00323624595469256,0.00647249190938511,0.00323624595469256,0,0,0.00323624595469256,0,0.56957928802589,0,0,0,0,0,0,0
350,3528,0,0,0.003003003003003,0.009009009009009,0.03003003003003,0.003003003003003,0,0,0,0.012012012012012,0.006006006006006,0.006006006006006,0,0.003003003003003,0.006006006006006,0,0,0.006006006006006,0.0750750750750751,0.006006006006006,0,0.633633633633634,0,0.003003003003003,0,0.003003003003003,0.003003003003003,0.018018018018018,0,0.018018018018018,0,0.003003003003003,0.006006006006006,0,0,0,0.006006006006006,0.015015015015015,0.006006006006006,0,0,0,0,0.114114114114114,0,0,0.003003003003003,0,0.003003003003003,0,0
360,3630,0,0,0.0091743119266055,0.00611620795107034,0.0091743119266055,0,0,0,0.0091743119266055,0.00305810397553517,0,0,0,0.0091743119266055,0,0.00305810397553517,0,0.0091743119266055,0.0581039755351682,0,0,0.348623853211009,0,0.00611620795107034,0,0.00611620795107034,0,0.0122324159021407,0,0.0305810397553517,0,0.00305810397553517,0.00611620795107034,0,0,0,0.00611620795107034,0.036697247706422,0.0091743119266055,0,0,0.00305810397553517,0,0.406727828746177,0,0,0,0,0.00611620795107034,0.00305810397553517,0
370,3732,0,0.00657894736842105,0,0.00657894736842105,0.00657894736842105,0.00657894736842105,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0.00986842105263158,0,0.00986842105263158,0,0,0.0592105263157895,0.00328947368421053,0,0.404605263157895,0,0.00328947368421053,0,0,0,0.0230263157894737,0,0.0164473684210526,0.00328947368421053,0,0.00986842105263158,0,0,0,0.00328947368421053,0.0197368421052632,0,0,0,0,0,0.401315789473684,0,0,0,0,0,0,0
380,3833,0,0,0,0.0130293159609121,0.00325732899022801,0,0,0,0,0.0130293159609121,0,0,0,0.00977198697068404,0,0,0,0,0.0358306188925081,0,0,0.250814332247557,0,0.00977198697068404,0,0.00325732899022801,0,0.00977198697068404,0,0.0162866449511401,0,0.00325732899022801,0.00977198697068404,0,0,0,0.00325732899022801,0.0162866449511401,0,0,0,0,0,0.58957654723127,0,0,0.00651465798045603,0,0.00651465798045603,0,0
390,3935,0,0.00318471337579618,0,0.00636942675159236,0.0127388535031847,0,0,0,0.00636942675159236,0.00636942675159236,0.00318471337579618,0,0,0.00955414012738853,0,0,0,0,0.0286624203821656,0,0,0.353503184713376,0,0.00318471337579618,0,0.00318471337579618,0,0.0191082802547771,0,0.0191082802547771,0,0.00318471337579618,0.00636942675159236,0,0,0,0,0.0382165605095541,0,0,0,0,0,0.464968152866242,0,0,0.00636942675159236,0,0.00318471337579618,0.00318471337579618,0
410,4138,0,0.00325732899022801,0.00325732899022801,0.0162866449511401,0.0162866449511401,0.00977198697068404,0,0,0,0.00977198697068404,0.0162866449511401,0,0,0,0.00325732899022801,0,0,0,0.0390879478827362,0.00977198697068404,0,0.384364820846906,0,0.00651465798045603,0,0,0.00325732899022801,0.0228013029315961,0,0.0358306188925081,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0.0195439739413681,0,0,0,0,0,0.390879478827362,0,0,0,0,0.00325732899022801,0,0
420,4240,0,0.00923076923076923,0.0246153846153846,0.00923076923076923,0.0276923076923077,0,0.00307692307692308,0,0,0,0.0153846153846154,0,0,0.00923076923076923,0,0,0,0,0.08,0,0,0.643076923076923,0,0.00615384615384615,0.00307692307692308,0.00615384615384615,0.00307692307692308,0.0246153846153846,0,0.0461538461538462,0,0.0123076923076923,0.0123076923076923,0,0,0,0.0123076923076923,0,0,0,0,0.00307692307692308,0,0.0461538461538462,0,0,0,0,0,0.00307692307692308,0
430,4342,0,0,0.0098360655737705,0.00327868852459016,0.0131147540983607,0.0098360655737705,0,0,0,0.00655737704918033,0.00327868852459016,0,0,0.00327868852459016,0,0,0,0,0.059016393442623,0.00655737704918033,0,0.60983606557377,0,0.00655737704918033,0,0.00327868852459016,0.00327868852459016,0.0163934426229508,0,0.0426229508196721,0,0.019672131147541,0.0163934426229508,0,0,0,0.00655737704918033,0.0295081967213115,0.00327868852459016,0,0,0.00327868852459016,0,0.121311475409836,0,0,0,0,0,0.00327868852459016,0
440,4444,0,0,0.00651465798045603,0.0293159609120521,0.0488599348534202,0.00325732899022801,0,0.00325732899022801,0,0.00651465798045603,0.00325732899022801,0,0,0.00977198697068404,0.00325732899022801,0.00325732899022801,0.00651465798045603,0,0.123778501628664,0,0,0.530944625407166,0,0,0,0,0,0.0423452768729642,0,0.0586319218241042,0,0.0228013029315961,0.00977198697068404,0,0,0,0.0130293159609121,0.0228013029315961,0,0,0,0,0,0.0423452768729642,0,0,0.00651465798045603,0,0,0.00325732899022801,0
450,4507,0,0.00326797385620915,0.0065359477124183,0.0163398692810458,0.0163398692810458,0.00980392156862745,0,0,0,0.00980392156862745,0.0163398692810458,0,0.00326797385620915,0.0196078431372549,0.00326797385620915,0.0065359477124183,0,0,0.065359477124183,0.00326797385620915,0,0.535947712418301,0.00326797385620915,0.0065359477124183,0,0.00326797385620915,0,0.0196078431372549,0,0.088235294117647,0.00326797385620915,0.0294117647058824,0.00980392156862745,0,0,0,0.00326797385620915,0.042483660130719,0.00326797385620915,0,0,0,0,0.0620915032679739,0,0.0065359477124183,0.00326797385620915,0,0,0,0
460,4570,0,0.0065359477124183,0.0130718954248366,0.00326797385620915,0.0326797385620915,0.00326797385620915,0.00326797385620915,0,0.0065359477124183,0.0130718954248366,0.00980392156862745,0,0.0065359477124183,0.00326797385620915,0,0.0065359477124183,0.00326797385620915,0.00980392156862745,0.0784313725490196,0,0,0.588235294117647,0,0,0,0.0065359477124183,0,0.0261437908496732,0,0.0784313725490196,0,0.0261437908496732,0.0130718954248366,0,0,0,0.00326797385620915,0.0130718954248366,0,0,0,0,0,0.0392156862745098,0,0.00326797385620915,0.00326797385620915,0,0,0,0
470,4633,0,0,0.024390243902439,0.0213414634146341,0.0426829268292683,0,0,0,0,0.0182926829268293,0.00609756097560976,0,0,0.0274390243902439,0.00304878048780488,0.00914634146341463,0,0,0.073170731707317,0.0152439024390244,0,0.448170731707317,0,0.0121951219512195,0,0,0,0.048780487804878,0,0.0579268292682927,0,0.0274390243902439,0.0182926829268293,0,0,0,0.00609756097560976,0.0548780487804878,0.00304878048780488,0,0,0.00609756097560976,0,0.073170731707317,0,0,0.00304878048780488,0,0,0,0
480,4696,0,0.00662251655629139,0.0132450331125828,0.00993377483443709,0.0264900662251656,0,0,0,0,0.0033112582781457,0.0033112582781457,0,0,0.00662251655629139,0,0,0.0033112582781457,0,0.0827814569536424,0,0,0.576158940397351,0,0.0033112582781457,0,0.0132450331125828,0,0.0198675496688742,0,0.122516556291391,0,0.0231788079470199,0.0132450331125828,0,0,0,0,0.0231788079470199,0,0,0,0.0033112582781457,0,0.043046357615894,0,0,0,0,0,0.0033112582781457,0
490,4759,0.00318471337579618,0.00955414012738853,0.00318471337579618,0.00318471337579618,0.0191082802547771,0,0,0,0,0.00636942675159236,0.00636942675159236,0,0,0.0127388535031847,0.00318471337579618,0.00318471337579618,0,0.00636942675159236,0.121019108280255,0,0,0.547770700636943,0,0,0,0,0,0.0222929936305732,0,0.054140127388535,0,0.0222929936305732,0.00955414012738853,0,0,0,0.0159235668789809,0.0477707006369427,0,0.00318471337579618,0,0.00318471337579618,0,0.0700636942675159,0,0,0,0,0.00636942675159236,0,0
505,4853,0,0.00964630225080386,0.00321543408360129,0.0128617363344051,0.022508038585209,0,0,0,0,0.00321543408360129,0.00964630225080386,0,0,0.0128617363344051,0,0,0.0192926045016077,0.00321543408360129,0.106109324758842,0,0,0.60128617363344,0,0,0,0.00643086816720257,0,0.0321543408360129,0,0.0546623794212219,0,0.00321543408360129,0.00643086816720257,0,0,0,0.00964630225080386,0.0418006430868167,0,0,0,0,0,0.0385852090032154,0,0,0,0,0.00321543408360129,0,0
510,4885,0,0.00314465408805031,0,0.0188679245283019,0.0377358490566038,0.00314465408805031,0,0,0,0.0125786163522013,0.00628930817610063,0,0,0.00943396226415094,0,0,0,0.00628930817610063,0.0534591194968553,0.00628930817610063,0,0.619496855345912,0,0.00628930817610063,0,0.00628930817610063,0,0.0251572327044025,0,0.0408805031446541,0,0.0220125786163522,0.0125786163522013,0,0,0,0.00943396226415094,0.0345911949685535,0,0,0,0.00314465408805031,0,0.0628930817610063,0,0,0,0,0,0,0
520,4948,0,0.00898203592814371,0.00598802395209581,0.0119760479041916,0.0269461077844311,0,0,0,0,0.00598802395209581,0.00598802395209581,0,0,0.0029940119760479,0,0,0.0179640718562874,0.0029940119760479,0.107784431137725,0,0,0.538922155688623,0,0,0.0029940119760479,0.0029940119760479,0.0029940119760479,0.0389221556886228,0,0.0748502994011976,0,0.0269461077844311,0.0149700598802395,0,0,0,0.0179640718562874,0.0119760479041916,0.00598802395209581,0,0,0.00598802395209581,0,0.0479041916167665,0,0,0,0,0.00898203592814371,0,0
530,5011,0,0,0.00920245398773006,0.00306748466257669,0.0122699386503067,0.00920245398773006,0,0,0.00306748466257669,0.00613496932515337,0.00306748466257669,0,0,0.0153374233128834,0.00306748466257669,0.00613496932515337,0,0.00613496932515337,0.088957055214724,0.00306748466257669,0,0.51840490797546,0,0.00613496932515337,0,0.00306748466257669,0,0.0306748466257669,0,0.0644171779141104,0.00920245398773006,0.0214723926380368,0.00306748466257669,0,0,0,0.00920245398773006,0.0214723926380368,0.00306748466257669,0.00306748466257669,0,0.00920245398773006,0,0.125766871165644,0,0,0.00306748466257669,0,0,0,0
540,5074,0,0.00302114803625378,0.00906344410876133,0.0120845921450151,0.027190332326284,0,0,0,0,0.00302114803625378,0.00302114803625378,0,0,0.0211480362537764,0,0,0,0,0.0604229607250755,0.00302114803625378,0,0.634441087613293,0,0,0,0.00302114803625378,0,0.0362537764350453,0,0.0664652567975831,0,0.0181268882175227,0.0211480362537764,0,0,0,0.00906344410876133,0.027190332326284,0,0,0,0.00604229607250755,0,0.0362537764350453,0,0,0,0,0,0,0
550,5137,0,0.00977198697068404,0.00651465798045603,0.00651465798045603,0.0130293159609121,0.00325732899022801,0,0,0,0.0162866449511401,0.00325732899022801,0,0,0.0162866449511401,0.00325732899022801,0,0,0,0.0651465798045603,0.00977198697068404,0,0.57328990228013,0,0.00325732899022801,0,0.00325732899022801,0,0.0390879478827362,0,0.0521172638436482,0,0.00977198697068404,0.0162866449511401,0,0,0,0.00651465798045603,0.0325732899022801,0,0,0.00325732899022801,0,0,0.107491856677524,0,0,0,0,0,0,0
