"sample.depths","sample.ages","Picea","Abies","Larix","Juniperus.Thuja","Pinus.banksiana.P..resinosa","Pinus.undiff.","Pinus.strobus","Betula","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Populus.tremuloides.type","Populus.balsamifera.type","Ulmus","Tilia","Ostrya.Carpinus","Quercus","Acer.saccharum","Acer.saccharinum.type","Acer.rubrum","Acer.negundo","Acer.undiff.","Carya","Platanus","Morus","Celtis","Tsuga.canadensis","Juglans.cinerea","Juglans.nigra","Fagus","Salix","Alnus.incana.type","Alnus.viridis.type","Corylus","Sarcobatus.vermiculatus","Ephedra.torreyana.type","Ephedra.nevadensis.type","Rosa.type","Shepherdia.argentea","Rhus","Myrica","Ceanothus","Vitis","Cornus.undiff.","Cornus.sericea","Viburnum","Cyperaceae","Poaceae.undiff.","Cerealia.undiff.","Avena.Triticum","Zea","Artemisia","Ambrosia.type","Iva.annua.type","Iva.xanthifolia.type","Xanthium","Bidens","Aster.type","Anthemis.type","Taraxacum.type","Chenopodiaceae.undiff.","Humulus.Cannabis.sativa","Urtica","Plantago.undiff.","Plantago.major.P..media","Rumex","Thalictrum","Dalea.purpurea","Amorpha.type","Potentilla.type","Spiraea.type","Sanguisorba.canadensis","Ranunculaceae.undiff.","Anemone.type","Ranunculus.type","Stachys.type","Polygonum.persicaria","Campanula","Armeria","Gentiana","Caryophyllaceae","Apiaceae","Rubiaceae","Brassicaceae","Fabaceae.undiff.","Trifolium.repens","Onagraceae","Knautia","Liliaceae","Allium.type"
160,1007,0.0119047619047619,0,0.00595238095238095,0.00595238095238095,0.563492063492063,0.00793650793650794,0.0337301587301587,0.113095238095238,0.00793650793650794,0.00198412698412698,0.00198412698412698,0,0.0119047619047619,0,0.0198412698412698,0.0734126984126984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198412698412698,0.0317460317460317,0.00992063492063492,0.0119047619047619,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0.00992063492063492,0.0257936507936508,0,0,0,0.0257936507936508,0.0119047619047619,0,0,0,0,0.00198412698412698,0,0,0.00198412698412698,0,0,0,0,0,0.00198412698412698,0,0.00198412698412698,0,0,0,0,0,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1160,0.014058106841612,0.00468603561387067,0.00374882849109653,0.00187441424554827,0.418931583880037,0.0131208997188379,0.177132146204311,0.145267104029991,0.00656044985941893,0.0056232427366448,0,0,0.0168697282099344,0.000937207122774133,0.0234301780693533,0.0515463917525773,0.0028116213683224,0.000937207122774133,0,0,0,0,0.0028116213683224,0,0,0,0,0,0,0.00749765698219306,0.0318650421743205,0.00937207122774133,0.00749765698219306,0,0,0.000937207122774133,0,0,0,0,0,0,0,0,0,0.0121836925960637,0.0131208997188379,0,0,0,0.0149953139643861,0.0028116213683224,0,0.000937207122774133,0,0.000937207122774133,0.00187441424554827,0,0,0.000937207122774133,0,0,0,0,0,0.00187441424554827,0,0.000937207122774133,0,0,0,0,0,0,0,0,0.000937207122774133,0,0,0,0.000937207122774133,0,0,0,0,0,0,0,0
195,1281,0.0115702479338843,0.0132231404958678,0.0132231404958678,0.00165289256198347,0.305785123966942,0.0231404958677686,0.145454545454545,0.209917355371901,0.00661157024793388,0.00330578512396694,0.00330578512396694,0,0.0165289256198347,0.00165289256198347,0.0231404958677686,0.0942148760330579,0.00165289256198347,0.00165289256198347,0.00165289256198347,0,0,0,0.00165289256198347,0,0,0.00330578512396694,0.00165289256198347,0.00165289256198347,0,0.00165289256198347,0.0264462809917355,0.00495867768595041,0.00826446280991736,0,0,0,0,0,0,0,0,0,0,0,0,0.0132231404958678,0.028099173553719,0,0,0,0.0115702479338843,0.00991735537190083,0.00165289256198347,0,0,0.00165289256198347,0.00165289256198347,0,0,0.00330578512396694,0,0,0,0,0,0.00165289256198347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1409,0.0128617363344051,0.00321543408360129,0.0466237942122186,0.00321543408360129,0.437299035369775,0.0514469453376206,0.167202572347267,0.106109324758842,0.00643086816720257,0.00321543408360129,0.00643086816720257,0.00160771704180064,0.00803858520900321,0,0.00643086816720257,0.0385852090032154,0.00482315112540193,0,0.00321543408360129,0,0,0,0,0,0,0.00321543408360129,0,0,0,0.00160771704180064,0.00964630225080386,0.00321543408360129,0.00160771704180064,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0.0112540192926045,0.0192926045016077,0,0,0,0.0128617363344051,0.00643086816720257,0,0.00160771704180064,0,0.00160771704180064,0,0,0,0.00482315112540193,0,0,0,0,0,0,0,0.00643086816720257,0,0,0,0,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1544,0.0031055900621118,0,0.0093167701863354,0,0.459627329192547,0.0186335403726708,0.118012422360248,0.158385093167702,0.0062111801242236,0.0031055900621118,0.0031055900621118,0,0.0124223602484472,0.0031055900621118,0.0031055900621118,0.0652173913043478,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0.0031055900621118,0.0590062111801242,0.0062111801242236,0.0093167701863354,0,0,0,0,0,0,0,0,0,0,0,0,0.0062111801242236,0.031055900621118,0,0,0,0.0093167701863354,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1689,0.0175097276264591,0.00778210116731518,0.00778210116731518,0.00194552529182879,0.287937743190661,0.0291828793774319,0.342412451361868,0.105058365758755,0.00778210116731518,0.00194552529182879,0.00972762645914397,0,0.0194552529182879,0,0.00194552529182879,0.0291828793774319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194552529182879,0.0330739299610895,0.00389105058365759,0.0155642023346304,0,0,0,0,0,0,0,0,0,0,0,0,0.0116731517509728,0.0194552529182879,0,0,0,0.0155642023346304,0.0136186770428016,0.00194552529182879,0.00194552529182879,0,0.00194552529182879,0.00389105058365759,0,0,0.00194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1791,0.0105708245243129,0.00211416490486258,0.0190274841437632,0,0.418604651162791,0.0211416490486258,0.164904862579281,0.114164904862579,0.00422832980972516,0,0.00211416490486258,0,0.00845665961945032,0.00211416490486258,0.00634249471458774,0.0613107822410148,0,0.00211416490486258,0,0,0,0,0,0,0,0.00211416490486258,0,0,0,0.00422832980972516,0.025369978858351,0.00422832980972516,0.0147991543340381,0.00211416490486258,0,0,0,0,0,0,0,0,0,0,0,0.0147991543340381,0.0380549682875264,0,0,0,0.025369978858351,0.0126849894291755,0,0.00211416490486258,0,0,0.00422832980972516,0,0,0.00211416490486258,0,0,0,0,0.00422832980972516,0.00211416490486258,0,0.00211416490486258,0,0,0,0,0,0,0,0,0,0,0,0.00211416490486258,0,0,0,0,0,0,0,0,0
260,1898,0.0117493472584856,0.00391644908616188,0.010443864229765,0,0.331592689295039,0.031331592689295,0.266318537859008,0.150130548302872,0.00391644908616188,0.00261096605744125,0,0,0.00783289817232376,0,0.00652741514360313,0.031331592689295,0,0,0.00130548302872063,0,0,0,0,0.00130548302872063,0,0,0,0,0,0.00261096605744125,0.0483028720626632,0.0130548302872063,0.00652741514360313,0,0,0,0.00130548302872063,0,0,0,0,0,0,0,0,0.00652741514360313,0.0221932114882507,0,0,0,0.0182767624020888,0.010443864229765,0,0,0,0,0.00652741514360313,0,0,0,0,0,0,0,0,0,0,0.00130548302872063,0.00130548302872063,0,0,0,0,0,0,0,0,0,0,0.00130548302872063,0,0,0,0,0,0,0,0,0
275,2069,0.00475059382422803,0,0.0118764845605701,0,0.239904988123515,0.0190023752969121,0.104513064133017,0.247030878859857,0.00475059382422803,0.00475059382422803,0,0,0.0308788598574822,0,0.0237529691211401,0.0950118764845606,0,0.00237529691211401,0.00237529691211401,0,0,0,0.00237529691211401,0,0.00237529691211401,0,0,0.00475059382422803,0,0.00237529691211401,0.0498812351543943,0.0142517814726841,0.0308788598574822,0,0,0,0,0,0,0,0,0,0,0,0,0.0356294536817102,0.0356294536817102,0,0,0,0.0166270783847981,0.00237529691211401,0,0,0,0,0.00237529691211401,0,0,0.00237529691211401,0,0,0,0,0.00475059382422803,0,0,0,0,0,0,0,0,0.00237529691211401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2252,0.00344827586206897,0.00172413793103448,0.00689655172413793,0,0.396551724137931,0.0258620689655172,0.21551724137931,0.0896551724137931,0.00689655172413793,0.00172413793103448,0,0,0.0137931034482759,0.00172413793103448,0.0155172413793103,0.0758620689655172,0.00344827586206897,0,0,0,0,0.00172413793103448,0,0,0,0,0,0,0,0.00344827586206897,0.0275862068965517,0.0120689655172414,0.00517241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0.0241379310344828,0.0293103448275862,0,0,0,0.0206896551724138,0.0103448275862069,0,0,0,0.00517241379310345,0,0,0,0.00172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2445,0.00920810313075507,0.00552486187845304,0.00736648250460405,0,0.283609576427256,0.0405156537753223,0.246777163904236,0.0644567219152855,0.0128913443830571,0,0.00552486187845304,0,0.0220994475138122,0.00184162062615101,0.0147329650092081,0.0755064456721915,0.00552486187845304,0,0.00184162062615101,0,0.00184162062615101,0,0,0,0.00368324125230203,0.00184162062615101,0.00184162062615101,0,0,0.00552486187845304,0.0460405156537753,0.0184162062615101,0.0110497237569061,0,0,0,0,0,0,0.00184162062615101,0,0,0,0,0,0.0386740331491713,0.0349907918968692,0,0,0,0.0165745856353591,0.0110497237569061,0.00184162062615101,0,0,0.00184162062615101,0,0,0,0.00368324125230203,0,0,0,0,0,0,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2512,0,0.00340136054421769,0.00170068027210884,0.00510204081632653,0.195578231292517,0,0.285714285714286,0.204081632653061,0.0102040816326531,0,0.00680272108843537,0,0.0170068027210884,0.00510204081632653,0.0204081632653061,0.0918367346938776,0,0.00510204081632653,0,0,0,0,0,0,0.00170068027210884,0,0.00170068027210884,0,0,0.00170068027210884,0.0510204081632653,0.00850340136054422,0.0119047619047619,0.00170068027210884,0,0.00170068027210884,0,0,0,0.00170068027210884,0,0,0,0,0,0.0204081632653061,0.0119047619047619,0,0,0,0.0136054421768707,0.0136054421768707,0,0.00170068027210884,0,0,0,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2647,0.00429799426934097,0.0114613180515759,0.00859598853868195,0,0.306590257879656,0.0329512893982808,0.343839541547278,0.0702005730659026,0.00429799426934097,0.00143266475644699,0,0,0.0128939828080229,0.00859598853868195,0.0100286532951289,0.0702005730659026,0.00143266475644699,0.00143266475644699,0,0,0,0,0,0,0,0,0.00143266475644699,0,0,0.00429799426934097,0.0186246418338109,0.00859598853868195,0.00573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0.0171919770773639,0.0171919770773639,0,0,0,0.0114613180515759,0.0100286532951289,0.00143266475644699,0.00143266475644699,0,0.00143266475644699,0.00143266475644699,0.00143266475644699,0,0.00859598853868195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143266475644699,0,0,0,0,0,0,0,0,0
330,2785,0.0033112582781457,0.0022075055187638,0.0033112582781457,0,0.240618101545254,0,0.406181015452539,0.0816777041942605,0.00551876379690949,0.0022075055187638,0,0,0.0176600441501104,0.0022075055187638,0.0187637969094923,0.0717439293598234,0.0011037527593819,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0.00772626931567329,0.0286975717439294,0.00441501103752759,0.011037527593819,0,0,0,0,0,0,0,0,0,0,0,0,0.0143487858719647,0.0242825607064018,0,0,0,0.0209713024282561,0.00883002207505519,0.0011037527593819,0,0,0,0.00993377483443709,0,0,0.00662251655629139,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2854,0.00180831826401447,0.00180831826401447,0.00904159132007233,0,0.209764918625678,0.0687160940325497,0.282097649186257,0.132007233273056,0.00904159132007233,0.00361663652802893,0,0,0.0289330922242315,0.00180831826401447,0.0180831826401447,0.0886075949367089,0.00180831826401447,0.00180831826401447,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0.0415913200723327,0.00723327305605787,0.0108499095840868,0.00180831826401447,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0.00723327305605787,0.0180831826401447,0,0,0,0.0162748643761302,0.0180831826401447,0,0,0,0,0.0054249547920434,0,0,0.00723327305605787,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0
340,2924,0.00417246175243394,0.00973574408901252,0.0139082058414465,0.00139082058414465,0.114047287899861,0,0.458970792767733,0.0806675938803894,0.00695410292072323,0,0.00139082058414465,0,0.019471488178025,0.00139082058414465,0.0180806675938804,0.0917941585535466,0.00417246175243394,0.00139082058414465,0,0,0,0,0,0,0,0.00278164116828929,0,0,0,0,0.0514603616133519,0.00695410292072323,0.0166898470097357,0,0,0,0,0,0,0,0,0.00139082058414465,0,0,0,0.0319888734353268,0.00695410292072323,0,0,0,0.0305980528511822,0.0139082058414465,0,0,0,0,0.00556328233657858,0,0,0.00278164116828929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139082058414465,0,0,0,0,0,0,0
350,3064,0,0.00126262626262626,0.00631313131313131,0.00126262626262626,0.131313131313131,0,0.592171717171717,0.0593434343434343,0.00757575757575758,0,0,0,0.00378787878787879,0,0.0189393939393939,0.0656565656565657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0.0214646464646465,0.00252525252525253,0.00378787878787879,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0.0176767676767677,0.0328282828282828,0,0,0,0.0101010101010101,0.00252525252525253,0,0,0,0,0.00252525252525253,0,0,0.00505050505050505,0,0,0,0,0,0,0,0.00126262626262626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,3205,0.00508905852417303,0.00381679389312977,0.0114503816793893,0.00127226463104326,0.141221374045802,0.0241730279898219,0.231552162849873,0.174300254452926,0.0089058524173028,0.00127226463104326,0.00254452926208651,0.00127226463104326,0.0139949109414758,0.00127226463104326,0.0343511450381679,0.152671755725191,0.00127226463104326,0,0,0,0,0.00127226463104326,0,0,0.00127226463104326,0,0,0.00127226463104326,0,0.00381679389312977,0.0203562340966921,0.0127226463104326,0.0152671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0.0229007633587786,0.0572519083969466,0,0,0,0.0165394402035623,0.0089058524173028,0,0,0,0.00254452926208651,0.00127226463104326,0,0,0.00636132315521628,0,0,0,0,0,0,0,0.00127226463104326,0,0.00127226463104326,0.0139949109414758,0,0,0.00127226463104326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,3347,0.00500625782227785,0.00125156445556946,0.00750938673341677,0.00125156445556946,0.0851063829787234,0,0.122653316645807,0.193992490613267,0.0225281602002503,0.00750938673341677,0.0100125156445557,0,0.0400500625782228,0.00125156445556946,0.0563204005006258,0.166458072590738,0.00375469336670839,0.00250312891113892,0.00125156445556946,0,0,0,0.00125156445556946,0,0,0.00125156445556946,0.00125156445556946,0,0,0.0150187734668335,0.0538172715894869,0.0137672090112641,0.0337922403003755,0.00125156445556946,0,0,0,0,0,0,0,0,0,0,0,0.0500625782227785,0.0425531914893617,0,0,0,0.0262828535669587,0.0187734668335419,0,0,0,0,0.00375469336670839,0,0,0.00375469336670839,0,0,0,0,0.00125156445556946,0,0,0.00250312891113892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125156445556946
375,3417,0.0163934426229508,0.00819672131147541,0.00409836065573771,0.00409836065573771,0.0717213114754098,0.0266393442622951,0.0532786885245902,0.420081967213115,0.0122950819672131,0.00204918032786885,0,0,0.0204918032786885,0.00409836065573771,0.0491803278688525,0.10655737704918,0.00204918032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348360655737705,0.00409836065573771,0.040983606557377,0,0,0,0,0,0,0,0,0,0,0,0,0.0102459016393443,0.0348360655737705,0,0,0,0.0430327868852459,0.014344262295082,0.00204918032786885,0.00204918032786885,0.00204918032786885,0.00204918032786885,0,0,0,0.00204918032786885,0,0,0,0,0.00204918032786885,0.00409836065573771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,3488,0.0124777183600713,0.0017825311942959,0.0017825311942959,0.0017825311942959,0.122994652406417,0,0.0552584670231729,0.183600713012478,0.0374331550802139,0.017825311942959,0.0071301247771836,0.0017825311942959,0.0231729055258467,0.0017825311942959,0.0588235294117647,0.201426024955437,0.0017825311942959,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0.0053475935828877,0.0944741532976827,0.017825311942959,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0.0392156862745098,0.0445632798573975,0,0,0,0.0320855614973262,0.0124777183600713,0,0,0,0,0.0035650623885918,0,0,0.0142602495543672,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,3629,0.00644122383252818,0.00805152979066022,0.00161030595813205,0.00483091787439614,0.0756843800322061,0.00966183574879227,0.0338164251207729,0.2914653784219,0.0112721417069243,0.00805152979066022,0.00322061191626409,0,0.037037037037037,0.00161030595813205,0.037037037037037,0.235104669887279,0.00322061191626409,0.00161030595813205,0,0,0,0,0,0,0,0,0,0,0,0.00966183574879227,0.0225442834138486,0.00644122383252818,0.0289855072463768,0.00161030595813205,0,0,0,0,0,0.00161030595813205,0,0,0.00322061191626409,0,0,0.0434782608695652,0.0450885668276973,0,0,0,0.0289855072463768,0.00805152979066022,0,0.00322061191626409,0,0.00644122383252818,0,0,0,0.00966183574879227,0,0,0,0,0.00322061191626409,0,0,0,0,0.00483091787439614,0,0,0,0.00322061191626409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
