"sample.depths","sample.ages","Picea","Abies","Larix","Juniperus.Thuja","Pinus.banksiana.P..resinosa","Pinus.undiff.","Pinus.strobus","Betula","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Populus.tremuloides.type","Populus.balsamifera.type","Ulmus","Tilia","Ostrya.Carpinus","Quercus","Acer.saccharum","Acer.saccharinum.type","Acer.rubrum","Acer.negundo","Acer.undiff.","Carya","Platanus","Morus","Celtis","Tsuga.canadensis","Juglans.cinerea","Juglans.nigra","Fagus","Salix","Alnus.incana.type","Alnus.viridis.type","Corylus","Sarcobatus.vermiculatus","Ephedra.torreyana.type","Ephedra.nevadensis.type","Rosa.type","Shepherdia.argentea","Rhus","Myrica","Ceanothus","Vitis","Cornus.undiff.","Cornus.sericea","Viburnum","Cyperaceae","Poaceae.undiff.","Cerealia.undiff.","Avena.Triticum","Zea","Artemisia","Ambrosia.type","Iva.annua.type","Iva.xanthifolia.type","Xanthium","Bidens","Aster.type","Anthemis.type","Taraxacum.type","Chenopodiaceae.undiff.","Humulus.Cannabis.sativa","Urtica","Plantago.undiff.","Plantago.major.P..media","Rumex","Thalictrum","Dalea.purpurea","Amorpha.type","Potentilla.type","Spiraea.type","Sanguisorba.canadensis","Ranunculaceae.undiff.","Anemone.type","Ranunculus.type","Stachys.type","Polygonum.persicaria","Campanula","Armeria","Gentiana","Caryophyllaceae","Apiaceae","Rubiaceae","Brassicaceae","Fabaceae.undiff.","Trifolium.repens","Onagraceae","Knautia","Liliaceae","Allium.type"
0,-51,0.0141509433962264,0,0,0.00235849056603774,0.35377358490566,0.00471698113207547,0.00471698113207547,0.089622641509434,0.00235849056603774,0.00943396226415094,0.00471698113207547,0,0.0283018867924528,0,0.00943396226415094,0.0754716981132075,0.00235849056603774,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0.245283018867925,0.0141509433962264,0.00235849056603774,0.0070754716981132,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0.00235849056603774,0.0235849056603774,0.00471698113207547,0,0.00235849056603774,0.0188679245283019,0.0495283018867925,0.00471698113207547,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0.00235849056603774,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0
10,8,0.010126582278481,0.0126582278481013,0.00506329113924051,0.0151898734177215,0.432911392405063,0.00506329113924051,0.0253164556962025,0.0810126582278481,0.00759493670886076,0.00506329113924051,0.00253164556962025,0,0.0227848101265823,0,0.00253164556962025,0.0582278481012658,0,0,0,0,0,0,0,0,0,0,0.00253164556962025,0,0,0.00759493670886076,0.0253164556962025,0.0177215189873418,0.020253164556962,0,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0.0126582278481013,0.0582278481012658,0.010126582278481,0.00506329113924051,0,0.0253164556962025,0.0962025316455696,0,0,0,0,0.00506329113924051,0,0,0.010126582278481,0.00253164556962025,0,0,0,0.00253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506329113924051,0,0,0,0.00253164556962025,0.00253164556962025,0,0,0,0
30,128,0.0198511166253102,0.0124069478908189,0.00248138957816377,0,0.451612903225806,0.0099255583126551,0.0372208436724566,0.148883374689826,0.00496277915632754,0.00496277915632754,0.0223325062034739,0,0.0148883374689826,0,0.0099255583126551,0.054590570719603,0.00496277915632754,0,0,0,0,0.00248138957816377,0,0,0,0,0,0,0,0.0124069478908189,0.0248138957816377,0.00496277915632754,0.00744416873449132,0,0.00248138957816377,0,0,0,0,0.00248138957816377,0,0,0,0,0,0.0124069478908189,0.0148883374689826,0.00496277915632754,0,0,0.0347394540942928,0.0471464019851117,0,0.00248138957816377,0.00248138957816377,0,0.00248138957816377,0,0,0.0099255583126551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124069478908189,0,0,0,0,0,0,0,0,0
50,250,0.0087463556851312,0,0.0145772594752187,0,0.623906705539359,0,0.0349854227405248,0.075801749271137,0.00583090379008746,0.00291545189504373,0.00291545189504373,0,0.00291545189504373,0,0.00583090379008746,0.0612244897959184,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0.00291545189504373,0.0204081632653061,0.0174927113702624,0.0204081632653061,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0.0116618075801749,0.0291545189504373,0,0,0,0.0174927113702624,0.0145772594752187,0,0,0,0,0.0116618075801749,0,0,0.00291545189504373,0,0,0,0,0,0.00583090379008746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,376,0.0152542372881356,0.00508474576271186,0.00169491525423729,0.00677966101694915,0.576271186440678,0.00677966101694915,0.0491525423728814,0.0983050847457627,0.00169491525423729,0.00169491525423729,0,0,0.0152542372881356,0.00338983050847458,0.0101694915254237,0.0661016949152542,0.00338983050847458,0.00169491525423729,0,0,0,0.00338983050847458,0,0,0,0,0,0,0,0.00508474576271186,0.0254237288135593,0.011864406779661,0.0169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0.0152542372881356,0.0101694915254237,0,0,0,0.0288135593220339,0.00677966101694915,0,0,0,0.00169491525423729,0.00169491525423729,0,0,0.00677966101694915,0,0,0,0,0,0,0,0.00169491525423729,0,0,0,0.00169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,510,0.00961538461538462,0.00961538461538462,0.0216346153846154,0.00480769230769231,0.516826923076923,0.00480769230769231,0.0552884615384615,0.0985576923076923,0.00721153846153846,0.00240384615384615,0.00480769230769231,0,0.00721153846153846,0.00480769230769231,0.0360576923076923,0.0504807692307692,0.00480769230769231,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0.0432692307692308,0.0120192307692308,0.00721153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0.0240384615384615,0.0240384615384615,0,0,0,0.00961538461538462,0.00240384615384615,0.00480769230769231,0.00240384615384615,0,0.00480769230769231,0.00480769230769231,0,0,0.00480769230769231,0,0,0,0,0.00240384615384615,0.00721153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,719,0.027906976744186,0.0124031007751938,0.0170542635658915,0,0.555038759689922,0.0124031007751938,0.062015503875969,0.116279069767442,0.0062015503875969,0.00155038759689922,0.0062015503875969,0,0.00310077519379845,0.00155038759689922,0.0124031007751938,0.0356589147286822,0.0062015503875969,0,0,0,0,0,0,0,0,0.00155038759689922,0,0,0,0.00310077519379845,0.0170542635658915,0.0124031007751938,0.0108527131782946,0,0,0,0,0,0,0.00155038759689922,0,0,0.00155038759689922,0,0,0.0201550387596899,0.0310077519379845,0,0,0,0.00930232558139535,0.00930232558139535,0,0,0,0,0,0,0,0.00155038759689922,0.00155038759689922,0.00155038759689922,0,0,0,0,0,0,0,0.00155038759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,790,0.0190677966101695,0.00211864406779661,0.00423728813559322,0.00423728813559322,0.444915254237288,0,0.216101694915254,0.0444915254237288,0.0105932203389831,0,0.00211864406779661,0,0.0169491525423729,0,0.0169491525423729,0.0466101694915254,0,0,0,0,0,0.00423728813559322,0.00211864406779661,0,0,0,0,0,0,0.00211864406779661,0.0402542372881356,0.00847457627118644,0.0360169491525424,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0.0211864406779661,0,0,0,0.0169491525423729,0.00847457627118644,0.00423728813559322,0,0.00211864406779661,0,0.00635593220338983,0,0,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,861,0.00597907324364723,0.00149476831091181,0.00149476831091181,0,0.351270553064275,0,0.318385650224215,0.112107623318386,0.00896860986547085,0,0.00149476831091181,0,0.00149476831091181,0,0.0164424514200299,0.0448430493273543,0.00448430493273543,0.00149476831091181,0,0,0,0.00149476831091181,0.00149476831091181,0,0,0,0,0,0,0.00448430493273543,0.0119581464872945,0.00448430493273543,0.0239162929745889,0,0,0,0,0,0,0,0,0.00149476831091181,0,0,0,0.00448430493273543,0.0298953662182362,0,0,0,0.0179372197309417,0.0119581464872945,0,0.00149476831091181,0,0,0.00597907324364723,0,0,0.00597907324364723,0,0,0,0,0,0,0.00149476831091181,0.00149476831091181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,933,0.0168855534709193,0.0150093808630394,0.0075046904315197,0.00187617260787992,0.446529080675422,0.0412757973733583,0.146341463414634,0.129455909943715,0.00375234521575985,0,0.00187617260787992,0,0.00562851782363977,0.00187617260787992,0.0131332082551595,0.0450281425891182,0.00187617260787992,0.00187617260787992,0,0,0,0,0,0,0.00187617260787992,0,0,0,0,0.00187617260787992,0.0281425891181989,0.00938086303939963,0.00375234521575985,0,0,0,0,0,0,0.00187617260787992,0,0,0,0,0,0.0206378986866792,0.026266416510319,0,0,0,0.0112570356472795,0.00562851782363977,0.00187617260787992,0,0,0.00187617260787992,0,0,0,0.00187617260787992,0,0,0,0,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0,0,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0
