"sample.depths","sample.ages","Abies","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Ostrya.Carpinus","Picea","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Alnus","Ambrosia","Myrica","Poaceae","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Fagus","Larix","Salix","Ulmus","Populus","Corylus","Cupressaceae","Platanus","Thalictrum","Iva.xanthifolia","Fraxinus.nigra","Ericaceae","Fraxinus.americana","Carya","Juglans.cinerea","Acer.rubrum","Apiaceae","Iva.annua","Rosaceae","Tilia","Sarcobatus.vermiculatus","Juglans.nigra","Amorpha","Vitis","Xanthium","Onagraceae","Ranunculus"
220,3833,0.0266666666666667,0.00333333333333333,0.44,0.00333333333333333,0.0166666666666667,0.00666666666666667,0.11,0.0366666666666667,0,0.00333333333333333,0.00333333333333333,0.07,0.00333333333333333,0,0.00666666666666667,0.00666666666666667,0.143333333333333,0.0966666666666667,0,0,0,0,0,0.00333333333333333,0.0166666666666667,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4286,0.02,0.00333333333333333,0.446666666666667,0,0.01,0.00333333333333333,0.13,0.0233333333333333,0,0.00333333333333333,0.00333333333333333,0.07,0,0.00333333333333333,0,0,0.126666666666667,0.116666666666667,0.00333333333333333,0.00666666666666667,0,0.00666666666666667,0,0,0.00666666666666667,0.00333333333333333,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4738,0.0166666666666667,0,0.566666666666667,0,0.00333333333333333,0.0133333333333333,0.09,0.02,0,0.01,0,0.0333333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.156666666666667,0.0533333333333333,0,0.00333333333333333,0.00333333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,5191,0.0233333333333333,0.00666666666666667,0.5,0.00333333333333333,0.00333333333333333,0,0.106666666666667,0.03,0,0.00333333333333333,0.00666666666666667,0.04,0.01,0,0,0,0.13,0.103333333333333,0.00333333333333333,0.01,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0
300,5643,0.0333333333333333,0.00666666666666667,0.526666666666667,0.00333333333333333,0,0,0.0966666666666667,0.0233333333333333,0,0,0,0.06,0,0.00333333333333333,0.00666666666666667,0.00333333333333333,0.0866666666666667,0.126666666666667,0,0.01,0,0.00333333333333333,0,0,0,0,0,0,0,0,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0
320,6096,0.02,0.00666666666666667,0.426666666666667,0.00333333333333333,0.00333333333333333,0,0.0866666666666667,0.04,0,0,0.00333333333333333,0.0933333333333333,0,0,0,0.00333333333333333,0.116666666666667,0.133333333333333,0.00333333333333333,0.0133333333333333,0.00666666666666667,0.00666666666666667,0,0.00333333333333333,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,6549,0.0533333333333333,0.0166666666666667,0.326666666666667,0.00666666666666667,0.00333333333333333,0.00666666666666667,0.143333333333333,0.04,0,0,0,0.08,0.00333333333333333,0,0.00666666666666667,0.00666666666666667,0.16,0.113333333333333,0,0.01,0.00333333333333333,0.01,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,6867,0.0299003322259136,0.00332225913621262,0.285714285714286,0.00996677740863787,0.00664451827242525,0.0166112956810631,0.0730897009966777,0.0365448504983389,0,0.00332225913621262,0,0.0498338870431894,0.00332225913621262,0,0.00332225913621262,0.00332225913621262,0.312292358803987,0.0897009966777409,0,0,0,0.0166112956810631,0.00332225913621262,0.00332225913621262,0.026578073089701,0.00332225913621262,0,0,0.0132890365448505,0,0.00332225913621262,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0
380,7051,0.0133333333333333,0.00333333333333333,0.35,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.05,0.04,0,0,0.00333333333333333,0.0533333333333333,0,0,0,0,0.326666666666667,0.0933333333333333,0,0.01,0,0.01,0,0,0.0266666666666667,0,0,0,0.00666666666666667,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0
400,7235,0.00333333333333333,0.0133333333333333,0.283333333333333,0.00666666666666667,0.00333333333333333,0.00666666666666667,0.0266666666666667,0.0233333333333333,0,0,0.00333333333333333,0.0766666666666667,0.00666666666666667,0.00666666666666667,0,0.00333333333333333,0.376666666666667,0.116666666666667,0,0.00333333333333333,0,0.00666666666666667,0,0,0.0233333333333333,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0
420,7419,0.0233333333333333,0,0.33,0,0,0,0.05,0.05,0,0.01,0,0.0633333333333333,0.01,0,0.00333333333333333,0.00333333333333333,0.3,0.12,0,0.00333333333333333,0,0.00333333333333333,0,0.00333333333333333,0.0166666666666667,0,0,0,0.00333333333333333,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
440,7603,0.00333333333333333,0.01,0.143333333333333,0.00666666666666667,0,0.0133333333333333,0.0233333333333333,0.04,0,0.00333333333333333,0.00333333333333333,0.0366666666666667,0.00666666666666667,0,0,0.0133333333333333,0.546666666666667,0.0833333333333333,0,0.00333333333333333,0,0.00666666666666667,0,0,0.0466666666666667,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0
460,7788,0.00666666666666667,0.02,0.153333333333333,0,0.00333333333333333,0.00666666666666667,0.03,0.0166666666666667,0,0,0.00333333333333333,0.0366666666666667,0.01,0.00333333333333333,0.00666666666666667,0,0.503333333333333,0.163333333333333,0,0.00333333333333333,0,0.0133333333333333,0,0.00333333333333333,0.0133333333333333,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
480,7972,0.00666666666666667,0.00666666666666667,0.133333333333333,0.00333333333333333,0.00666666666666667,0.02,0.0266666666666667,0.02,0,0,0,0.02,0.00333333333333333,0.00333333333333333,0,0.00333333333333333,0.646666666666667,0.06,0,0.00666666666666667,0,0.01,0,0.00333333333333333,0.00666666666666667,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,8156,0.00333333333333333,0.0166666666666667,0.173333333333333,0,0.00333333333333333,0,0.0266666666666667,0.0266666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0,0.00666666666666667,0.00333333333333333,0.516666666666667,0.186666666666667,0,0.01,0,0.00666666666666667,0,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,8340,0.0206896551724138,0.0172413793103448,0.33448275862069,0.0206896551724138,0,0.0103448275862069,0.0379310344827586,0.0517241379310345,0,0,0.00344827586206897,0.00689655172413793,0.0137931034482759,0.00689655172413793,0.0103448275862069,0,0.289655172413793,0.155172413793103,0,0.00344827586206897,0,0,0.00344827586206897,0.00344827586206897,0.00344827586206897,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0
560,NA,0.0133333333333333,0.04,0.23,0.02,0.00333333333333333,0.00333333333333333,0.27,0.04,0,0,0.0133333333333333,0.02,0.0433333333333333,0,0.00333333333333333,0.00333333333333333,0.0366666666666667,0.223333333333333,0,0.0133333333333333,0.00666666666666667,0.00666666666666667,0.00333333333333333,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,NA,0.0100334448160535,0.0167224080267559,0.0501672240802676,0.0133779264214047,0.0167224080267559,0,0.324414715719064,0.0301003344481605,0,0,0.00668896321070234,0,0.0234113712374582,0.00334448160535117,0.00668896321070234,0.00334448160535117,0.0334448160535117,0.377926421404682,0,0.0501672240802676,0,0.020066889632107,0,0,0,0,0,0,0.00334448160535117,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0.00334448160535117,0.00334448160535117,0
600,NA,0.00333333333333333,0.0666666666666667,0.08,0.02,0.0166666666666667,0.01,0.286666666666667,0.06,0,0,0,0.03,0.03,0,0.00333333333333333,0,0.0366666666666667,0.3,0,0.00666666666666667,0.0133333333333333,0.00666666666666667,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0.01,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0
620,NA,0,0.01,0.05,0.00333333333333333,0.0333333333333333,0.00333333333333333,0.47,0.0566666666666667,0,0,0,0.00333333333333333,0.01,0,0.00333333333333333,0.00333333333333333,0.0333333333333333,0.3,0,0,0,0.00666666666666667,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
630,NA,0.00333333333333333,0.00333333333333333,0.0366666666666667,0.00666666666666667,0.0566666666666667,0.00333333333333333,0.396666666666667,0.0633333333333333,0,0,0.01,0,0.0233333333333333,0,0.01,0,0.0233333333333333,0.306666666666667,0,0.00666666666666667,0,0.0266666666666667,0.00333333333333333,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0.00333333333333333
640,NA,0,0.0533333333333333,0.0633333333333333,0.00666666666666667,0.1,0.00666666666666667,0.266666666666667,0.07,0,0,0.00333333333333333,0.00333333333333333,0.04,0.00666666666666667,0.00666666666666667,0,0.0166666666666667,0.313333333333333,0,0,0.01,0.0166666666666667,0.0133333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,NA,0.00666666666666667,0.00333333333333333,0.0233333333333333,0.00666666666666667,0.0233333333333333,0,0.09,0.0566666666666667,0,0,0.01,0.00333333333333333,0.00333333333333333,0,0.00666666666666667,0.00333333333333333,0,0.736666666666667,0,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,NA,0,0.0466666666666667,0.0733333333333333,0.0266666666666667,0.0366666666666667,0.00333333333333333,0.06,0.176666666666667,0,0,0.0166666666666667,0.00333333333333333,0.0166666666666667,0,0.0333333333333333,0.00666666666666667,0.00666666666666667,0.383333333333333,0,0,0.00333333333333333,0.0833333333333333,0,0,0.00666666666666667,0,0,0,0.00666666666666667,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0
