"depth","best.age","min.age","max.age"
5,132,116,147
25,659,577,739
50,1318,1154,1480
75,1977,1729,2218
100,2637,2306,2959
125,3184,2850,3513
150,3684,3373,3986
175,4184,3893,4463
200,4683,4408,4940
225,5183,4929,5429
240,5483,5238,5726
250,5683,5442,5926
275,6183,5944,6429
290,6482,6240,6732
300,6682,6437,6937
310,6882,6631,7141
325,7182,6923,7452
350,7682,7408,7979
375,8182,7888,8513
400,8681,8368,9057
420,9165,8887,9455
440,9700,9329,10083
450,9967,9500,10448
460,NA,NA,NA
475,NA,NA,NA
476,NA,NA,NA
485,NA,NA,NA
490,NA,NA,NA
495,NA,NA,NA
500,NA,NA,NA
505,NA,NA,NA
510,NA,NA,NA
515,NA,NA,NA
525,NA,NA,NA
535,NA,NA,NA
545,NA,NA,NA
550,NA,NA,NA
560,NA,NA,NA
570,NA,NA,NA
576,NA,NA,NA
