"sample.depths","sample.ages","Abies","Artemisia","Carya","Caryophyllaceae","Asteraceae.undiff.","Cyperaceae","Picea","Quercus","Ranunculaceae.undiff.","Salix","Tilia","Ambrosia","Juniperus.Thuja","Fraxinus","Pinus","Amaranthaceae","Poaceae","Polygonum","Rubiaceae","Betula","Corylus","Tsuga","Ulmus","Alnus","Acer","Rosaceae.undiff.","Populus","Ostrya.Carpinus","Juglans","Brassicaceae","Saxifraga.type","Fagus","Crassulaceae","Plantago","Thalictrum","Fabaceae","Ribes","Hypericum","Rumex","Potentilla","Cornus","Gentiana","Rubus","Larix","Ericaceae","Apiaceae","Euphorbia","Polemoniaceae","Buxus","Nyssa"
1,-15,0.00334448160535117,0.00334448160535117,0.00334448160535117,0.00334448160535117,0.123745819397993,0.096989966555184,0.0133779264214047,0.180602006688963,0.00334448160535117,0.00668896321070234,0.00334448160535117,0.22742474916388,0.00334448160535117,0.00668896321070234,0.197324414715719,0.100334448160535,0.0100334448160535,0.0100334448160535,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1963,0.006993006993007,0.013986013986014,0,0,0.006993006993007,0.181818181818182,0.048951048951049,0.188811188811189,0.006993006993007,0,0,0.0384615384615385,0,0.0104895104895105,0.307692307692308,0.101398601398601,0.020979020979021,0,0.0034965034965035,0.006993006993007,0.0034965034965035,0.0034965034965035,0.006993006993007,0.006993006993007,0.0104895104895105,0.006993006993007,0.0174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3042,0.00706713780918728,0.0212014134275618,0.0106007067137809,0,0.0106007067137809,0.130742049469965,0.0318021201413428,0.229681978798587,0,0.00353356890459364,0,0.0318021201413428,0,0.0106007067137809,0.212014134275618,0.148409893992933,0.0282685512367491,0,0,0.0212014134275618,0.0106007067137809,0.0106007067137809,0.00353356890459364,0.0318021201413428,0.0176678445229682,0.00353356890459364,0.0106007067137809,0.00706713780918728,0.00353356890459364,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4121,0,0.0106382978723404,0.0106382978723404,0,0.00709219858156028,0.120567375886525,0.0283687943262411,0.156028368794326,0,0,0,0.0319148936170213,0,0.00709219858156028,0.187943262411348,0.319148936170213,0.074468085106383,0,0,0.00354609929078014,0,0,0.0106382978723404,0.0106382978723404,0.0106382978723404,0,0.00709219858156028,0,0,0,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5021,0.0104895104895105,0.020979020979021,0.006993006993007,0,0.0104895104895105,0.185314685314685,0.013986013986014,0.136363636363636,0.0034965034965035,0,0.0034965034965035,0.0664335664335664,0,0.0104895104895105,0.164335664335664,0.27972027972028,0.034965034965035,0,0,0.0034965034965035,0.006993006993007,0.0034965034965035,0.0104895104895105,0.006993006993007,0.013986013986014,0,0,0,0.006993006993007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6279,0.0072463768115942,0.0144927536231884,0,0,0.0217391304347826,0.0833333333333333,0.0543478260869565,0.181159420289855,0.0036231884057971,0.0036231884057971,0.0108695652173913,0.0797101449275362,0,0.0108695652173913,0.38768115942029,0.0471014492753623,0.0072463768115942,0.0036231884057971,0,0,0,0,0.0217391304347826,0.0289855072463768,0.0144927536231884,0,0,0.0108695652173913,0.0036231884057971,0,0,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,6999,0.00352112676056338,0.00704225352112676,0.00352112676056338,0,0.0140845070422535,0.109154929577465,0.0105633802816901,0.130281690140845,0.00352112676056338,0.00704225352112676,0.00352112676056338,0.0246478873239437,0,0.0105633802816901,0.27112676056338,0.00352112676056338,0.0105633802816901,0,0,0,0.0140845070422535,0,0.0246478873239437,0.295774647887324,0.0176056338028169,0,0,0,0.00704225352112676,0,0.0105633802816901,0.0105633802816901,0.00352112676056338,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7538,0.00680272108843537,0.00340136054421769,0,0,0,0.0442176870748299,0.0306122448979592,0.149659863945578,0.00680272108843537,0.00340136054421769,0.0170068027210884,0.0102040816326531,0,0.00340136054421769,0.63265306122449,0.0238095238095238,0,0,0,0,0.00340136054421769,0,0.0306122448979592,0.0204081632653061,0.0102040816326531,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,7898,0,0.0306122448979592,0,0,0.00340136054421769,0.238095238095238,0.00340136054421769,0.214285714285714,0.00680272108843537,0.00680272108843537,0.00340136054421769,0.0408163265306122,0,0.0136054421768707,0.241496598639456,0.00680272108843537,0.0102040816326531,0,0,0,0.00680272108843537,0,0.0578231292517007,0.054421768707483,0.00340136054421769,0,0.0102040816326531,0.0238095238095238,0.00680272108843537,0,0.0102040816326531,0.00340136054421769,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,8258,0.0100671140939597,0.00671140939597315,0.0201342281879195,0,0.00335570469798658,0.063758389261745,0.023489932885906,0.201342281879195,0,0.00335570469798658,0.0436241610738255,0.00335570469798658,0,0.0100671140939597,0.335570469798658,0.00335570469798658,0.00671140939597315,0,0,0.0100671140939597,0,0,0.120805369127517,0.0604026845637584,0.0536912751677852,0.00335570469798658,0,0.0134228187919463,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8797,0,0.00680272108843537,0.00680272108843537,0,0.0102040816326531,0.204081632653061,0.0102040816326531,0.238095238095238,0.00340136054421769,0.0102040816326531,0.00680272108843537,0.00680272108843537,0,0.00680272108843537,0.22108843537415,0.0136054421768707,0.0340136054421769,0,0,0.0102040816326531,0.00680272108843537,0,0.112244897959184,0.0442176870748299,0.0136054421768707,0,0,0.0204081632653061,0.00680272108843537,0,0.00340136054421769,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9696,0,0.00680272108843537,0,0,0,0.272108843537415,0.00680272108843537,0.136054421768707,0.00340136054421769,0,0.0170068027210884,0.0170068027210884,0,0.0136054421768707,0.384353741496599,0.00680272108843537,0.0306122448979592,0,0,0,0,0,0.0442176870748299,0.0238095238095238,0.0204081632653061,0.00340136054421769,0.00340136054421769,0.00680272108843537,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,10027,0.00347222222222222,0,0.0138888888888889,0,0.00347222222222222,0.0972222222222222,0.0104166666666667,0.197916666666667,0.00694444444444444,0.00347222222222222,0,0.00694444444444444,0,0.0243055555555556,0.256944444444444,0.00694444444444444,0.0243055555555556,0,0,0.00694444444444444,0.0138888888888889,0,0.170138888888889,0.0416666666666667,0.0486111111111111,0,0,0.03125,0.0243055555555556,0,0,0.00347222222222222,0,0,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,10226,0.0101694915254237,0.0135593220338983,0.0338983050847458,0,0,0.105084745762712,0.0169491525423729,0.213559322033898,0,0,0.0169491525423729,0.0169491525423729,0,0.0271186440677966,0.223728813559322,0.00677966101694915,0.0203389830508475,0,0.00338983050847458,0.0271186440677966,0.00677966101694915,0,0.166101694915254,0.0135593220338983,0.0305084745762712,0,0.00338983050847458,0.023728813559322,0.0169491525423729,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,10358,0.0102389078498294,0.0068259385665529,0.0238907849829352,0,0.0102389078498294,0.0887372013651877,0.00341296928327645,0.228668941979522,0.00341296928327645,0.00341296928327645,0.037542662116041,0.0136518771331058,0,0.0170648464163823,0.255972696245734,0,0.0136518771331058,0,0,0.0068259385665529,0.00341296928327645,0,0.126279863481229,0.0170648464163823,0.0204778156996587,0,0,0.0716723549488055,0.0238907849829352,0,0.00341296928327645,0.0068259385665529,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,10532,0.027027027027027,0.0439189189189189,0.00675675675675676,0,0.00675675675675676,0.0202702702702703,0.445945945945946,0.0777027027027027,0,0.00675675675675676,0.00337837837837838,0.0405405405405405,0,0.135135135135135,0.0304054054054054,0.00337837837837838,0.0371621621621622,0,0,0,0.0168918918918919,0,0.0236486486486486,0.00675675675675676,0.00675675675675676,0.00337837837837838,0.00337837837837838,0.0337837837837838,0.00675675675675676,0,0,0,0,0,0.00675675675675676,0,0.00675675675675676,0,0,0,0,0,0,0,0,0,0,0,0,0
