"sample.depths","sample.ages","Abies","Artemisia","Carya","Caryophyllaceae","Asteraceae.undiff.","Cyperaceae","Picea","Quercus","Ranunculaceae.undiff.","Salix","Tilia","Ambrosia","Juniperus.Thuja","Fraxinus","Pinus","Amaranthaceae","Poaceae","Polygonum","Rubiaceae","Betula","Corylus","Tsuga","Ulmus","Alnus","Acer","Rosaceae.undiff.","Populus","Ostrya.Carpinus","Juglans","Brassicaceae","Saxifraga.type","Fagus","Crassulaceae","Plantago","Thalictrum","Fabaceae","Ribes","Hypericum","Rumex","Potentilla","Cornus","Gentiana","Rubus","Larix","Ericaceae","Apiaceae","Euphorbia","Polemoniaceae","Buxus","Nyssa"
70,10792,0.00732600732600733,0.032967032967033,0.00366300366300366,0,0.00732600732600733,0.032967032967033,0.509157509157509,0.0695970695970696,0,0.010989010989011,0,0.0146520146520147,0,0.212454212454212,0.010989010989011,0.00366300366300366,0.0256410256410256,0,0,0.021978021978022,0.0183150183150183,0,0.010989010989011,0,0,0,0,0.00366300366300366,0,0,0,0,0,0.00366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,11052,0.0167224080267559,0.0167224080267559,0.00334448160535117,0,0,0.0301003344481605,0.565217391304348,0.107023411371237,0,0,0,0.0234113712374582,0,0.130434782608696,0.020066889632107,0,0.0334448160535117,0,0,0.00334448160535117,0,0,0.0133779264214047,0.00334448160535117,0.0100334448160535,0,0.020066889632107,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,11226,0.0452961672473868,0.0174216027874564,0,0,0.00348432055749129,0.0209059233449477,0.508710801393728,0.0557491289198606,0,0.0139372822299652,0,0.0174216027874564,0,0.184668989547038,0.0383275261324042,0,0.0278745644599303,0,0,0.0104529616724739,0.00348432055749129,0,0.00696864111498258,0.0104529616724739,0.00348432055749129,0.00348432055749129,0.0139372822299652,0.00348432055749129,0,0,0,0,0,0,0.00696864111498258,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0
78,11486,0.0275862068965517,0.0758620689655172,0.00344827586206897,0,0.00689655172413793,0.0689655172413793,0.437931034482759,0.0689655172413793,0.00344827586206897,0.0241379310344828,0,0.0413793103448276,0,0.124137931034483,0.0172413793103448,0,0.0517241379310345,0,0,0.0137931034482759,0.00344827586206897,0,0,0.00344827586206897,0.00689655172413793,0,0,0.0103448275862069,0,0,0,0,0,0,0.00689655172413793,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0
80,11659,0.0308219178082192,0.0445205479452055,0,0,0,0.0342465753424658,0.493150684931507,0.0787671232876712,0,0.0308219178082192,0,0.0376712328767123,0,0.10958904109589,0.0342465753424658,0,0.0547945205479452,0,0,0,0.00342465753424658,0,0.00684931506849315,0,0.00684931506849315,0,0,0.0171232876712329,0,0,0.00684931506849315,0.00342465753424658,0,0,0.00342465753424658,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0
83,11919,0.0234113712374582,0.0334448160535117,0.0100334448160535,0,0,0.0468227424749164,0.491638795986622,0.0769230769230769,0,0.0100334448160535,0,0.0234113712374582,0,0.147157190635452,0.0234113712374582,0.00668896321070234,0.040133779264214,0,0,0.00668896321070234,0.00668896321070234,0,0.0100334448160535,0.00334448160535117,0.0167224080267559,0,0.00668896321070234,0.00668896321070234,0,0,0,0,0,0,0.0100334448160535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,12093,0.0170068027210884,0.0374149659863946,0.00340136054421769,0,0.00340136054421769,0.0408163265306122,0.370748299319728,0.108843537414966,0,0,0,0.0306122448979592,0,0.146258503401361,0.0850340136054422,0,0.0136054421768707,0,0,0.0238095238095238,0.0306122448979592,0,0.0238095238095238,0.00680272108843537,0,0,0.00340136054421769,0.0510204081632653,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,12266,0.0238095238095238,0.0204081632653061,0.00340136054421769,0,0,0.0578231292517007,0.27891156462585,0.136054421768707,0,0.00680272108843537,0,0.0476190476190476,0,0.180272108843537,0.0272108843537415,0.00680272108843537,0.0272108843537415,0,0,0.0476190476190476,0.0238095238095238,0,0.0306122448979592,0.0170068027210884,0.00680272108843537,0,0.00340136054421769,0.0374149659863946,0,0,0,0,0,0,0.0136054421768707,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0
90,12527,0.0201342281879195,0.0268456375838926,0.0134228187919463,0,0,0.0167785234899329,0.436241610738255,0.11744966442953,0.00335570469798658,0,0,0.0469798657718121,0,0.12751677852349,0.0738255033557047,0.00671140939597315,0.023489932885906,0,0,0.0134228187919463,0.0134228187919463,0,0.023489932885906,0.00671140939597315,0,0,0.00671140939597315,0.0100671140939597,0.00335570469798658,0,0,0,0,0,0,0.00335570469798658,0.00335570469798658,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0
93,NA,0.0201342281879195,0.0100671140939597,0.00671140939597315,0,0.0100671140939597,0.0436241610738255,0.463087248322148,0.100671140939597,0,0.00671140939597315,0,0.0268456375838926,0,0.161073825503356,0.0302013422818792,0,0.0469798657718121,0,0.00335570469798658,0.0201342281879195,0.00671140939597315,0,0.00671140939597315,0.00671140939597315,0.0100671140939597,0,0,0.0134228187919463,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0
95,NA,0.0173010380622837,0.041522491349481,0,0,0.00346020761245675,0.055363321799308,0.442906574394464,0.055363321799308,0.00346020761245675,0.0173010380622837,0,0.0380622837370242,0,0.141868512110727,0.027681660899654,0,0.0899653979238754,0,0,0.0069204152249135,0.0069204152249135,0,0.0103806228373702,0.0103806228373702,0,0,0,0.0207612456747405,0,0,0,0,0,0,0,0,0.00346020761245675,0,0,0,0.00346020761245675,0.00346020761245675,0,0,0,0,0,0,0,0
100,NA,0.0273972602739726,0.0513698630136986,0,0,0.00684931506849315,0.0513698630136986,0.513698630136986,0.0582191780821918,0.0102739726027397,0.0136986301369863,0,0.0445205479452055,0,0.0102739726027397,0.0821917808219178,0.00342465753424658,0.0308219178082192,0,0,0.00342465753424658,0.00684931506849315,0,0.00684931506849315,0.0273972602739726,0,0,0,0.0410958904109589,0,0,0.00342465753424658,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0
110,NA,0.0238095238095238,0.0850340136054422,0.0102040816326531,0,0.00680272108843537,0.0374149659863946,0.452380952380952,0.0578231292517007,0.00340136054421769,0.00340136054421769,0,0.0170068027210884,0,0.064625850340136,0.13265306122449,0.00340136054421769,0.0170068027210884,0,0,0.0136054421768707,0.00340136054421769,0,0,0.0442176870748299,0,0,0.00340136054421769,0.0102040816326531,0,0,0,0,0,0,0.00340136054421769,0,0,0,0.00340136054421769,0,0,0,0,0.00340136054421769,0,0,0,0,0,0
120,NA,0.023728813559322,0.145762711864407,0,0,0.00338983050847458,0.115254237288136,0.410169491525424,0.0271186440677966,0.00677966101694915,0.00338983050847458,0,0.0271186440677966,0,0.0305084745762712,0.0745762711864407,0.0203389830508475,0.0305084745762712,0,0.00338983050847458,0.00677966101694915,0.00338983050847458,0,0,0.0338983050847458,0.00338983050847458,0,0.00677966101694915,0.00338983050847458,0,0,0,0.00338983050847458,0,0,0.00677966101694915,0.00677966101694915,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0
130,NA,0.013840830449827,0.0761245674740484,0,0,0.0103806228373702,0.166089965397924,0.377162629757785,0.0484429065743945,0.0103806228373702,0,0,0.0173010380622837,0,0.0207612456747405,0.131487889273356,0,0.0346020761245675,0,0,0.0069204152249135,0.0173010380622837,0,0.00346020761245675,0.0380622837370242,0,0,0,0.0069204152249135,0,0,0.00346020761245675,0,0,0,0.0069204152249135,0,0,0,0,0,0,0,0,0.0069204152249135,0.00346020761245675,0,0,0,0,0
142,NA,0.0134680134680135,0.0740740740740741,0,0,0.00336700336700337,0.168350168350168,0.501683501683502,0.0336700336700337,0,0.0101010101010101,0,0,0,0.00673400673400673,0.0808080808080808,0.00336700336700337,0.0101010101010101,0,0,0.00336700336700337,0.0101010101010101,0,0,0.0235690235690236,0,0,0.0134680134680135,0.0336700336700337,0,0,0,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0
150,NA,0.0207612456747405,0.0761245674740484,0.0069204152249135,0,0,0.224913494809689,0.359861591695502,0.0173010380622837,0.00346020761245675,0.013840830449827,0,0.0311418685121107,0,0.0103806228373702,0.069204152249135,0.013840830449827,0.041522491349481,0,0,0.0242214532871972,0.0173010380622837,0,0.0069204152249135,0.0242214532871972,0,0,0.0207612456747405,0.0069204152249135,0,0,0,0,0,0.00346020761245675,0.00346020761245675,0,0,0,0,0,0,0,0,0.00346020761245675,0,0,0,0,0,0
160,NA,0.0102040816326531,0.115646258503401,0,0,0.00680272108843537,0.170068027210884,0.329931972789116,0.0748299319727891,0.00680272108843537,0.00680272108843537,0,0.0102040816326531,0,0.0238095238095238,0.0816326530612245,0.0102040816326531,0.0238095238095238,0,0,0.00680272108843537,0,0,0.00340136054421769,0.054421768707483,0,0,0.00680272108843537,0.0238095238095238,0.00340136054421769,0,0,0,0,0,0.00680272108843537,0.00340136054421769,0,0,0.00340136054421769,0,0.00340136054421769,0,0.00340136054421769,0.00340136054421769,0.00340136054421769,0.00340136054421769,0,0,0,0
166,NA,0.0173010380622837,0.0899653979238754,0.00346020761245675,0,0.00346020761245675,0.0830449826989619,0.366782006920415,0.0311418685121107,0.0103806228373702,0.00346020761245675,0,0.013840830449827,0,0.0242214532871972,0.162629757785467,0.00346020761245675,0.027681660899654,0,0,0.013840830449827,0.0069204152249135,0.00346020761245675,0.0069204152249135,0.0761245674740484,0.0069204152249135,0,0.0069204152249135,0.0069204152249135,0,0,0.0103806228373702,0,0,0,0.00346020761245675,0.0069204152249135,0,0,0,0,0,0,0.00346020761245675,0.0069204152249135,0,0,0,0,0,0
170,NA,0.0168350168350168,0.124579124579125,0,0,0.00673400673400673,0.144781144781145,0.272727272727273,0.037037037037037,0.0134680134680135,0.00336700336700337,0,0.0101010101010101,0,0.0202020202020202,0.181818181818182,0.00336700336700337,0.0471380471380471,0,0,0.0101010101010101,0,0,0.00673400673400673,0.0505050505050505,0.00336700336700337,0,0.00673400673400673,0.0101010101010101,0.00336700336700337,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0,0.00673400673400673,0.0101010101010101,0,0,0,0,0,0
177,NA,0,0.107744107744108,0,0,0.0202020202020202,0.242424242424242,0.242424242424242,0.0235690235690236,0.00673400673400673,0.0269360269360269,0,0.0437710437710438,0,0.0336700336700337,0.0471380471380471,0.00336700336700337,0.0168350168350168,0,0,0.0336700336700337,0.0134680134680135,0.00673400673400673,0.00336700336700337,0.0707070707070707,0,0,0.00673400673400673,0.0202020202020202,0,0,0,0,0,0,0.0134680134680135,0,0,0,0.00336700336700337,0,0,0,0.00673400673400673,0,0,0,0.00336700336700337,0.00336700336700337,0,0
180,NA,0.0139372822299652,0.083623693379791,0.00348432055749129,0,0.0104529616724739,0.128919860627178,0.282229965156794,0.083623693379791,0.0209059233449477,0.00696864111498258,0,0.024390243902439,0,0.0383275261324042,0.125435540069686,0.00348432055749129,0.0209059233449477,0.00348432055749129,0,0.0139372822299652,0,0,0,0.0905923344947735,0,0.00348432055749129,0.00348432055749129,0.0139372822299652,0,0,0.0104529616724739,0,0,0,0.00696864111498258,0,0,0,0,0,0,0,0,0,0.00348432055749129,0.00348432055749129,0,0,0,0
187,NA,0.0102040816326531,0.0680272108843537,0,0.00340136054421769,0.0170068027210884,0.251700680272109,0.41156462585034,0.0170068027210884,0,0.00340136054421769,0,0.0306122448979592,0,0.0136054421768707,0.064625850340136,0,0.0170068027210884,0,0,0.0102040816326531,0,0.00340136054421769,0,0.0510204081632653,0,0.00340136054421769,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,NA,0.00352112676056338,0.0950704225352113,0,0,0.0105633802816901,0.140845070422535,0.246478873239437,0.0598591549295775,0.0211267605633803,0.0105633802816901,0,0.0316901408450704,0,0.0598591549295775,0.109154929577465,0.00704225352112676,0.0176056338028169,0,0,0.0492957746478873,0,0,0,0.073943661971831,0,0.00352112676056338,0.00352112676056338,0.0140845070422535,0,0,0.00352112676056338,0,0,0.00704225352112676,0.00704225352112676,0.00352112676056338,0,0,0.00352112676056338,0,0,0,0.00352112676056338,0.00704225352112676,0.00352112676056338,0.00352112676056338,0,0,0,0
195,NA,0.0068259385665529,0.0750853242320819,0,0,0.0102389078498294,0.116040955631399,0.426621160409556,0.0580204778156997,0.00341296928327645,0.0136518771331058,0,0.0238907849829352,0,0.0887372013651877,0.0716723549488055,0.0102389078498294,0.0341296928327645,0,0,0.0102389078498294,0.00341296928327645,0,0,0.0307167235494881,0,0.00341296928327645,0.0068259385665529,0,0,0,0,0,0,0,0.00341296928327645,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0
200,NA,0.0238907849829352,0.136518771331058,0,0.00341296928327645,0.0068259385665529,0.143344709897611,0.361774744027304,0.0409556313993174,0.0170648464163823,0.0136518771331058,0,0.0102389078498294,0,0.0273037542662116,0.0819112627986348,0.00341296928327645,0.0204778156996587,0,0,0.0204778156996587,0,0,0.00341296928327645,0.0238907849829352,0.00341296928327645,0,0.0068259385665529,0.0068259385665529,0,0,0.0068259385665529,0,0,0,0.0136518771331058,0.00341296928327645,0,0,0,0.00341296928327645,0,0.00341296928327645,0,0.0102389078498294,0,0,0.00341296928327645,0,0,0
210,NA,0.0144404332129964,0.0974729241877256,0,0,0.0036101083032491,0.151624548736462,0.404332129963899,0.036101083032491,0.0144404332129964,0.0144404332129964,0,0.0144404332129964,0.0036101083032491,0.0505415162454874,0.0469314079422383,0.0108303249097473,0.0072202166064982,0,0,0.0108303249097473,0,0.0036101083032491,0,0.0433212996389892,0.0036101083032491,0,0.0144404332129964,0.0108303249097473,0,0.0036101083032491,0.0144404332129964,0,0,0,0.0036101083032491,0,0,0,0.0036101083032491,0,0,0.0108303249097473,0,0.0072202166064982,0,0,0,0,0,0
220,NA,0.0170648464163823,0.126279863481229,0,0,0.0068259385665529,0.156996587030717,0.433447098976109,0.0170648464163823,0.00341296928327645,0.00341296928327645,0,0.0204778156996587,0.0068259385665529,0.0341296928327645,0.068259385665529,0.0068259385665529,0.0238907849829352,0,0,0,0.00341296928327645,0.00341296928327645,0,0.0307167235494881,0,0,0,0.0068259385665529,0,0,0.0068259385665529,0,0,0,0.0136518771331058,0,0,0,0,0,0.00341296928327645,0,0,0.0068259385665529,0,0,0,0,0,0
227,NA,0.00342465753424658,0.143835616438356,0,0,0,0.222602739726027,0.294520547945205,0.023972602739726,0.0171232876712329,0.0136986301369863,0,0.0205479452054795,0.00342465753424658,0.0547945205479452,0.0684931506849315,0.0171232876712329,0.0308219178082192,0,0,0.0102739726027397,0.00684931506849315,0,0,0.023972602739726,0,0,0.00342465753424658,0.0102739726027397,0,0,0.00684931506849315,0,0,0.00342465753424658,0.00684931506849315,0,0,0,0.00342465753424658,0,0,0,0,0.00684931506849315,0,0,0,0,0.00342465753424658,0
240,NA,0.0378006872852234,0.106529209621993,0,0.00343642611683849,0,0.109965635738832,0.374570446735395,0.0618556701030928,0.0103092783505155,0.0206185567010309,0,0.0171821305841924,0,0.0343642611683849,0.0618556701030928,0.013745704467354,0.0309278350515464,0,0,0,0,0.013745704467354,0,0.0446735395189003,0,0,0.00343642611683849,0.0103092783505155,0,0,0.0103092783505155,0,0,0,0.00687285223367698,0.00343642611683849,0,0,0,0,0,0.00687285223367698,0.00687285223367698,0.00343642611683849,0.00343642611683849,0,0.00343642611683849,0,0,0
250,NA,0.0137931034482759,0.13448275862069,0,0,0.0137931034482759,0.103448275862069,0.420689655172414,0.0241379310344828,0.0172413793103448,0.00344827586206897,0,0.0172413793103448,0,0.0206896551724138,0.0448275862068966,0.0137931034482759,0.0448275862068966,0,0,0,0.00344827586206897,0.0137931034482759,0,0.0758620689655172,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0,0,0.00689655172413793,0,0,0,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0,0,0,0,0.00344827586206897,0,0,0,0.00344827586206897,0,0,0
260,NA,0.0247349823321555,0.106007067137809,0,0.00353356890459364,0,0.123674911660777,0.46643109540636,0.00706713780918728,0.00706713780918728,0.00706713780918728,0,0.0106007067137809,0.0141342756183746,0.00353356890459364,0.113074204946996,0.00353356890459364,0.0282685512367491,0.00353356890459364,0,0.00353356890459364,0,0.00353356890459364,0,0.0176678445229682,0.00706713780918728,0,0.00706713780918728,0.00706713780918728,0,0,0.00353356890459364,0,0,0,0.0141342756183746,0,0,0,0,0,0,0,0,0.00706713780918728,0,0,0.00706713780918728,0,0,0
270,NA,0.0103806228373702,0.166089965397924,0,0,0.0173010380622837,0.1280276816609,0.366782006920415,0.0484429065743945,0.013840830449827,0.013840830449827,0,0.0103806228373702,0,0.0795847750865052,0.069204152249135,0,0.0380622837370242,0,0,0.00346020761245675,0,0,0,0.0103806228373702,0,0.00346020761245675,0.00346020761245675,0,0,0,0.0069204152249135,0,0,0,0.0069204152249135,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,NA,0.0272108843537415,0.105442176870748,0,0,0.0136054421768707,0.0782312925170068,0.414965986394558,0.0340136054421769,0.0102040816326531,0.00680272108843537,0,0.0136054421768707,0,0.0306122448979592,0.0612244897959184,0.0102040816326531,0.0476190476190476,0.00340136054421769,0,0.00680272108843537,0.00680272108843537,0.00340136054421769,0.00680272108843537,0.0680272108843537,0,0,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0.0102040816326531,0,0.00340136054421769,0,0.00340136054421769,0,0,0.00340136054421769
290,NA,0.0104166666666667,0.142361111111111,0,0,0.00694444444444444,0.107638888888889,0.34375,0.0347222222222222,0.0138888888888889,0.0104166666666667,0,0.0243055555555556,0,0.0277777777777778,0.0902777777777778,0.0104166666666667,0.09375,0,0,0.00694444444444444,0.00694444444444444,0.00347222222222222,0,0.0277777777777778,0,0,0.00694444444444444,0,0,0,0.00347222222222222,0,0,0,0.00347222222222222,0.00347222222222222,0,0,0,0,0,0,0.0104166666666667,0.00694444444444444,0,0,0.00347222222222222,0,0,0
300,NA,0.0277777777777778,0.159722222222222,0,0,0,0.114583333333333,0.388888888888889,0.03125,0,0.0173611111111111,0,0.0347222222222222,0,0.00694444444444444,0.104166666666667,0.0208333333333333,0.0486111111111111,0,0,0.00347222222222222,0.00347222222222222,0,0,0.0173611111111111,0,0.00347222222222222,0,0.00347222222222222,0,0,0,0,0,0,0.00694444444444444,0.00347222222222222,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0
