"sample.depths","sample.ages","Abies","Alnus.undiff.","Corylus","Ericaceae","Larix","Ostrya.Carpinus","Pinus.undiff.","Salix","Alnus.incana","Ambrosia","Betulaceae.undiff.","Myrica","Poaceae","Iva.xanthifolia","Pinus.strobus","Pinus.banksiana.P..resinosa","Betula","Betula.undiff.","Coniferophyta.undiff.","Picea.glauca","Picea.mariana","Alnus.viridis.subsp..crispa","Cupressaceae","Cyperaceae","Ulmus","Populus","Picea.undiff.","Fraxinus.nigra","Symphoricarpos.albus","Fraxinus.undiff.","Quercus","Amaranthaceae","Artemisia","Acer.rubrum","Acer.saccharum","Asteraceae.subf..Asteroideae.undiff.","Platanus","Fraxinus.pennsylvanica","Fagus","Tsuga","Thalictrum","Iva.annua.type","Juglans.cinerea","Asteraceae.subf..Cichorioideae","Shepherdia.canadensis"
795,-30,0.0269461077844311,0.0419161676646707,0.0029940119760479,0.00898203592814371,0.00598802395209581,0.0029940119760479,0.0479041916167665,0.0029940119760479,0.00898203592814371,0.00898203592814371,0.0419161676646707,0.0029940119760479,0.0029940119760479,0.0029940119760479,0.00898203592814371,0.0508982035928144,0.0149700598802395,0.0688622754491018,0.0149700598802395,0.0329341317365269,0.574850299401198,0.0239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,192,0.0216867469879518,0.0385542168674699,0,0.00481927710843374,0.00240963855421687,0.00240963855421687,0.0578313253012048,0,0.0072289156626506,0.0072289156626506,0.0674698795180723,0.00481927710843374,0,0,0.00240963855421687,0.0289156626506024,0.0313253012048193,0.0867469879518072,0.0240963855421687,0,0,0.0530120481927711,0.00481927710843374,0.0144578313253012,0.00240963855421687,0.00240963855421687,0.527710843373494,0.00240963855421687,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,415,0.00952380952380952,0.0222222222222222,0.00317460317460317,0,0.00952380952380952,0.00317460317460317,0.0666666666666667,0.00634920634920635,0.00317460317460317,0,0.0444444444444444,0.00317460317460317,0,0,0.00952380952380952,0.019047619047619,0.00952380952380952,0.0761904761904762,0.019047619047619,0,0,0.0761904761904762,0,0.0158730158730159,0,0,0.587301587301587,0,0.00317460317460317,0.00317460317460317,0.00634920634920635,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0
827,564,0.0169491525423729,0.023728813559322,0,0.00677966101694915,0,0.00677966101694915,0.0508474576271186,0,0.0135593220338983,0,0.0542372881355932,0.00338983050847458,0.00677966101694915,0,0.00677966101694915,0.0305084745762712,0.0203389830508475,0.0813559322033898,0.0338983050847458,0,0,0.0508474576271186,0,0.00338983050847458,0,0.00677966101694915,0.569491525423729,0,0,0,0.00338983050847458,0,0.0101694915254237,0,0,0,0,0,0,0,0,0,0,0,0
839,850,0.0144927536231884,0.0173913043478261,0,0,0.00579710144927536,0,0.0869565217391304,0,0.00869565217391304,0.00289855072463768,0.0492753623188406,0,0.00289855072463768,0,0.00579710144927536,0.0173913043478261,0.0405797101449275,0.0782608695652174,0.0260869565217391,0,0,0.0463768115942029,0,0.0115942028985507,0.00289855072463768,0,0.568115942028986,0,0,0,0,0.00289855072463768,0.00579710144927536,0.00289855072463768,0.00289855072463768,0,0,0,0,0,0,0,0,0,0
851,1169,0.0206896551724138,0.0241379310344828,0,0.00344827586206897,0.00344827586206897,0.00344827586206897,0.0413793103448276,0.00689655172413793,0,0,0.0310344827586207,0,0.00344827586206897,0,0.0137931034482759,0.0172413793103448,0.00689655172413793,0.0655172413793104,0.0344827586206897,0,0,0.0551724137931034,0,0.0206896551724138,0.00689655172413793,0,0.627586206896552,0,0.00344827586206897,0,0.00344827586206897,0,0.00344827586206897,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0
863,1488,0.0246575342465753,0.0219178082191781,0,0.00273972602739726,0.00821917808219178,0,0.052054794520548,0.00273972602739726,0.0136986301369863,0.00273972602739726,0.0712328767123288,0.00273972602739726,0.00273972602739726,0,0.00547945205479452,0.0136986301369863,0.0328767123287671,0.106849315068493,0.0328767123287671,0,0,0.0383561643835616,0,0.00821917808219178,0,0,0.534246575342466,0,0.00273972602739726,0,0.00273972602739726,0,0.0136986301369863,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0
873,1751,0.021671826625387,0.0309597523219814,0,0.00309597523219814,0.00619195046439629,0.00309597523219814,0.043343653250774,0,0.00928792569659443,0.00309597523219814,0.065015479876161,0.00309597523219814,0.00309597523219814,0,0.0123839009287926,0.0309597523219814,0.021671826625387,0.108359133126935,0.00619195046439629,0,0,0.0557275541795666,0,0.0154798761609907,0.00619195046439629,0,0.538699690402477,0,0.00309597523219814,0,0.00619195046439629,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0
878,1882,0.0152671755725191,0.0203562340966921,0,0.00508905852417303,0.00508905852417303,0,0.0330788804071247,0,0.0229007633587786,0,0.0687022900763359,0,0.00254452926208651,0,0.00254452926208651,0.0356234096692112,0.0305343511450382,0.114503816793893,0.0203562340966921,0,0.549618320610687,0.0559796437659033,0,0.00763358778625954,0,0,0,0,0.00254452926208651,0,0.00254452926208651,0,0.00508905852417303,0,0,0,0,0,0,0,0,0,0,0,0
888,2143,0.0276923076923077,0.04,0,0.00307692307692308,0,0,0.04,0.00307692307692308,0.00307692307692308,0,0.0646153846153846,0,0.00307692307692308,0,0.00923076923076923,0.0215384615384615,0.0123076923076923,0.08,0.0215384615384615,0,0,0.0830769230769231,0,0.0153846153846154,0.00307692307692308,0.00615384615384615,0.553846153846154,0.00307692307692308,0,0,0.00307692307692308,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0
