"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus.sericea","Corylus","Elaeagnus","Ephedra","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Juniperus.Thuja","Larix","Liquidambar","Liriodendron","Magnolia","Morus","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus.strobus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Populus","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Vitis","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae.undiff.","Cyperaceae","Epilobium","Galium","Plantago.lanceolata","Plantago.major","Plantago.undiff.","Poaceae.undiff.","Polygonum","Ranunculus","Rosaceae.undiff.","Rumex","Sanguisorba","Scrophulariaceae","Thalictrum","Urticaceae","Xanthium","Zea"
215,2971,0,0,0.0870588235294118,0,0.108235294117647,0.0588235294117647,0.0117647058823529,0,0,0,0,0,0,0.235294117647059,0.0164705882352941,0.0611764705882353,0,0.00470588235294118,0.00235294117647059,0,0,0,0,0,0,0,0.00235294117647059,0.0964705882352941,0,0.00235294117647059,0,0,0.00941176470588235,0,0.122352941176471,0,0,0,0.0282352941176471,0.0352941176470588,0.110588235294118,0.00235294117647059,0.00470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,3058,0,0,0.0811965811965812,0.00854700854700855,0.0811965811965812,0.047008547008547,0.00854700854700855,0.00213675213675214,0,0,0,0,0,0.239316239316239,0.014957264957265,0.0576923076923077,0,0.0170940170940171,0.00641025641025641,0,0,0,0.00213675213675214,0,0,0,0,0.0491452991452991,0,0.0128205128205128,0,0.00854700854700855,0.00427350427350427,0,0.164529914529915,0.00213675213675214,0,0,0.0128205128205128,0.032051282051282,0.143162393162393,0.00213675213675214,0,0,0,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,3151,0,0,0.0901408450704225,0.0197183098591549,0.0535211267605634,0.0676056338028169,0.0112676056338028,0,0,0,0,0,0,0.216901408450704,0.0366197183098592,0.0535211267605634,0,0.00845070422535211,0.0112676056338028,0,0.0028169014084507,0,0,0,0,0,0,0.0704225352112676,0.00563380281690141,0.00563380281690141,0,0.0140845070422535,0.0028169014084507,0,0.177464788732394,0,0,0,0.0169014084507042,0.0169014084507042,0.109859154929577,0,0,0,0,0.0028169014084507,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0
245,3254,0,0.0025,0.045,0.005,0.0775,0.0675,0.0125,0,0,0,0,0,0,0.1925,0.025,0.0275,0,0.02,0.005,0,0,0,0.0025,0,0,0,0.005,0.08,0,0.0075,0,0.0125,0.005,0,0.2925,0.005,0,0,0.01,0.0125,0.0775,0,0.005,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0
255,3367,0,0,0.0512820512820513,0.00213675213675214,0.188034188034188,0.0341880341880342,0.0128205128205128,0,0,0,0.00213675213675214,0,0,0.185897435897436,0.014957264957265,0.0747863247863248,0,0.014957264957265,0.00213675213675214,0.00427350427350427,0,0,0.00427350427350427,0,0,0,0.00213675213675214,0.094017094017094,0,0.014957264957265,0,0.00854700854700855,0.014957264957265,0,0.141025641025641,0,0,0,0.0106837606837607,0.00854700854700855,0.10042735042735,0.00427350427350427,0.00427350427350427,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,3489,0,0,0.120098039215686,0.00245098039215686,0.0759803921568627,0.0612745098039216,0.0147058823529412,0.00245098039215686,0,0,0,0,0,0.208333333333333,0.0196078431372549,0.0514705882352941,0.00490196078431373,0.00490196078431373,0,0.00735294117647059,0,0,0,0,0,0.00245098039215686,0,0.115196078431373,0,0.00980392156862745,0.00735294117647059,0.00245098039215686,0.00735294117647059,0,0.151960784313725,0,0,0,0.0220588235294118,0.0269607843137255,0.0759803921568627,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0
275,3616,0,0,0.0530973451327434,0.00221238938053097,0.110619469026549,0.0508849557522124,0,0,0,0,0,0,0,0.194690265486726,0.0199115044247788,0.0442477876106195,0,0.0132743362831858,0.00663716814159292,0,0,0,0,0,0,0.00221238938053097,0,0.0663716814159292,0,0.0154867256637168,0,0.0221238938053097,0.00221238938053097,0,0.214601769911504,0.00221238938053097,0,0,0.0221238938053097,0.0154867256637168,0.126106194690265,0.00221238938053097,0,0,0,0.00442477876106195,0,0,0,0,0,0,0,0,0,0,0.00221238938053097,0.00221238938053097,0,0,0,0,0,0.00442477876106195,0,0,0
280,3682,0,0,0.0689655172413793,0.00246305418719212,0.0812807881773399,0.0812807881773399,0.00246305418719212,0,0,0,0,0,0,0.177339901477833,0.0123152709359606,0.0394088669950739,0,0.0147783251231527,0.00492610837438424,0,0,0,0,0,0,0,0,0.0541871921182266,0,0.00738916256157635,0.00246305418719212,0.0123152709359606,0.00246305418719212,0,0.258620689655172,0.00246305418719212,0,0,0.0147783251231527,0.0246305418719212,0.118226600985222,0.00492610837438424,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0.00492610837438424,0,0,0
290,3815,0,0.00246305418719212,0.0738916256157636,0.00492610837438424,0.118226600985222,0.0788177339901478,0.00985221674876847,0,0,0,0,0,0,0.12807881773399,0.0197044334975369,0.0467980295566502,0,0.0123152709359606,0.00246305418719212,0.00246305418719212,0,0,0,0.00246305418719212,0,0,0,0.0591133004926108,0,0.0147783251231527,0.00492610837438424,0.00738916256157635,0.0147783251231527,0,0.266009852216749,0.00492610837438424,0,0,0.0147783251231527,0.0147783251231527,0.0886699507389163,0,0.00246305418719212,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0
295,3882,0,0,0.0626506024096386,0.00481927710843374,0.108433734939759,0.0385542168674699,0.00240963855421687,0,0,0,0.00240963855421687,0,0,0.216867469879518,0.0216867469879518,0.0506024096385542,0,0.0144578313253012,0,0,0,0,0.00240963855421687,0.00240963855421687,0,0.00240963855421687,0,0.0409638554216867,0,0.0168674698795181,0,0.00963855421686747,0.0072289156626506,0,0.260240963855422,0,0,0,0.0168674698795181,0.0216867469879518,0.0867469879518072,0.00481927710843374,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4015,0,0,0.0773480662983425,0.00276243093922652,0.0773480662983425,0.0331491712707182,0.00276243093922652,0,0,0,0,0,0,0.209944751381215,0.0193370165745856,0.0966850828729282,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0.176795580110497,0,0.0165745856353591,0,0.00552486187845304,0.0138121546961326,0,0.11878453038674,0,0,0,0.0276243093922652,0.0331491712707182,0.074585635359116,0,0.00276243093922652,0,0,0,0,0,0,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,4146,0,0,0.0843672456575682,0.0124069478908189,0.168734491315136,0.0471464019851117,0,0,0,0,0,0,0,0.285359801488834,0.0198511166253102,0.0471464019851117,0,0,0,0,0,0,0,0,0,0,0,0.0372208436724566,0,0.00744416873449132,0.00248138957816377,0.00744416873449132,0.0099255583126551,0,0.099255583126551,0.00496277915632754,0,0,0.0297766749379653,0.0148883374689826,0.109181141439206,0.00248138957816377,0.00496277915632754,0,0,0,0,0,0,0,0.00496277915632754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
