"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Sambucus","Taxus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae.undiff.","Chenopodiaceae","Cyperaceae","Fabaceae","Galium","Humulus","Iva.annua.type","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Polygonum.bistortoides","Ranunculaceae.undiff.","Rosaceae","Rumex","Stellaria","Thalictrum","Urtica","Zea"
0.5,-43,0,0.0164744645799012,0.00823723228995058,0.00329489291598023,0.00658978583196046,0,0.00164744645799012,0.365733113673806,0.00494233937397035,0.0345963756177924,0,0,0,0,0.00329489291598023,0.00494233937397035,0.0675453047775947,0.0164744645799012,0,0.00164744645799012,0.0131795716639209,0,0.00164744645799012,0.00494233937397035,0.00164744645799012,0,0.00823723228995058,0,0.00658978583196046,0.0164744645799012,0.0131795716639209,0.0230642504118616,0.057660626029654,0.00164744645799012,0,0.158154859967051,0,0,0,0,0,0.0675453047775947,0.0098846787479407,0,0.0313014827018122,0,0.00164744645799012,0,0,0,0.00164744645799012,0.00164744645799012,0,0,0,0,0.00164744645799012,0.0247116968698517,0,0,0,0.00329489291598023,0.014827018121911,0,0,0,0
2.5,-28,0.00168634064080944,0.015177065767285,0.00674536256323777,0,0.015177065767285,0,0,0.376053962900506,0.00505902192242833,0.0640809443507589,0,0,0,0,0.00168634064080944,0.00337268128161889,0.0843170320404722,0.0202360876897133,0.00505902192242833,0.00168634064080944,0.00505902192242833,0,0,0,0,0,0.0134907251264755,0,0.00168634064080944,0.00168634064080944,0.00337268128161889,0.0286677908937605,0.075885328836425,0.00505902192242833,0,0.11973018549747,0,0.00168634064080944,0,0,0,0.087689713322091,0.00337268128161889,0,0.0202360876897133,0,0,0,0,0,0,0.00168634064080944,0,0,0,0,0.00168634064080944,0.0134907251264755,0,0,0,0.00168634064080944,0.0134907251264755,0,0,0,0
4.5,-12,0.0033955857385399,0.0169779286926995,0.0169779286926995,0.00169779286926995,0.0135823429541596,0,0.00509337860780985,0.33276740237691,0.0067911714770798,0.067911714770798,0,0,0,0.0033955857385399,0.00509337860780985,0.0033955857385399,0.0747028862478778,0.0101867572156197,0.00509337860780985,0.00509337860780985,0.00848896434634975,0.00509337860780985,0.00169779286926995,0.0033955857385399,0,0,0.00509337860780985,0,0.00509337860780985,0.00509337860780985,0.00848896434634975,0.0390492359932088,0.0560271646859083,0,0,0.139219015280136,0,0,0,0,0,0.064516129032258,0.00169779286926995,0,0.0390492359932088,0,0,0.00169779286926995,0,0,0.00169779286926995,0.0033955857385399,0,0,0,0,0.00169779286926995,0.0237691001697793,0,0,0,0.00169779286926995,0.0118845500848896,0,0,0,0
6.5,3,0.00165837479270315,0.021558872305141,0.0099502487562189,0,0.0033167495854063,0,0.0033167495854063,0.318407960199005,0.00497512437810945,0.0414593698175788,0,0,0,0,0.00165837479270315,0.0033167495854063,0.102819237147595,0.0149253731343284,0,0.00497512437810945,0.00829187396351575,0,0,0.00497512437810945,0,0,0.0066334991708126,0,0.00829187396351575,0.0033167495854063,0.0099502487562189,0.0464344941956882,0.0563847429519071,0.0033167495854063,0,0.140961857379768,0,0,0,0,0,0.0779436152570481,0.00497512437810945,0,0.0398009950248756,0,0.00165837479270315,0.0033167495854063,0,0,0.00165837479270315,0,0,0,0,0,0,0.0315091210613599,0,0,0,0.00165837479270315,0.0165837479270315,0,0,0,0
8.5,18,0,0.013136288998358,0.00985221674876847,0,0.00328407224958949,0,0,0.348111658456486,0.00821018062397373,0.0804597701149425,0,0,0,0,0.00656814449917898,0,0.105090311986864,0.00821018062397373,0.00164203612479475,0,0.00328407224958949,0.00492610837438424,0,0.00164203612479475,0,0,0.0114942528735632,0,0.00164203612479475,0.00492610837438424,0.00821018062397373,0.0197044334975369,0.0607553366174056,0.00328407224958949,0,0.0935960591133005,0,0.00328407224958949,0,0,0,0.09688013136289,0.00656814449917898,0,0.0410509031198686,0,0.00164203612479475,0.00164203612479475,0,0,0,0.00164203612479475,0,0,0,0,0,0.0279146141215107,0,0,0,0,0.0197044334975369,0,0,0,0.00164203612479475
10.5,34,0,0.0105448154657293,0.0140597539543058,0.00351493848857645,0.0070298769771529,0,0,0.362038664323374,0.00527240773286467,0.0667838312829526,0,0,0,0.00175746924428822,0.00527240773286467,0.00351493848857645,0.0949033391915641,0.0070298769771529,0,0.00351493848857645,0.0105448154657293,0.00351493848857645,0,0.00175746924428822,0,0,0.0070298769771529,0,0.00527240773286467,0.00878734622144113,0.0105448154657293,0.0281195079086116,0.0562390158172232,0.00175746924428822,0.00175746924428822,0.101933216168717,0,0.00175746924428822,0,0,0,0.0808435852372583,0.0070298769771529,0.00175746924428822,0.0386643233743409,0,0,0.00351493848857645,0,0,0.00351493848857645,0.00175746924428822,0,0,0,0,0,0.0175746924428823,0,0,0,0.00175746924428822,0.0175746924428823,0,0,0,0.00175746924428822
12.5,49,0.00173611111111111,0.0104166666666667,0.0225694444444444,0,0.00520833333333333,0,0,0.347222222222222,0.00694444444444444,0.0711805555555556,0,0,0,0,0.0104166666666667,0.00173611111111111,0.100694444444444,0.0104166666666667,0,0.00173611111111111,0.0138888888888889,0.00347222222222222,0,0.00173611111111111,0,0,0.0121527777777778,0,0.00347222222222222,0.00694444444444444,0.00520833333333333,0.0295138888888889,0.0642361111111111,0.00347222222222222,0,0.121527777777778,0,0.00347222222222222,0,0,0,0.0555555555555556,0.0121527777777778,0.00173611111111111,0.0295138888888889,0,0,0.00173611111111111,0,0,0.00173611111111111,0,0,0,0,0,0,0.0138888888888889,0,0,0,0.00520833333333333,0.0190972222222222,0,0,0,0
14.5,65,0,0.0125195618153365,0.00625978090766823,0.00156494522691706,0.00469483568075117,0,0.00156494522691706,0.358372456964006,0.00625978090766823,0.0782472613458529,0,0,0,0,0.00625978090766823,0.00156494522691706,0.0892018779342723,0.00938967136150235,0,0.00312989045383412,0.00156494522691706,0,0,0,0,0,0.0156494522691706,0,0.00625978090766823,0.00625978090766823,0.00156494522691706,0.0234741784037559,0.054773082942097,0.00312989045383412,0,0.122065727699531,0,0,0,0,0.00156494522691706,0.0563380281690141,0.0156494522691706,0,0.0344287949921753,0,0,0.00312989045383412,0,0,0.00312989045383412,0.00156494522691706,0,0,0,0,0.00156494522691706,0.0453834115805947,0,0,0,0,0.0234741784037559,0,0,0,0
16.5,80,0,0.0076103500761035,0.0106544901065449,0.0030441400304414,0.0060882800608828,0,0,0.337899543378995,0.0060882800608828,0.136986301369863,0,0,0,0.0030441400304414,0.0045662100456621,0.0015220700152207,0.0654490106544901,0.0060882800608828,0.0030441400304414,0.0015220700152207,0.0045662100456621,0.0045662100456621,0,0.0015220700152207,0,0,0.0136986301369863,0,0.0015220700152207,0.0045662100456621,0.0030441400304414,0.0106544901065449,0.08675799086758,0.0045662100456621,0,0.08675799086758,0,0,0,0,0,0.0547945205479452,0.0136986301369863,0,0.0426179604261796,0,0,0.0030441400304414,0,0,0.0015220700152207,0,0,0,0,0,0.0030441400304414,0.0319634703196347,0,0,0,0.0015220700152207,0.0319634703196347,0,0,0,0
18.5,95,0,0.013595166163142,0.013595166163142,0.00302114803625378,0.00453172205438067,0,0,0.270392749244713,0.00453172205438067,0.123867069486405,0,0,0,0.00151057401812689,0.00755287009063444,0.00151057401812689,0.081570996978852,0.00604229607250755,0,0.00453172205438067,0.013595166163142,0.00151057401812689,0,0.00151057401812689,0,0,0.0362537764350453,0,0.00302114803625378,0.00755287009063444,0.00151057401812689,0.0211480362537764,0.081570996978852,0,0,0.0966767371601208,0,0.00302114803625378,0,0,0.00151057401812689,0.0800604229607251,0.00453172205438067,0,0.0392749244712991,0,0,0.00151057401812689,0,0,0,0.00151057401812689,0,0,0,0,0,0.0317220543806647,0,0,0,0.00151057401812689,0.0347432024169184,0,0,0,0
20.5,111,0.00168067226890756,0.0117647058823529,0.00672268907563025,0,0.00672268907563025,0,0,0.243697478991597,0.00504201680672269,0.147899159663866,0,0,0,0.00168067226890756,0.0100840336134454,0.00168067226890756,0.102521008403361,0.00672268907563025,0.00168067226890756,0.00840336134453781,0.00504201680672269,0.00168067226890756,0.00168067226890756,0.00168067226890756,0,0,0.026890756302521,0.00168067226890756,0.00336134453781513,0.00840336134453781,0.00336134453781513,0.0134453781512605,0.092436974789916,0.00168067226890756,0.00168067226890756,0.0873949579831933,0,0.00168067226890756,0,0,0.00168067226890756,0.0705882352941176,0.0117647058823529,0.00168067226890756,0.0352941176470588,0.00168067226890756,0,0,0.00168067226890756,0,0,0.00336134453781513,0,0.00168067226890756,0,0,0.00168067226890756,0.0336134453781513,0,0,0,0.00168067226890756,0.0252100840336134,0,0,0,0
22.5,126,0,0.0130293159609121,0.00651465798045603,0,0.00162866449511401,0,0,0.307817589576547,0.00977198697068404,0.146579804560261,0,0,0,0,0.00162866449511401,0.00325732899022801,0.0553745928338762,0.00488599348534202,0.00325732899022801,0.00325732899022801,0.00162866449511401,0,0,0,0,0,0.00977198697068404,0,0.00488599348534202,0.00488599348534202,0.00651465798045603,0.0325732899022801,0.0667752442996743,0,0,0.118892508143322,0,0.00162866449511401,0,0,0,0.0635179153094463,0.00651465798045603,0.00162866449511401,0.0439739413680782,0,0,0,0,0,0,0.00488599348534202,0,0,0,0,0,0.0374592833876222,0.00162866449511401,0,0,0,0.0342019543973941,0,0,0,0.00162866449511401
24.5,142,0.00161030595813205,0.00483091787439614,0.00161030595813205,0,0.00644122383252818,0,0,0.239935587761675,0.00322061191626409,0.164251207729469,0,0,0,0.00161030595813205,0,0.00161030595813205,0.0869565217391304,0.0144927536231884,0.00322061191626409,0.00322061191626409,0.00644122383252818,0,0,0.00161030595813205,0,0,0.00805152979066022,0,0.00161030595813205,0.0112721417069243,0.00644122383252818,0.0112721417069243,0.0917874396135266,0.00322061191626409,0,0.101449275362319,0,0,0,0,0.00161030595813205,0.101449275362319,0.0128824476650564,0.00161030595813205,0.0305958132045089,0,0,0.00483091787439614,0,0,0.00322061191626409,0.00161030595813205,0,0,0,0,0,0.0434782608695652,0,0,0,0.00483091787439614,0.0161030595813204,0,0,0,0.00161030595813205
26.5,157,0.00165289256198347,0.00661157024793388,0.00991735537190083,0.00165289256198347,0.00826446280991736,0,0,0.269421487603306,0.00165289256198347,0.163636363636364,0,0.00165289256198347,0,0.00165289256198347,0.00495867768595041,0.00661157024793388,0.0743801652892562,0.00495867768595041,0.00330578512396694,0,0.00661157024793388,0.00495867768595041,0,0.00165289256198347,0,0,0.00826446280991736,0,0.00165289256198347,0.00826446280991736,0.00165289256198347,0.0115702479338843,0.0925619834710744,0.00495867768595041,0,0.102479338842975,0,0,0,0,0,0.0760330578512397,0.00330578512396694,0,0.028099173553719,0,0,0.00165289256198347,0,0,0.00165289256198347,0.00165289256198347,0,0,0.00165289256198347,0,0,0.0413223140495868,0,0,0,0,0.0380165289256198,0,0,0,0.00165289256198347
28.5,172,0,0.0115702479338843,0.0115702479338843,0.00165289256198347,0.00330578512396694,0,0.00165289256198347,0.229752066115702,0.00661157024793388,0.112396694214876,0,0,0,0,0.00330578512396694,0.00330578512396694,0.0925619834710744,0.0115702479338843,0.00330578512396694,0.00165289256198347,0.00826446280991736,0.00330578512396694,0,0.00165289256198347,0,0,0.0148760330578512,0,0.00495867768595041,0.00826446280991736,0.00330578512396694,0.0347107438016529,0.11404958677686,0.00165289256198347,0,0.112396694214876,0,0.00165289256198347,0,0,0.00165289256198347,0.0991735537190083,0.00826446280991736,0,0.0231404958677686,0,0,0.00165289256198347,0,0,0,0.00165289256198347,0,0,0.00165289256198347,0,0,0.0181818181818182,0,0,0,0.00165289256198347,0.0363636363636364,0,0,0,0.00330578512396694
30.5,187,0,0.00654664484451719,0.0114566284779051,0.0016366612111293,0.00981996726677578,0,0,0.247135842880524,0.00981996726677578,0.129296235679214,0,0.0016366612111293,0,0,0.00490998363338789,0.00490998363338789,0.129296235679214,0.00490998363338789,0.00327332242225859,0,0.00490998363338789,0.0016366612111293,0,0.0016366612111293,0,0,0.0114566284779051,0,0.00654664484451719,0.00490998363338789,0.00327332242225859,0.0392798690671031,0.0932896890343699,0.00327332242225859,0,0.112929623567921,0,0,0,0,0.0016366612111293,0.0736497545008183,0.0016366612111293,0,0.0114566284779051,0,0.0016366612111293,0.0016366612111293,0,0,0,0.0016366612111293,0,0,0,0,0.0016366612111293,0.0229132569558101,0,0,0,0.00327332242225859,0.0310965630114566,0,0,0,0
32.5,202,0,0.0072463768115942,0.00905797101449275,0.00181159420289855,0.0036231884057971,0,0.00181159420289855,0.309782608695652,0.00181159420289855,0.108695652173913,0,0,0,0,0.00181159420289855,0.00181159420289855,0.110507246376812,0.0126811594202899,0.00181159420289855,0.00181159420289855,0.0108695652173913,0.0036231884057971,0.00181159420289855,0,0,0,0.00905797101449275,0,0.00543478260869565,0.0036231884057971,0.0036231884057971,0.0344202898550725,0.0742753623188406,0.0036231884057971,0,0.128623188405797,0,0.00181159420289855,0,0,0,0.101449275362319,0.0072463768115942,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0.0108695652173913,0,0,0,0.00181159420289855,0.0126811594202899,0,0,0,0
34.5,266,0,0.00521739130434783,0.00869565217391304,0.00173913043478261,0.00347826086956522,0,0.00347826086956522,0.288695652173913,0.00695652173913044,0.0852173913043478,0,0,0,0,0.00173913043478261,0,0.088695652173913,0.00347826086956522,0.00347826086956522,0,0.0121739130434783,0,0,0,0,0,0.0208695652173913,0,0.00869565217391304,0.00695652173913044,0.0121739130434783,0.048695652173913,0.0904347826086957,0.00173913043478261,0,0.130434782608696,0,0,0,0,0,0.132173913043478,0.00695652173913044,0,0.00695652173913044,0,0,0,0,0,0,0,0,0,0,0,0.00173913043478261,0.00521739130434783,0,0,0,0,0.0121739130434783,0,0.00173913043478261,0,0
