"depth","best.age","min.age","max.age"
1,11,-30,46
12,216,169,261
20,365,313,422
30,551,490,625
40,738,665,828
50,926,840,1031
60,1114,1017,1236
70,1304,1195,1442
80,1495,1374,1647
90,1687,1556,1855
100,1880,1738,2065
110,2075,1923,2278
120,2272,2111,2489
130,2471,2301,2701
140,2672,2495,2911
147,2814,2633,3059
160,3081,2893,3335
170,3290,3097,3549
180,3501,3304,3762
190,3715,3515,3972
200,3933,3731,4182
210,4153,3950,4397
220,4378,4174,4618
230,4605,4401,4842
240,4837,4635,5070
250,5072,4868,5299
260,5310,5106,5532
270,5551,5348,5773
280,5794,5589,6016
290,6040,5834,6265
300,6289,6074,6514
310,6540,6320,6772
320,6792,6567,7035
330,7047,6810,7299
340,7302,7051,7567
350,7559,7288,7836
360,7818,7519,8105
370,8076,7747,8375
380,8336,7972,8663
390,8596,8206,8926
400,8855,8434,9198
410,9112,8652,9461
420,9363,8863,9713
430,9608,9081,9967
440,9843,9309,10226
450,10067,9513,10464
460,10277,9714,10688
470,10472,9902,10891
480,10654,10085,11111
490,10825,10261,11335
500,10986,10426,11554
510,11141,10574,11781
520,11292,10699,11982
529,11426,10841,12097
540,NA,NA,NA
550,NA,NA,NA
555,NA,NA,NA
560,NA,NA,NA
565,NA,NA,NA
572,NA,NA,NA
