"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Caprifoliaceae.undiff.","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Sambucus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Liliaceae","Amaranthaceae","Poaceae","Plantago","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Tsuga.canadensis","Pinaceae","Acer.rubrum","Ostrya.Carpinus","Myrica.gale","Ilex.Nemopanthus","Juniperus.communis.Thuja.occidentalis.type","Juglans.cinerea","Salix","Apiaceae","Carya.ovata","Cornus","Larix","Populus.tremuloides.type","Viburnum.lentago","Pinus.resinosa.type","Rosaceae","Brassicaceae","Asteraceae.subf..Cichorioideae"
10,143,0.00185873605947955,0.0371747211895911,0.115241635687732,0.00557620817843866,0.319702602230483,0.00185873605947955,0.00185873605947955,0.0762081784386617,0.00743494423791822,0.00929368029739777,0.00185873605947955,0.00185873605947955,0.0966542750929368,0.033457249070632,0.00929368029739777,0.00185873605947955,0.00185873605947955,0.0111524163568773,0.0111524163568773,0.00371747211895911,0.00743494423791822,0.0817843866171004,0.00185873605947955,0.0371747211895911,0.00929368029739777,0.00185873605947955,0.00185873605947955,0.0594795539033457,0.0111524163568773,0.0111524163568773,0.0278810408921933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,286,0,0.0233236151603499,0.0262390670553936,0,0.300291545189504,0,0.00291545189504373,0.043731778425656,0.00583090379008746,0.00291545189504373,0,0.0204081632653061,0.189504373177843,0.043731778425656,0.0087463556851312,0,0.00291545189504373,0,0.0087463556851312,0,0,0.107871720116618,0,0.0787172011661808,0.00583090379008746,0,0.0145772594752187,0.0116618075801749,0.032069970845481,0.0174927113702624,0.0233236151603499,0.00291545189504373,0.00583090379008746,0.0145772594752187,0.00291545189504373,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0
40,572,0.000964320154291225,0.0106075216972035,0,0.00192864030858245,0.392478302796528,0,0.000964320154291225,0.0655737704918033,0.0520732883317261,0.0038572806171649,0,0,0.159112825458052,0.0675024108003857,0.0202507232401157,0,0.000964320154291225,0.000964320154291225,0.0144648023143684,0,0.000964320154291225,0.000964320154291225,0,0.0395371263259402,0.0192864030858245,0.00867888138862102,0.00192864030858245,0.029893924783028,0,0.0694310511089682,0.0279652844744455,0.000964320154291225,0.00289296046287367,0.00192864030858245,0,0,0.00192864030858245,0.000964320154291225,0.000964320154291225,0,0,0,0,0,0,0,0,0
60,858,0,0.0122249388753056,0.00244498777506112,0,0.342298288508557,0,0,0.0293398533007335,0.0464547677261614,0.0097799511002445,0,0.00733496332518337,0.102689486552567,0.0733496332518337,0.019559902200489,0,0.00244498777506112,0,0.0097799511002445,0,0,0.00244498777506112,0,0.0293398533007335,0.00488997555012225,0.0171149144254279,0.0146699266503667,0.0855745721271394,0.00733496332518337,0.117359413202934,0.0488997555012225,0.00244498777506112,0.00733496332518337,0.00244498777506112,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0
80,1147,0,0.0183823529411765,0.00735294117647059,0.00367647058823529,0.257352941176471,0,0,0.088235294117647,0.0367647058823529,0,0,0.00367647058823529,0.176470588235294,0.0477941176470588,0.0183823529411765,0,0.00367647058823529,0,0,0,0,0,0,0.0404411764705882,0.0110294117647059,0.00735294117647059,0,0.0367647058823529,0,0.180147058823529,0.0551470588235294,0,0,0.00367647058823529,0,0,0,0,0,0.00367647058823529,0,0,0,0,0,0,0,0
100,1456,0,0.0115830115830116,0,0,0.459459459459459,0,0.00193050193050193,0.0540540540540541,0.027027027027027,0.00386100386100386,0,0.00193050193050193,0.0926640926640927,0.0173745173745174,0.0173745173745174,0,0,0,0.00579150579150579,0,0,0,0,0.0366795366795367,0.0115830115830116,0.00579150579150579,0.00386100386100386,0.0965250965250965,0,0.113899613899614,0.028957528957529,0,0,0.00386100386100386,0,0,0,0,0,0.00386100386100386,0.00193050193050193,0,0,0,0,0,0,0
120,1765,0,0.0209302325581395,0,0.00232558139534884,0.418604651162791,0,0,0.0558139534883721,0.0418604651162791,0.00232558139534884,0,0,0.0767441860465116,0.0790697674418605,0.0186046511627907,0,0.00465116279069767,0,0.00232558139534884,0,0,0,0,0.0418604651162791,0.0116279069767442,0.0116279069767442,0.00232558139534884,0.0441860465116279,0,0.0930232558139535,0.0418604651162791,0.00232558139534884,0.00930232558139535,0.0186046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2074,0,0.0145395799676898,0,0,0.348949919224556,0,0.00646203554119548,0.0969305331179321,0.0565428109854604,0.00646203554119548,0,0.00807754442649435,0.10016155088853,0.0630048465266559,0.00646203554119548,0,0.00323101777059774,0.00161550888529887,0.00807754442649435,0,0,0,0,0.0306946688206785,0.0145395799676898,0,0.00484652665589661,0.119547657512116,0.00161550888529887,0.0516962843295638,0.0403877221324717,0,0.00646203554119548,0.00807754442649435,0,0,0.00161550888529887,0,0,0,0,0,0,0,0,0,0,0
160,2383,0,0.0231607629427793,0.00136239782016349,0.00136239782016349,0.47275204359673,0,0,0.0408719346049046,0.0449591280653951,0.00817438692098093,0,0,0.129427792915531,0.0572207084468665,0.0231607629427793,0,0.00272479564032698,0,0.00681198910081744,0,0.00136239782016349,0,0,0.0190735694822888,0.0177111716621253,0.00408719346049046,0,0.061307901907357,0,0.050408719346049,0.0177111716621253,0,0.00408719346049046,0.00953678474114441,0,0,0.00136239782016349,0,0,0.00136239782016349,0,0,0,0,0,0,0,0
180,2692,0,0.0143737166324435,0,0.00205338809034908,0.40041067761807,0,0,0.0451745379876797,0.0328542094455852,0.00616016427104723,0,0.00205338809034908,0.0965092402464066,0.0739219712525667,0.0184804928131417,0.00205338809034908,0.00205338809034908,0,0.00410677618069815,0,0,0,0,0.0349075975359343,0.0102669404517454,0.0082135523613963,0.00410677618069815,0.147843942505133,0,0.0595482546201232,0.0246406570841889,0,0.00410677618069815,0,0,0,0,0,0,0,0,0.00205338809034908,0.00205338809034908,0.00205338809034908,0,0,0,0
200,3001,0,0.0220264317180617,0,0,0.533039647577093,0,0.00146842878120411,0.0602055800293686,0.0455212922173275,0.00881057268722467,0.00146842878120411,0.00146842878120411,0.052863436123348,0.0323054331864905,0.0146842878120411,0,0.00146842878120411,0.00293685756240822,0.00440528634361234,0,0,0.00146842878120411,0,0.0293685756240822,0.0205580029368576,0.00146842878120411,0.00146842878120411,0.0704845814977974,0,0.0513950073421439,0.0293685756240822,0.00146842878120411,0.00440528634361234,0.00146842878120411,0,0.00146842878120411,0.00146842878120411,0,0,0.00146842878120411,0,0,0,0,0,0,0,0
