"depth","best.age","min.age","max.age"
0,-50,-52,-47
4,-34,-35,-31
8,-3,-5,0
12,50,48,53
16,92,90,94
20,115,113,115
24,137,136,138
28,161,159,161
32,184,183,185
36,207,206,208
40,230,229,231
44,254,253,255
48,277,276,279
52,301,299,303
56,345,336,359
60,390,372,417
64,434,408,475
68,479,444,534
72,524,479,592
76,567,517,644
80,606,558,677
84,644,598,712
86,664,618,727
88,683,639,741
92,722,677,778
96,760,714,815
100,799,750,853
104,837,785,891
108,876,820,929
112,915,855,968
116,953,890,1009
120,992,923,1052
124,1084,1018,1143
128,1195,1130,1253
132,1305,1241,1367
136,1416,1347,1483
140,1526,1452,1603
144,1637,1545,1713
148,1747,1641,1824
152,1857,1731,1942
156,1968,1827,2058
160,2078,1922,2173
164,2189,2018,2290
168,2299,2112,2408
172,2390,2199,2503
176,2424,2257,2530
180,2457,2324,2559
184,2490,2363,2594
188,2523,2397,2636
192,2557,2431,2679
196,2590,2462,2721
200,NA,NA,NA
