"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans","Larix","Nyssa","Ostrya.Carpinus","Picea","Pinus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.undiff.","Cerealia.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae","Dicentra","Fabaceae","Galium","Herbs.undiff.","Poaceae.undiff.","Rumex","Zea.mays"
95,585,0,0.0105263157894737,0,0.0421052631578947,0,0,0.210526315789474,0,0.0263157894736842,0.0105263157894737,0,0.0526315789473684,0,0,0.0157894736842105,0.121052631578947,0.163157894736842,0.0263157894736842,0.00526315789473684,0,0.0105263157894737,0.0315789473684211,0.0631578947368421,0,0.0157894736842105,0,0,0.00526315789473684,0,0,0,0,0,0.189473684210526,0,0
100,626,0,0.037037037037037,0.0211640211640212,0.0158730158730159,0.0158730158730159,0,0.037037037037037,0,0.037037037037037,0.0529100529100529,0.00529100529100529,0.00529100529100529,0,0.0317460317460317,0.00529100529100529,0.275132275132275,0.0158730158730159,0.354497354497354,0.00529100529100529,0,0,0.0529100529100529,0.00529100529100529,0,0,0.00529100529100529,0,0.0105820105820106,0,0,0,0,0,0.0105820105820106,0,0
105,704,0,0.05,0.0181818181818182,0.0272727272727273,0,0,0.0318181818181818,0,0.0590909090909091,0.0363636363636364,0.00454545454545455,0,0,0.0181818181818182,0.00454545454545455,0.363636363636364,0.0318181818181818,0.240909090909091,0.0181818181818182,0.00909090909090909,0,0.0454545454545455,0.00909090909090909,0,0.00454545454545455,0.00454545454545455,0,0.00909090909090909,0,0,0,0,0,0.0136363636363636,0,0
110,782,0,0.015625,0,0.0416666666666667,0.00520833333333333,0,0.0364583333333333,0,0.03125,0.03125,0,0.00520833333333333,0,0.0260416666666667,0,0.463541666666667,0.0104166666666667,0.265625,0.00520833333333333,0,0.00520833333333333,0.03125,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0.015625,0,0
115,860,0,0.032051282051282,0,0.0416666666666667,0.00961538461538462,0,0.016025641025641,0,0.0352564102564103,0.0416666666666667,0,0.00641025641025641,0,0.0192307692307692,0.0192307692307692,0.496794871794872,0.00961538461538462,0.217948717948718,0.00961538461538462,0,0,0.0288461538461538,0,0,0,0.00641025641025641,0,0.00320512820512821,0,0,0,0.00320512820512821,0,0.00320512820512821,0,0
120,938,0,0,0.0184331797235023,0.0368663594470046,0.00921658986175115,0,0.032258064516129,0,0.0460829493087558,0.0368663594470046,0,0,0,0,0,0.359447004608295,0.0138248847926267,0.304147465437788,0.0138248847926267,0.00921658986175115,0,0.0460829493087558,0.0138248847926267,0,0,0.0506912442396313,0,0,0,0,0,0,0,0.00921658986175115,0,0
125,1016,0,0.024390243902439,0,0.024390243902439,0.0097560975609756,0,0.0390243902439024,0,0.0439024390243902,0.0585365853658537,0,0,0,0.0146341463414634,0,0.351219512195122,0.0048780487804878,0.321951219512195,0.0048780487804878,0.0048780487804878,0,0.0780487804878049,0.0048780487804878,0,0.0048780487804878,0,0,0.0097560975609756,0,0,0,0,0,0,0,0
130,1094,0,0.0298507462686567,0.00497512437810945,0.0298507462686567,0.00497512437810945,0,0.0199004975124378,0,0.0497512437810945,0.0099502487562189,0,0.00497512437810945,0,0.0398009950248756,0.0298507462686567,0.432835820895522,0.00497512437810945,0.248756218905473,0,0,0,0.0696517412935323,0.00497512437810945,0,0.00497512437810945,0,0,0.00497512437810945,0,0,0,0,0,0.00497512437810945,0,0
135,1172,0,0.0483870967741935,0.00537634408602151,0.021505376344086,0,0,0.0860215053763441,0,0.0591397849462366,0.032258064516129,0,0.032258064516129,0,0.010752688172043,0.0483870967741935,0.102150537634409,0.0806451612903226,0.134408602150538,0,0,0.0268817204301075,0.0376344086021505,0.010752688172043,0,0.00537634408602151,0.0161290322580645,0,0,0,0,0,0,0,0.241935483870968,0,0
140,1250,0,0.0245098039215686,0.0147058823529412,0.0343137254901961,0.0147058823529412,0,0.0196078431372549,0,0.0343137254901961,0.0392156862745098,0.0147058823529412,0,0,0.0343137254901961,0,0.333333333333333,0.0196078431372549,0.343137254901961,0.00490196078431373,0,0,0.053921568627451,0.00490196078431373,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0
145,1328,0,0.0490196078431373,0.0147058823529412,0.053921568627451,0,0,0.00980392156862745,0,0.0686274509803922,0.0196078431372549,0.00490196078431373,0,0,0.0392156862745098,0.0147058823529412,0.230392156862745,0,0.367647058823529,0,0.00490196078431373,0,0.102941176470588,0.00490196078431373,0,0,0.00980392156862745,0,0,0,0,0,0,0,0.00490196078431373,0,0
150,1406,0,0.0380952380952381,0.00952380952380952,0.0380952380952381,0.0333333333333333,0,0.0285714285714286,0,0.0380952380952381,0.0523809523809524,0.0142857142857143,0,0,0.0333333333333333,0,0.266666666666667,0.0333333333333333,0.357142857142857,0,0.00476190476190476,0,0.0380952380952381,0,0,0,0.00952380952380952,0,0.00476190476190476,0,0,0,0,0,0,0,0
180,1874,0,0.0824742268041237,0.0103092783505155,0.0876288659793814,0,0,0,0,0.0360824742268041,0.118556701030928,0,0,0,0.0154639175257732,0,0.314432989690722,0,0.262886597938144,0.00515463917525773,0,0,0.0463917525773196,0,0,0,0.0103092783505155,0,0,0,0,0,0,0,0.0103092783505155,0,0
195,2108,0,0.0134529147982063,0.00448430493273543,0.0403587443946188,0.0269058295964126,0,0.0358744394618834,0,0.0358744394618834,0.0179372197309417,0,0.00896860986547085,0,0.00896860986547085,0.00448430493273543,0.358744394618834,0.0448430493273543,0.201793721973094,0,0.00448430493273543,0.00448430493273543,0.0448430493273543,0.00896860986547085,0,0,0.00448430493273543,0,0.00448430493273543,0,0,0,0,0,0.125560538116592,0,0
210,2342,0,0.0566037735849057,0.00471698113207547,0.0283018867924528,0.0330188679245283,0,0,0,0.070754716981132,0.0660377358490566,0,0,0,0.0141509433962264,0.00943396226415094,0.391509433962264,0.00471698113207547,0.231132075471698,0,0,0,0.080188679245283,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2576,0,0.0541871921182266,0.0246305418719212,0.0443349753694581,0.0147783251231527,0,0,0,0.142857142857143,0.0295566502463054,0,0.00985221674876847,0,0.0147783251231527,0,0.231527093596059,0.0147783251231527,0.226600985221675,0.00492610837438424,0,0.00492610837438424,0.137931034482759,0.0147783251231527,0,0.00492610837438424,0.00492610837438424,0,0.00985221674876847,0.00492610837438424,0,0,0,0,0.00492610837438424,0,0
240,2810,0,0.0747663551401869,0,0.0373831775700935,0.0233644859813084,0,0,0,0.200934579439252,0.00467289719626168,0,0,0,0.0186915887850467,0.0233644859813084,0.257009345794392,0,0.242990654205607,0.00934579439252336,0.00467289719626168,0,0.0981308411214953,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0
255,3044,0,0.0372670807453416,0.0093167701863354,0.0248447204968944,0.0093167701863354,0,0.0217391304347826,0,0.105590062111801,0.031055900621118,0.0062111801242236,0.0062111801242236,0,0.0403726708074534,0,0.186335403726708,0.0248447204968944,0.357142857142857,0.015527950310559,0.0093167701863354,0,0.077639751552795,0.0062111801242236,0,0,0.0062111801242236,0,0,0,0,0,0,0,0.0248447204968944,0,0
285,3511,0,0.081447963800905,0.00904977375565611,0.0316742081447964,0.00452488687782805,0,0,0,0.235294117647059,0.0497737556561086,0.0135746606334842,0,0,0.0316742081447964,0,0.190045248868778,0,0.199095022624434,0,0.0135746606334842,0,0.108597285067873,0,0,0.00904977375565611,0,0,0.00904977375565611,0.00452488687782805,0,0,0,0,0.00904977375565611,0,0
300,3745,0,0.0478468899521531,0,0.0191387559808612,0,0.00956937799043062,0,0,0.15311004784689,0.0430622009569378,0,0,0,0.0334928229665072,0,0.23444976076555,0,0.325358851674641,0.0143540669856459,0.0143540669856459,0,0.062200956937799,0,0,0.0143540669856459,0.00956937799043062,0,0.00956937799043062,0,0,0,0,0,0.00956937799043062,0,0
315,3979,0,0.0257234726688103,0.00643086816720257,0.0257234726688103,0.00964630225080386,0,0.0289389067524116,0,0.0514469453376206,0.022508038585209,0,0,0,0.0321543408360129,0.00643086816720257,0.215434083601286,0.0546623794212219,0.398713826366559,0.00321543408360129,0.00321543408360129,0.00643086816720257,0.0353697749196141,0.0192926045016077,0,0.00964630225080386,0.00643086816720257,0,0,0,0,0,0,0,0.0385852090032154,0,0
330,4213,0,0.029126213592233,0.0145631067961165,0.029126213592233,0.00485436893203883,0,0,0,0.029126213592233,0.029126213592233,0,0,0,0.029126213592233,0.00970873786407767,0.155339805825243,0.00485436893203883,0.58252427184466,0.00485436893203883,0,0,0.0485436893203883,0.00485436893203883,0,0.00485436893203883,0.00485436893203883,0,0.00970873786407767,0,0,0,0,0,0.00485436893203883,0,0
345,4443,0,0.0465116279069767,0,0.027906976744186,0.00465116279069767,0,0,0,0.106976744186047,0.0744186046511628,0,0,0,0.0372093023255814,0,0.130232558139535,0.00465116279069767,0.390697674418605,0.00465116279069767,0.0186046511627907,0,0.106976744186047,0.00930232558139535,0,0.013953488372093,0.013953488372093,0,0.00930232558139535,0,0,0,0,0,0,0,0
360,4666,0,0.0740740740740741,0.00462962962962963,0.0185185185185185,0.0138888888888889,0,0.00462962962962963,0,0.0972222222222222,0.0833333333333333,0.00925925925925926,0,0,0.0185185185185185,0,0.162037037037037,0,0.347222222222222,0,0.0185185185185185,0,0.12962962962963,0,0,0,0.00925925925925926,0,0,0,0,0,0,0,0.00925925925925926,0,0
375,4888,0.0284090909090909,0.0852272727272727,0,0,0.0284090909090909,0,0.0340909090909091,0,0.130681818181818,0.0227272727272727,0,0,0.00568181818181818,0.0284090909090909,0,0.113636363636364,0.130681818181818,0.193181818181818,0.00568181818181818,0.0284090909090909,0.0170454545454545,0.096590909090909,0.00568181818181818,0,0.0227272727272727,0.00568181818181818,0,0,0,0,0,0,0,0.0170454545454545,0,0
390,5111,0,0.0742574257425743,0,0.0148514851485149,0.0099009900990099,0.00495049504950495,0.00495049504950495,0,0.217821782178218,0.0643564356435644,0,0,0,0.0247524752475248,0,0.173267326732673,0,0.282178217821782,0.00495049504950495,0,0,0.103960396039604,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0
405,5334,0,0.0219298245614035,0.0043859649122807,0.0219298245614035,0.0087719298245614,0.0043859649122807,0,0,0.12280701754386,0.0394736842105263,0,0,0,0.0219298245614035,0,0.184210526315789,0,0.451754385964912,0.0043859649122807,0.0087719298245614,0,0.0789473684210526,0.0131578947368421,0,0.0043859649122807,0,0,0,0,0,0,0,0,0.0087719298245614,0,0
420,5556,0,0.0396039603960396,0,0.0247524752475248,0.00495049504950495,0,0,0,0.0495049504950495,0.0742574257425743,0.00495049504950495,0,0,0,0,0.118811881188119,0.00495049504950495,0.5,0.0148514851485149,0.0198019801980198,0,0.118811881188119,0.00495049504950495,0,0.00495049504950495,0.0099009900990099,0,0.00495049504950495,0,0,0,0,0,0,0,0
435,5779,0,0.0740740740740741,0.00411522633744856,0.00411522633744856,0.0246913580246914,0.00411522633744856,0.0288065843621399,0,0.119341563786008,0.065843621399177,0.00411522633744856,0,0,0.0246913580246914,0,0.127572016460905,0.0823045267489712,0.226337448559671,0.0164609053497942,0.00411522633744856,0.00411522633744856,0.11522633744856,0.0123456790123457,0,0.0123456790123457,0.00411522633744856,0,0,0,0,0,0,0,0.0411522633744856,0,0
450,6001,0,0.0570175438596491,0,0.0219298245614035,0,0,0,0,0.140350877192982,0.100877192982456,0,0,0,0.0131578947368421,0,0.118421052631579,0.0087719298245614,0.267543859649123,0.0043859649122807,0.0263157894736842,0,0.228070175438596,0,0,0,0.0043859649122807,0,0,0,0,0,0,0,0.0087719298245614,0,0
480,6447,0,0.0634146341463415,0,0.0292682926829268,0.0146341463414634,0.0048780487804878,0,0,0.107317073170732,0.0878048780487805,0,0,0,0.024390243902439,0,0.0682926829268293,0,0.385365853658537,0,0.0146341463414634,0,0.195121951219512,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0
495,6669,0,0.0222222222222222,0,0,0,0,0.0296296296296296,0,0.137037037037037,0.0296296296296296,0.0037037037037037,0,0,0.0259259259259259,0,0.0888888888888889,0.0888888888888889,0.233333333333333,0,0.00740740740740741,0,0.27037037037037,0,0,0.0185185185185185,0.0037037037037037,0,0,0,0,0,0,0,0.0407407407407407,0,0
510,6892,0,0.0336538461538462,0.00961538461538462,0.0240384615384615,0,0.00961538461538462,0.0192307692307692,0,0.100961538461538,0.125,0,0.00480769230769231,0,0.0288461538461538,0,0.0721153846153846,0,0.341346153846154,0.0192307692307692,0.00961538461538462,0,0.177884615384615,0.0144230769230769,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0
525,7114,0,0.0181818181818182,0.0136363636363636,0.0136363636363636,0,0,0,0,0.15,0.0545454545454545,0.00454545454545455,0,0,0.0181818181818182,0,0.090909090909091,0,0.468181818181818,0.00454545454545455,0.00909090909090909,0.0136363636363636,0.118181818181818,0.00909090909090909,0,0,0,0,0.00454545454545455,0.00909090909090909,0,0,0,0,0,0,0
540,7337,0,0.0436681222707424,0.00436681222707424,0.0305676855895196,0.00436681222707424,0,0,0,0.122270742358079,0.0436681222707424,0,0,0,0.0349344978165939,0,0.192139737991266,0,0.318777292576419,0.00436681222707424,0.0218340611353712,0.00873362445414847,0.157205240174672,0.00873362445414847,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0
555,7559,0,0.0552763819095477,0.0050251256281407,0.0050251256281407,0.0100502512562814,0,0.0100502512562814,0,0.0603015075376884,0.0351758793969849,0.0050251256281407,0,0,0.0351758793969849,0,0.155778894472362,0.0351758793969849,0.271356783919598,0.0050251256281407,0.0251256281407035,0.0050251256281407,0.231155778894472,0.0050251256281407,0,0,0,0,0.0050251256281407,0,0,0,0,0,0.0402010050251256,0,0
575,7856,0,0.0442477876106195,0,0.0530973451327434,0.00442477876106195,0,0,0,0.0132743362831858,0.0221238938053097,0,0,0,0.088495575221239,0,0.15929203539823,0,0.384955752212389,0.0088495575221239,0.0398230088495575,0.00442477876106195,0.132743362831858,0.0088495575221239,0,0.0221238938053097,0.0088495575221239,0,0,0,0,0,0,0,0.00442477876106195,0,0
590,8185,0,0.0224215246636771,0,0.0358744394618834,0.00896860986547085,0.0224215246636771,0,0,0,0.0448430493273543,0,0,0,0.0896860986547085,0.00896860986547085,0.201793721973094,0,0.452914798206278,0.00896860986547085,0.00448430493273543,0.00448430493273543,0.0717488789237668,0.00448430493273543,0,0.00896860986547085,0,0,0.00448430493273543,0,0,0,0,0,0.00448430493273543,0,0
605,8541,0,0.0185873605947955,0,0.066914498141264,0.00371747211895911,0.00371747211895911,0,0.00371747211895911,0.00743494423791822,0.033457249070632,0,0,0,0.066914498141264,0,0.394052044609665,0,0.323420074349442,0.00371747211895911,0,0,0.0557620817843866,0.0111524163568773,0,0.00371747211895911,0,0,0.00371747211895911,0,0,0,0,0,0,0,0
615,8778,0.032258064516129,0.010752688172043,0.00537634408602151,0.0161290322580645,0.010752688172043,0,0.021505376344086,0,0.010752688172043,0.0161290322580645,0,0,0,0.0967741935483871,0,0.311827956989247,0.0161290322580645,0.290322580645161,0,0.0161290322580645,0,0.0698924731182796,0.00537634408602151,0,0.010752688172043,0,0,0.00537634408602151,0,0,0,0,0,0.0537634408602151,0,0
630,9133,0,0.00452488687782805,0,0.0271493212669683,0.00452488687782805,0.00452488687782805,0.00452488687782805,0,0,0.0135746606334842,0,0,0,0.0361990950226244,0,0.570135746606335,0,0.285067873303167,0,0,0,0.0226244343891403,0.0135746606334842,0,0,0.00904977375565611,0,0.00452488687782805,0,0,0,0,0,0,0,0
645,9488,0,0.00490196078431373,0.00490196078431373,0.0343137254901961,0.00490196078431373,0.00980392156862745,0,0,0.00490196078431373,0.0294117647058824,0,0,0,0.0245098039215686,0,0.563725490196078,0,0.245098039215686,0.00490196078431373,0.00490196078431373,0,0.0343137254901961,0.00980392156862745,0,0.00980392156862745,0.00490196078431373,0,0,0.00490196078431373,0,0,0,0,0,0,0
660,9844,0,0.00930232558139535,0,0.0325581395348837,0,0,0,0,0.00465116279069767,0.0186046511627907,0,0.00930232558139535,0,0.0186046511627907,0,0.674418604651163,0,0.176744186046512,0,0,0,0.0325581395348837,0.00930232558139535,0,0.00465116279069767,0,0,0.00930232558139535,0,0,0,0,0,0,0,0
685,10436,0.0033112582781457,0.0198675496688742,0,0.0463576158940397,0.00993377483443709,0,0.0033112582781457,0.0033112582781457,0.00662251655629139,0.0264900662251656,0,0,0,0.0231788079470199,0.0463576158940397,0.552980132450331,0,0.158940397350993,0,0.0033112582781457,0,0.0695364238410596,0.0033112582781457,0,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0.0165562913907285,0,0
700,10792,0,0.00888888888888889,0.00444444444444444,0.0133333333333333,0.00888888888888889,0.00888888888888889,0,0,0.00444444444444444,0.0266666666666667,0,0.0177777777777778,0,0.0311111111111111,0,0.666666666666667,0,0.124444444444444,0,0,0,0.0666666666666667,0.00444444444444444,0,0.00888888888888889,0.00444444444444444,0,0,0,0,0,0,0,0,0,0
715,11147,0,0.00505050505050505,0,0.0353535353535354,0,0.00505050505050505,0,0,0,0.0202020202020202,0,0.0101010101010101,0,0.0151515151515152,0.0202020202020202,0.646464646464647,0,0.156565656565657,0.0151515151515152,0,0,0.0505050505050505,0.00505050505050505,0,0,0.00505050505050505,0,0,0,0,0,0,0,0.0101010101010101,0,0
720,11433,0,0,0.00436681222707424,0.0131004366812227,0,0,0.00873362445414847,0,0,0.0567685589519651,0.00436681222707424,0.0174672489082969,0,0.00436681222707424,0.0655021834061135,0.724890829694323,0,0.0611353711790393,0.00873362445414847,0,0,0.0174672489082969,0.00436681222707424,0,0.00873362445414847,0,0,0,0,0,0,0,0,0,0,0
730,12005,0.0110497237569061,0,0,0.0220994475138122,0.0110497237569061,0,0.0220994475138122,0,0.00552486187845304,0.0718232044198895,0.00552486187845304,0.00552486187845304,0,0.0331491712707182,0.187845303867403,0.419889502762431,0.0220994475138122,0.0386740331491713,0.0331491712707182,0,0,0.0828729281767956,0,0,0,0.00552486187845304,0,0.0110497237569061,0,0,0,0,0,0.0110497237569061,0,0
735,12291,0,0,0.004739336492891,0.028436018957346,0,0,0,0,0,0.04739336492891,0.009478672985782,0,0,0.018957345971564,0.165876777251185,0.554502369668246,0,0.09478672985782,0,0,0,0.014218009478673,0.004739336492891,0,0.0521327014218009,0,0,0,0,0,0,0,0,0.004739336492891,0,0
750,12717,0.00970873786407767,0.0145631067961165,0.00485436893203883,0.0145631067961165,0.00970873786407767,0,0,0,0,0.0436893203883495,0.00970873786407767,0.00485436893203883,0,0.0339805825242718,0.286407766990291,0.456310679611651,0,0.0533980582524272,0,0,0,0.00970873786407767,0.00970873786407767,0,0.0388349514563107,0,0,0,0,0,0,0,0,0,0,0
765,12764,0,0,0.00471698113207547,0.0188679245283019,0,0,0,0,0.00471698113207547,0.0283018867924528,0,0.00471698113207547,0,0.0141509433962264,0.297169811320755,0.410377358490566,0,0.0660377358490566,0.0141509433962264,0,0.00471698113207547,0.00943396226415094,0.0188679245283019,0,0.0849056603773585,0.00471698113207547,0,0,0,0,0,0,0,0.0141509433962264,0,0
780,12811,0,0,0.0142857142857143,0.019047619047619,0,0,0,0,0,0.00476190476190476,0,0,0,0.0142857142857143,0.433333333333333,0.371428571428571,0,0.0666666666666667,0.00476190476190476,0,0,0.00476190476190476,0.019047619047619,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0
795,12858,0.0135593220338983,0,0.00677966101694915,0.00338983050847458,0,0,0.00338983050847458,0,0,0.0305084745762712,0,0.0169491525423729,0,0.0203389830508475,0.623728813559322,0.169491525423729,0,0.023728813559322,0,0,0,0,0.0271186440677966,0,0.0542372881355932,0.00338983050847458,0,0,0,0,0,0,0,0.00338983050847458,0,0
810,12905,0.0298507462686567,0,0.0099502487562189,0.0099502487562189,0.00497512437810945,0,0.00497512437810945,0,0,0.0348258706467662,0.00497512437810945,0.00497512437810945,0,0.0398009950248756,0.358208955223881,0.303482587064677,0,0.0696517412935323,0,0,0,0,0.0298507462686567,0,0.0845771144278607,0.0099502487562189,0,0,0,0,0,0,0,0,0,0
815,12921,0.0194174757281553,0,0.0194174757281553,0.00485436893203883,0,0,0,0,0,0.0436893203883495,0,0,0,0.0145631067961165,0.412621359223301,0.354368932038835,0,0.0388349514563107,0,0,0,0.00970873786407767,0.00970873786407767,0,0.0533980582524272,0.00485436893203883,0,0.00485436893203883,0.00970873786407767,0,0,0,0,0,0,0
830,12968,0.0375,0.00416666666666667,0.00416666666666667,0.05,0,0,0,0,0.0125,0.166666666666667,0,0,0,0.0333333333333333,0.233333333333333,0.145833333333333,0,0.0791666666666667,0.00416666666666667,0,0,0.0708333333333333,0.0458333333333333,0,0.104166666666667,0,0,0,0,0,0,0,0,0.00833333333333333,0,0
845,13015,0.0390243902439024,0,0.0048780487804878,0,0,0.0048780487804878,0,0,0,0.097560975609756,0,0,0,0.0390243902439024,0.453658536585366,0.170731707317073,0,0.0195121951219512,0.0048780487804878,0,0,0.0097560975609756,0.024390243902439,0,0.121951219512195,0,0,0,0,0,0,0,0,0.0097560975609756,0,0
860,13062,0.0696517412935323,0.00497512437810945,0,0.0199004975124378,0,0,0,0,0,0.0696517412935323,0,0,0,0.0099502487562189,0.447761194029851,0.208955223880597,0,0.054726368159204,0,0,0,0,0.0298507462686567,0,0.0447761194029851,0.0099502487562189,0,0,0,0,0,0,0,0.0298507462686567,0,0
875,13109,0.042654028436019,0,0,0,0,0,0,0,0,0.0616113744075829,0,0,0,0.042654028436019,0.440758293838863,0.317535545023697,0,0.018957345971564,0,0,0,0,0.023696682464455,0,0.0521327014218009,0,0,0,0,0,0,0,0,0,0,0
890,13157,0.050761421319797,0,0.0050761421319797,0,0.0050761421319797,0,0,0,0,0.050761421319797,0,0,0,0.0253807106598985,0.395939086294416,0.350253807106599,0,0.050761421319797,0.0101522842639594,0,0,0.0050761421319797,0.0203045685279188,0,0.0203045685279188,0.0050761421319797,0,0.0050761421319797,0,0,0,0,0,0,0,0
905,13204,0.0252525252525253,0,0,0,0.00505050505050505,0,0,0,0,0.131313131313131,0.00505050505050505,0.0101010101010101,0,0.00505050505050505,0.217171717171717,0.434343434343434,0.0101010101010101,0.0505050505050505,0.00505050505050505,0,0,0.0101010101010101,0.0252525252525253,0,0.0505050505050505,0.00505050505050505,0,0.00505050505050505,0,0,0,0,0,0.00505050505050505,0,0
915,13235,0.0153061224489796,0,0.00510204081632653,0,0,0,0,0,0,0.0612244897959184,0,0,0,0.0153061224489796,0.127551020408163,0.622448979591837,0.0102040816326531,0.0306122448979592,0.00510204081632653,0,0,0.00510204081632653,0.0102040816326531,0,0.0816326530612245,0,0,0.0102040816326531,0,0,0,0,0,0,0,0
930,13282,0.0306122448979592,0,0,0,0,0,0,0,0,0.147959183673469,0,0,0,0,0.122448979591837,0.459183673469388,0,0.0408163265306122,0.0714285714285714,0,0,0,0.0306122448979592,0,0.0408163265306122,0.0408163265306122,0,0.0153061224489796,0,0,0,0,0,0,0,0
945,NA,0.0306122448979592,0,0,0,0,0,0,0,0,0.153061224489796,0,0,0,0.0357142857142857,0.158163265306122,0.433673469387755,0.0204081632653061,0.0510204081632653,0.0459183673469388,0,0,0,0.0306122448979592,0,0.0102040816326531,0.0255102040816327,0,0.00510204081632653,0,0,0,0,0,0,0,0
