"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans","Larix","Nyssa","Ostrya.Carpinus","Picea","Pinus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.undiff.","Cerealia.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae","Dicentra","Fabaceae","Galium","Herbs.undiff.","Poaceae.undiff.","Rumex","Zea.mays"
10,13,0,0.0384615384615385,0.0128205128205128,0,0,0,0.153846153846154,0,0,0.0256410256410256,0,0.0256410256410256,0,0.0256410256410256,0.0256410256410256,0.0384615384615385,0.0897435897435897,0.0897435897435897,0.0256410256410256,0,0,0.0512820512820513,0.0384615384615385,0.0128205128205128,0,0.0512820512820513,0,0,0,0,0,0,0,0.294871794871795,0,0
29,84,0,0,0,0.0421052631578947,0.0105263157894737,0,0.0105263157894737,0,0.0105263157894737,0.0210526315789474,0,0.0105263157894737,0,0,0.0421052631578947,0.2,0.0421052631578947,0.0947368421052632,0.0210526315789474,0,0,0,0.273684210526316,0,0,0.0210526315789474,0,0.0315789473684211,0,0,0.0210526315789474,0,0,0.115789473684211,0.0315789473684211,0
42,142,0,0.02,0.04,0.095,0.02,0,0.015,0,0.055,0.025,0,0,0,0.035,0.035,0.185,0.04,0.09,0.02,0,0.02,0.025,0.115,0.005,0.02,0.04,0.01,0.025,0.02,0,0.005,0,0,0.01,0.02,0.01
60,292,0.00662251655629139,0.0165562913907285,0.0198675496688742,0.0132450331125828,0.0132450331125828,0,0.043046357615894,0.00662251655629139,0.0629139072847682,0.0231788079470199,0.00993377483443709,0.00993377483443709,0,0.0132450331125828,0.119205298013245,0.304635761589404,0.0132450331125828,0.162251655629139,0.00662251655629139,0,0.033112582781457,0.0165562913907285,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0.102649006622517,0,0
65,334,0,0.0297029702970297,0.00495049504950495,0.0643564356435644,0.0099009900990099,0,0.0148514851485149,0,0.0297029702970297,0.0297029702970297,0.00495049504950495,0.0099009900990099,0,0.0247524752475248,0.0396039603960396,0.400990099009901,0.0247524752475248,0.217821782178218,0,0,0,0.0297029702970297,0.0099009900990099,0,0.0148514851485149,0.0099009900990099,0,0.0198019801980198,0,0,0,0,0,0.0099009900990099,0,0
70,376,0,0.0301724137931034,0.00431034482758621,0.0689655172413793,0.00431034482758621,0,0.0172413793103448,0,0.0603448275862069,0.0301724137931034,0,0,0,0.00862068965517241,0.0603448275862069,0.280172413793103,0.0301724137931034,0.228448275862069,0.0129310344827586,0,0.00862068965517241,0.0560344827586207,0.0301724137931034,0,0.00431034482758621,0.0129310344827586,0,0,0,0.00431034482758621,0,0,0.00431034482758621,0.0431034482758621,0,0
75,418,0,0.025,0.01,0.035,0.005,0,0.025,0,0.03,0.03,0,0.01,0,0.035,0.015,0.305,0.025,0.32,0,0.005,0,0.05,0.025,0,0.015,0,0,0.01,0,0,0,0,0,0.025,0,0
80,459,0,0.0366666666666667,0.0166666666666667,0.0433333333333333,0.00333333333333333,0,0.05,0,0.0366666666666667,0.0166666666666667,0,0,0,0.0166666666666667,0.0366666666666667,0.346666666666667,0.0166666666666667,0.27,0.01,0,0.0166666666666667,0.0333333333333333,0.0133333333333333,0,0.00333333333333333,0.00666666666666667,0,0,0,0,0,0,0,0.0266666666666667,0,0
85,501,0,0.0358974358974359,0.00512820512820513,0.041025641025641,0,0,0.0307692307692308,0,0.0461538461538462,0.00512820512820513,0,0.0102564102564103,0,0.041025641025641,0.0153846153846154,0.358974358974359,0.0153846153846154,0.307692307692308,0,0,0.00512820512820513,0.0307692307692308,0.0102564102564103,0,0.00512820512820513,0.0153846153846154,0,0.00512820512820513,0,0,0,0,0,0.0153846153846154,0,0
90,543,0,0.0185185185185185,0.0138888888888889,0.037037037037037,0.00462962962962963,0,0.0231481481481481,0,0.0231481481481481,0.0138888888888889,0,0,0,0.0324074074074074,0.0185185185185185,0.384259259259259,0.00462962962962963,0.319444444444444,0.00925925925925926,0,0.00462962962962963,0.0555555555555556,0.00462962962962963,0,0.00462962962962963,0.00462962962962963,0,0.00925925925925926,0,0,0,0,0,0.0138888888888889,0,0
