"depth","best.age","min.age","max.age"
1,-2,-54,47
10,42,-8,92
20,215,149,283
30,512,448,580
40,808,743,877
50,1104,1035,1177
60,1400,1323,1478
70,1696,1609,1781
80,1992,1893,2084
90,2288,2160,2388
100,2585,2436,2693
110,2881,2713,2998
120,3177,2991,3302
135,3621,3411,3759
145,3917,3690,4063
155,4213,3965,4368
165,4510,4241,4675
175,4806,4519,4981
185,5102,4796,5287
195,5398,5075,5594
205,5663,5378,5841
215,5928,5683,6093
225,6193,5983,6349
245,6723,6586,6861
255,6988,6858,7125
265,7253,7120,7393
275,7518,7375,7667
285,7783,7622,7945
295,8368,8221,8516
305,8953,8793,9120
315,9538,9343,9755
325,10124,9828,10391
335,10709,10343,11048
345,11294,10863,11711
355,NA,NA,NA
365,NA,NA,NA
375,NA,NA,NA
