"depth","best.age","min.age","max.age"
1,-20,-21,-18
10,72,65,78
20,173,161,189
30,275,257,300
40,377,352,409
50,478,448,519
60,580,543,629
70,682,639,739
80,783,734,849
100,987,925,1069
110,1088,1019,1178
120,1190,1115,1288
130,1292,1210,1398
140,1393,1306,1508
150,1495,1401,1618
160,1597,1496,1728
170,1698,1592,1838
180,1800,1687,1948
200,2003,1878,2168
210,2105,1973,2278
220,2207,2069,2388
230,2308,2164,2498
240,2410,2260,2608
250,2512,2355,2718
260,2613,2451,2828
270,2715,2546,2938
280,2817,2641,3048
290,2918,2737,3158
310,3122,2928,3378
320,3223,3023,3488
330,3325,3119,3598
340,3427,3213,3707
350,3528,3308,3817
360,3630,3404,3927
370,3732,3499,4036
380,3833,3595,4146
390,3935,3690,4256
410,4138,3881,4476
420,4240,3976,4586
430,4342,4072,4696
440,4444,4167,4806
450,4507,4236,4863
460,4570,4303,4918
470,4633,4372,4975
480,4696,4441,5031
490,4759,4508,5087
505,4853,4610,5172
510,4885,4644,5200
520,4948,4712,5257
530,5011,4780,5313
540,5074,4848,5369
550,5137,4916,5425
560,5200,4984,5481
570,5263,5053,5537
580,5326,5121,5592
590,5389,5190,5647
600,5452,5257,5700
610,5515,5324,5754
620,5578,5390,5805
630,5641,5457,5854
650,5767,5589,5969
680,5956,5787,6142
705,6113,5952,6288
710,6145,5985,6317
720,6208,6051,6377
740,6334,6182,6495
760,6460,6311,6615
770,6523,6376,6676
780,6586,6440,6737
790,6649,6503,6797
800,6712,6566,6857
810,6775,6630,6919
830,6901,6756,7043
840,6964,6817,7104
850,7027,6878,7166
860,7090,6940,7229
870,7153,7002,7293
880,7216,7065,7358
890,7279,7126,7422
900,7342,7186,7486
910,7405,7243,7547
920,7468,7301,7609
930,7531,7357,7669
940,7594,7414,7730
950,7657,7474,7794
960,7720,7533,7904
970,7783,7593,7971
980,7846,7654,8041
990,7909,7715,8117
1000,8930,8629,9244
1010,8957,8663,9261
1020,8984,8697,9285
1030,9010,8725,9310
1040,9037,8747,9337
1050,9063,8767,9369
1060,9090,8784,9403
1070,9116,8797,9439
1080,9143,8810,9478
1100,9196,8830,9565
1110,9223,8837,9612
1120,9249,8844,9662
1130,9276,8850,9713
1140,9302,8856,9766
1150,9329,8860,9820
1160,9355,8865,9875
1170,9382,8869,9931
1180,9730,9417,10051
1190,10062,9718,10313
1220,10618,10437,10790
1230,10803,10619,10982
1240,10988,10773,11204
1250,NA,NA,NA
1260,NA,NA,NA
1270,NA,NA,NA
1280,NA,NA,NA
1290,NA,NA,NA
1300,NA,NA,NA
1310,NA,NA,NA
1320,NA,NA,NA
1330,NA,NA,NA
1340,NA,NA,NA
1350,NA,NA,NA
1360,NA,NA,NA
1370,NA,NA,NA
1380,NA,NA,NA
1400,NA,NA,NA
