"depth","best.age","min.age","max.age"
0.5,-46,-47,-45
1.5,-42,-43,-41
2.5,-39,-40,-38
3.5,-35,-35,-34
4.5,-31,-32,-31
5.5,-27,-29,-26
6.5,-23,-24,-22
7.5,-19,-20,-18
8.5,-15,-16,-14
9.5,-11,-12,-10
10.5,-7,-8,-6
11.5,-3,-5,-3
12.5,1,-1,1
13.5,5,4,5
14.5,9,9,10
15.5,12,12,13
16.5,16,16,17
17.5,20,20,21
18.5,24,23,25
19.5,28,27,29
20.5,32,31,33
21.5,36,35,37
22.5,40,39,42
23.5,44,43,45
24.5,48,47,49
25.5,52,51,53
26.5,56,55,57
27.5,60,59,62
28.5,63,62,66
29.5,67,66,70
35.25,NA,NA,NA
40.75,NA,NA,NA
50.75,NA,NA,NA
63,1459,1306,1647
