"sample.depths","sample.ages","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Iva.annua.type","Corylus","Cupressaceae","Cyperaceae","Juglans.nigra","Fabaceae.undiff.","Ostrya.Carpinus","Picea","Platanus","Polygonum.lapathifolium.type","Quercus","Ranunculaceae.undiff.","Salix","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Ambrosia","Pinus","Amorpha","Poaceae","Acer.saccharum","Fraxinus.pennsylvanica","Herbs.undiff.","Rumex","Iva.xanthifolia","Rhamnus","Fraxinus.nigra","Acer.negundo","Celtis","Thalictrum","Urtica","Acer.saccharinum","Abies","Tilia","Vitis","Brassicaceae","Dalea","Juglans.cinerea","Lamiaceae.cf..Stachys","Rosaceae","Fagus","Sambucus","Ephedra.torreyana.type","Euphorbiaceae","cf..Saxifragaceae","Humulus","Galium","Plantago.major","Polygonaceae.undiff.","Populus","Larix"
210,7024,0.0374812593703148,0,0.00599700149925037,0.23688155922039,0.00599700149925037,0.00149925037481259,0.00449775112443778,0.191904047976012,0.00299850074962519,0,0.0104947526236882,0.00149925037481259,0.00599700149925037,0,0.088455772113943,0,0.00449775112443778,0.00299850074962519,0.0314842578710645,0.0194902548725637,0,0.00299850074962519,0.181409295352324,0.0284857571214393,0.00449775112443778,0.116941529235382,0.00149925037481259,0,0.00149925037481259,0,0.00599700149925037,0,0.00149925037481259,0,0.00149925037481259,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0,0,0,0,0,0,0,0,0,0,0
225,7217,0.026378896882494,0,0.00359712230215827,0.245803357314149,0.00839328537170264,0.00119904076738609,0.00239808153477218,0.297362110311751,0.00959232613908873,0,0.00719424460431655,0.00239808153477218,0.00719424460431655,0,0.0803357314148681,0,0.00359712230215827,0.00119904076738609,0.0179856115107914,0.0179856115107914,0,0.00239808153477218,0.142685851318945,0.0251798561151079,0.00359712230215827,0.0767386091127098,0,0,0,0.00239808153477218,0.00359712230215827,0,0.00239808153477218,0.00119904076738609,0,0,0,0,0,0.00119904076738609,0.00119904076738609,0,0,0,0.00119904076738609,0,0,0,0.00119904076738609,0.00119904076738609,0.00119904076738609,0,0,0,0,0,0
240,7410,0.0272206303724928,0,0.00573065902578797,0.232091690544413,0.00573065902578797,0.00286532951289398,0.00429799426934097,0.184813753581662,0.00143266475644699,0,0.00429799426934097,0.00859598853868195,0.00429799426934097,0.00286532951289398,0.0830945558739255,0,0,0,0.0386819484240688,0.0214899713467049,0,0,0.200573065902579,0.0243553008595989,0.00716332378223496,0.121776504297994,0.00143266475644699,0,0.00573065902578797,0.00143266475644699,0.00286532951289398,0,0,0,0.00286532951289398,0,0,0,0,0.00143266475644699,0,0,0.00143266475644699,0,0,0,0,0,0,0,0,0.00143266475644699,0,0,0,0,0
255,7603,0.0303951367781155,0,0.0106382978723404,0.261398176291793,0.013677811550152,0,0,0.161094224924012,0.00151975683890578,0,0.0121580547112462,0.00455927051671732,0.00759878419452888,0.00151975683890578,0.0653495440729483,0,0.00455927051671732,0,0.033434650455927,0.00759878419452888,0.00151975683890578,0.00455927051671732,0.185410334346505,0.0121580547112462,0,0.165653495440729,0,0.00303951367781155,0.00151975683890578,0,0,0,0,0.00455927051671732,0,0.00151975683890578,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0.00151975683890578,0,0,0,0,0,0,0
270,7797,0.0139968895800933,0,0.0015552099533437,0.214618973561431,0.015552099533437,0,0.0062208398133748,0.0870917573872473,0.0031104199066874,0,0.0031104199066874,0.0233281493001555,0.0046656298600311,0.0031104199066874,0.0435458786936236,0,0,0,0.015552099533437,0.0124416796267496,0,0,0.404354587869362,0.0108864696734059,0.0015552099533437,0.105754276827372,0,0.0031104199066874,0.0015552099533437,0,0.0046656298600311,0,0.0077760497667185,0,0.0046656298600311,0,0.0015552099533437,0,0,0,0,0,0.0015552099533437,0.0015552099533437,0,0,0,0,0,0,0,0,0.0015552099533437,0.0015552099533437,0,0,0
285,7990,0.0194174757281553,0.00161812297734628,0,0.493527508090615,0.0194174757281553,0,0,0.0728155339805825,0,0,0,0.0210355987055016,0.00161812297734628,0.00323624595469256,0.0355987055016181,0,0,0,0.0210355987055016,0.00323624595469256,0,0.00161812297734628,0.245954692556634,0.0194174757281553,0,0.0323624595469256,0,0,0,0,0.00161812297734628,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0.00161812297734628,0,0.00161812297734628,0,0,0,0,0,0,0,0,0,0,0,0
300,8183,0.0449438202247191,0.00160513643659711,0.00321027287319422,0.28892455858748,0.00160513643659711,0,0.00963081861958266,0.195826645264847,0,0.00160513643659711,0.0128410914927769,0.0417335473515249,0.00963081861958266,0,0.0674157303370786,0,0.00321027287319422,0.00321027287319422,0.0353130016051364,0.014446227929374,0,0.00321027287319422,0.128410914927769,0.0304975922953451,0.00160513643659711,0.0850722311396469,0,0.00160513643659711,0,0,0.00481540930979133,0,0.00160513643659711,0,0,0,0,0,0.00160513643659711,0.00160513643659711,0,0,0.00321027287319422,0,0,0.00160513643659711,0,0,0,0,0,0,0,0,0,0,0
314,8364,0.0570987654320988,0.00308641975308642,0.00154320987654321,0.28858024691358,0.00154320987654321,0,0,0.226851851851852,0.00154320987654321,0,0.00617283950617284,0.0339506172839506,0.00462962962962963,0.00617283950617284,0.0385802469135802,0,0.00617283950617284,0,0.0262345679012346,0.0185185185185185,0.00154320987654321,0.00308641975308642,0.132716049382716,0.0308641975308642,0,0.100308641975309,0,0,0,0,0.00154320987654321,0,0.00462962962962963,0,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,8515,0.0477489768076398,0.00409276944065484,0.0068212824010914,0.188267394270123,0.00272851296043656,0,0.00818553888130969,0.291950886766712,0,0.00272851296043656,0.0150068212824011,0.0177353342428377,0.00272851296043656,0.00409276944065484,0.068212824010914,0,0.0136425648021828,0,0.0245566166439291,0.0313778990450205,0.00272851296043656,0.00272851296043656,0.100954979536153,0.0381991814461119,0.00409276944065484,0.102319236016371,0.00136425648021828,0.00272851296043656,0,0,0.00409276944065484,0,0.00136425648021828,0,0,0,0.00136425648021828,0,0,0.00272851296043656,0,0,0.00272851296043656,0,0,0,0,0,0,0,0,0.00136425648021828,0,0,0.00136425648021828,0,0
342,8580,0.0298719772403983,0.00142247510668563,0.00995732574679943,0.16927453769559,0,0.00142247510668563,0,0.283072546230441,0.00142247510668563,0.00142247510668563,0.0113798008534851,0.0241820768136558,0.00568990042674253,0.00568990042674253,0.103840682788051,0,0.00284495021337127,0,0.0184921763869132,0.0355618776671408,0,0,0.163584637268848,0.0227596017069701,0.00284495021337127,0.0825035561877667,0.00142247510668563,0,0,0,0.00142247510668563,0,0.0042674253200569,0.00142247510668563,0.0042674253200569,0.00142247510668563,0.00142247510668563,0,0.00142247510668563,0,0,0.00142247510668563,0,0.00142247510668563,0.00142247510668563,0,0,0,0,0.00142247510668563,0,0,0,0,0,0,0
356,8645,0.0323054331864905,0.00881057268722467,0.00146842878120411,0.193832599118943,0.00293685756240822,0,0.00146842878120411,0.248164464023495,0,0,0.0146842878120411,0.0117474302496329,0.00146842878120411,0.00587371512481645,0.092511013215859,0,0.00881057268722467,0.00146842878120411,0.0161527165932452,0.0190895741556534,0,0.00734214390602056,0.164464023494861,0.0279001468428781,0.00440528634361234,0.116005873715125,0,0,0,0.00293685756240822,0,0,0.00440528634361234,0.00293685756240822,0.00293685756240822,0,0,0,0,0.00146842878120411,0,0,0.00146842878120411,0,0,0,0,0,0,0,0,0,0.00293685756240822,0,0,0,0
368,8701,0.0256410256410256,0.0016025641025641,0.0144230769230769,0.139423076923077,0.00801282051282051,0.00641025641025641,0,0.173076923076923,0,0,0.0144230769230769,0.0224358974358974,0.00480769230769231,0.00641025641025641,0.120192307692308,0,0.00641025641025641,0.0016025641025641,0.0336538461538462,0.0592948717948718,0.00320512820512821,0.00641025641025641,0.177884615384615,0.0256410256410256,0,0.125,0.00320512820512821,0.0016025641025641,0,0,0.00320512820512821,0,0.00320512820512821,0,0,0,0,0,0.0016025641025641,0.00480769230769231,0,0.0016025641025641,0.0016025641025641,0.0016025641025641,0,0,0,0,0,0.0016025641025641,0,0,0,0,0,0,0
380,8757,0.023489932885906,0.00167785234899329,0.0134228187919463,0.149328859060403,0.00503355704697987,0.00167785234899329,0.00503355704697987,0.144295302013423,0.00335570469798658,0,0.0251677852348993,0.0151006711409396,0.00335570469798658,0.00167785234899329,0.13255033557047,0,0.00503355704697987,0,0.0218120805369128,0.0771812080536913,0,0.00335570469798658,0.209731543624161,0.0285234899328859,0.00335570469798658,0.104026845637584,0,0.00167785234899329,0,0,0.00335570469798658,0,0.00671140939597315,0.00167785234899329,0,0,0,0,0,0.00167785234899329,0,0,0,0.00503355704697987,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0
390,8803,0.0300353356890459,0,0.00176678445229682,0.280918727915194,0.0247349823321555,0,0,0.0759717314487632,0,0,0.00353356890459364,0.0106007067137809,0,0.00530035335689046,0.0441696113074205,0,0.00353356890459364,0,0.0123674911660777,0.0159010600706714,0,0,0.325088339222615,0.0176678445229682,0,0.136042402826855,0,0,0,0.00176678445229682,0.00353356890459364,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176678445229682,0.00176678445229682,0,0,0,0,0,0
400,8849,0.025260029717682,0.00297176820208024,0.00445765230312036,0.25111441307578,0.00594353640416048,0.00297176820208024,0.0074294205052006,0.202080237741456,0.00148588410104012,0,0.00891530460624071,0.0148588410104012,0.00445765230312036,0.00445765230312036,0.074294205052006,0,0.00445765230312036,0.00148588410104012,0.0282317979197623,0.0356612184249629,0,0.00445765230312036,0.156017830609212,0.0312035661218425,0.00148588410104012,0.102526002971768,0.00297176820208024,0,0,0,0.00445765230312036,0,0.00445765230312036,0,0.00297176820208024,0,0,0.00148588410104012,0.00148588410104012,0.00148588410104012,0,0,0.00297176820208024,0.00148588410104012,0,0,0,0,0,0,0,0,0,0,0,0,0
410,8896,0.0210896309314587,0.00175746924428822,0.0105448154657293,0.117750439367311,0.0070298769771529,0.00175746924428822,0.00527240773286467,0.110720562390158,0,0,0.0193321616871705,0.0193321616871705,0.00527240773286467,0.00175746924428822,0.163444639718805,0,0.0193321616871705,0,0.0193321616871705,0.0738137082601054,0,0.0070298769771529,0.200351493848858,0.0298769771528998,0,0.142355008787346,0,0.00175746924428822,0,0.00175746924428822,0.00175746924428822,0,0.00878734622144113,0,0.00175746924428822,0,0,0,0,0,0,0,0,0.00175746924428822,0,0,0,0,0,0,0.00175746924428822,0.00351493848857645,0,0,0,0,0
420,8942,0.0343137254901961,0.00163398692810458,0.00816993464052288,0.122549019607843,0.00816993464052288,0.00816993464052288,0.00326797385620915,0.148692810457516,0,0.00163398692810458,0.0179738562091503,0.0245098039215686,0.0065359477124183,0,0.155228758169935,0,0.0163398692810458,0.00163398692810458,0.0179738562091503,0.0457516339869281,0.00163398692810458,0.00816993464052288,0.200980392156863,0.0179738562091503,0.00163398692810458,0.117647058823529,0,0,0.00163398692810458,0,0,0,0.00980392156862745,0.00326797385620915,0.00326797385620915,0.00326797385620915,0,0.00163398692810458,0,0.00163398692810458,0.00163398692810458,0,0,0.00163398692810458,0,0,0,0,0,0.00163398692810458,0,0,0,0,0,0,0
430,8989,0.0341113105924596,0.00359066427289048,0.0107719928186715,0.134649910233393,0.00718132854578097,0.00179533213644524,0.00179533213644524,0.0951526032315978,0.00179533213644524,0,0.0341113105924596,0.0305206463195691,0.00718132854578097,0,0.136445242369838,0,0.0233393177737881,0,0.0269299820466786,0.0574506283662478,0,0.00718132854578097,0.181328545780969,0.0287253141831239,0.00179533213644524,0.145421903052065,0.00179533213644524,0,0.00179533213644524,0,0,0,0.00718132854578097,0,0,0,0,0,0.00359066427289048,0,0,0,0.00359066427289048,0.00538599640933573,0,0,0,0,0.00179533213644524,0,0,0.00179533213644524,0,0,0,0.00179533213644524,0
440,9035,0.0309810671256454,0.00516351118760757,0.0223752151462995,0.10671256454389,0.00860585197934595,0.00688468158347676,0.00172117039586919,0.0757314974182444,0,0,0.0327022375215146,0.0344234079173838,0.00688468158347676,0,0.249569707401033,0,0.0103270223752151,0.00172117039586919,0.0137693631669535,0.117039586919105,0,0.00344234079173838,0.141135972461274,0.0137693631669535,0.00172117039586919,0.089500860585198,0,0.00172117039586919,0.00172117039586919,0,0,0,0.00516351118760757,0,0,0.00172117039586919,0,0.00516351118760757,0.00172117039586919,0,0.00172117039586919,0,0,0.00344234079173838,0,0,0,0,0,0,0,0.00344234079173838,0,0,0,0,0
450,9082,0.0133136094674556,0.0103550295857988,0.014792899408284,0.164201183431953,0,0.00591715976331361,0,0.122781065088757,0,0.0014792899408284,0.0281065088757396,0.0281065088757396,0.00443786982248521,0.014792899408284,0.150887573964497,0,0.0029585798816568,0.0014792899408284,0.0236686390532544,0.0813609467455621,0,0.00739644970414201,0.177514792899408,0.0177514792899408,0.0014792899408284,0.0931952662721894,0.00591715976331361,0.0014792899408284,0.0014792899408284,0.0014792899408284,0,0,0.014792899408284,0.0014792899408284,0,0.0029585798816568,0,0,0.00443786982248521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,9119,0.0285326086956522,0,0.00407608695652174,0.186141304347826,0.00135869565217391,0.00135869565217391,0.00543478260869565,0.216032608695652,0,0,0.00679347826086957,0.0271739130434783,0.0095108695652174,0.00271739130434783,0.108695652173913,0,0.00679347826086957,0,0.014945652173913,0.03125,0,0.00135869565217391,0.177989130434783,0.0230978260869565,0,0.120923913043478,0,0.00407608695652174,0,0.00135869565217391,0.00271739130434783,0,0.00679347826086957,0.00407608695652174,0,0,0,0,0,0.00135869565217391,0,0,0.00135869565217391,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0.00135869565217391,0
470,9174,0.0248062015503876,0.00465116279069767,0.00930232558139535,0.155038759689922,0.0108527131782946,0.00155038759689922,0,0.113178294573643,0.00155038759689922,0.00155038759689922,0.0155038759689922,0.0341085271317829,0.00465116279069767,0,0.148837209302326,0,0.0062015503875969,0,0.0186046511627907,0.0806201550387597,0,0.00155038759689922,0.201550387596899,0.0155038759689922,0,0.105426356589147,0.00310077519379845,0.00155038759689922,0.00465116279069767,0,0.00155038759689922,0,0.0108527131782946,0.00155038759689922,0,0,0.00155038759689922,0,0.00310077519379845,0.00155038759689922,0.00155038759689922,0,0,0.00310077519379845,0,0,0,0.00310077519379845,0,0,0,0,0,0,0.0062015503875969,0,0.00155038759689922
482,9230,0.0230061349693252,0.00766871165644172,0.0122699386503067,0.142638036809816,0.00153374233128834,0.00613496932515337,0.00613496932515337,0.138036809815951,0,0,0.0245398773006135,0.0245398773006135,0,0.00306748466257669,0.159509202453988,0,0.00153374233128834,0,0.0199386503067485,0.0812883435582822,0,0.00460122699386503,0.190184049079755,0.0276073619631902,0,0.0966257668711656,0.00306748466257669,0.00460122699386503,0,0,0,0,0.00613496932515337,0,0,0,0,0,0.00460122699386503,0.00153374233128834,0.00306748466257669,0,0,0.00460122699386503,0,0,0,0,0,0,0,0.00153374233128834,0,0,0,0,0
490,9267,0.0238473767885533,0.00317965023847377,0.0317965023847377,0.0365659777424483,0.00635930047694754,0.0095389507154213,0,0.0588235294117647,0.00317965023847377,0,0.0397456279809221,0.00158982511923688,0.00476947535771065,0,0.332273449920509,0,0.0158982511923688,0,0.0111287758346582,0.17329093799682,0,0.00158982511923688,0.139904610492846,0.0190779014308426,0,0.0540540540540541,0.00635930047694754,0,0,0,0.00158982511923688,0,0.00158982511923688,0.00158982511923688,0.00158982511923688,0.00476947535771065,0,0.00317965023847377,0,0.00158982511923688,0.00158982511923688,0,0,0.00794912559618442,0,0,0,0,0,0,0,0,0.00158982511923688,0,0,0,0
510,9480,0.0190311418685121,0.00519031141868512,0.0294117647058824,0.0069204152249135,0.00173010380622837,0.0155709342560554,0,0.0259515570934256,0.00346020761245675,0,0.0605536332179931,0,0.00519031141868512,0,0.323529411764706,0,0,0,0.0069204152249135,0.333910034602076,0,0.00173010380622837,0.0657439446366782,0.0069204152249135,0,0.0224913494809689,0.00346020761245675,0.00173010380622837,0,0.00173010380622837,0,0,0.0207612456747405,0,0.00173010380622837,0.00346020761245675,0.00173010380622837,0.00346020761245675,0.00173010380622837,0.0173010380622837,0.00173010380622837,0,0,0.00519031141868512,0,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,0
530,9700,0.0148760330578512,0,0.0396694214876033,0.00826446280991736,0.00330578512396694,0.0115702479338843,0,0.0132231404958678,0.00165289256198347,0,0.0710743801652893,0,0.00826446280991736,0,0.31404958677686,0.00165289256198347,0.00330578512396694,0,0.00330578512396694,0.343801652892562,0,0.00165289256198347,0.0528925619834711,0.0132231404958678,0,0.0165289256198347,0.0198347107438017,0.00165289256198347,0,0.00165289256198347,0,0,0.0297520661157025,0.00330578512396694,0.00330578512396694,0.00330578512396694,0,0,0,0.00826446280991736,0,0,0,0.00661157024793388,0,0,0,0,0,0,0,0,0,0,0,0,0
550,9919,0.00919117647058824,0.00367647058823529,0.0275735294117647,0.0128676470588235,0,0.00183823529411765,0,0.0165441176470588,0.00183823529411765,0,0.0294117647058824,0,0.00551470588235294,0,0.336397058823529,0,0.00183823529411765,0,0.00551470588235294,0.419117647058824,0,0,0.03125,0.0110294117647059,0,0.0220588235294118,0.0165441176470588,0,0.00183823529411765,0,0,0,0.0183823529411765,0,0.00367647058823529,0,0,0,0,0.00735294117647059,0,0,0,0.00919117647058824,0.00367647058823529,0,0,0,0,0.00183823529411765,0,0.00183823529411765,0,0,0,0,0
570,10139,0.00524475524475524,0,0.0367132867132867,0.00174825174825175,0,0.0034965034965035,0,0.0174825174825175,0.00174825174825175,0,0.0541958041958042,0,0.0034965034965035,0,0.283216783216783,0.0034965034965035,0.00174825174825175,0,0.00524475524475524,0.440559440559441,0,0.00174825174825175,0.0437062937062937,0.0104895104895105,0,0.020979020979021,0.0192307692307692,0.00174825174825175,0.00174825174825175,0,0,0,0.0104895104895105,0,0.006993006993007,0,0.00174825174825175,0,0.00174825174825175,0.00524475524475524,0,0,0,0.0122377622377622,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0
590,10358,0.0189753320683112,0.00189753320683112,0.0569259962049336,0.00379506641366224,0.00189753320683112,0.00759013282732448,0,0.0208728652751423,0.00379506641366224,0.00189753320683112,0.0721062618595825,0.00189753320683112,0.00189753320683112,0,0.371916508538899,0,0.0094876660341556,0,0.00569259962049336,0.250474383301708,0,0,0.0284629981024668,0.015180265654649,0,0.0208728652751423,0.0132827324478178,0,0.00189753320683112,0.00189753320683112,0,0,0.0398481973434535,0,0.00569259962049336,0,0,0.00379506641366224,0,0.0113851992409867,0,0,0,0.0246679316888046,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0
610,10578,0.00869565217391304,0.0278260869565217,0.0173913043478261,0.00173913043478261,0,0.0208695652173913,0,0.0243478260869565,0.00173913043478261,0,0.0939130434782609,0.00347826086956522,0.00521739130434783,0,0.226086956521739,0,0.00173913043478261,0,0,0.346086956521739,0,0.0208695652173913,0.00347826086956522,0.0104347826086957,0,0.0278260869565217,0.0226086956521739,0.00347826086956522,0,0,0,0,0.097391304347826,0,0.00347826086956522,0,0,0.00521739130434783,0.00347826086956522,0.00347826086956522,0,0,0,0.0156521739130435,0,0,0,0,0,0,0,0,0,0,0,0,0.00347826086956522
630,10819,0.0441988950276243,0.202578268876611,0.00184162062615101,0.00368324125230203,0,0.0294659300184162,0,0.0349907918968692,0,0,0.0552486187845304,0.0349907918968692,0,0,0.0920810313075506,0,0.00552486187845304,0,0.00920810313075507,0.121546961325967,0,0.130755064456722,0.0220994475138122,0.00368324125230203,0,0.0441988950276243,0.0110497237569061,0.00368324125230203,0,0,0,0,0.117863720073665,0.00184162062615101,0.00184162062615101,0.00184162062615101,0,0,0.0128913443830571,0,0,0,0,0,0,0,0,0,0,0,0.00184162062615101,0.00184162062615101,0,0,0,0,0.00920810313075507
650,NA,0.0459965928449744,0.127768313458262,0,0.00681431005110733,0,0.0425894378194208,0,0.0562180579216354,0,0,0.0459965928449744,0.120954003407155,0,0,0.0630323679727428,0,0.0170357751277683,0.00170357751277683,0.00340715502555366,0.0545144804088586,0,0.192504258943782,0.0153321976149915,0.00851788756388416,0,0.0374787052810903,0,0.00681431005110733,0,0,0,0,0.109028960817717,0.00340715502555366,0,0,0,0.00340715502555366,0.0255536626916525,0,0,0,0,0,0,0,0,0,0,0,0,0.00340715502555366,0,0,0,0,0.00851788756388416
