"sample.depths","sample.ages","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Iva.annua.type","Corylus","Cupressaceae","Cyperaceae","Juglans.nigra","Fabaceae.undiff.","Ostrya.Carpinus","Picea","Platanus","Polygonum.lapathifolium.type","Quercus","Ranunculaceae.undiff.","Salix","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Ambrosia","Pinus","Amorpha","Poaceae","Acer.saccharum","Fraxinus.pennsylvanica","Herbs.undiff.","Rumex","Iva.xanthifolia","Rhamnus","Fraxinus.nigra","Acer.negundo","Celtis","Thalictrum","Urtica","Acer.saccharinum","Abies","Tilia","Vitis","Brassicaceae","Dalea","Juglans.cinerea","Lamiaceae.cf..Stachys","Rosaceae","Fagus","Sambucus","Ephedra.torreyana.type","Euphorbiaceae","cf..Saxifragaceae","Humulus","Galium","Plantago.major","Polygonaceae.undiff.","Populus","Larix"
33,1221,0.0230263157894737,0.00328947368421053,0.00822368421052632,0.398026315789474,0.00164473684210526,0.00164473684210526,0.00657894736842105,0.126644736842105,0.00493421052631579,0.00164473684210526,0.0115131578947368,0.00328947368421053,0.0115131578947368,0.00328947368421053,0.0986842105263158,0.0542763157894737,0.00822368421052632,0.00164473684210526,0.0246710526315789,0.0197368421052632,0.00164473684210526,0.00164473684210526,0.0542763157894737,0.0197368421052632,0.00164473684210526,0.103618421052632,0.00164473684210526,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1730,0.00819672131147541,0.000910746812386157,0.00182149362477231,0.783242258652095,0,0,0,0.0573770491803279,0.000910746812386157,0,0.00182149362477231,0,0.00910746812386157,0.00546448087431694,0.0227686703096539,0.000910746812386157,0.00182149362477231,0,0.0145719489981785,0.00455373406193078,0,0,0.0200364298724954,0.0182149362477231,0.000910746812386157,0.0382513661202186,0,0.000910746812386157,0.000910746812386157,0.000910746812386157,0.00182149362477231,0.00364298724954463,0.000910746812386157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2566,0.0207612456747405,0.00173010380622837,0.0069204152249135,0.354671280276817,0.00173010380622837,0.00346020761245675,0.0069204152249135,0.240484429065744,0.00173010380622837,0,0.00173010380622837,0.00346020761245675,0.00346020761245675,0.0069204152249135,0.100346020761246,0.00173010380622837,0,0,0.0346020761245675,0.00519031141868512,0.00173010380622837,0.00519031141868512,0.0449826989619377,0.0311418685121107,0,0.107266435986159,0.00173010380622837,0,0,0,0,0,0.00173010380622837,0.00173010380622837,0.00346020761245675,0.00173010380622837,0.00173010380622837,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3294,0.0235294117647059,0.00441176470588235,0.00147058823529412,0.411764705882353,0.00441176470588235,0,0,0.227941176470588,0,0,0.00147058823529412,0,0.00588235294117647,0,0.0720588235294118,0.00147058823529412,0.00147058823529412,0,0.025,0.00294117647058824,0,0.00735294117647059,0.0985294117647059,0.0235294117647059,0.00147058823529412,0.0735294117647059,0.00147058823529412,0.00147058823529412,0,0.00147058823529412,0,0.00147058823529412,0.00294117647058824,0,0,0,0,0,0.00147058823529412,0.00147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4021,0.0284167794316644,0,0,0.414073071718539,0.006765899864682,0.0013531799729364,0,0.258457374830853,0.0013531799729364,0,0,0,0.0094722598105548,0.0040595399188092,0.0433017591339648,0,0.0081190798376184,0,0.0324763193504736,0.0040595399188092,0,0.0013531799729364,0.0825439783491204,0.0311231393775372,0.0013531799729364,0.0595399188092016,0.0013531799729364,0,0,0.0027063599458728,0.0013531799729364,0,0,0,0,0,0.0027063599458728,0,0,0,0.0013531799729364,0.0013531799729364,0.0013531799729364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,4748,0.0130486358244365,0.00118623962040332,0.00355871886120996,0.443653618030842,0.00474495848161329,0,0,0.288256227758007,0.00237247924080664,0,0.00237247924080664,0,0.00474495848161329,0.00355871886120996,0.036773428232503,0,0.00355871886120996,0.00118623962040332,0.0249110320284698,0.00474495848161329,0,0.00118623962040332,0.0688018979833926,0.0237247924080664,0.00118623962040332,0.0569395017793594,0.00118623962040332,0.00237247924080664,0,0,0,0,0.00118623962040332,0,0.00118623962040332,0,0,0,0,0,0,0,0.00118623962040332,0.00118623962040332,0.00118623962040332,0,0,0,0,0,0,0,0,0,0,0,0
152,5548,0.0317700453857791,0,0.00453857791225416,0.605143721633888,0.00453857791225416,0,0,0.13767019667171,0,0,0,0.00453857791225416,0.010590015128593,0.00302571860816944,0.048411497730711,0,0.00151285930408472,0,0.0226928895612708,0.00302571860816944,0,0.00151285930408472,0.0529500756429652,0.0166414523449319,0,0.0408472012102874,0.00151285930408472,0,0,0,0.00151285930408472,0,0.00151285930408472,0,0,0,0,0,0,0,0.00151285930408472,0,0.00151285930408472,0.00151285930408472,0,0.00151285930408472,0,0,0,0,0,0,0,0,0,0,0
174,6348,0.0263157894736842,0,0.00584795321637427,0.584795321637427,0.00146198830409357,0.00146198830409357,0,0.12719298245614,0,0,0.00292397660818713,0.00292397660818713,0.0043859649122807,0.00146198830409357,0.0467836257309941,0,0.00584795321637427,0,0.0087719298245614,0.010233918128655,0,0.00146198830409357,0.074561403508772,0.0190058479532164,0.00292397660818713,0.0628654970760234,0,0,0,0,0.00292397660818713,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146198830409357,0.00146198830409357,0,0,0,0,0,0,0,0,0
186,6714,0.0503703703703704,0.00444444444444444,0,0.391111111111111,0.00148148148148148,0,0.00296296296296296,0.174814814814815,0.00296296296296296,0.00148148148148148,0.0103703703703704,0.00148148148148148,0.00296296296296296,0,0.08,0,0.00444444444444444,0,0.0281481481481481,0.00888888888888889,0,0.00148148148148148,0.112592592592593,0.0325925925925926,0.00148148148148148,0.0681481481481482,0,0.00296296296296296,0,0.00296296296296296,0,0,0,0,0.00148148148148148,0,0,0,0,0.00148148148148148,0,0,0.00296296296296296,0,0,0,0.00148148148148148,0.00148148148148148,0.00296296296296296,0,0,0,0,0,0,0,0
198,6869,0.05625,0.0046875,0.003125,0.2,0.0203125,0.0015625,0,0.190625,0.0015625,0,0.00625,0.003125,0.003125,0.0015625,0.0859375,0,0.0078125,0,0.0328125,0.0171875,0,0,0.190625,0.034375,0.0015625,0.1109375,0.003125,0.00625,0,0,0.0015625,0,0,0,0.003125,0,0,0,0.0015625,0.0015625,0.003125,0,0,0.0015625,0,0,0,0.003125,0.0015625,0,0,0,0,0,0,0,0
