"depth","best.age","min.age","max.age"
15,598,412,821
20,800,592,1045
30,1206,1009,1419
40,1613,1395,1830
50,2019,1741,2269
60,2426,2069,2736
70,2882,2554,3169
80,3354,3090,3604
90,3826,3597,4053
100,4299,4072,4517
110,4771,4524,5038
120,5197,4936,5498
130,5487,5287,5692
140,5776,5610,5937
150,6065,5883,6215
160,NA,NA,NA
165,NA,NA,NA
170,NA,NA,NA
175,NA,NA,NA
180,NA,NA,NA
190,NA,NA,NA
200,NA,NA,NA
210,NA,NA,NA
215,NA,NA,NA
