"depth","best.age","min.age","max.age"
0,-24,-25,-21
10,261,203,327
20,548,434,679
30,838,670,1032
40,1134,913,1386
50,1438,1170,1744
60,1751,1440,2105
70,2075,1729,2472
80,2413,2038,2844
90,2765,2370,3223
100,3135,2728,3610
110,3523,3115,4007
120,3932,3532,4415
130,4364,3982,4839
140,4820,4461,5284
150,5304,4941,5745
155,5555,5194,5994
160,5809,5447,6235
165,6065,5703,6476
170,6319,5953,6707
171,6370,6002,6753
172,6420,6052,6799
173,6471,6101,6845
174,6521,6150,6890
175,6571,6199,6936
176,6621,6249,6982
177,6670,6298,7027
178,6720,6346,7072
180,6817,6442,7160
190,7286,6896,7592
200,7717,7294,8008
210,8109,7653,8424
220,8467,7988,8819
230,8792,8293,9180
240,9087,8568,9506
250,9353,8824,9800
260,9594,9056,10063
270,9812,9278,10308
280,10008,9477,10523
290,10186,9666,10722
300,10348,9844,10900
310,10495,10001,11049
320,10631,10158,11186
330,10758,10300,11299
340,10878,10432,11407
350,10993,10565,11530
360,11106,10666,11650
370,NA,NA,NA
380,NA,NA,NA
390,NA,NA,NA
400,NA,NA,NA
410,NA,NA,NA
420,NA,NA,NA
430,NA,NA,NA
440,NA,NA,NA
450,NA,NA,NA
460,NA,NA,NA
480,NA,NA,NA
490,NA,NA,NA
500,NA,NA,NA
505,NA,NA,NA
510,NA,NA,NA
