"depth","best.age","min.age","max.age"
0,-49,-51,-47
4,-18,-19,-17
8,14,13,14
12,45,44,46
16,76,75,77
17,85,83,86
19,100,98,103
20,113,112,115
21,127,126,129
25,181,179,184
26,194,192,198
40,383,376,392
54,572,560,586
68,761,744,781
82,950,927,975
96,1138,1111,1170
110,1330,1299,1368
124,1566,1514,1614
130,1666,1602,1725
137,1784,1702,1855
151,2019,1901,2117
165,2254,2097,2381
179,2490,2293,2647
193,2792,2595,2952
207,3146,2975,3289
213,3297,3134,3433
221,3499,3349,3628
227,3651,3508,3774
241,4004,3875,4119
255,4357,4231,4473
269,4711,4600,4848
283,5064,4962,5232
290,5241,5139,5417
304,5629,5534,5784
318,6043,5942,6142
332,6457,6341,6560
346,6798,6684,6901
360,7086,6994,7177
368,7250,7162,7339
382,7537,7442,7632
389,7681,7574,7782
403,7900,7798,7998
417,8051,7973,8132
431,8202,8125,8279
438,8278,8191,8366
451,8384,8294,8476
464,8490,8380,8599
478,8605,8464,8740
499,8776,8580,8962
513,8891,8655,9113
527,9005,8728,9265
540,9111,8797,9409
546,9160,8828,9475
558,9258,8890,9607
570,9356,8952,9740
582,9454,9014,9873
594,9770,9519,10140
