"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Impatiens","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Polygonum.aviculare.type","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Rosaceae.undiff.","Populus","Poaceae","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Pinus.banksiana.P..resinosa","Lamiaceae.undiff.","Prunus.type","Ranunculus.type.undiff.","Artemisia","Plantago.major","Ilex.Nemopanthus","Larix","Myrica","Carya","Plantago.lanceolata","Amaranthaceae","Brassicaceae","Polygonum.viviparum","Stellaria.type","Mentha.arvensis","Acer.saccharinum.type","Polygonum.amphibium","Apiaceae","Castanea","Juglans.undiff.","Polygonum.undiff.","Polygonum.lapathifolium.type","Ranunculus","Nyssa","Ericaceae","Platanus","Potentilla","Fraxinus.nigra.type","Caltha.type","Acer.pensylvanicum","Juglans.cinerea","Fabaceae.undiff.","Ranunculaceae.undiff.","Sambucus","Cephalanthus","Rubus.cf..R..chamaemorus","Caryophyllaceae.undiff.","Rumex.Oxyria.digyna.undiff.","Dryas","Liliaceae","Pedicularis","Elaeagnus.commutata","Shepherdia.argentea","Stachys.type","Celtis","Cornus.undiff.","Plantago.undiff.","Lobelia.type","Ononis.type","Saxifraga.undiff.","Shepherdia.canadensis","Thalictrum","Rosa","Cornus.sericea.type","Saxifraga.cf..S..punctata","Saxifraga.cf..S..stellaris","Urtica","Melampyrum.type"
740.5,-66,0.0204081632653061,0.00340136054421769,0.241496598639456,0.0136054421768707,0.0238095238095238,0.0102040816326531,0.0170068027210884,0.0306122448979592,0.00680272108843537,0.0204081632653061,0.00340136054421769,0.064625850340136,0.00340136054421769,0.0374149659863946,0.0306122448979592,0.0136054421768707,0.00680272108843537,0.102040816326531,0.0136054421768707,0.0102040816326531,0.0408163265306122,0.0204081632653061,0.00340136054421769,0.00340136054421769,0.00680272108843537,0.129251700680272,0.0102040816326531,0.00340136054421769,0.0952380952380952,0.0136054421768707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748.5,-54,0.0165016501650165,0,0.287128712871287,0.0165016501650165,0.0264026402640264,0.0132013201320132,0.0297029702970297,0.0264026402640264,0.0033003300330033,0,0.0099009900990099,0.0429042904290429,0.0033003300330033,0.0264026402640264,0.0132013201320132,0.0099009900990099,0,0.0726072607260726,0.0099009900990099,0.0198019801980198,0.066006600660066,0.0231023102310231,0,0,0.0033003300330033,0.161716171617162,0.0165016501650165,0,0.0924092409240924,0,0.0033003300330033,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756.5,-40,0.0130718954248366,0,0.261437908496732,0.0130718954248366,0.0392156862745098,0,0.0392156862745098,0.0294117647058824,0,0.00326797385620915,0.0065359477124183,0.0392156862745098,0,0.0359477124183007,0.0261437908496732,0.0163398692810458,0,0.0686274509803922,0.0130718954248366,0.0163398692810458,0.065359477124183,0.0457516339869281,0.00326797385620915,0.00326797385620915,0,0.163398692810458,0.00326797385620915,0,0.0784313725490196,0.0065359477124183,0,0,0,0.00326797385620915,0.00326797385620915,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764.5,-23,0.00677966101694915,0.00338983050847458,0.298305084745763,0.0101694915254237,0.0576271186440678,0.0101694915254237,0.0372881355932203,0.0203389830508475,0,0.00677966101694915,0.0101694915254237,0.0576271186440678,0,0.023728813559322,0.00677966101694915,0.0101694915254237,0,0.064406779661017,0.00677966101694915,0.00338983050847458,0.0677966101694915,0.0372881355932203,0.00677966101694915,0,0,0.145762711864407,0.00338983050847458,0,0.0847457627118644,0.00338983050847458,0,0.00338983050847458,0,0,0.00338983050847458,0,0.00677966101694915,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768.5,-13,0.0166666666666667,0.00333333333333333,0.29,0.0166666666666667,0.0333333333333333,0.01,0.05,0.02,0,0.01,0.00666666666666667,0.0466666666666667,0,0.02,0.00333333333333333,0.01,0,0.0366666666666667,0.00333333333333333,0.0233333333333333,0.0966666666666667,0.0233333333333333,0.0333333333333333,0.00333333333333333,0.01,0.113333333333333,0.00333333333333333,0,0.0833333333333333,0,0,0,0,0,0,0,0,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,-9,0.0106382978723404,0.00354609929078014,0.312056737588652,0.00354609929078014,0.0106382978723404,0.00709219858156028,0.0709219858156028,0.024822695035461,0,0.0141843971631206,0.00709219858156028,0.024822695035461,0,0.0354609929078014,0.0212765957446809,0.00354609929078014,0,0.0709219858156028,0.0106382978723404,0.00709219858156028,0.0851063829787234,0.0354609929078014,0,0,0.0212765957446809,0.0957446808510638,0.00354609929078014,0,0.106382978723404,0,0,0,0,0,0,0,0,0.00354609929078014,0,0,0,0,0,0,0,0.00354609929078014,0.00354609929078014,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772.5,-1,0.0263157894736842,0,0.325657894736842,0.0296052631578947,0.0723684210526316,0.0131578947368421,0.0197368421052632,0.0164473684210526,0,0.0131578947368421,0.00328947368421053,0.00986842105263158,0,0.0263157894736842,0.0230263157894737,0.0164473684210526,0,0.0296052631578947,0,0.0197368421052632,0.0822368421052632,0.0427631578947368,0.00328947368421053,0,0.00986842105263158,0.111842105263158,0.00657894736842105,0.00328947368421053,0.0756578947368421,0,0,0,0,0.00657894736842105,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0.00657894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,24,0.0099009900990099,0,0.429042904290429,0.0099009900990099,0.0429042904290429,0.0033003300330033,0.0165016501650165,0.0099009900990099,0,0,0.0033003300330033,0.0231023102310231,0,0.0462046204620462,0.0231023102310231,0.0165016501650165,0,0.0528052805280528,0.0099009900990099,0.0264026402640264,0.066006600660066,0.0231023102310231,0,0,0.0099009900990099,0.0561056105610561,0.0132013201320132,0,0.0924092409240924,0,0,0.0033003300330033,0,0,0,0,0,0.0066006600660066,0,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,126,0.00958466453674121,0.00319488817891374,0.325878594249201,0.012779552715655,0.0191693290734824,0.0223642172523962,0.0543130990415335,0.0319488817891374,0,0,0.00319488817891374,0.0543130990415335,0,0.0287539936102236,0.0255591054313099,0.00958466453674121,0.00319488817891374,0.0638977635782748,0.00638977635782748,0.00638977635782748,0.0926517571884984,0.012779552715655,0.00319488817891374,0,0.00319488817891374,0.073482428115016,0.00319488817891374,0,0.0958466453674121,0.00638977635782748,0,0,0,0.00638977635782748,0,0,0,0.00319488817891374,0,0,0.00638977635782748,0,0,0,0,0,0,0.00319488817891374,0,0,0,0.00319488817891374,0.00638977635782748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,296,0.0093167701863354,0.0031055900621118,0.354037267080745,0.0062111801242236,0.0062111801242236,0,0.114906832298137,0.015527950310559,0,0,0.0031055900621118,0.0527950310559006,0,0.0403726708074534,0.0217391304347826,0,0,0.217391304347826,0,0.0031055900621118,0.0093167701863354,0.0093167701863354,0,0,0.0031055900621118,0.0093167701863354,0.0124223602484472,0,0.0869565217391304,0.0062111801242236,0,0,0,0.0031055900621118,0.0031055900621118,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,549,0.00673400673400673,0.00336700336700337,0.242424242424242,0.00673400673400673,0.037037037037037,0,0.134680134680135,0.0235690235690236,0,0,0,0.0235690235690236,0,0.0336700336700337,0,0,0.00336700336700337,0.390572390572391,0,0.0101010101010101,0.0101010101010101,0,0,0,0,0.00336700336700337,0.0101010101010101,0,0.0471380471380471,0,0,0,0,0,0,0.00336700336700337,0.00336700336700337,0,0,0,0,0,0,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,821,0.00943396226415094,0,0.267295597484277,0.00314465408805031,0.0157232704402516,0,0.113207547169811,0.0188679245283019,0,0,0.00628930817610063,0.0125786163522013,0,0.0345911949685535,0,0,0.00628930817610063,0.367924528301887,0,0,0.0125786163522013,0,0,0,0.00314465408805031,0.00628930817610063,0.0157232704402516,0,0.0786163522012579,0,0,0,0,0.00314465408805031,0,0,0,0.00314465408805031,0.00628930817610063,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,1189,0,0.00315457413249211,0.305993690851735,0,0.00946372239747634,0.00315457413249211,0.0977917981072555,0.0157728706624606,0,0,0,0.00946372239747634,0,0.0220820189274448,0,0,0.00315457413249211,0.419558359621451,0,0,0.00630914826498423,0,0,0,0,0,0.0252365930599369,0,0.0694006309148265,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,1594,0,0.003125,0.4125,0,0.009375,0.00625,0.103125,0.028125,0,0,0.009375,0.003125,0,0.021875,0,0,0.003125,0.26875,0.003125,0.0125,0.021875,0,0,0,0,0.003125,0.021875,0,0.059375,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,2022,0.0116279069767442,0,0.427325581395349,0.00581395348837209,0.0174418604651163,0,0.130813953488372,0.0232558139534884,0,0,0.0145348837209302,0.00290697674418605,0,0.0261627906976744,0,0,0.00290697674418605,0.223837209302326,0,0.00290697674418605,0.0145348837209302,0,0,0,0,0,0.0232558139534884,0,0.0581395348837209,0,0,0,0,0,0,0,0.00872093023255814,0,0,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,2459,0.00413223140495868,0.00413223140495868,0.388429752066116,0.00413223140495868,0,0,0.0950413223140496,0.0495867768595041,0,0,0.012396694214876,0,0,0.0413223140495868,0,0.00413223140495868,0.00826446280991736,0.177685950413223,0,0.0165289256198347,0.0289256198347107,0,0.00413223140495868,0,0,0,0.0413223140495868,0,0.111570247933884,0,0,0,0,0.00413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,2998,0.00326797385620915,0.00326797385620915,0.401960784313726,0.0065359477124183,0.00980392156862745,0.00980392156862745,0.124183006535948,0.0196078431372549,0,0,0.00980392156862745,0.0065359477124183,0,0.0261437908496732,0,0,0,0.169934640522876,0,0.0326797385620915,0.0163398692810458,0,0,0,0.00326797385620915,0,0.0392156862745098,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,3308,0.0033112582781457,0,0.43046357615894,0.0033112582781457,0.00662251655629139,0,0.129139072847682,0.0298013245033113,0,0,0.0198675496688742,0.0165562913907285,0,0.0298013245033113,0,0,0,0.182119205298013,0.0033112582781457,0.0033112582781457,0.0132450331125828,0,0,0,0,0,0.0298013245033113,0,0.0827814569536424,0,0.0033112582781457,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662251655629139,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
