"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Impatiens","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Polygonum.aviculare.type","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Rosaceae.undiff.","Populus","Poaceae","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Pinus.banksiana.P..resinosa","Lamiaceae.undiff.","Prunus.type","Ranunculus.type.undiff.","Artemisia","Plantago.major","Ilex.Nemopanthus","Larix","Myrica","Carya","Plantago.lanceolata","Amaranthaceae","Brassicaceae","Polygonum.viviparum","Stellaria.type","Mentha.arvensis","Acer.saccharinum.type","Polygonum.amphibium","Apiaceae","Castanea","Juglans.undiff.","Polygonum.undiff.","Polygonum.lapathifolium.type","Ranunculus","Nyssa","Ericaceae","Platanus","Potentilla","Fraxinus.nigra.type","Caltha.type","Acer.pensylvanicum","Juglans.cinerea","Fabaceae.undiff.","Ranunculaceae.undiff.","Sambucus","Cephalanthus","Rubus.cf..R..chamaemorus","Caryophyllaceae.undiff.","Rumex.Oxyria.digyna.undiff.","Dryas","Liliaceae","Pedicularis","Elaeagnus.commutata","Shepherdia.argentea","Stachys.type","Celtis","Cornus.undiff.","Plantago.undiff.","Lobelia.type","Ononis.type","Saxifraga.undiff.","Shepherdia.canadensis","Thalictrum","Rosa","Cornus.sericea.type","Saxifraga.cf..S..punctata","Saxifraga.cf..S..stellaris","Urtica","Melampyrum.type"
1165,6333,0.00892857142857143,0,0.333333333333333,0.00892857142857143,0,0,0.0148809523809524,0.0208333333333333,0,0,0.00595238095238095,0.00595238095238095,0,0.0892857142857143,0,0,0,0.24702380952381,0.00297619047619048,0.00297619047619048,0.0119047619047619,0,0,0,0,0,0.0208333333333333,0,0.208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0,0,0,0.00297619047619048,0,0,0,0,0,0.00892857142857143,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,6551,0,0.00302114803625378,0.287009063444109,0.00302114803625378,0,0,0.00906344410876133,0.0332326283987915,0,0,0,0.00302114803625378,0,0.0694864048338369,0,0.00302114803625378,0,0.326283987915408,0,0.00906344410876133,0.0120845921450151,0,0,0,0,0,0.00604229607250755,0,0.232628398791541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,6836,0,0.00342465753424658,0.171232876712329,0,0.00684931506849315,0.00342465753424658,0.00684931506849315,0.023972602739726,0,0,0.00684931506849315,0,0,0.089041095890411,0,0,0,0.198630136986301,0.00342465753424658,0.0205479452054795,0.0136986301369863,0,0,0,0.00342465753424658,0,0.0102739726027397,0,0.414383561643836,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0.0102739726027397,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,7113,0.00319488817891374,0.00319488817891374,0.111821086261981,0.00638977635782748,0,0.00319488817891374,0.00638977635782748,0.012779552715655,0,0,0.00958466453674121,0,0,0.0638977635782748,0,0,0.00319488817891374,0.325878594249201,0,0.0223642172523962,0.0159744408945687,0,0.00319488817891374,0,0.00319488817891374,0,0.00958466453674121,0,0.389776357827476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,7383,0.00779220779220779,0,0.12987012987013,0.00779220779220779,0,0,0,0.0207792207792208,0,0,0.0025974025974026,0.0181818181818182,0,0.0493506493506494,0,0,0,0.0623376623376623,0.0025974025974026,0.0103896103896104,0.0155844155844156,0,0,0,0,0,0.0025974025974026,0,0.657142857142857,0.0103896103896104,0,0,0,0,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,7720,0.00967741935483871,0.0032258064516129,0.170967741935484,0.0032258064516129,0.0032258064516129,0.00967741935483871,0,0.0161290322580645,0,0,0.0129032258064516,0.0064516129032258,0,0.0709677419354839,0,0,0,0.0580645161290323,0,0.0032258064516129,0.0129032258064516,0.0032258064516129,0,0,0.0032258064516129,0,0.0129032258064516,0,0.583870967741935,0.0032258064516129,0,0,0,0.0032258064516129,0,0,0,0.00967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,7928,0.00974025974025974,0,0.25,0.0162337662337662,0,0.0064935064935065,0,0.0227272727272727,0,0,0.00974025974025974,0.0064935064935065,0,0.107142857142857,0,0,0,0.0584415584415584,0.00324675324675325,0.00324675324675325,0.0292207792207792,0,0.00324675324675325,0,0,0,0.00324675324675325,0,0.454545454545455,0,0,0.00324675324675325,0,0.00324675324675325,0,0.00324675324675325,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,8215,0.0165562913907285,0.0033112582781457,0.188741721854305,0,0,0.0033112582781457,0.0033112582781457,0.0264900662251656,0,0,0.00993377483443709,0.00993377483443709,0,0.139072847682119,0,0,0,0.076158940397351,0,0.00662251655629139,0.0165562913907285,0.0033112582781457,0,0,0,0,0.0033112582781457,0,0.483443708609272,0.0033112582781457,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,8522,0.0212765957446809,0,0.155015197568389,0.00303951367781155,0,0,0,0.0395136778115502,0,0,0.0121580547112462,0.0151975683890578,0,0.139817629179331,0,0,0,0.0243161094224924,0,0.0151975683890578,0.00911854103343465,0,0,0,0.0060790273556231,0.00303951367781155,0.00911854103343465,0,0.522796352583587,0.0060790273556231,0.00303951367781155,0,0,0,0,0,0.00911854103343465,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,8845,0.00333333333333333,0.00333333333333333,0.226666666666667,0.01,0,0.00333333333333333,0,0.02,0,0,0.00333333333333333,0.00666666666666667,0,0.0966666666666667,0,0.00666666666666667,0,0.0166666666666667,0,0.01,0,0.00666666666666667,0,0,0.01,0.00666666666666667,0.01,0,0.55,0.00333333333333333,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,9257,0.0125786163522013,0.00628930817610063,0.283018867924528,0.00628930817610063,0,0,0,0.0251572327044025,0,0,0.00628930817610063,0.0125786163522013,0,0.125786163522013,0,0,0,0.0188679245283019,0,0.00943396226415094,0.0125786163522013,0,0.0251572327044025,0,0.0125786163522013,0,0.00628930817610063,0,0.408805031446541,0.0188679245283019,0,0,0,0,0,0,0.00314465408805031,0.00314465408805031,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,9500,0.00862068965517241,0,0.204022988505747,0.0028735632183908,0,0.0028735632183908,0,0.0201149425287356,0,0,0.00862068965517241,0.00574712643678161,0,0.10632183908046,0,0,0,0.00862068965517241,0,0.014367816091954,0.0258620689655172,0,0.00574712643678161,0,0.0028735632183908,0,0.014367816091954,0,0.540229885057471,0.0201149425287356,0,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,9809,0.0125391849529781,0,0.247648902821317,0.00626959247648903,0,0.00313479623824451,0,0.0125391849529781,0,0,0.00940438871473354,0.0156739811912226,0,0.112852664576803,0,0,0,0.00313479623824451,0,0.00626959247648903,0.00626959247648903,0,0.0156739811912226,0,0.00313479623824451,0.00940438871473354,0.00313479623824451,0,0.4858934169279,0.0344827586206897,0,0,0,0,0,0,0.0125391849529781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,10090,0.0280373831775701,0,0.2398753894081,0.0249221183800623,0,0,0,0.0280373831775701,0,0,0.00623052959501558,0.0155763239875389,0,0.0623052959501558,0,0.00311526479750779,0,0.00623052959501558,0.00311526479750779,0.0155763239875389,0.0186915887850467,0,0.0186915887850467,0,0.0124610591900312,0.00311526479750779,0.00311526479750779,0,0.445482866043614,0.0467289719626168,0,0,0,0,0,0,0.00623052959501558,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,10331,0.0294117647058824,0,0.294117647058824,0.0196078431372549,0.00326797385620915,0.00980392156862745,0.00326797385620915,0.00980392156862745,0,0,0.00980392156862745,0.0228758169934641,0,0.0686274509803922,0,0,0,0.0065359477124183,0,0.0228758169934641,0,0.00326797385620915,0.0163398692810458,0,0.0065359477124183,0,0,0,0.450980392156863,0.0163398692810458,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,10564,0.022508038585209,0,0.209003215434084,0.00964630225080386,0,0.00643086816720257,0.00321543408360129,0.0160771704180064,0,0,0.00643086816720257,0.0192926045016077,0,0.022508038585209,0.00321543408360129,0,0,0.00321543408360129,0,0.0160771704180064,0.0321543408360129,0,0,0,0.00321543408360129,0,0,0,0.617363344051447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,10671,0.0253968253968254,0,0.196825396825397,0.0222222222222222,0,0,0,0.00634920634920635,0,0,0.00634920634920635,0.0285714285714286,0,0.0444444444444444,0,0,0,0.00317460317460317,0,0.00317460317460317,0.0158730158730159,0,0,0,0.00952380952380952,0.00317460317460317,0.00317460317460317,0,0.622222222222222,0.00317460317460317,0,0,0,0,0,0,0.00634920634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,10784,0.0286624203821656,0,0.248407643312102,0.00636942675159236,0.00318471337579618,0.0127388535031847,0,0.0191082802547771,0,0,0.00318471337579618,0.0286624203821656,0,0.0509554140127389,0,0.00318471337579618,0,0.00318471337579618,0,0.00318471337579618,0.00636942675159236,0,0.00636942675159236,0,0.0318471337579618,0.00955414012738853,0,0,0.535031847133758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,10871,0.00940438871473354,0.00313479623824451,0.231974921630094,0.0188087774294671,0,0,0,0.00940438871473354,0,0,0.00313479623824451,0.0376175548589342,0,0.0470219435736677,0,0,0,0.00313479623824451,0,0.0125391849529781,0.0125391849529781,0.00313479623824451,0.00626959247648903,0,0,0.00313479623824451,0.00313479623824451,0,0.539184952978056,0.0250783699059561,0,0,0,0.00313479623824451,0,0,0.0156739811912226,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824451,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,10942,0.0552147239263804,0,0.269938650306748,0.0552147239263804,0.0122699386503067,0.00613496932515337,0,0.0153374233128834,0,0,0.00920245398773006,0.0521472392638037,0,0.0766871165644172,0,0.00613496932515337,0,0.00920245398773006,0.00613496932515337,0.00306748466257669,0.00920245398773006,0,0.0184049079754601,0,0.00306748466257669,0.00306748466257669,0.00306748466257669,0,0.352760736196319,0.00920245398773006,0,0,0,0.00306748466257669,0,0,0.0214723926380368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,11013,0.0483383685800604,0,0.359516616314199,0.027190332326284,0.00302114803625378,0.0120845921450151,0,0.0181268882175227,0.00302114803625378,0,0.00604229607250755,0.0362537764350453,0,0.0634441087613293,0,0,0,0.00604229607250755,0,0.00906344410876133,0,0,0.0302114803625378,0.00302114803625378,0.00906344410876133,0.00906344410876133,0,0,0.299093655589124,0.0120845921450151,0,0.00604229607250755,0,0,0,0,0.027190332326284,0.00604229607250755,0,0,0,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,11073,0.055045871559633,0,0.452599388379205,0.0122324159021407,0.00305810397553517,0.0152905198776758,0,0.018348623853211,0,0,0.0122324159021407,0.0581039755351682,0,0.0642201834862385,0,0,0,0,0.00305810397553517,0.00305810397553517,0.00305810397553517,0,0.0519877675840979,0.00305810397553517,0.0244648318042813,0.0091743119266055,0,0,0.165137614678899,0.0122324159021407,0,0,0,0.00611620795107034,0,0,0.0214067278287462,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,11148,0.06006006006006,0,0.213213213213213,0.018018018018018,0,0.027027027027027,0,0.006006006006006,0,0,0.006006006006006,0.234234234234234,0,0.042042042042042,0,0,0,0,0.009009009009009,0.003003003003003,0.009009009009009,0.003003003003003,0.021021021021021,0,0.003003003003003,0.003003003003003,0,0,0.252252252252252,0.021021021021021,0,0,0,0.003003003003003,0,0,0.0540540540540541,0.009009009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,11229,0.0066006600660066,0,0.174917491749175,0.0363036303630363,0.0099009900990099,0.0165016501650165,0,0.0198019801980198,0,0,0.0165016501650165,0.33993399339934,0,0.0429042904290429,0,0.0033003300330033,0,0.0033003300330033,0.0033003300330033,0.0033003300330033,0,0,0.033003300330033,0,0.0561056105610561,0,0.0066006600660066,0,0.108910891089109,0.0264026402640264,0,0,0,0.0066006600660066,0,0,0.0825082508250825,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,11312,0.0124223602484472,0,0.136645962732919,0.0559006211180124,0.0093167701863354,0.0527950310559006,0,0.0031055900621118,0,0,0.0031055900621118,0.490683229813665,0,0.0341614906832298,0,0,0,0.0124223602484472,0,0.0062111801242236,0,0,0.0186335403726708,0,0.0031055900621118,0.0031055900621118,0,0,0.0838509316770186,0.0590062111801242,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,11481,0.00497512437810945,0,0.0696517412935323,0.0398009950248756,0.0248756218905473,0.203980099502488,0,0.00497512437810945,0,0,0.00497512437810945,0.333333333333333,0,0,0,0.0099502487562189,0,0,0.00497512437810945,0.0149253731343284,0,0,0.0447761194029851,0.00497512437810945,0,0.0398009950248756,0,0,0.0497512437810945,0.124378109452736,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0.0099502487562189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,11655,0.0212765957446809,0,0,0,0,0.361702127659574,0,0,0,0,0,0.25531914893617,0,0,0,0,0,0,0.0425531914893617,0,0.0212765957446809,0,0,0,0.0212765957446809,0.0212765957446809,0,0,0.0638297872340425,0.0638297872340425,0,0,0,0.0212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,11834,0.00809716599190283,0,0.0323886639676113,0.00404858299595142,0,0.242914979757085,0,0,0,0,0.00809716599190283,0.417004048582996,0,0,0,0.00809716599190283,0,0.00404858299595142,0.00809716599190283,0,0.0242914979757085,0,0,0,0.00404858299595142,0.0323886639676113,0,0,0.0931174089068826,0.0850202429149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121457489878543,0,0.00809716599190283,0,0.00404858299595142,0.00404858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,12017,0.00319488817891374,0,0.00638977635782748,0.00319488817891374,0.00319488817891374,0.0670926517571885,0,0,0,0,0,0.728434504792332,0,0.00958466453674121,0,0.00319488817891374,0,0,0,0,0.00319488817891374,0.00319488817891374,0,0,0,0.00638977635782748,0,0,0.0159744408945687,0.137380191693291,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,12205,0,0,0.0428571428571429,0.05,0,0.2,0,0,0,0,0.0142857142857143,0.114285714285714,0,0.0142857142857143,0,0.0571428571428571,0,0,0.0142857142857143,0.00714285714285714,0,0,0.00714285714285714,0,0.0285714285714286,0.05,0,0,0.0142857142857143,0.3,0,0,0,0.00714285714285714,0,0,0.00714285714285714,0,0.00714285714285714,0,0,0,0,0.00714285714285714,0,0,0,0,0,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714285714285714,0.0142857142857143,0,0,0.0142857142857143,0.00714285714285714,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,12403,0.00740740740740741,0,0.0555555555555556,0.0222222222222222,0,0.0962962962962963,0,0.0037037037037037,0,0.00740740740740741,0.0259259259259259,0.12962962962963,0,0.0444444444444444,0,0.137037037037037,0,0,0.0518518518518519,0.00740740740740741,0.00740740740740741,0.00740740740740741,0,0,0.0222222222222222,0.0592592592592593,0,0,0,0.214814814814815,0,0,0,0.00740740740740741,0.0111111111111111,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740740740740741,0,0,0,0,0,0,0,0,0,0.0037037037037037,0.0148148148148148,0,0.0037037037037037,0.0037037037037037,0.0296296296296296,0.0037037037037037,0.00740740740740741,0.0037037037037037,0,0,0,0,0,0,0,0
1940,12769,0.00704225352112676,0,0.0422535211267606,0.00704225352112676,0.00352112676056338,0.0598591549295775,0.00352112676056338,0,0,0.00352112676056338,0,0.200704225352113,0,0.00704225352112676,0,0.112676056338028,0,0,0.0387323943661972,0.00352112676056338,0.0105633802816901,0,0,0.0105633802816901,0.0105633802816901,0.00352112676056338,0,0,0,0.383802816901408,0,0,0,0,0.00352112676056338,0,0,0,0.00352112676056338,0,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352112676056338,0.00352112676056338,0,0,0,0,0,0.00352112676056338,0.00352112676056338,0,0.0352112676056338,0,0,0,0,0.0140845070422535,0,0,0,0.0140845070422535,0.00352112676056338,0,0,0,0,0,0
2000,13287,0.00862068965517241,0,0.0258620689655172,0.0258620689655172,0,0.155172413793103,0,0,0,0.00862068965517241,0,0.0689655172413793,0,0.00862068965517241,0,0.137931034482759,0,0,0.00862068965517241,0.00862068965517241,0,0,0.0258620689655172,0.00862068965517241,0.00862068965517241,0.0258620689655172,0,0,0.00862068965517241,0.362068965517241,0,0,0,0.00862068965517241,0,0,0,0,0,0,0.00862068965517241,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862068965517241,0,0.0172413793103448,0,0,0,0.00862068965517241,0.0172413793103448,0,0,0,0.00862068965517241,0,0,0.00862068965517241,0,0,0.00862068965517241,0,0,0,0,0
2040,13731,0.00359712230215827,0,0.0359712230215827,0.0143884892086331,0,0.0683453237410072,0,0.00359712230215827,0,0.00359712230215827,0.0107913669064748,0.143884892086331,0,0.0215827338129496,0,0.0467625899280576,0,0,0.00359712230215827,0.0143884892086331,0.00359712230215827,0,0,0,0.0107913669064748,0.0611510791366906,0,0,0.00359712230215827,0.485611510791367,0.00359712230215827,0,0,0.0107913669064748,0,0,0,0,0.00359712230215827,0,0.00359712230215827,0,0,0,0,0,0,0,0,0.00719424460431655,0.00359712230215827,0,0,0,0.00359712230215827,0,0,0,0,0,0,0,0.00359712230215827,0,0,0,0,0,0.00359712230215827,0,0,0,0,0,0,0,0,0,0,0,0.00719424460431655,0.00359712230215827,0,0.00359712230215827,0.00359712230215827,0.00359712230215827,0,0
2100,14478,0.0141342756183746,0,0.0777385159010601,0.0176678445229682,0,0.0282685512367491,0.0176678445229682,0,0,0,0.00706713780918728,0.293286219081272,0,0.0282685512367491,0,0.03886925795053,0,0.00353356890459364,0.0106007067137809,0.0141342756183746,0,0.00353356890459364,0.0106007067137809,0.0106007067137809,0.0212014134275618,0.0565371024734982,0,0,0.0106007067137809,0.27208480565371,0,0,0,0.00706713780918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353356890459364,0.00353356890459364,0,0,0.0282685512367491,0,0,0,0,0.0176678445229682,0,0,0,0.00353356890459364,0,0,0,0,0,0,0
2140,NA,0.006993006993007,0,0.041958041958042,0.0034965034965035,0,0.0174825174825175,0.0734265734265734,0.0174825174825175,0,0,0.0454545454545455,0.286713286713287,0,0.0804195804195804,0,0.020979020979021,0.0034965034965035,0,0.0244755244755245,0.0104895104895105,0.0104895104895105,0.0034965034965035,0.0104895104895105,0.0034965034965035,0.020979020979021,0.034965034965035,0,0,0.0034965034965035,0.22027972027972,0,0,0,0.0104895104895105,0,0,0,0.0034965034965035,0.027972027972028,0,0.0034965034965035,0,0,0,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034965034965035,0,0,0,0,0.0034965034965035,0,0,0,0.0034965034965035,0,0,0,0,0,0,0
2200,NA,0.0230263157894737,0,0.0789473684210526,0,0,0.0328947368421053,0.0592105263157895,0.0164473684210526,0,0,0.0493421052631579,0.167763157894737,0,0.0953947368421053,0,0.00657894736842105,0.00328947368421053,0,0.0263157894736842,0.0131578947368421,0.00986842105263158,0.00986842105263158,0.00986842105263158,0,0.00986842105263158,0.0263157894736842,0,0,0.00986842105263158,0.3125,0,0,0,0.0131578947368421,0,0,0,0,0.00986842105263158,0.00328947368421053,0.00657894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0.00328947368421053
