"sample.depths","sample.ages","Artemisia","Betula","Cyperaceae","Ostrya.Carpinus","Picea","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Pinus","Poaceae","Fraxinus.nigra","Cupressaceae","Larix","Shepherdia.canadensis","Vitis","Ambrosia","Ulmus","Abies","Humulus","Thalictrum","Populus","Plantago","Acer.negundo","Rosaceae","Carya","Alnus","Elaeagnus"
140,NA,0.00154559505409583,0.00309119010819165,0.680061823802164,0.00618238021638331,0.234930448222566,0.00463678516228748,0.00154559505409583,0.00309119010819165,0.0170015455950541,0.0417310664605873,0.00618238021638331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,NA,0.00829875518672199,0,0.12448132780083,0.016597510373444,0.74688796680498,0.012448132780083,0,0.004149377593361,0.04149377593361,0.016597510373444,0.00829875518672199,0.004149377593361,0.004149377593361,0.004149377593361,0.004149377593361,0.004149377593361,0,0,0,0,0,0,0,0,0,0,0
150,NA,0,0,0.403409090909091,0.0198863636363636,0.474431818181818,0.0142045454545455,0,0.0113636363636364,0.0284090909090909,0.0170454545454545,0.00852272727272727,0,0.0142045454545455,0,0,0,0.00852272727272727,0,0,0,0,0,0,0,0,0,0
155,NA,0.00316455696202532,0,0.281645569620253,0.0126582278481013,0.629746835443038,0.00316455696202532,0,0.00632911392405063,0.0158227848101266,0.0221518987341772,0,0.00632911392405063,0.0126582278481013,0,0,0,0,0.00316455696202532,0.00316455696202532,0,0,0,0,0,0,0,0
160,NA,0,0.00202839756592292,0.55578093306288,0.00608519269776876,0.359026369168357,0.0162271805273834,0,0.00608519269776876,0.0243407707910751,0.0121703853955375,0.00405679513184584,0.00202839756592292,0.00202839756592292,0,0,0.00202839756592292,0,0.00202839756592292,0,0.00405679513184584,0.00202839756592292,0,0,0,0,0,0
165,14819,0.00189393939393939,0,0.571969696969697,0.0151515151515152,0.34280303030303,0.00757575757575758,0,0,0.0132575757575758,0.00946969696969697,0.00189393939393939,0,0.00189393939393939,0,0,0.00568181818181818,0.00568181818181818,0.00378787878787879,0,0.0189393939393939,0,0,0,0,0,0,0
170,15020,0.0121212121212121,0.00606060606060606,0.303030303030303,0.0121212121212121,0.515151515151515,0.0242424242424242,0.00303030303030303,0.00909090909090909,0.00606060606060606,0.0272727272727273,0.00606060606060606,0.0303030303030303,0.0121212121212121,0,0,0,0.00303030303030303,0,0,0.0212121212121212,0.00606060606060606,0.00303030303030303,0,0,0,0,0
175,15220,0.00785340314136126,0.00261780104712042,0.424083769633508,0.0104712041884817,0.431937172774869,0.0340314136125654,0.00523560209424084,0.00523560209424084,0.0287958115183246,0,0.0104712041884817,0.0104712041884817,0.0157068062827225,0,0,0.00261780104712042,0,0.00261780104712042,0,0.00261780104712042,0,0,0.00261780104712042,0.00261780104712042,0,0,0
180,NA,0.0071599045346062,0.00238663484486874,0.56563245823389,0.00238663484486874,0.279236276849642,0.0238663484486874,0.00477326968973747,0.0071599045346062,0.0405727923627685,0.0143198090692124,0.00238663484486874,0.0310262529832936,0,0,0,0.0071599045346062,0,0,0,0.00238663484486874,0.00954653937947494,0,0,0,0,0,0
185,NA,0.0158730158730159,0.0126984126984127,0.298412698412698,0.019047619047619,0.247619047619048,0.0698412698412698,0.0253968253968254,0.0285714285714286,0.107936507936508,0.053968253968254,0.0253968253968254,0.0349206349206349,0.00952380952380952,0.00317460317460317,0,0.0158730158730159,0,0.00317460317460317,0,0.00634920634920635,0.00317460317460317,0,0,0.00952380952380952,0.00317460317460317,0.00634920634920635,0
190,NA,0.0159362549800797,0.0119521912350598,0.231075697211155,0.0239043824701195,0.52191235059761,0.0159362549800797,0.00398406374501992,0.0398406374501992,0.0438247011952191,0.0398406374501992,0.00398406374501992,0.00398406374501992,0,0,0,0.00398406374501992,0.0199203187250996,0,0,0,0,0,0,0,0,0.0119521912350598,0.00796812749003984
