"depth","best.age","min.age","max.age"
0,-37,-39,-34
5,46,35,56
10,129,106,148
15,212,177,241
20,295,249,334
25,378,320,427
30,461,391,520
35,544,463,613
40,627,534,705
45,772,678,849
50,944,857,1014
60,1287,1203,1367
70,1630,1531,1737
80,1973,1809,2100
90,2316,2108,2470
100,2660,2403,2839
110,2922,2662,3107
120,3118,2896,3294
130,3314,3152,3487
140,3510,3349,3675
150,3706,3540,3879
160,3902,3727,4094
170,4098,3906,4314
180,4294,4081,4536
190,4490,4252,4764
200,4686,4419,4994
210,4882,4586,5224
220,5055,4764,5390
230,5219,4944,5537
240,5383,5126,5681
250,5548,5307,5827
260,5712,5482,5979
270,5877,5656,6131
280,6041,5828,6283
290,6206,5998,6437
300,6370,6164,6589
310,6534,6330,6744
320,6699,6496,6905
330,6863,6660,7068
340,7028,6823,7232
350,7192,6985,7400
360,7356,7145,7570
370,7521,7303,7742
380,7685,7459,7916
390,7850,7610,8090
395,7932,7686,8177
400,8014,7761,8265
405,8096,7837,8354
410,8160,7901,8418
415,8206,7954,8458
420,8251,8005,8499
430,8343,8107,8584
440,8434,8205,8674
450,8525,8300,8767
460,8616,8389,8862
470,8707,8473,8955
480,8799,8556,9052
490,8890,8638,9154
500,8981,8718,9257
510,9072,8797,9362
520,9163,8875,9470
530,9255,8952,9581
540,9346,9026,9693
550,9437,9098,9804
560,9528,9171,9917
570,9620,9241,10030
580,9711,9311,10144
590,9802,9381,10259
600,9893,9450,10375
610,9998,9548,10486
620,10142,9729,10589
630,10286,9896,10701
640,10430,10050,10824
650,10574,10192,10964
660,10718,10317,11118
670,10862,10427,11283
680,11006,10528,11458
690,11150,10632,11652
705,11366,10764,11944
