"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cannabaceae","Carya","Amaranthaceae.undiff.","Iva.annua.type","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Herbs.undiff.","Juglans.cinerea","Juglans.nigra","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Myrica","Poaceae","Rosaceae.trees","Acer.saccharum.type","Acer.negundo","Acer.rubrum","Fraxinus.pennsylvanica.type","Juglans.undiff.","Laportea.type","Morus","Sarcobatus.vermiculatus","Tilia","Apiaceae","Xanthium","Acer.saccharinum.type","Castanea","Fabaceae.undiff.","Ranunculus","Saxifragaceae.undiff.","Iva.xanthifolia.type","Platanus","Cornus","Bidens.type","Celtis","Pyrus.type","Ericaceae.undiff.","Rumex","Potentilla.type","Shepherdia.canadensis","Amorpha.type","Rosaceae.undiff.","Crassulaceae","Ephedra","Epilobium","Gentianaceae","Hypericum","Maclura.pomifera.type","Taxus","Thalictrum","Galium","Brassicaceae","Asteraceae.undiff.","Fagus","Shepherdia.argentea","Spiraea.type","Prunus.Sorbus","Vaccinium","Asteraceae.subf..Cichorioideae","Shrubs.undiff.","Caryophyllaceae","Oxyria.digyna","Rubus","Liliaceae","Dryas.type","Polemoniaceae","Geum.type","Pinus.subg..Strobus","Scrophulariaceae","Viburnum","Plantago.major","Polygonum","Hydrophyllum","Lycopus.type","Boraginaceae","Saxifraga.type","Ranunculaceae.undiff.","Stachys.type","Koenigia.islandica","Plantago.undiff.","Pterocarya"
940,16037,0.0032258064516129,0.0021505376344086,0.010752688172043,0.109677419354839,0.156989247311828,0.032258064516129,0.0118279569892473,0,0.00537634408602151,0.0021505376344086,0.0032258064516129,0.032258064516129,0.106451612903226,0.0301075268817204,0,0,0.0010752688172043,0.0010752688172043,0.00537634408602151,0.203225806451613,0.0010752688172043,0.0150537634408602,0.0150537634408602,0.0150537634408602,0.0193548387096774,0.0268817204301075,0,0.021505376344086,0.0021505376344086,0.0559139784946237,0,0,0.043010752688172,0,0.0021505376344086,0.010752688172043,0,0.0010752688172043,0,0.010752688172043,0.0010752688172043,0,0,0,0,0,0.0010752688172043,0.00967741935483871,0.0021505376344086,0.0010752688172043,0,0,0,0,0.0010752688172043,0,0,0,0.0021505376344086,0,0.0021505376344086,0.0010752688172043,0,0,0,0,0,0,0,0.00537634408602151,0,0,0.0021505376344086,0,0,0,0,0,0,0,0.0021505376344086,0,0,0,0.00860215053763441,0,0,0,0,0,0,0.0010752688172043,0.0010752688172043,0.0010752688172043,0,0,0,0,0,0,0
950,16348,0,0.0114942528735632,0.00656814449917898,0.0311986863711002,0.114942528735632,0.00985221674876847,0.0147783251231527,0,0.00164203612479475,0,0,0.0279146141215107,0.178981937602627,0.0262725779967159,0,0,0,0.00164203612479475,0.00328407224958949,0.187192118226601,0.00164203612479475,0.0180623973727422,0.0197044334975369,0.00821018062397373,0.00985221674876847,0.0311986863711002,0.00164203612479475,0.0213464696223317,0,0.123152709359606,0,0,0.0558292282430213,0,0,0.00656814449917898,0,0.00492610837438424,0,0.0279146141215107,0,0.00328407224958949,0,0,0,0,0,0.00985221674876847,0,0.00328407224958949,0.00164203612479475,0,0,0.00164203612479475,0,0,0.00164203612479475,0.00164203612479475,0,0,0,0.00328407224958949,0.00164203612479475,0,0,0,0,0,0.00164203612479475,0.00328407224958949,0,0.00328407224958949,0.00164203612479475,0,0,0,0,0,0,0,0.00164203612479475,0,0,0,0.00821018062397373,0,0.00164203612479475,0,0,0.00164203612479475,0,0,0,0,0.00164203612479475,0.00164203612479475,0,0,0,0,0
960,16546,0,0.0064516129032258,0.00860215053763441,0.0172043010752688,0.372043010752688,0.0064516129032258,0.0064516129032258,0,0.0064516129032258,0,0.0043010752688172,0.0064516129032258,0.109677419354839,0.0365591397849462,0,0,0,0,0,0.148387096774194,0.0043010752688172,0.021505376344086,0.0021505376344086,0.0129032258064516,0.010752688172043,0.0451612903225806,0,0.0172043010752688,0.0043010752688172,0.0150537634408602,0,0,0.0709677419354839,0,0,0.0021505376344086,0,0.0064516129032258,0,0.0021505376344086,0,0,0,0,0.0021505376344086,0,0,0.0064516129032258,0.0021505376344086,0,0,0,0,0,0,0,0,0,0.0043010752688172,0,0,0.0043010752688172,0.0021505376344086,0,0.0021505376344086,0,0,0,0,0.0021505376344086,0.0021505376344086,0.0043010752688172,0,0,0,0,0,0,0,0,0.0064516129032258,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0.0021505376344086,0.0021505376344086,0.0021505376344086,0,0,0
970,16744,0,0.00497512437810945,0,0.0174129353233831,0.328358208955224,0.0124378109452736,0.0099502487562189,0,0.0149253731343284,0.00248756218905473,0.00746268656716418,0.0099502487562189,0.106965174129353,0.00746268656716418,0,0,0,0.00248756218905473,0.00248756218905473,0.134328358208955,0.00746268656716418,0.0348258706467662,0.00248756218905473,0.00248756218905473,0.0223880597014925,0.0597014925373134,0,0.0373134328358209,0.00248756218905473,0.0422885572139304,0,0,0.054726368159204,0,0,0.00746268656716418,0,0,0,0.0099502487562189,0,0.00248756218905473,0,0,0.00248756218905473,0,0,0.00248756218905473,0,0,0,0.00248756218905473,0,0,0,0,0,0.00248756218905473,0,0,0.00248756218905473,0.00248756218905473,0,0,0,0,0,0,0,0.00497512437810945,0.00497512437810945,0.00497512437810945,0.00248756218905473,0,0,0,0,0,0,0,0.0099502487562189,0,0,0,0.0099502487562189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,16941,0,0.00424628450106157,0.0127388535031847,0.0276008492569002,0.267515923566879,0.00424628450106157,0.00424628450106157,0,0.00424628450106157,0,0.00636942675159236,0.0233545647558386,0.199575371549894,0.00424628450106157,0,0,0,0.00424628450106157,0,0.16135881104034,0,0.0233545647558386,0.00424628450106157,0.00212314225053079,0.0106157112526539,0.0360934182590234,0,0.0191082802547771,0.00212314225053079,0.0700636942675159,0,0,0.0636942675159236,0,0,0,0,0,0,0.00636942675159236,0,0,0,0,0.00212314225053079,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0.00849256900212314,0,0,0.00212314225053079,0,0,0,0.00212314225053079,0,0,0,0.00212314225053079,0,0.00424628450106157,0.00212314225053079,0.00212314225053079,0,0,0,0,0,0,0.00849256900212314,0,0,0,0,0,0,0,0,0
990,17139,0,0.0050761421319797,0.0050761421319797,0.0228426395939086,0.251269035532995,0.0634517766497462,0.0050761421319797,0,0.0101522842639594,0,0.00761421319796954,0.0177664974619289,0.177664974619289,0.0228426395939086,0,0,0,0,0.0050761421319797,0.15989847715736,0.0050761421319797,0.0583756345177665,0.0050761421319797,0.0126903553299492,0.0050761421319797,0.0558375634517767,0,0.00761421319796954,0.00253807106598985,0.00761421319796954,0,0,0.0380710659898477,0,0,0,0,0,0,0.00253807106598985,0,0,0,0,0.0050761421319797,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0.0177664974619289,0,0,0,0,0,0,0,0,0,0,0,0,0.00253807106598985,0,0.00761421319796954,0.00253807106598985,0,0,0,0,0,0,0,0.0050761421319797,0,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,17337,0,0.0192307692307692,0.00480769230769231,0.0120192307692308,0.194711538461538,0.0120192307692308,0.00480769230769231,0,0.00721153846153846,0,0.00480769230769231,0.0240384615384615,0.122596153846154,0.0456730769230769,0,0,0,0,0.00240384615384615,0.329326923076923,0.00480769230769231,0.0336538461538462,0.00480769230769231,0.00721153846153846,0,0.0504807692307692,0.00240384615384615,0.0264423076923077,0.00480769230769231,0.00961538461538462,0,0,0.0456730769230769,0,0,0.00240384615384615,0,0.00240384615384615,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480769230769231,0,0,0.00480769230769231,0,0,0,0.00240384615384615,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0
1010,17534,0,0.005859375,0.01171875,0.015625,0.197265625,0.01171875,0.00390625,0,0.013671875,0,0.001953125,0.029296875,0.2109375,0.017578125,0,0,0,0,0.00390625,0.234375,0,0.021484375,0.015625,0.001953125,0.0078125,0.04296875,0,0.021484375,0.00390625,0.03125,0,0,0.0703125,0,0,0.005859375,0,0.001953125,0,0.001953125,0,0,0,0,0.001953125,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0,0.001953125,0,0.001953125,0,0,0,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0
1020,17732,0,0.00711743772241993,0.00711743772241993,0.0213523131672598,0.185053380782918,0.0213523131672598,0.00355871886120996,0,0.0106761565836299,0.00355871886120996,0.00355871886120996,0.0249110320284698,0.170818505338078,0.0177935943060498,0,0,0,0,0.00355871886120996,0.227758007117438,0.00355871886120996,0.0391459074733096,0.00711743772241993,0.0142348754448399,0.0106761565836299,0.0676156583629893,0,0.0249110320284698,0.00355871886120996,0.0106761565836299,0,0,0.0676156583629893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142348754448399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355871886120996,0,0,0,0,0,0.00355871886120996,0,0,0.00355871886120996,0,0,0,0,0,0,0,0.00355871886120996,0,0,0,0.00355871886120996,0,0,0,0,0,0,0,0.00355871886120996,0,0,0,0,0,0.00355871886120996,0.00355871886120996,0
1030,17930,0,0.00215982721382289,0.00863930885529158,0.019438444924406,0.127429805615551,0.0151187904967603,0.00431965442764579,0,0.00647948164146868,0,0.00215982721382289,0.0215982721382289,0.248380129589633,0.0302375809935205,0,0,0,0.00215982721382289,0,0.272138228941685,0.0107991360691145,0.019438444924406,0.0280777537796976,0.0259179265658747,0.00647948164146868,0.060475161987041,0,0.0107991360691145,0,0.00863930885529158,0,0,0.0388768898488121,0,0,0.00431965442764579,0,0,0,0.00215982721382289,0,0,0,0.00215982721382289,0,0,0,0.00863930885529158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215982721382289,0,0,0,0.00215982721382289,0,0.00215982721382289,0,0,0,0,0,0,0,0,0.00431965442764579,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,18127,0,0.0125,0.00833333333333333,0.0166666666666667,0.225,0.00416666666666667,0,0,0,0,0.00416666666666667,0.0416666666666667,0.1375,0.0291666666666667,0.00208333333333333,0,0,0,0,0.270833333333333,0,0.0541666666666667,0.00833333333333333,0,0.00833333333333333,0.0416666666666667,0,0.00833333333333333,0.00208333333333333,0.0333333333333333,0,0,0.0666666666666667,0,0,0,0,0.00208333333333333,0,0,0,0,0,0,0.00208333333333333,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0.00208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416666666666667,0,0,0,0.00833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,18325,0.00226244343891403,0.0113122171945701,0.0180995475113122,0.0226244343891403,0.1289592760181,0.0271493212669683,0.0158371040723982,0,0.00678733031674208,0,0.00452488687782805,0.0113122171945701,0.16289592760181,0.00452488687782805,0,0,0,0,0.00226244343891403,0.294117647058824,0.00452488687782805,0.0294117647058824,0.0271493212669683,0.00678733031674208,0.00226244343891403,0.0429864253393665,0,0.0226244343891403,0.00226244343891403,0.0361990950226244,0,0,0.090497737556561,0,0,0.00226244343891403,0,0,0,0.00452488687782805,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226244343891403
1060,18522,0,0.00279329608938547,0.0111731843575419,0.0111731843575419,0.189944134078212,0.0167597765363128,0.00279329608938547,0,0.0111731843575419,0,0.00558659217877095,0.00558659217877095,0.192737430167598,0.00279329608938547,0,0,0,0,0,0.284916201117318,0,0.0614525139664804,0.00558659217877095,0,0.0111731843575419,0.0558659217877095,0,0.0111731843575419,0.00837988826815642,0.0167597765363128,0,0,0.0754189944134078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,18720,0,0.00254452926208651,0.00254452926208651,0.0101781170483461,0.16793893129771,0.00254452926208651,0.0101781170483461,0,0.00254452926208651,0,0.00508905852417303,0.00508905852417303,0.139949109414758,0.00254452926208651,0,0,0,0.00254452926208651,0,0.363867684478371,0.00254452926208651,0.0407124681933842,0.00508905852417303,0,0.00254452926208651,0.0432569974554707,0,0.0203562340966921,0.0101781170483461,0.0254452926208651,0,0,0.0966921119592875,0,0,0,0,0,0,0.00254452926208651,0.00254452926208651,0.00254452926208651,0,0,0.00254452926208651,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0.00254452926208651,0,0,0,0.00254452926208651,0,0,0,0,0,0,0.00508905852417303,0,0.00254452926208651,0,0,0
1080,18918,0,0.00867052023121387,0.00867052023121387,0.0202312138728324,0.263005780346821,0.0202312138728324,0.00289017341040462,0,0.00578034682080925,0,0,0.00867052023121387,0.0895953757225433,0.00289017341040462,0,0,0,0,0.00289017341040462,0.326589595375723,0.00289017341040462,0.046242774566474,0.00289017341040462,0.00578034682080925,0.00578034682080925,0.0202312138728324,0,0.0346820809248555,0,0.0202312138728324,0,0,0.0635838150289017,0,0,0,0,0.00289017341040462,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0.0144508670520231,0,0.00289017341040462,0,0,0,0,0,0,0,0,0.00289017341040462,0,0.00289017341040462,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,NA,0,0.0482315112540193,0.00964630225080386,0.022508038585209,0.176848874598071,0.0192926045016077,0.00964630225080386,0,0.00964630225080386,0.00321543408360129,0,0.0257234726688103,0.176848874598071,0.00643086816720257,0,0,0,0.00321543408360129,0,0.196141479099678,0,0.0739549839228296,0.00321543408360129,0.00643086816720257,0.00964630225080386,0.0514469453376206,0,0.022508038585209,0.00643086816720257,0.0257234726688103,0,0,0.0546623794212219,0,0,0,0,0,0,0.00643086816720257,0,0.00321543408360129,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0,0,0,0.0128617363344051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
