"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.viridis","Myrica","Populus","Poaceae","Humulus","Pinus.strobus","Pinus.banksiana.P..resinosa","Larix","Sarcobatus.vermiculatus","Tsuga","Thalictrum","Acer.spicatum","Lamiaceae","Celtis","Carya","Platanus","Potentilla.type","Rosaceae.undiff.","Juglans.cinerea","Ranunculus","Dalea","Oxytropis","Fabaceae.undiff.","Spiraea.type","Iva.annua.type","Iva.xanthifolia.type","Brassicaceae","Apiaceae","Rhus","Triantha.glutinosa","Alnus.undiff.","Fraxinus.pennsylvanica.type","Shepherdia.canadensis","Amorpha","Eucalyptus","Laportea.type","Tilia","Morus.rubra","Ephedra.trifurca.type","Viburnum.opulus","Urtica.type","Juglans.nigra","Asteraceae.subf..Cichorioideae","Vitis"
2,NA,0.00940438871473354,0.00313479623824451,0.0752351097178683,0.00940438871473354,0.0156739811912226,0.0815047021943574,0.00940438871473354,0.0125391849529781,0.0438871473354232,0.00313479623824451,0.00626959247648903,0.00626959247648903,0.0783699059561129,0.445141065830721,0.0250783699059561,0.00313479623824451,0.00940438871473354,0.0156739811912226,0.0250783699059561,0.00940438871473354,0.00313479623824451,0.00626959247648903,0.00313479623824451,0.0313479623824451,0.0689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1623,0,0.00303030303030303,0.0575757575757576,0.00909090909090909,0.0151515151515152,0.090909090909091,0.00606060606060606,0.00606060606060606,0.0787878787878788,0.00909090909090909,0.0121212121212121,0.00303030303030303,0.0393939393939394,0.321212121212121,0.0242424242424242,0.00303030303030303,0,0,0.0545454545454545,0.00606060606060606,0.0121212121212121,0.00303030303030303,0,0.0878787878787879,0.145454545454545,0.00606060606060606,0.00303030303030303,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2028,0.0023696682464455,0,0.0687203791469194,0.0023696682464455,0.004739336492891,0.118483412322275,0.00710900473933649,0.0023696682464455,0.127962085308057,0.0023696682464455,0.00710900473933649,0.00710900473933649,0.023696682464455,0.381516587677725,0.00710900473933649,0.0023696682464455,0.004739336492891,0,0.023696682464455,0,0.00710900473933649,0.014218009478673,0,0.075829383886256,0.101895734597156,0.004739336492891,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2433,0,0.00260416666666667,0.046875,0.00260416666666667,0.0104166666666667,0.125,0.00260416666666667,0.00260416666666667,0.1875,0.00520833333333333,0.00520833333333333,0,0.0625,0.283854166666667,0.0182291666666667,0.00260416666666667,0.00520833333333333,0.00520833333333333,0.015625,0,0,0.00520833333333333,0,0.0807291666666667,0.114583333333333,0.0104166666666667,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2838,0.00318471337579618,0,0.0987261146496815,0.00636942675159236,0.0159235668789809,0.10828025477707,0,0.00636942675159236,0.0605095541401274,0.00955414012738853,0.0127388535031847,0.00318471337579618,0.0318471337579618,0.321656050955414,0.0127388535031847,0,0,0.00955414012738853,0.0732484076433121,0,0.00318471337579618,0.0127388535031847,0,0.114649681528662,0.0859872611464968,0.00318471337579618,0,0.00318471337579618,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,3344,0.00242718446601942,0,0.0194174757281553,0.00485436893203883,0.0121359223300971,0.104368932038835,0.00485436893203883,0,0.106796116504854,0.00728155339805825,0.0121359223300971,0.00242718446601942,0.0266990291262136,0.344660194174757,0.0169902912621359,0,0.00728155339805825,0,0.0388349514563107,0,0.0242718446601942,0.00728155339805825,0,0.12621359223301,0.118932038834951,0,0.00242718446601942,0.00485436893203883,0,0.00242718446601942,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3749,0.00285714285714286,0,0.0314285714285714,0.0142857142857143,0.0285714285714286,0.165714285714286,0,0.0114285714285714,0.0942857142857143,0,0.00571428571428571,0.00571428571428571,0.0285714285714286,0.371428571428571,0.0257142857142857,0.0114285714285714,0,0.00285714285714286,0.0457142857142857,0,0.0114285714285714,0.0142857142857143,0,0.0628571428571429,0.0428571428571429,0.0114285714285714,0.00571428571428571,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,4154,0.00576368876080692,0,0.0518731988472622,0,0.00576368876080692,0.0979827089337176,0.00288184438040346,0.00288184438040346,0.0259365994236311,0.00576368876080692,0.00576368876080692,0.00576368876080692,0.0288184438040346,0.368876080691643,0.0115273775216138,0.00288184438040346,0.00288184438040346,0,0.0576368876080692,0,0,0.0172910662824208,0,0.175792507204611,0.121037463976945,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,4559,0,0.00323624595469256,0.0226537216828479,0.00647249190938511,0.00970873786407767,0.0841423948220065,0,0,0.0453074433656958,0.00323624595469256,0.0161812297734628,0,0.00970873786407767,0.433656957928803,0.0161812297734628,0,0.00970873786407767,0.00647249190938511,0.0194174757281553,0,0.0161812297734628,0.0161812297734628,0,0.142394822006472,0.122977346278317,0.00647249190938511,0,0,0.00323624595469256,0,0,0,0,0.00647249190938511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,4984,0.00294117647058824,0.00294117647058824,0.05,0.0088235294117647,0.0117647058823529,0.126470588235294,0.00588235294117647,0.00588235294117647,0.0323529411764706,0,0.0088235294117647,0,0.00588235294117647,0.338235294117647,0.0117647058823529,0.0117647058823529,0.0147058823529412,0.00588235294117647,0.0205882352941176,0,0.0117647058823529,0.00588235294117647,0,0.15,0.155882352941176,0.00588235294117647,0,0,0,0,0,0,0,0,0.00294117647058824,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
