"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.viridis","Myrica","Populus","Poaceae","Humulus","Pinus.strobus","Pinus.banksiana.P..resinosa","Larix","Sarcobatus.vermiculatus","Tsuga","Thalictrum","Acer.spicatum","Lamiaceae","Celtis","Carya","Platanus","Potentilla.type","Rosaceae.undiff.","Juglans.cinerea","Ranunculus","Dalea","Oxytropis","Fabaceae.undiff.","Spiraea.type","Iva.annua.type","Iva.xanthifolia.type","Brassicaceae","Apiaceae","Rhus","Triantha.glutinosa","Alnus.undiff.","Fraxinus.pennsylvanica.type","Shepherdia.canadensis","Amorpha","Eucalyptus","Laportea.type","Tilia","Morus.rubra","Ephedra.trifurca.type","Viburnum.opulus","Urtica.type","Juglans.nigra","Asteraceae.subf..Cichorioideae","Vitis"
227,5369,0.00506329113924051,0,0.0556962025316456,0.00506329113924051,0.020253164556962,0.0759493670886076,0.010126582278481,0.00253164556962025,0.00253164556962025,0.0126582278481013,0.0126582278481013,0.00506329113924051,0.00759493670886076,0.362025316455696,0.0329113924050633,0.00253164556962025,0,0.00506329113924051,0.020253164556962,0,0.0151898734177215,0.00506329113924051,0,0.215189873417722,0.106329113924051,0.00253164556962025,0.00506329113924051,0,0.00253164556962025,0,0,0,0,0,0,0,0.00253164556962025,0.00759493670886076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,5794,0,0.00292397660818713,0.0467836257309941,0.0175438596491228,0.0116959064327485,0.12280701754386,0.00292397660818713,0.00584795321637427,0.0204678362573099,0.0146198830409357,0.0146198830409357,0.00584795321637427,0.00584795321637427,0.365497076023392,0.0350877192982456,0.0087719298245614,0.00292397660818713,0.0146198830409357,0.00584795321637427,0,0.00292397660818713,0.0175438596491228,0,0.12280701754386,0.134502923976608,0.00584795321637427,0.00292397660818713,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0.00292397660818713,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,6199,0,0.00289017341040462,0.0404624277456647,0.00578034682080925,0.0202312138728324,0.0838150289017341,0.00289017341040462,0.00867052023121387,0.0289017341040462,0.0115606936416185,0.0260115606936416,0.0144508670520231,0.00578034682080925,0.303468208092486,0.00867052023121387,0.00289017341040462,0.00578034682080925,0.0115606936416185,0.0375722543352601,0,0.0144508670520231,0.00578034682080925,0,0.213872832369942,0.132947976878613,0,0,0,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,6604,0,0.00303951367781155,0.0395136778115502,0.0151975683890578,0.0212765957446809,0.0972644376899696,0.00911854103343465,0.0060790273556231,0.0212765957446809,0.00303951367781155,0.033434650455927,0,0.00303951367781155,0.31306990881459,0.0243161094224924,0.00303951367781155,0.0060790273556231,0.0151975683890578,0.0121580547112462,0.00303951367781155,0.027355623100304,0.00303951367781155,0,0.173252279635258,0.148936170212766,0,0.0060790273556231,0,0,0,0,0,0,0.00303951367781155,0,0.00303951367781155,0,0.00303951367781155,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,7009,0,0,0.0173913043478261,0.0202898550724638,0.0231884057971014,0.139130434782609,0.0115942028985507,0.00579710144927536,0.0115942028985507,0.00869565217391304,0.00869565217391304,0.0115942028985507,0.00869565217391304,0.342028985507246,0.0289855072463768,0.0115942028985507,0.00289855072463768,0.0202898550724638,0.0173913043478261,0,0.00579710144927536,0.00579710144927536,0,0.0927536231884058,0.173913043478261,0.00579710144927536,0,0,0,0,0,0,0,0.00289855072463768,0.00289855072463768,0.00579710144927536,0,0,0,0,0,0,0.00869565217391304,0.00289855072463768,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,7414,0,0,0.0289017341040462,0.023121387283237,0.0144508670520231,0.132947976878613,0.0173410404624277,0.00578034682080925,0.0375722543352601,0.00578034682080925,0.00578034682080925,0.00867052023121387,0.00289017341040462,0.34971098265896,0.0173410404624277,0,0.00289017341040462,0.0260115606936416,0.046242774566474,0,0.00578034682080925,0.0202312138728324,0,0.0289017341040462,0.210982658959538,0,0.00289017341040462,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,7820,0.00266666666666667,0,0.0373333333333333,0.0346666666666667,0.0266666666666667,0.101333333333333,0.024,0.008,0,0.008,0.0133333333333333,0.008,0.032,0.458666666666667,0.00266666666666667,0,0.00266666666666667,0.0106666666666667,0.0266666666666667,0,0.0106666666666667,0.0266666666666667,0,0.0266666666666667,0.128,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,8306,0.010230179028133,0.00255754475703325,0.0255754475703325,0.00767263427109974,0.0230179028132992,0.117647058823529,0.0332480818414322,0,0.00255754475703325,0.0127877237851662,0.010230179028133,0.0153452685421995,0.0230179028132992,0.526854219948849,0.010230179028133,0.00255754475703325,0,0.0051150895140665,0.0153452685421995,0.0051150895140665,0.0383631713554987,0.0153452685421995,0,0.00255754475703325,0.0920716112531969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,8711,0.00495049504950495,0.00247524752475248,0.0346534653465347,0.0222772277227723,0.0247524752475248,0.094059405940594,0.00742574257425743,0.0099009900990099,0.00247524752475248,0.00495049504950495,0.0123762376237624,0.00247524752475248,0.0594059405940594,0.368811881188119,0.0148514851485149,0.0148514851485149,0,0.00495049504950495,0.0321782178217822,0,0.0123762376237624,0.00247524752475248,0,0.00742574257425743,0.245049504950495,0.00247524752475248,0.00495049504950495,0,0,0,0,0,0,0.00247524752475248,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,9116,0,0,0.0336391437308868,0.0122324159021407,0.0091743119266055,0.0795107033639144,0.0244648318042813,0,0.0795107033639144,0.00611620795107034,0.0122324159021407,0.0122324159021407,0.0275229357798165,0.428134556574924,0.0122324159021407,0,0.00305810397553517,0.0122324159021407,0.0519877675840979,0.0122324159021407,0.0091743119266055,0,0.00305810397553517,0.0091743119266055,0.146788990825688,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0.00305810397553517,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,9521,0.0062111801242236,0.0031055900621118,0.0093167701863354,0.0186335403726708,0.0217391304347826,0.077639751552795,0.0031055900621118,0.0093167701863354,0,0.0031055900621118,0.0031055900621118,0.0093167701863354,0.0745341614906832,0.437888198757764,0.0217391304347826,0,0.0093167701863354,0.0062111801242236,0,0.0093167701863354,0.0217391304347826,0.0124223602484472,0,0.0124223602484472,0.204968944099379,0.0093167701863354,0.0062111801242236,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0.0031055900621118,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,9905,0.006006006006006,0,0,0.003003003003003,0.015015015015015,0.0930930930930931,0.006006006006006,0.006006006006006,0.021021021021021,0.012012012012012,0,0.009009009009009,0.051051051051051,0.408408408408408,0.027027027027027,0.006006006006006,0.003003003003003,0.036036036036036,0,0.018018018018018,0.012012012012012,0.009009009009009,0,0,0.246246246246246,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,10007,0.0010515247108307,0.0010515247108307,0,0.00736067297581493,0.0231335436382755,0.046267087276551,0.00630914826498423,0.0010515247108307,0.00525762355415352,0.00315457413249211,0.00210304942166141,0.0126182965299685,0.0220820189274448,0.231335436382755,0.0115667718191377,0.00946372239747634,0.0010515247108307,0.0136698212407992,0,0.0189274447949527,0.00841219768664564,0.00210304942166141,0.0010515247108307,0.0189274447949527,0.0956887486855941,0.00525762355415352,0,0,0.0010515247108307,0,0,0,0.0010515247108307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525762355415352,0.0010515247108307,0.0010515247108307,0.0010515247108307,0.440588853838065,0,0,0,0,0,0,0,0,0
459,10067,0,0.00160771704180064,0,0.0160771704180064,0.0144694533762058,0.0755627009646302,0.00321543408360129,0.00643086816720257,0.0128617363344051,0.0144694533762058,0.00964630225080386,0.00803858520900321,0.0385852090032154,0.188102893890675,0.0209003215434084,0.00643086816720257,0,0.0305466237942122,0,0.00321543408360129,0.0176848874598071,0.0112540192926045,0.00321543408360129,0.00803858520900321,0.136655948553055,0.00321543408360129,0,0,0,0,0,0,0.00160771704180064,0,0,0.00160771704180064,0,0,0,0,0,0,0,0,0,0,0,0,0.00482315112540193,0,0,0,0.358520900321543,0.00160771704180064,0.00160771704180064,0,0,0,0,0,0,0
462,10128,0.00862068965517241,0,0.0028735632183908,0.0028735632183908,0.0201149425287356,0.132183908045977,0.014367816091954,0,0.0028735632183908,0.0172413793103448,0.0172413793103448,0.0114942528735632,0.10632183908046,0.379310344827586,0.0316091954022989,0.00574712643678161,0.0028735632183908,0.028735632183908,0,0.00862068965517241,0.0229885057471264,0.00862068965517241,0,0.00862068965517241,0.149425287356322,0.0114942528735632,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0
465,10189,0,0.00272108843537415,0,0.0054421768707483,0.0122448979591837,0.0707482993197279,0,0.00136054421768707,0.0163265306122449,0.0054421768707483,0.0054421768707483,0.00816326530612245,0.0489795918367347,0.235374149659864,0.0312925170068027,0.00816326530612245,0,0.036734693877551,0,0.00952380952380952,0.019047619047619,0.00680272108843537,0,0.0149659863945578,0.123809523809524,0.00816326530612245,0,0,0,0,0,0,0.00136054421768707,0.00136054421768707,0,0,0.00272108843537415,0,0,0,0,0,0.00136054421768707,0,0,0,0,0,0.00952380952380952,0,0.00272108843537415,0,0.308843537414966,0,0,0,0.00136054421768707,0,0,0,0,0
467,10229,0.00100200400801603,0.00100200400801603,0,0.00801603206412826,0.0110220440881764,0.0741482965931864,0.00200400801603206,0.00501002004008016,0.0340681362725451,0.0030060120240481,0.00701402805611222,0.00400801603206413,0.0681362725450902,0.147294589178357,0.0160320641282565,0.00400801603206413,0,0.030060120240481,0,0.0170340681362725,0.0200400801603206,0.0120240480961924,0.00100200400801603,0.00901803607214429,0.0841683366733467,0.0120240480961924,0,0,0,0,0,0.00100200400801603,0.00100200400801603,0,0,0.00100200400801603,0.00100200400801603,0,0,0,0,0,0.00100200400801603,0.00100200400801603,0,0,0,0,0.0030060120240481,0,0.00100200400801603,0,0.418837675350701,0,0,0,0,0,0,0,0,0
470,10290,0,0.0013550135501355,0,0.008130081300813,0.0149051490514905,0.0853658536585366,0.008130081300813,0.00542005420054201,0.0677506775067751,0.0094850948509485,0.008130081300813,0.008130081300813,0.12059620596206,0.159891598915989,0.02710027100271,0.0121951219512195,0,0.024390243902439,0,0.0040650406504065,0.013550135501355,0.002710027100271,0,0.010840108401084,0.0474254742547425,0.008130081300813,0,0,0,0,0,0,0.0013550135501355,0,0,0,0.0013550135501355,0,0,0,0,0,0,0,0,0,0,0,0.0013550135501355,0,0.0013550135501355,0,0.345528455284553,0,0,0,0,0.0013550135501355,0,0,0,0
472,10331,0.00231481481481481,0.00231481481481481,0.00694444444444444,0.00231481481481481,0.025462962962963,0.145833333333333,0.00462962962962963,0.0115740740740741,0.0717592592592593,0.0185185185185185,0.00462962962962963,0.0115740740740741,0.194444444444444,0.199074074074074,0.0277777777777778,0.0115740740740741,0.00462962962962963,0.0648148148148148,0,0.00462962962962963,0.0532407407407407,0.00462962962962963,0,0.00462962962962963,0.0763888888888889,0.0208333333333333,0,0,0,0,0,0,0.00925925925925926,0.00231481481481481,0.00231481481481481,0.00231481481481481,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0.00231481481481481,0.00231481481481481,0,0,0,0,0,0,0.00231481481481481,0,0,0,0
475,10391,0,0.00116959064327485,0,0.0116959064327485,0.0257309941520468,0.072514619883041,0.0140350877192982,0.00233918128654971,0.0818713450292398,0.00701754385964912,0.0105263157894737,0.0116959064327485,0.0900584795321637,0.0701754385964912,0.0385964912280702,0.00584795321637427,0.00467836257309942,0.0573099415204678,0,0.00116959064327485,0.0257309941520468,0.00935672514619883,0.00116959064327485,0.00233918128654971,0.0327485380116959,0.016374269005848,0.00116959064327485,0,0,0,0,0,0,0.00116959064327485,0,0.00116959064327485,0.00233918128654971,0,0,0,0,0,0,0,0,0,0,0,0.00701754385964912,0,0.00116959064327485,0,0.389473684210526,0,0.00116959064327485,0,0,0,0.00116959064327485,0,0,0
478,NA,0,0,0,0.0181159420289855,0.0217391304347826,0.0434782608695652,0.0144927536231884,0.00181159420289855,0.0815217391304348,0.0181159420289855,0.0072463768115942,0.00905797101449275,0.155797101449275,0.148550724637681,0.052536231884058,0.0108695652173913,0.00181159420289855,0.0742753623188406,0,0.00181159420289855,0.0307971014492754,0.0126811594202899,0,0.00181159420289855,0.0344202898550725,0.0289855072463768,0.00181159420289855,0,0,0,0,0,0.00181159420289855,0.00181159420289855,0,0,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0.0036231884057971,0,0.00181159420289855,0,0.208333333333333,0,0,0,0,0,0,0.00181159420289855,0.00181159420289855,0
479,NA,0.00164203612479475,0.00328407224958949,0,0.0229885057471264,0.0213464696223317,0.0262725779967159,0.00492610837438424,0.00164203612479475,0.083743842364532,0.00328407224958949,0.00821018062397373,0.0147783251231527,0.129720853858785,0.113300492610837,0.0361247947454844,0.00821018062397373,0.00656814449917898,0.0525451559934319,0,0,0.013136288998358,0.00328407224958949,0.00164203612479475,0.00492610837438424,0.0558292282430213,0.00492610837438424,0,0,0,0,0,0,0.00164203612479475,0,0,0.00328407224958949,0.00164203612479475,0,0,0,0,0,0.00164203612479475,0,0,0,0,0,0,0.00164203612479475,0.00492610837438424,0,0.35632183908046,0.00164203612479475,0,0,0,0,0,0,0,0.00492610837438424
480,NA,0,0,0,0.00696864111498258,0.0121951219512195,0.0400696864111498,0.0104529616724739,0,0.0505226480836237,0.00871080139372822,0.00174216027874564,0.0104529616724739,0.102787456445993,0.0923344947735192,0.0418118466898955,0.00522648083623693,0.00522648083623693,0.0418118466898955,0,0,0.0191637630662021,0.00871080139372822,0.00174216027874564,0.00174216027874564,0.0470383275261324,0.0156794425087108,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174216027874564,0,0,0,0.470383275261324,0,0,0,0,0,0,0,0,0
482,NA,0,0.0033112582781457,0,0.0165562913907285,0.033112582781457,0.033112582781457,0.0165562913907285,0.0165562913907285,0.076158940397351,0.0132450331125828,0.00662251655629139,0.0231788079470199,0.33112582781457,0.142384105960265,0.0695364238410596,0.00993377483443709,0.0132450331125828,0.0728476821192053,0,0,0.0397350993377483,0.0198675496688742,0,0,0.043046357615894,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0.0033112582781457,0,0
483,NA,0,0.00184842883548983,0,0.022181146025878,0.033271719038817,0.0314232902033272,0.011090573012939,0.00369685767097967,0.0924214417744917,0.011090573012939,0.00739371534195933,0.00924214417744917,0.11275415896488,0.0591497227356747,0.0480591497227357,0.0129390018484288,0.00184842883548983,0.0609981515711645,0,0,0.0277264325323475,0.0184842883548983,0,0.00184842883548983,0.0203327171903882,0.0277264325323475,0,0,0,0,0,0,0.00184842883548983,0,0,0,0,0,0,0,0,0,0,0.00184842883548983,0,0,0,0,0.011090573012939,0,0.00184842883548983,0,0.367837338262477,0,0,0,0,0,0,0,0,0
487,NA,0,0.00528169014084507,0,0.0105633802816901,0.0422535211267606,0.0123239436619718,0.00528169014084507,0.00176056338028169,0.0633802816901408,0.022887323943662,0.0193661971830986,0.00704225352112676,0.154929577464789,0.0880281690140845,0.0422535211267606,0.0105633802816901,0.00176056338028169,0.0704225352112676,0,0.00176056338028169,0.0158450704225352,0.0105633802816901,0.00352112676056338,0,0.028169014084507,0.0140845070422535,0,0,0,0,0,0,0.00176056338028169,0,0,0.00176056338028169,0.00352112676056338,0,0,0,0,0,0,0,0,0,0,0,0.00352112676056338,0.00880281690140845,0.00176056338028169,0,0.346830985915493,0,0,0,0,0,0,0,0,0
502,NA,0.0121212121212121,0.00303030303030303,0.00909090909090909,0,0,0.0575757575757576,0.00909090909090909,0.0242424242424242,0.0212121212121212,0.0515151515151515,0.0545454545454545,0.0212121212121212,0.345454545454545,0.181818181818182,0.0545454545454545,0.0151515151515152,0.00606060606060606,0.0606060606060606,0,0,0.00303030303030303,0.00606060606060606,0,0,0.0393939393939394,0,0.00303030303030303,0,0,0,0,0,0.00303030303030303,0,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0
