"depth","best.age","min.age","max.age"
0,-34,-36,-31
5,109,91,133
10,253,215,300
15,396,339,468
20,540,463,635
25,683,588,804
30,826,712,971
33,912,787,1072
38,1056,911,1240
43,1775,1632,1938
48,2558,2398,2724
53,3341,3148,3536
58,4125,3884,4367
63,4908,4604,5230
68,5285,4967,5622
73.5,5402,5106,5713
79,5519,5251,5798
84.5,5637,5386,5895
90,5754,5520,5994
95,5860,5642,6087
100,5967,5763,6182
105,6074,5879,6277
110,6180,5995,6375
115,6287,6107,6472
120,6393,6217,6570
125,6500,6325,6670
130,6606,6432,6773
145,6926,6735,7096
160,NA,NA,NA
