"depth","best.age","min.age","max.age"
5,352,281,428
10,693,612,773
15,1034,937,1124
20,1375,1259,1479
25,1716,1580,1838
30,2057,1897,2198
35,2397,2213,2561
40,2644,2463,2806
45,2797,2644,2936
50,2950,2819,3072
60,3255,3148,3366
70,3624,3512,3751
80,4183,4077,4295
90,4742,4626,4872
100,5300,5120,5468
110,5943,5726,6136
120,6836,6665,7022
130,7730,7529,7933
140,8623,8380,8876
150,9517,9222,9838
160,10410,10057,10843
170,NA,NA,NA
180,NA,NA,NA
190,NA,NA,NA
195,NA,NA,NA
200,NA,NA,NA
205,NA,NA,NA
210,NA,NA,NA
215,NA,NA,NA
220,NA,NA,NA
225,NA,NA,NA
230,NA,NA,NA
235,NA,NA,NA
240,NA,NA,NA
245,NA,NA,NA
255,NA,NA,NA
260,NA,NA,NA
266,NA,NA,NA
