"sample.depths","sample.ages","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Iva.xanthifolia.type","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Liliaceae.undiff.","Picea","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Salix","Salsola","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Asteraceae.tribe.Cynareae","Humulus","Dalea.candida","Fraxinus.pennsylvanica","Ceanothus","Iva.annua.type","Ostrya.Carpinus","Rumex","Symphoricarpos.type","Pinus.subg..Strobus.undiff.","Juglans.cinerea","Dalea.purpurea.type","Pinus.subg..Pinus","Thalictrum","Urtica.type","Triticum.type","Plantago.major.type","Abies","Apiaceae","Zea.mays","Avena.type","Brassica","Acer.saccharum","Plantago.undiff.","Polygonum.aviculare.type","Avena.Triticum","Cerealia.undiff.","Secale.type","Ranunculaceae..tricolpate..undiff.","Amorpha.type","Fraxinus.undiff.","Larix","Acer.saccharinum","Allium","Lycopus.type","Euphorbia","Fagus","Juglans.nigra","Celtis","Tilia","Carya","Pinaceae..vesiculate..undiff.","Populus.balsamifera.type","Vitis","Ranunculaceae..pericolpate.","Zigadenus","Polygonum.bistortoides.type","Pediomelum.type","Cephalanthus","Ephedra.trifurca.type","Acer.rubrum","Juglans.undiff.","Ranunculaceae.undiff.","Sphaeralcea","Pinaceae.undiff.","Pinus.edulis.type","Anemone.canadensis.type","Parthenocissus","Caryophyllaceae.undiff.","Viburnum.lentago","Prunus.type","Phlox","Galium","Gaura","Stellaria","Tsuga","Morus","Polygonum.lapathifolium.type","Shepherdia.canadensis","Ephedra.viridis.type","Shepherdia.argentea","Tidestromia.type","Dalea.undiff.","Rhus","Polygonum.amphibium","cf..Parnassia","Campanula.rotundifolia.type","Amelanchier.type","Ericaceae","Sanguisorba"
1348,97,0.00245098039215686,0.0196078431372549,0,0.0588235294117647,0.254901960784314,0.0220588235294118,0.0220588235294118,0,0,0.0122549019607843,0.0808823529411765,0.00490196078431373,0.274509803921569,0,0,0,0,0,0.0833333333333333,0,0.00245098039215686,0.0441176470588235,0.00735294117647059,0,0.00735294117647059,0.0441176470588235,0.0122549019607843,0,0.00490196078431373,0,0.00490196078431373,0,0,0,0,0.00490196078431373,0,0,0.00245098039215686,0,0,0.0122549019607843,0,0,0,0,0.00245098039215686,0,0,0,0,0,0,0.00245098039215686,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,116,0,0.0085397096498719,0.0085397096498719,0.0444064901793339,0.160546541417592,0.0187873612297182,0.0256191289496157,0.00170794192997438,0,0.00170794192997438,0.100768573868488,0.00683176771989752,0.283518360375747,0,0,0,0,0.0111016225448335,0.112724167378309,0,0,0.0631938514090521,0.00512382578992314,0.00170794192997438,0.00170794192997438,0.0666097352690009,0.0119555935098207,0,0.00341588385994876,0,0,0,0.00341588385994876,0,0.00170794192997438,0.0153714773697694,0,0,0.0085397096498719,0,0,0.0187873612297182,0.00341588385994876,0,0,0,0.00170794192997438,0,0,0,0,0,0,0,0,0,0,0,0.00341588385994876,0,0.00170794192997438,0,0,0.00170794192997438,0,0.00170794192997438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,134,0.00322841000807102,0.0161420500403551,0,0.062953995157385,0.176755447941889,0.0282485875706215,0.0274414850686037,0.00161420500403551,0.000807102502017756,0.00807102502017756,0.0782889426957224,0.00807102502017756,0.311541565778854,0,0.00161420500403551,0,0,0.00403551251008878,0.0774818401937046,0,0.00322841000807102,0.0338983050847458,0.00645682001614205,0,0.000807102502017756,0.0766747376916868,0.0225988700564972,0,0,0,0,0,0,0.00322841000807102,0,0.0145278450363196,0.00322841000807102,0,0.00161420500403551,0.00161420500403551,0.00322841000807102,0.00645682001614205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322841000807102,0,0,0.00807102502017756,0,0,0,0,0,0,0,0.00161420500403551,0.00161420500403551,0.00161420500403551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,153,0,0.00677966101694915,0,0.088135593220339,0.211299435028249,0.0203389830508475,0.0180790960451977,0.00451977401129944,0,0.00225988700564972,0.0700564971751412,0,0.300564971751412,0.00451977401129944,0,0,0,0.00112994350282486,0.112994350282486,0,0.00225988700564972,0.0451977401129944,0.0135593220338983,0,0.00903954802259887,0.0361581920903955,0.015819209039548,0.00225988700564972,0,0,0.00225988700564972,0,0,0,0,0.00451977401129944,0,0,0.00451977401129944,0,0,0.00451977401129944,0.00225988700564972,0,0,0,0.00338983050847458,0,0,0,0,0,0.00225988700564972,0,0,0,0,0,0.00225988700564972,0,0,0,0,0.00225988700564972,0,0,0,0,0,0,0,0,0.00225988700564972,0,0.00451977401129944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,190,0.00456273764258555,0.00760456273764259,0.0091254752851711,0.091254752851711,0.313307984790875,0.0121673003802281,0.0304182509505703,0.00304182509505703,0,0.00456273764258555,0.0699619771863118,0.00152091254752852,0.211406844106464,0.0091254752851711,0,0,0,0.0091254752851711,0.0752851711026616,0.00152091254752852,0,0.0334600760456274,0.00152091254752852,0,0.00456273764258555,0.0562737642585551,0.0121673003802281,0,0,0,0,0,0.00152091254752852,0,0.00152091254752852,0.00456273764258555,0,0.00152091254752852,0.00456273764258555,0,0.00152091254752852,0.00304182509505703,0.00152091254752852,0,0,0,0.00608365019011407,0,0,0,0,0,0.00152091254752852,0,0,0,0,0,0.00456273764258555,0,0.00152091254752852,0,0,0,0,0,0.00304182509505703,0,0.00152091254752852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,227,0.00233918128654971,0.00701754385964912,0,0.123976608187135,0.229239766081871,0.0280701754385965,0.0210526315789474,0.00467836257309942,0,0.00233918128654971,0.0654970760233918,0.00701754385964912,0.173099415204678,0.00467836257309942,0,0,0,0.00701754385964912,0.116959064327485,0.00467836257309942,0,0.0608187134502924,0.00701754385964912,0,0,0.0748538011695906,0.00467836257309942,0.00233918128654971,0.00467836257309942,0,0.00233918128654971,0,0.00935672514619883,0,0,0.0116959064327485,0.00233918128654971,0,0.00233918128654971,0,0,0.00467836257309942,0,0,0,0,0.00350877192982456,0,0,0,0,0,0.00467836257309942,0,0,0,0,0,0.00467836257309942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233918128654971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,265,0,0.00673400673400673,0.0117845117845118,0.0707070707070707,0.178451178451178,0.00841750841750842,0.0437710437710438,0.00336700336700337,0,0.00336700336700337,0.124579124579125,0.00168350168350168,0.220538720538721,0.0117845117845118,0,0,0,0.00757575757575758,0.123737373737374,0,0,0.0420875420875421,0.00841750841750842,0,0.00168350168350168,0.0757575757575758,0.0134680134680135,0,0.00168350168350168,0,0,0,0.00336700336700337,0,0,0.0117845117845118,0.00336700336700337,0,0.00505050505050505,0,0,0.00505050505050505,0.00168350168350168,0,0,0,0.00168350168350168,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0,0.00168350168350168,0,0,0,0,0,0,0,0,0,0,0,0,0.00168350168350168,0,0.00168350168350168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,302,0,0.0300751879699248,0,0.070891514500537,0.259935553168636,0.0171858216970999,0.0214822771213749,0,0,0,0.079484425349087,0.00429645542427497,0.227712137486574,0,0,0,0,0,0.106337271750806,0.00214822771213749,0,0.0365198711063373,0.0128893662728249,0,0.00859291084854995,0.0633727175080559,0,0.00429645542427497,0.00859291084854995,0,0,0,0.00429645542427497,0,0,0.00429645542427497,0,0,0,0,0,0.00429645542427497,0,0,0,0,0.00322234156820623,0,0,0,0,0,0.00214822771213749,0.00214822771213749,0,0,0,0.00429645542427497,0.00429645542427497,0,0.00214822771213749,0,0,0.00214822771213749,0,0,0,0,0.00214822771213749,0.00214822771213749,0.00214822771213749,0,0,0.00644468313641246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,339,0.00250312891113892,0.00750938673341677,0.0100125156445557,0.0450563204005006,0.240300375469337,0.00750938673341677,0.0200250312891114,0.00250312891113892,0,0.0100125156445557,0.107634543178974,0,0.287859824780976,0.00250312891113892,0,0,0,0.016270337922403,0.0763454317897372,0,0,0.0450563204005006,0.00750938673341677,0,0,0.0625782227784731,0.00750938673341677,0,0,0,0,0,0,0,0,0.00750938673341677,0,0,0,0,0,0.00500625782227785,0.00250312891113892,0,0,0,0.0112640801001252,0,0,0,0,0,0,0,0,0,0,0,0.0100125156445557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500625782227785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,376,0.00483091787439614,0.0072463768115942,0.00241545893719807,0.1256038647343,0.274154589371981,0.0314009661835749,0.0217391304347826,0,0,0,0.106280193236715,0.00241545893719807,0.198067632850242,0,0,0,0,0,0.0966183574879227,0,0,0.0495169082125604,0.00483091787439614,0,0,0.0386473429951691,0.0072463768115942,0.00241545893719807,0.00483091787439614,0,0,0,0,0,0,0.0072463768115942,0,0,0,0,0.00241545893719807,0.0072463768115942,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,413,0,0.024390243902439,0.0024390243902439,0.0914634146341463,0.173170731707317,0.0536585365853659,0.0439024390243902,0.0024390243902439,0,0.0024390243902439,0.0804878048780488,0.0048780487804878,0.248780487804878,0,0,0,0,0,0.118292682926829,0.0024390243902439,0.0024390243902439,0.0317073170731707,0.00731707317073171,0,0,0.0365853658536585,0.0097560975609756,0.0048780487804878,0.0024390243902439,0,0,0,0,0,0,0.0195121951219512,0,0,0.0024390243902439,0,0.0024390243902439,0.0097560975609756,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0.00731707317073171,0,0,0,0,0,0,0,0.00731707317073171,0,0,0.0024390243902439,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424.3,452,0.00222965440356745,0.00891861761426979,0.00222965440356745,0.0936454849498328,0.229654403567447,0.020066889632107,0.0334448160535117,0.00222965440356745,0,0.00668896321070234,0.0981047937569677,0.00668896321070234,0.214046822742475,0.00668896321070234,0,0,0,0.0111482720178372,0.123745819397993,0.00222965440356745,0,0.0379041248606466,0.00668896321070234,0,0.00445930880713489,0.0423634336677815,0.00222965440356745,0,0.00445930880713489,0,0.00222965440356745,0,0,0,0,0.00445930880713489,0,0,0.00222965440356745,0,0.00445930880713489,0.00891861761426979,0,0,0,0,0.00445930880713489,0,0,0,0,0,0,0,0,0,0,0.00445930880713489,0.00222965440356745,0,0,0,0,0,0,0,0,0,0,0,0,0.00222965440356745,0.00222965440356745,0,0,0,0,0.00222965440356745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432.8,491,0.00854700854700855,0.0192307692307692,0.00213675213675214,0.0854700854700855,0.168803418803419,0.0213675213675214,0.0192307692307692,0.00641025641025641,0.00427350427350427,0.00213675213675214,0.135683760683761,0.00213675213675214,0.237179487179487,0.00427350427350427,0.00213675213675214,0,0,0.0138888888888889,0.0897435897435897,0,0.0106837606837607,0.032051282051282,0.00213675213675214,0,0.00854700854700855,0.0491452991452991,0.00854700854700855,0,0.00213675213675214,0,0,0,0.00427350427350427,0,0.00427350427350427,0.00854700854700855,0.00641025641025641,0,0.00213675213675214,0,0.00213675213675214,0.00427350427350427,0.00213675213675214,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0.00213675213675214,0.00641025641025641,0,0,0.00213675213675214,0,0.00427350427350427,0,0,0,0,0,0,0.00534188034188034,0.00427350427350427,0,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441.3,519,0.00227531285551763,0.0068259385665529,0.0068259385665529,0.109215017064846,0.197952218430034,0.0364050056882821,0.0273037542662116,0.0068259385665529,0,0,0.0978384527872583,0.00455062571103527,0.25028441410694,0.0068259385665529,0,0,0,0.0136518771331058,0.0819112627986348,0,0,0.0341296928327645,0.00910125142207053,0,0,0.0364050056882821,0.00910125142207053,0.0068259385665529,0,0,0,0,0,0,0.0068259385665529,0.0113765642775882,0,0,0.00910125142207053,0,0.00227531285551763,0.0068259385665529,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0.00227531285551763,0,0,0,0,0,0,0,0,0,0,0,0.00227531285551763,0,0,0,0.00227531285551763,0,0,0,0,0.00227531285551763,0.0068259385665529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449.8,547,0,0.0229885057471264,0,0.0817369093231162,0.241379310344828,0.0127713920817369,0.0153256704980843,0,0,0,0.053639846743295,0.00510855683269476,0.324393358876117,0.0229885057471264,0,0,0,0.0102171136653895,0.0766283524904215,0,0.00255427841634738,0.0280970625798212,0.0102171136653895,0,0.0127713920817369,0.0434227330779055,0.0102171136653895,0.00510855683269476,0.00255427841634738,0,0.00255427841634738,0.00255427841634738,0,0,0,0.00255427841634738,0,0,0.00255427841634738,0,0.00255427841634738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255427841634738,0.00255427841634738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458.3,575,0.00344234079173838,0.0206540447504303,0.00172117039586919,0.137693631669535,0.189328743545611,0.0172117039586919,0.0206540447504303,0.00344234079173838,0,0,0.080895008605852,0,0.258175559380379,0.0137693631669535,0,0.00172117039586919,0,0.00516351118760757,0.0774526678141136,0,0.00172117039586919,0.0240963855421687,0.00172117039586919,0,0.00860585197934595,0.0757314974182444,0.0103270223752151,0.00172117039586919,0,0,0,0,0,0,0,0.0103270223752151,0,0,0.00344234079173838,0,0.00172117039586919,0.0240963855421687,0,0,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0.00172117039586919,0,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466.8,603,0,0.0162037037037037,0,0.208333333333333,0.185185185185185,0.0173611111111111,0.0324074074074074,0.00231481481481481,0.00231481481481481,0.00231481481481481,0.0671296296296296,0.00231481481481481,0.237268518518519,0.00462962962962963,0,0.00231481481481481,0,0.00578703703703704,0.0474537037037037,0,0,0.0277777777777778,0.00462962962962963,0,0.00231481481481481,0.0856481481481482,0.00462962962962963,0,0.00231481481481481,0,0,0,0,0,0,0.00462962962962963,0.00231481481481481,0,0,0.00231481481481481,0.00231481481481481,0,0.00231481481481481,0,0,0,0.00925925925925926,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0.00462962962962963,0.00462962962962963,0,0,0,0,0,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
